ID2,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
5732,Common Ground,"(*),(MW)","257-0855 vegetarian, clsd Tues",25 Elliott St.,Restaurants & Cafes,Brattlebro,VT,,1992,,,4/25/2023 9:32pm
4913,"Closet, The",,"399-8818 lesbian/gay book store, 11am-10pm, clsd Sun-Mon",25 N. Prince St.,Bookstore/Retail Shops,Lancaster,PA,,1992,,,4/25/2023 9:32pm
3251,Willows,,487-0520,25 Tremont St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
3180,Northstar,"(MX),(D),(E),(F)","586-9409 dinner 5pm-10pm & dancing 10pm-1am, clsd Mon",25 West St.,Bars,Northampton,MA,,1992,,,4/25/2023 9:32pm
3872,Carl's Adult World,,965-1110,25 White Horse Pike,Erotica,Egg Harbor City,NJ,,1992,,,4/25/2023 9:32pm
4024,Cathode Ray,"(V),(NH)","884-3615 1pm-4am, cruisy",26 Allen St.,"Bars,Cruising Areas",Buffalo,NY,,1992,,,4/25/2023 9:32pm
3225,Lamplighter Guest House,(MW),487-2529 B & B,26 Bradford St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
3085,Chandler Inn,"(*),(MX),(IGTA)",482-3450,26 Chandler St.,Accomodations,Boston,MA,,1992,,,4/25/2023 9:32pm
3220,Flamingo Bay,(MW),"487-0068 private baths, year round",27 Conwell St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
3094,Chaps,"(*),(D)",266-7778 4pm-2am,27 Huntington Ave.,Bars,Boston,MA,,1992,,,4/25/2023 9:32pm
2795,Hawley Cooke Books,,Plaza 893-0133 gay/lesbian section,27 Shelbyville Rd. ,Bookstore/Retail Shops,Louisville,KY,,1992,,,4/25/2023 9:32pm
4180,Cellblock 28,,"733-3144 8pm-3pm Mon-Thurs, 3pm-3am Sun",28 9th Ave.,Men's Services,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3249,Westwinds Guest House,"(MW),(SW)",487-2506 year round,28 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
4856,Stonewall,"(*),(MW),(D),(V),(F),(YC)","432-0706 2pm-2am Mon-Sat, Moose Lounge upstairs (piano bar & restaurant)",28-30 N. 10th St.,Bars,Allentown,PA,,1992,,,4/25/2023 9:32pm
4901,Town News,,"232-1100, 24hrs ",29 N. 2nd St.,Erotica,Harrisburg,PA,,1992,,,4/25/2023 9:32pm
3120,WordsWorth,,Cambridge 354-5201 general titles with gay/lesbian section,30 Brattle St.,Bookstore/Retail Shops,Boston,MA,,1992,,,5/18/2023 8:30am
3109,Casa Romero,(MX),536-4341 Mexican,30 Gloucester St.,Bars,Boston,MA,,1992,,,4/25/2023 9:32pm
3305,A and D Travel,(IGTA),737-5706,30 Main St.,Travel & Tour Operators,West Springfield,MA,,1992,,,4/25/2023 9:32pm
4311,Blair's Tavern,"(MX),(D)",561-9071 3pm-2am,30 Marion St.,Bars,Plattsburg,NY,,1992,,,4/25/2023 9:32pm
3275,Weathering Heights,,487-9259,30 Shank Painter Rd.,Restaurants & Cafes,Provincetown,MA,,1992,,,4/25/2023 9:32pm
1301,Gold Coast,"(*),(D)","965-6701 4pm-2am, from 2pm Sat & Sun",30 W. Cota,Bars,Santa Barbara,CA,,1992,,,4/25/2023 9:32pm
4022,Buddie's,"(MW),(D),(E)",855-1313 1pm-4am,31 Johnson Park,Bars,Buffalo,NY,,1992,,,4/25/2023 9:32pm
4121,Incentra Village Guest House,"(*),(MW)","206-0007 10 rooms, priv baths",32 8th Ave.,Accomodations,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
5733,Peter's Haven,"(*),(MW)",257-3333,32 Elliott St.,Restaurants & Cafes,Brattlebro,VT,,1992,,,4/25/2023 9:32pm
5738,Howden Cottage,(MW),864-7198 smoke-free B & B,32 N. Champlain St. ,Accomodations,Burlington,VT,,1992,,,4/25/2023 9:32pm
2985,Gays in Sobriety,,(Williston W. Church) 774-4060 meetings 6:30pm-8pm Sun & 8pm Thurs,32 Thomas St.,Info Lines & Services,Portland,ME,,1992,,,4/25/2023 9:32pm
1525,Fairmont Theatre,,"467-3832, cruisy, gay shows 11pm-1am Fri-Sun",33 Main St.,"Cruising Areas,Erotica",New Haven,CT,,1992,,,4/25/2023 9:32pm
3387,"Apartment, The",(F),"451-0815 11am-2am Mon-Sat, 2pm-2am Sun",33 Sheldon,Bars,Grand Rapids,MI,,1992,,,4/25/2023 9:32pm
3065,"Club, The","(BYOB),(MX),(D),(E),(S)",791-6969 8pm-closing Sun-Thurs; 11pm-closing Fri & Sat,33 W. Antietam St.,Bars,Hagerstown,MD,,1992,,,4/25/2023 9:32pm
1524,MCC,,"(United Church), Westville 777-9808, 4pm Sun",34 Harrison St.,Religious Organization,New Haven,CT,,1992,,,4/25/2023 9:32pm
4937,Mother's,,862-5270 8am-10pm,34 N. Main St.,Restaurants & Cafes,New Hope,PA,,1992,,,4/25/2023 9:32pm
1567,Blue Moon,"(*),(MW),(D),(F)","227-6515 Popular T-Dance 4pm, dinner & Sun brunch",35 Baltimore Ave.,Bars,Rehoboth Beach,DE,,1992,,,4/25/2023 9:32pm
3125,Dignity,,(St. John the Evnglst Epis. Church) 536-6518 5:30pm Sun,35 Boudoin St.,Religious Organization,Boston,MA,,1992,,,4/25/2023 9:32pm
3810,Runaway Travel,,434-0897,35 Crystal Ave.,Travel & Tour Operators,Derry,NH,,1992,,,4/25/2023 9:32pm
4614,Changes,"(S),(D),(YC)","445-9077 11:30am-2:30am, from 1pm Sun",35 W. 5th St.,Bars,Dayton,OH,,1992,,,4/25/2023 9:32pm
97,St. Elmo's ,(MX),437-5578 discreetly frequented by local gay population,36 Brewery Gulch Ave.,Bars,Bisbee,AZ,,1992,,,4/25/2023 9:32pm
4062,Loft,,597-6720 seasonal,36 Fire Island Blvd.,Bars,Fire Island,NY,,1992,,,4/25/2023 9:32pm
4060,Crew's Quarters,"(*),(SW)",Fire Island Pines 597-6873 seasonal,36 Fire Island Blvd.,Bars,Fire Island,NY,,1992,,,5/18/2023 8:30am
762,Garry's Country Kitchen,(MX),"328-0617 7am-2:30pm Mon-Fri, 8am-2pm Sat & Sun",36-815 Cathedral Canyon Dr.,Restaurants & Cafes,Palm Springs,CA,,1992,,,4/25/2023 9:32pm
5178,MCC,,(Unitarian Church) 233-0919 7pm Sun,37 E. Hillcrest Dr.,Religious Organization,Greenville,SC,,1992,,,4/25/2023 9:32pm
2971,"Inn at Tall Chimney, The",,646-8974,37 Main St.,Accomodations,Ogunquit,ME,,1992,,,4/25/2023 9:32pm
1570,Square One,(MW),227-1994 5pm-1am,37 Wilmington Ave.,Restaurants & Cafes,Rehoboth Beach,DE,,1992,,,4/25/2023 9:32pm
2961,Brewster Inn,"(MX),(W)","924-3130 B & B, year-round",37 Zions Hill,Accomodations,Dexter,ME,,1992,,,4/25/2023 9:32pm
4373,Traxx II,"(MW),(D),(NH),(S),(CW)","258-8729 9pm-2am Wed, Fri-Sun, CW bar upstairs",38 N. French Broad Ave.,Bars,Asheville,NC,,1992,,,4/25/2023 9:32pm
1573,Lambda Rising,,"227-6969 lesbian/gay bookstore, call for hours",39 Baltimore Ave.,Bookstore/Retail Shops,Rehoboth Beach,DE,,1992,,,4/25/2023 9:32pm
2287,Risque II Theatre,,(upstairs) 531-7318 call for hours,39 N. Hotel St.,Erotica,"Honolulu, Oahu",HI,,1992,,,4/25/2023 9:32pm
3900,MCC New Brunswick-Rutgers Univ Campus,,(St. Michael's Epis. Church) 566-8565 2:30pm Sun,40 Davidson Rd.,Religious Organization,New Brunswick,NJ,,1992,,,4/25/2023 9:32pm
4598,Trends,"(*),(MW),(D),(YC),(E)",461-0076 5pm-2:30am,40 E. Long St.,Bars,Columbus,OH,,1992,,,4/25/2023 9:32pm
5730,Cahoots,"(W),(D)","8pm-2am, til 1am Sat",40 Elliott St.,Bars,Brattlebro,VT,,1992,,,4/25/2023 9:32pm
1565,Rehoboth Guest House,(MX),"227-4117 B&B, May-Sept, shared baths",40 Maryland Ave.,Accomodations,Rehoboth Beach,DE,,1992,,,4/25/2023 9:32pm
4324,Forty Union,"(MW),(E),(F)","325-6216 5pm-2am, clsd Mon",40 S. Union St.,Bars,Rochester,NY,,1992,,,4/25/2023 9:32pm
3200,Bradford House & Motel,(MW),"487-0173 year round, private baths",41 Bradford St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
4494,Akron Steam & Sauna,(PC),"784-0777 noon-midnight Sun-Thurs, noon-6am Fri & Sat",41 S. Case ,Gyms/Health Clubs,Akron,OH,,1992,,,4/25/2023 9:32pm
2474,Nut Bush,(D),"366-5117 3pm-2am Sun-Thurs, 1pm-3am Fri & Sat",41 S. Harlem,Bars,Forest Park,IL,,1992,,,4/25/2023 9:32pm
1563,Paper Nautilus,(MW),227-1603,42 1/2 Baltimore Ave.,Accomodations,Rehoboth Beach,DE,,1992,,,4/25/2023 9:32pm
4917,Sassy but Classy,,393-9990,42 W. King St.,Erotica,Lancaster,PA,,1992,,,4/25/2023 9:32pm
1132,Ginger's Too,,543-3622 10am-2am,43 6th. St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
3196,Bed 'N' B'fast,(IGTA),487-9555 year round,44 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
1482,Bookends,,"745-3988 9am-10pm Mon-Sat, 10:30am-6pm Sun",44 Enfield St.,Erotica,Enfield,CT,,1992,,,4/25/2023 9:32pm
2975,Yellow Monkey Guest House & Hotel,(MW),"646-9056 April 15-Thanksgiving, sundeck, fitness room",44 Main St.,Accomodations,Ogunquit,ME,,1992,,,4/25/2023 9:32pm
3286,Country Club,"(*),(MW),(PC),(D),(SW),(E),(V)",(Rte. 139) 961-2414 noon-2am,44 Mazeo Dr,Bars,Randolph,MA,,1992,,,4/25/2023 9:32pm
4618,Stage Door,(NH),"223-7418 11am-2:30am Mon-Fri, from 1pm Sat & Sun",44 N. Jefferson,Bars,Dayton,OH,,1992,,,4/25/2023 9:32pm
4174,Greetings,,"242-0424, 11am-11pm",45 Christopher St.,Bookstore/Retail Shops,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
1500,Integrity,,"(Christ Church Cathedral) 522-2196, 5:30pm 2nd & 4th Sun",45 Church St.,Religious Organization,Hartford,CT,,1992,,,4/25/2023 9:32pm
1245,United Nations Plaza Hotel,,626-5200 (800) 553-1900,45 McAllister St.,Accomodations,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1253,Peter Pan Lounge,(NH),928-6991 6am-2am,45 Turk St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
4138,Kelly's Village West,"(MW),(E)",929-9322 noon-4am,46 Bedford St.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
2377,T.J.'s on Oak,(V),"943-6319 noon-2am Mon-Fri, from 3pm Sat & Sun",46 E. Oak St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
1315,Tinker's Damn,"(*),(D),(YC)","243-4595 3pm-2am Mon-Fri, 1pm-2am Sat & Sun",46 N. Saratoga,Bars,Santa Clara,CA,,1992,,,4/25/2023 9:32pm
2299,Windward Oahu B&B,"(MW),(SW)",235-1124 windward coast accomodations,46-251 Ikiiki St.,Accomodations,"Honolulu, Oahu",HI,,1992,,,4/25/2023 9:32pm
2955,Beginnings Etc.,,721-0702 specialty bookstore,47 Maine St.,Bookstore/Retail Shops,Brunswick,ME,,1992,,,4/25/2023 9:32pm
912,Re/Max Associates-Dean Burrows,,299-DEAN San Diego's #1 real estate professional,47Morena Blvd.,Info Lines & Services,San Diego,CA,,1992,,,4/25/2023 9:32pm
2129,"Metro, The","(D),(LV),(V)","874-9869 9pm-3am, til 4 am Fri",48 6th St.,Bars,Atlanta,GA,,1992,,,4/25/2023 9:32pm
3234,Renaissance Apartments,(MW),487-4600 weekly rentals,48 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
4259,Flavors on Sixty-Ninth,"(MW),(F)",429-8501 4pm-4am from noon Sun,48-10 69th St.,Bars,Queens,NY,,1992,,,4/25/2023 9:32pm
2126,Gallus Restaurant & Bar,"(*),(MW),(E),(H)","3pm-3am, hustlers in downstairs bar, food service 6pm-midnight",49 6th St. N.E.,Bars,Atlanta,GA,,1992,,,4/25/2023 9:32pm
4165,Five Oaks,"(*),(MW),(E)",243-8885 piano bar,49 Grove St.,Restaurants & Cafes,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
4087,Rumours,"(*),(MW),(D),(YC),(V)","49 Lower Dix Ave. Ext., Queensbury 798-0820, 792-9646 8pm-4am Mon-Thurs, 3pm-4am Fri-Sun",,Bars,Lake George,NY,,1992,,,5/18/2023 8:30am
1501,MCC,,"(Unitarian Meeting House) 236-3411, 7pm Sun",50 Bloomfield Ave.,Religious Organization,Hartford,CT,,1992,,,4/25/2023 9:32pm
4328,Jazzberry's Uptown Restaurant & Nightclub,"(MX),(F),(E)",262-3600 call for hours and events,50 East Ave.,Bars,Rochester,NY,,1992,,,4/25/2023 9:32pm
5150,Fifty Folly Place,(MW),"571-4171 B & B, year round, nr. historic Charleston",50 Folly Rd.,Accomodations,Charleston,SC,,1992,,,4/25/2023 9:32pm
4326,Heaven,"(MX),(D),(YC)",262-3050,50 Liberty Pole Way,Bars,Rochester,NY,,1992,,,4/25/2023 9:32pm
4348,Blythewood,(F),382-9755 9pm-4:30am,50 N. Jay St.,Bars,Schenectady,NY,,1992,,,4/25/2023 9:32pm
5094,Vibrations,"(*),(LV),(S)",(Condado) 10pm-5am,51 Ave. Barranquitos,Bars,San Juan,PR,,1992,,,4/25/2023 9:32pm
50,Society Lounge,"(MW),(D),(S)",433-9141 noon-?,51 Conception,Bars,Mobile,AL,,1992,,,4/25/2023 9:32pm
3907,Rah-Rah Pub,"(*),(MW),(D),(E),(F)",676-1399 4pm 2am,51 S. Day St.,Bars,Orange,NJ,,1992,,,4/25/2023 9:32pm
3092,Buddies,"(*),(D),(E),(V),(YC)",426-3772 noon-2am,51 Stuart St.,Bars,Boston,MA,,1992,,,4/25/2023 9:32pm
217,Cafe Armagost,"(*),(MX)","253-8075 excellent French & Creole gourmet, dinner 5pm-10pm, Sun brunch 9am-2pm",52 King Hwy,Restaurants & Cafes,Eureka Springs,AR,,1992,,,4/25/2023 9:32pm
3102,Napolean Club,"(*),(OC),(D),(E)","338-7547 dance bar weekends only, piano bar every day",52 Piedmont,Bars,Boston,MA,,1992,,,4/25/2023 9:32pm
5087,"Deep, The","(MW),(V)",725-1247 8pm-6am,53 Calle Aguadilla,Bars,San Juan,PR,,1992,,,4/25/2023 9:32pm
5089,Numbers,"(V),(H)",725-9476 8pm-6am,53 Calle Aguadilla,Bars,San Juan,PR,,1992,,,4/25/2023 9:32pm
5083,Wind Chimes Guest House,"(*),(MW)","727-4153 guesthouse & effeciency apts., cont'l breakfast",53 Calle Taft ,Accomodations,San Juan,PR,,1992,,,4/25/2023 9:32pm
4143,New Jimmy's,"(MW),(F)","(Stonewall Pl.) noon-4am, pub-style menu",53 Christopher St.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3829,Members,"(*),(D),(V),(E),(PC),(S)","436-9451 8pm-1:30am, from 6pm Fri & Sun",53 Green St.,Bars,Portsmouth,NH,,1992,,,4/25/2023 9:32pm
4915,Den of Pleasure,,299-1779,53 N. Prince St.,Erotica,Lancaster,PA,,1992,,,4/25/2023 9:32pm
1261,City Books,,885-4216,53 Turk St.,Erotica,San Francisco,CA,,1992,,,4/25/2023 9:32pm
3215,Eighteen-O-Seven House,(MW),487-2173 ,54 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
1143,Caribbean Zone,"(*),(MX)","541-9465 festive decor, waterfalls and airplanes, cocktails",55 Natoma St.,Restaurants & Cafes,San Francisco,CA,,1992,,,4/25/2023 9:32pm
3430,Poppers Pontiac,"(*),(S)","(shopping center) 335-1550 2pm-2am, opens noon Thurs, 4pm Sat",55 S. Glenwood St.,Bars,Pontiac,MI,,1992,,,4/25/2023 9:32pm
51,Sparky's,"(D),(NH),(PC),(V)",Hi NRG dance & cruise bar,55 S. Joachim St.,"Bars,Cruising Areas",Mobile,AL,,1992,,,4/25/2023 9:32pm
1608,Lost & Found,"(*),(D),(V),(F),(S),(YC),(AH)","488-1200 7pm Tues-Sat, Sun T-dance 4pm, Thurs CW, patio",56 'L' St. SE,Bars,Washington,DC,,1992,,,4/25/2023 9:32pm
4185,Congregation Beth Simchat Torah,,"929-9498, 8:30pm Fri",57 Bethune St.,Religious Organization,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3089,Bobby's,"(MW),(D),(E),(F)","248-9520 4pm-1am, dinner nightly",57 Canal St.,Bars,Boston,MA,,1992,,,4/25/2023 9:32pm
5077,Casa Blanca Guest House,"(*),(MW)","(Condado) 722-7139 gueshouse/bar, 1 blk to beach, near casinos & restaurants ",57 Caribe ,Accomodations,San Juan,PR,,1992,,,4/25/2023 9:32pm
2992,"Unicorn, The","(MW),(NH),(F),(D),(AH)","879-0645 3pm-1am, late breakfast & Sun brunch",57 Center St.,Bars,Portland,ME,,1992,,,4/25/2023 9:32pm
6015,Red Apple Restaurant & Lounge,"(MX),(F)",525-5113,57 E. Main,Restaurants & Cafes,Walla Walla,WA,,1992,,,4/25/2023 9:32pm
1511,"Grove Book & Video, The",,235-0704,57 West Main,Erotica,Meridien,CT,,1992,,,4/25/2023 9:32pm
2993,Westside,(MX),773-8223,58 Pine St.,Bars,Portland,ME,,1992,,,4/25/2023 9:32pm
3894,Murphy's Tavern,(F),"622-9176 6pm-2amSun-Thurs, til 3am Fri & Sat, lunch daily",59 Edison Pl.,Bars,Newark,NJ,,1992,,,4/25/2023 9:32pm
4141,Marie's Crisis,"(*),(MW),(E)",at Sheridan sq. 243-9323 piano bar,59 Grove St.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
4371,O' Henry's,"(MW),(D),(NH),(PC)","254-1891 11am-2am, from 1pm Sun",59 Haywood St.,Bars,Asheville,NC,,1992,,,4/25/2023 9:32pm
4114,New York Wrestling Club,,477-4227 national org for wrestlers & fans,59 W. 10th St. ,Info Lines & Services,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3151,World Eye Bookshop,,772-2186 general bookstore with gay/lesbian titles & bulletin board,60 Federal St.,Bookstore/Retail Shops,Greenfield,MA,,1992,,,4/25/2023 9:32pm
4156,Uncle Charlie's,"(*),(V),(YC)","255-8787 great video, very preppie",60 Greenwich Ave.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
784,Cafe 60 North,(MX),(at Union) 793-9000 7am-10pm,60 N. Raymond,Restaurants & Cafes,Pasadena,CA,,1992,,,4/25/2023 9:32pm
4133,Duplex,"(*),(MX),(E)","255-5438 piano bar, cabaret, 4pm-4am",61 Christopher St.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
4375,Malaprop's Bookstore & Cafe,,"254-6734 gay/lesbian section, 9am-8pm Mon-Sat, noon-5pm Sun",61 Haywood St.,Bookstore/Retail Shops,Asheville,NC,,1992,,,4/25/2023 9:32pm
3130,Gay Community News,,426-4469,62 Berkeley St.,Publication,Boston,MA,,1992,,,4/25/2023 9:32pm
2107,Atlanta Gay Center,,876-5372 social service center,63 12th St. NE,Info Lines & Services,Atlanta,GA,,1992,,,4/25/2023 9:32pm
2344,Chester Street,"(MX),(D)",356-5607 5pm-1am,63 Chester St.,Bars,Champaign/Urbana,IL,,1992,,,4/25/2023 9:32pm
2020,Space Age Books,,773-7660,63 Ocean Blvd.,Erotica,Satellite Beach,FL,,1992,,,4/25/2023 9:32pm
4127,Barbary Coast,(NH),675-0385 8am-4am,64 7th Ave.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
1146,Half Shell,"(*),(MX)","552-7677 seafood, 11:30am-10:30pm Mon-Thurs, til 11pm Fri & Sat",64 Rausch St.,Restaurants & Cafes,San Francisco,CA,,1992,,,4/25/2023 9:32pm
2970,Grenadier Motor Inn,(MX),646-3432 April-October only,64 S. Main St.,Accomodations,Ogunquit,ME,,1992,,,4/25/2023 9:32pm
4537,MCC New Spirit,,"(Church of Our Savior) 241-8216, 7pm Sun",65 E. Hollister Ave.,Religious Organization,Cincinnati,OH,,1992,,,4/25/2023 9:32pm
4251,Me Again Tours,(IGTA),852-2327,66 Court St.,Travel & Tour Operators,Brooklyn,NY,,1992,,,4/25/2023 9:32pm
4739,Playbill Club,"(MX),(D),(E)","(Cook's Tavern) 488-4626 2pm-2am, dancing Thurs-Sat",66 E. Main St.,Bars,Ashland,OR,,1992,,,4/25/2023 9:32pm
1478,Triangles Cafe,"(*),(MW),(D),(S)","Rte. 7, 798-6996 outdoor patio, live DJ, call for hours",66 Sugar Hollow Rd,Bars,Danbury,CT,,1992,,,4/25/2023 9:32pm
1265,Turk Street News,,885-2040,66 Turk St.,Erotica,San Francisco,CA,,1992,,,4/25/2023 9:32pm
4374,Downtown Books & News,,"253-8654 smal gay/lesbian section, 9am-8pm Mon-Sat, noon-5pm Sun",67 N. Lexington Ave.,Bookstore/Retail Shops,Asheville,NC,,1992,,,4/25/2023 9:32pm
3389,Club 67 Promenade Bar,"(*),(MW),(S),(D),(F)",454-8003 2pm-2am,67 S. Division Ave.,Bars,Grand Rapids,MI,,1992,,,4/25/2023 9:32pm
771,Trio's,"(MX),(E)","321-0477 full bar, continental cuisine",67-399 Hgwy 111 ,Restaurants & Cafes,Palm Springs,CA,,1992,,,4/25/2023 9:32pm
730,Desert Palms Inn,"(*),(SW),(F)","(Cathedral City) 324-5100 cocktails, jacuzzi, open year round",67-580 E. Palm Canyon Dr.,Accomodations,Palm Springs,CA,,1992,,,5/18/2023 8:31am
748,"Villa, The","(*),(SW)","(Cathedral City) 328-7211 indiv bungalows, sauna & jacuzzi, open year round, women welcome",67-670 Carey Rd.,Accomodations,Palm Springs,CA,,1992,,,5/18/2023 8:31am
763,Maria's Italian Kitchen,"(MX),(BW)","(Cathedral City) 328-4378 clsd Mon, 11am-2:30pm, 5:30-9:30pm Tues-Sat, 5:30-9:30pm Sun",67-778 Hwy. 111,Restaurants & Cafes,Palm Springs,CA,,1992,,,5/18/2023 8:31am
756,Rocks,"(*),(MW),(D),(F)","(Cathedral City) 324-0688 patio, Sun T-dance, 2pm-2am",67-901 Hwy. 111,Bars,Palm Springs,CA,,1992,,,5/18/2023 8:31am
772,Wild Goose,"(MX),(E)","328-5775 continental/wild game, from 5:30pm, cocktails",67-938 Hwy. 111,Restaurants & Cafes,Palm Springs,CA,,1992,,,4/25/2023 9:32pm
4126,"Bar, The",(NH),674-9714 1pm-4am,68 2nd Ave.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3205,Carl's Guest House,"(*),(N)","487-1650 B & B, year round",68 Bradford St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
777,World Wide Book Store,,321-1313,68-300 Ramon Rd.,Erotica,Palm Springs,CA,,1992,,,4/25/2023 9:32pm
760,Cattails,"(*),(MX)","(Cathedral City) 324-8263 open 6pm, clsd Tues, classical French",68-369 Hwy. 111,Restaurants & Cafes,Palm Springs,CA,,1992,,,5/18/2023 8:31am
751,C.C. Construction Co.,"(*),(D),(LV),(YC)","324-4241 patio, 5pm-2am",68-449 Perez Rd.,Bars,Palm Springs,CA,,1992,,,4/25/2023 9:32pm
775,Star Magazine,,(Cathedral City) 328-5511 every other week magazine,68-469 Hwy. 111,Publication,Palm Springs,CA,,1992,,,5/18/2023 8:31am
761,Club One Eleven,"(MW),(E)","(Cathedral City) 321-5157 10am-1am, bar & restaurant, dinners only, cont'l cuisine",68-599 Hwy. 111,Restaurants & Cafes,Palm Springs,CA,,1992,,,5/18/2023 8:31am
757,Shades,"(*),(D),(NH),(E),(V),(YC),(P)","(Cathedral City) 321-9792 3pm-2am, noon-2am Sat & Sun",68-657 Hwy 111,Bars,Palm Springs,CA,,1992,,,5/18/2023 8:32am
770,Shame on the Moon,"(*),(MX)","(Cathedral City) 324-5515 continental cuisine, 6-10:30pm, clsd Mon",68-805 Hwy. 111,Restaurants & Cafes,Palm Springs,CA,,1992,,,5/18/2023 8:32am
764,Paoli's Pizzeria & Pasta House,(MX),"(Cathedral City) 324-3737 clsd Mon, call for hours",68-977 Hwy. 111,Restaurants & Cafes,Palm Springs,CA,,1992,,,5/18/2023 8:32am
752,Daddy Warbucks,"(*),(S),(E),(D),(YC)","(Cathedral City) 324-1022 Sun night whipped cream wrestling, 5pm-2am",68-981 Hwy 11,Bars,Palm Springs,CA,,1992,,,5/18/2023 8:32am
3100,Luxor,"(*),(V),(F)",423-6969 4pm-1am,69 Church ,Bars,Boston,MA,,1992,,,4/25/2023 9:32pm
5119,Courtney's Lounge,,"331-2291 noon-1am, piano bar",69 Union St.,Bars,Providence,RI,,1992,,,4/25/2023 9:32pm
4490,Innerbelt,"(D),(V),(S)",253-5700 8pm-3am,70 N. Howard St.,Bars,Akron,OH,,1992,,,4/25/2023 9:32pm
2969,Admiral's Inn,"(MX),(SW)",646-7093 year-round,70 S. Main St.,Accomodations,Ogunquit,ME,,1992,,,4/25/2023 9:32pm
4067,Martini's,"(MX),(YC)",798-9809 9am-4am,70 South St.,Bars,Glens Falls,NY,,1992,,,4/25/2023 9:32pm
5734,Everyone's Books,,"254-8160 general bookstore, gay section",71 Elliott St.,Bookstore/Retail Shops,Brattlebro,VT,,1992,,,4/25/2023 9:32pm
737,Hideaway Resort,"(*),(MX),(SW)","(Rancho Mirage) 346-4720 weekly/monthly rental only, kitchens, hot spa, open year round",71-472 San Jacinto Dr.,Accomodations,Palm Springs,CA,,1992,,,5/18/2023 8:33am
4600,Grapevine Cafe,(MX),"221-VINE 4pm-1am Tues-Sat, clsd Sun & Mon",73 E. Gay St.,Restaurants & Cafes,Columbus,OH,,1992,,,4/25/2023 9:32pm
4264,Magic Touch,"(*),(M),(D),(S)","Jackson Heights 429-8605 Latin night Wed, 4pm-4am",73-13 37th Ave.,Bars,Queens,NY,,1992,,,5/18/2023 8:33am
769,Ron's in the Desert,"(MX),(E)","Palm Desert 773-3766 cont'l, lunch 11am-3pm, dinner from 5:30 pm ",73-703 Hwy. 111,Restaurants & Cafes,Palm Springs,CA,,1992,,,5/18/2023 8:33am
3495,Fresh Expression's,,"Mpls. 339-2705 7am-9pm Mon-Fri, 8am-6pm Sat, 11am-5pm Sun",74 S. Seventh St.,Restaurants & Cafes,Minneapolis,MN,,1992,,,4/25/2023 9:32pm
5137,Video Expo,,274-4477,75 Empire St.,Erotica,Providence,RI,,1992,,,4/25/2023 9:32pm
3121,City Travel,(IGTA),426-0001,75 Kneeland St.,Bookstore/Retail Shops,Boston,MA,,1992,,,4/25/2023 9:32pm
1900,Switchboard of Miami,,"358-4357 24hr, info & referrals in Dade County",75 S.W. 8th St.,Info Lines & Services,Miami,FL,,1992,,,4/25/2023 9:32pm
3122,Forex Travel,,482-2900,76 Arlington St.,Bookstore/Retail Shops,Boston,MA,,1992,,,4/25/2023 9:32pm
4004,Waterworks Pub,(D),"465-9079 4pm-4am Mon-Thurs, from 3pm Fri-Sun",76 Central Ave.,Bars,Albany,NY,,1992,,,4/25/2023 9:32pm
4128,Boots & Saddle,"(LV),(L)",929-9684 8am-4am,76 Christopher St.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
1531,New London People's Forum,,"(St. James Episcopal Church) 447-3410 mtg 7:30pm Wed, social support group",76 Federal,Info Lines & Services,New London,CT,,1992,,,4/25/2023 9:32pm
