auto#,title,amenityfeatures,type,description,streetaddress,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
179,Chute ,"(MO),(B),(L)",Men's Clubs,602/234-1654 24hrs ,1440 E Indian School Rd,Phoenix,AZ,,,,2002,9/29/2023 4:27pm
180,Flex Complex ,"(SW),(PC)",Men's Clubs,(btwn 19th Ave & I-17) 602/271-9011 24hrs ,1517 S Black Canyon Hwy ,Phoenix,AZ,,,,2002,9/29/2023 4:27pm
181,Hideout ,,Men's Clubs,(at 40th St) 602/431-1010 ,4030 E Elwood Dr,Phoenix,AZ,,,,2002,9/29/2023 4:27pm
184,Adult Shoppe ,,Erotica,"(at Jefferson) 602/306-1130 also 5021 W Indian School Rd (at 51st Ave), 623/245-3008 ",111 S 24th St ,Phoenix,AZ,,,,2002,9/29/2023 4:27pm
185,Castle Megastore ,,Erotica,"(at Central) 602/266-3348 also 5501 E Washington, 602/231-9837; 8802 N Black Canyon Fwy, 602/995-1641; 8315 E Apache Tr, 480/986-6114",300 E Camelback ,Phoenix,AZ,,,,2002,9/29/2023 4:27pm
186,Castle Megastore ,,Erotica,602/995-1641,8802 N Black Canyon Fwy,Phoenix,AZ,,,Location from another entry's description.,2002,5/20/2024 2:14pm
187,Castle Megastore ,,Erotica,480/986-6114,8315 E Apache Tr,Phoenix,AZ,,,Location from another entry's description.,2002,5/20/2024 2:14pm
188,International Bookstore ,,Erotica,(at 36th St) 602/955-2000,3640 E Thomas Rd,Phoenix,AZ,,,,2002,9/29/2023 4:27pm
189,Pleasure World ,(V),Erotica,(at 40th St) 602/275-0015 ,4029 E Washington ,Phoenix,AZ,,,,2002,9/29/2023 4:27pm
190,Tuff Stuff ,,Erotica,"(at 17th St) 602/254-9651 clsd Sun-Mon, leather shop ",1716 E McDowell Rd,Phoenix,AZ,,,,2002,9/29/2023 4:27pm
197,Briar Wreath Inn B&B ,"(GS),(GO)",Accommodations,"(at Gurley) 520/778-6048 full brkfst, hot tub",232 S Arizona Ave,Prescott,AZ,,,,2002,9/29/2023 4:27pm
198,Cock's Roost,"(M),(GO)",Accommodations,"520/776-4404, 888/489-3756 full brkfst ",4684 Pink Car Rd ,Prescott,AZ,,,,2002,9/29/2023 4:27pm
201,ScottsDale Resorts Accommodations ,"(GF),(SW),(NS)",Accommodations,"480/515-2300, 888/868-4378 rental homes, villas & condos, kids/ pets ok ",7025 E Greenway Pkwy #250 ,Scottsdale,AZ,,,,2002,9/29/2023 4:27pm
202,Southwest Inn at Eagle Mountain ,"(GF),(NS)",Accommodations,"Fountain Hills 480/816-3000, 800/992-8083 on 18-hole golf course",9800 N Summer Hill Blvd,Scottsdale,AZ,,,,2002,9/29/2023 4:27pm
203,BS West ,"(MW),(D),(V),(WC)",Bars,"(in pedestrian mall) 480/945-9028 1pm-1am, Sun bbq",7125 W 5th Ave,Scottsdale,AZ,,,,2002,9/29/2023 4:27pm
204,Espresso Country ,,Cafes,"(at McDowell) 480/994-5110 6am-7pm, 7am-6pm Sun ",1422 N Scottsdale Rd,Scottsdale,AZ,,,,2002,9/29/2023 4:27pm
205,AZ-88 ,,Restaurants,"480/994-5576 11am-1am, food till midnight, from 5pm wknds, upscale, some veggie, bar popular w/ gay men Fri-Sat eves",7553 E Scottsdale Mall ,Scottsdale,AZ,,,,2002,9/29/2023 4:27pm
206,Malee's ,,Restaurants,"480/947-6042 lunch & dinner, Thai, full bar",7131 E Main ,Scottsdale,AZ,,,,2002,9/29/2023 4:27pm
207,Zorba's Adult Book Shop ,,Erotica,(N of Thomas) 480/941-9891 arcade,2924 N Scottsdale Rd,Scottsdale,AZ,,,,2002,9/29/2023 4:27pm
208,Apple Orchard Inn ,"(GF),(SW),(NS),(WC)",Accommodations,"928/282-5328, 800/663-6968 full brkfst, masseuse ",656 Jordan Rd,Sedona,AZ,,,,2002,9/29/2023 4:27pm
209,Iris Garden Inn ,"(GF),(NS),(WC)",Accommodations,"928/282-2552, 800/321-8988 motel, jacuzzi ",390 Jordan Rd,Sedona,AZ,,,,2002,9/29/2023 4:27pm
211,Mustang B&B ,"(GS),(N),(NS),(GO)",Accommodations,"Cottonwood 928/646-5929 25 mins from Sedona, full brkfst, movie theater",4257 Mustang Dr,Sedona,AZ,,,,2002,9/29/2023 4:27pm
212,Southwest Inn at Sedona,"(GF),(NS)",Accommodations,"928/282-3344, 800/483-7422 ",3250 W Hwy 89-A ,Sedona,AZ,,,,2002,9/29/2023 4:27pm
214,Judi's ,,Restaurants,"928/282-4449 11:30am-9pm, full bar",40 Soldier Pass Rd,Sedona,AZ,,,,2002,9/29/2023 4:27pm
215,Shugrue's West ,(WC),Restaurants,928/282-2943 full bar,2250 W Hwy 89-A,Sedona,AZ,,,,2002,9/29/2023 4:27pm
216,The Windmill ,"(MW),(D),(F),(E)",Nightclubs,"(at Mill Steakhouse & Saloon) 480/756-2445 7pm-1am Wed-Th, till 4am Fri-Sat ",3300 S Price Rd,Tempe,AZ,,,,2002,9/29/2023 4:27pm
217,Restaurant Mexico ,,Restaurants,"480/967-3280 11am-9pm, till 10pm Fri-Sat, clsd Sun ",120 E University Dr,Tempe,AZ,,,,2002,9/29/2023 4:27pm
218,Changing Hands ,,Bookstores,"480/730-0205 new & used, lgbt section ",6428 S McClintock Dr,Tempe,AZ,,,,2002,9/29/2023 4:27pm
219,Modern World ,,Erotica,(at McClintock Dr) 480/967-9052 24hrs,1812 E Apache ,Tempe,AZ,,,,2002,9/29/2023 4:27pm
223,Wingspan Community Center ,,Info Lines & Services,"(at 5th Ave) 520/624-1779, 520/624-0348 11am-7pm Mon-Sat, lgbt & youth info, lgbt AA, call for events ",300 E 6th St ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
225,Adobe Rose Inn B&B,"(GF),(SW)",Accommodations,"520/318-4644, 800/328-4122 full brkfst, hot tub",940 N Olsen Ave,Tucson,AZ,,,,2002,9/29/2023 4:27pm
226,Armory Park Guesthouse,(GF),Accommodations,520/206-9252 renovated 1896 residence (owner's) w/ 2 detached guest units ,219 S 5th Ave,Tucson,AZ,,,,2002,9/29/2023 4:27pm
227,Casa Alegre B&B Inn ,"(GF),(SW),(NS)",Accommodations,"520/628-1800, 800/628-5654 full brkfst, hot tub ",316 E Speedway Blvd,Tucson,AZ,,,,2002,9/29/2023 4:27pm
228,Catalina Park Inn ,"(GF),(NS),(GO)",Accommodations,"520/792-4541, 800/792-4885",309 E 1st St,Tucson,AZ,,,,2002,9/29/2023 4:27pm
229,Desert Trails B&B ,"(GF),(SW)",Accommodations,520/885-7295 adobe hacienda on 3 acres bordering Saguaro Nat'l Park ,12851 E Speedway Blvd,Tucson,AZ,,,,2002,9/29/2023 4:27pm
230,Elysian Grove Market B&B ,"(GF),(NS)",Accommodations,"520/628-1522 full brkfst, renovated historic adobe, kitchen in suite",400 W Simpson,Tucson,AZ,,,,2002,9/29/2023 4:27pm
231,Gateway Villas B&B ,"(GS),(SW),(NS),(GO)",Accommodations,"(at 9th St) 520/740-0767, 888/239-8125 jacuzzi, some kitchens ",228 N 4th Ave ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
232,Hacienda del Sol Guest Ranch Resort,"(GF),(F),(SW),(WC)",Accommodations,"520/299-1501, 800/728-6514",5601 N Hacienda del Sol Rd,Tucson,AZ,,,,2002,9/29/2023 4:27pm
233,Hotel Congress,"(GF),(F)",Accommodations,"520/622-8848, 800/722-8848 also 'Cup Cafe' & full bar",311 E Congress ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
235,Royal Elizabeth B&B Inn ,"(GF),(SW),(NS),(GO)",Accommodations,"(at Broadway) 520/670-9022, 877/670-9022 historic 1878 downtown mansion, full brkfst, hot tub ",204 S Scott Ave,Tucson,AZ,,,,2002,9/29/2023 4:27pm
236,Tortuga Roja B&B ,"(MO),(SW),(N),(NS),(WC)",Accommodations,"520/577-6822, 800/467-6822 hot tub",2800 E River Rd,Tucson,AZ,,,,2002,9/29/2023 4:27pm
237,Congress Tap Room ,"(GF),(NH),(D),(A),(E)",Bars,"(at Hotel Congress) 520/622-8848 noon-1am, dance club from 9pm, theme nights ",311 E Congress ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
238,IBT's (It's About Time) ,"(MW),(D),(S),(WC)",Bars,"(at University) 520/882-3053 9am-1am, from 11am Sun ",616 N 4th Ave ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
239,Venture-N ,"(M),(L)",Bars,"(at Stone) 520/882-8224 6am-1am, from 10am Sun, patio ",1239 N 6th Ave,Tucson,AZ,,,,2002,9/29/2023 4:27pm
240,Woody's ,"(M),(V),(WC)",Bars,"520/292-6702 noon-1am, from 11am wknds ",3710 N Oracle,Tucson,AZ,,,,2002,9/29/2023 4:27pm
241,The Yard Dog Saloon ,"(GS),(TG),(WC)",Bars,"520/624-3858 6am-1am, from 10am Sun ",2449 N Stone ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
242,Cafe Quebec,(WC),Cafes,(at Arizona Ave) 520/798-3552 8am-midnight,121 E Broadway ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
243,The Cottage Bakery Cafe,,Cafes,"(at Country Club) 520/325-5549 7am-5:30pm, 8am-4:30pm Sat, clsd Sun ",3022 E Broadway ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
244,Rainbow Planet Coffee House ,(MW),Cafes,"520/620-1770 7am-11pm, 8am-midnights wknds ",606 N 4th Ave ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
245,Blue Willow ,,Restaurants,(at Grant) 520/327-7577 brkfst served all day ,2616 N Campbell ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
246,Cafe Terra Cotta,(WC),Restaurants,520/577-8100 full bar,3500 E Sunrise ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
247,The Grill on Congress ,(BW),Restaurants,(at Scott) 520/623-7621 24hrs ,100 E Congress ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
248,Antigone Books,(WC),Bookstores,"(at 7th St) 520/792-3715 10am-6pm, till 9pm Fri-Sat, noon-5pm Sun, lgbt ",411 N 4th Ave ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
249,Desert Pride ,"(WC),(GO)",Retail Shops,"(at 5th Ave) 520/388-9829 noon-6pm, till 5pm wknds, pride gifts ",300 E 6th St ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
253,The Bookstore Southwest ,,Erotica,520/790-1550 ,5754 E Speedway Blvd ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
254,Caesar's Adult Shop ,,Erotica,(btwn Glen & Grant) 520/622-9479 ,2540 N Oracle Rd,Tucson,AZ,,,,2002,9/29/2023 4:27pm
255,Continental Adult Shop ,,Erotica,"(at Grant), Tucson 520/327-8402 private rms ",2655 N Campbell ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
256,Hydra ,,Erotica,"(at 6th) 520/791-3711 vinyl, leather, toys, shoes ",145 E Congress ,Tucson,AZ,,,,2002,9/29/2023 4:27pm
264,White Wing Services,,Info Lines & Services,(at Main) 501/253-5445 commitment ceremonies,45 1/2 Spring St,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
265,11 Singleton House B&B ,"(GF),(NS)",Accommodations,"501/253-9111, 800/833-3394 full brkfst, jacuzzi, also private cottage",11 Singleton ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
266,A Cliff Cottage Inn–Luxury B&B Suites & Cottages,"(GF),(NS)",Accommodations,"501/253-7409, 800/799-7409 full brkfst, gourmet dinner & dinner cruises",42 Armstrong St,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
267,Arbour Glen Victorian Inn B&B ,(GF),Accommodations,"501/253-9010, 800/515-4536 full brkfst, historic Victorian home w/ guesthouse, jacuzzis, fireplaces",7 Lema,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
268,Basin Park Hotel ,(GS),Accommodations,"501/253-7837, 800/643-4972 1905 historic hotel ",12 Spring St ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
271,Heart of the Hills Inn ,"(GS),(GO)",Accommodations,"501/253-7468, 800/253-7468 historic inn nr downtown, full brkfst ",5 Summit ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
273,Mark E Cook Historic Guest House,(GS),Accommodations,"(at Edgewood Manor) 501/253-6555, 800/210-5683 Victorian suites & cottages",27 Paxos ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
275,Palace Hotel & Bath House ,(GF),Accommodations,501/253-7474 historic bath house open to all ,135 Spring St ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
277,Rock Cottage Gardens,"(MW),(GO)",Accommodations,"501/253-8659, 800/624-6646 full brkfst, jacuzzi ",10 Eugenia St ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
278,The Woods Resort ,"(MW),(NS),(GO)",Accommodations,"(off Hwy 62) 501/253-8281 cottages, jacuzzis, kitchens, treehouse hot tub",50 Wall St ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
279,Center Street Bar & Grille ,"(*),(GF),(E)",Bars,"501/253-8102 5pm-2am, till 10pm Sun, kitchen open till 10pm Th-Mon, Mexican ",10 Center St ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
280,Chelsea's Corner Cafe ,(GF),Bars,"501/253-6723 11am-2am, clsd Sun, patio ",10 Mountain St ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
283,Ermilio's ,,Restaurants,"501/253-8806 5pm-9pm, clsd Th, Italian, full bar ",26 White ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
284,Gaskins Cabin Restaurant ,(GS),Restaurants,(Hwy 187) 501/253-5466 5pm-9pm Tue-Sat,2883 Hwy 23 N ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
285,Jim & Brent's Bistro ,(BYOB),Restaurants,"501/253-7457 5pm-10pm, clsd Wed-Th ",173 S Main,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
286,The Plaza,,Restaurants,"501/253-8866 lunch & dinner, French, full bar ",55 S Main ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
287,Sonny's Pizzeria,,Restaurants,"(at Mountain) 501/253-2329 3pm-9pm, from 11am Wed, till 10pm Fri-Sat, clsd Tue, pizza & pasta, also 'Olives' piano bar ",119 N Main St ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
288,The Emerald Rainbow ,,Retail Shops,501/253-5445 metaphysical & lgbt pride store ,45-1/2 Spring St ,Eureka Springs,AR,,,,2002,9/29/2023 4:27pm
289,AA Gay/ Lesbian ,,Info Lines & Services,"501/443-6366 (AA#) mtgs 5:30pm daily, call for info ",568 W Sycamore,Fayetteville,AR,,,,2002,9/29/2023 4:27pm
290,Ron's Place,"(M),(NH),(S)",Bars,"501/442-3052 9pm-2am Th-Sun, shows Sun ",523 W Poplar ,Fayetteville,AR,,,,2002,9/29/2023 4:27pm
291,Sycamore Pub ,"(MW),(NH),(D),(V),(PC),(GO)",Bars,"(at Gregg Ave) 501/571-1300 6pm-2am, clsd Tue, DJ Fri-Sat ",716 W Sycamore #2,Fayetteville,AR,,,,2002,9/29/2023 4:27pm
292,The Common Grounds ,,Cafes,"501/442-3515 7am-2am, from 9am wknds",412 W Dickson ,Fayetteville,AR,,,,2002,9/29/2023 4:27pm
293,Hastings Bookstore ,,Bookstores,(Fiesta Sq Shopping Ctr) 501/521-0244 9am-11pm ,3009 N College Ave,Fayetteville,AR,,,,2002,9/29/2023 4:27pm
294,Passages ,,Bookstores,501/442-5845 new age bookstore ,2332 N College Ave,Fayetteville,AR,,,,2002,9/29/2023 4:27pm
295,Curry's Video Concepts ,,Erotica,501/521-0009 ,612 N College Ave,Fayetteville,AR,,,,2002,9/29/2023 4:27pm
298,Kinkead's ,"(*),(GS),(NH),(D),(S),(18+)",Bars,"(at Towson) 501/783-9988 6pm-1am, till midnight Sat, clsd Sun ",1004 1/2 Garrison Ave,Fort Smith,AR,,,,2002,9/29/2023 4:27pm
299,Burnzee's on the Hill ,"(*),(MW),(D),(S),(PC)",Nightclubs,"501/494-7300 8pm-2am, from 4pm Sun, clsd Mon ",1217 South 'W' ,Fort Smith,AR,,,,2002,9/29/2023 4:27pm
300,O'Brady's Burgers & Brew,,Restaurants," (in Dimon Ctr), 907/344-8033",800 E Dimond,Anchorage,AK,,,,2002,5/20/2024 1:39pm
301,Adult Shoppe ,,Erotica,"(at 51st Ave), 623/245-3008 ",5021 W Indian School Rd ,Phoenix,AZ,,,Location from another entry's description.,2002,5/20/2024 2:14pm
302,Castle Megastore ,,Erotica, 602/231-9837,5501 E Washington,Phoenix,AZ,,,Location from another entry's description.,2002,5/20/2024 2:14pm
303,The Cottage ,(GS),Accommodations,(at Park Ave) 501/318-1098 restored cottage in historic district ,108 Tom Ellworth Dr,Hot Springs,AR,,,,2002,9/29/2023 4:27pm
304,Our House Lounge & Restaurant ,"(*),(MW),(D),(S),(WC)",Nightclubs,"501/624-6868 7pm-3am, till 2am Sat, clsd Sun, shows monthly ",660 E Grand Ave,Hot Springs,AR,,,,2002,9/29/2023 4:27pm
311,PALS (People of Alternative Lifestyles),,Info Lines & Services,501/374-3605 for teenagers and young adults up to 24,210 S Pulaski St,Little Rock,AR,,,,2002,9/29/2023 4:27pm
312,Backstreet,"(MW),(D),(CW),(S),(PC),(WC)",Bars,btwn Cantrell  & Riverfront 501/664-2744 9 pm-5am,1021 Jessie Rd #Q,Little Rock,AR,,,,2002,9/29/2023 4:27pm
313,The Factory,"(M),(NH),(D),(F),(E),(K),(WC),(GO)",Bars,"btwn 4th & Center 501/372-3070 5pm-2am, 7pm-1am Sat, clsd Sun",412 S Louisiana St,Little Rock,AR,,,,2002,9/29/2023 4:27pm
314,Discovery: The Experience,"(*),(GS),(D),(TG),(S),(PC),(WC)",Nightclubs,btwn Cantrell & Riverfront 501/664-4784 9pm-5am Sat,1021 Jessie Rd,Little Rock,AR,,,,2002,9/29/2023 4:27pm
315,Beyond the Edge Cafe,,Cafes,at Chester 501/372-0660 10am-2pm & 5pm-10pm clsd Sun-Mon,1009 W 7th St ,Little Rock,AR,,,,2002,9/29/2023 4:27pm
316,Vino's Pizza,(BW),Restaurants,"at Chester 501/375-8466 11am-midnight, till 10pm Tue-Wed",923 W 7th St,Little Rock,AR,,,,2002,9/29/2023 4:27pm
318,A Twisted Gift Shop,,Retail Shops,"at Chester 501/376-7723 11am-10pm, clsd Tue, gift shop; also 7201 Asher Ave, 501/568-4262",1007 W 7th St,Little Rock,AR,,,,2002,5/20/2024 1:46pm
319,Wild Card,,Retail Shops,"at Maralynn 501/223-9071 10am-8pm, noon-5pm Sun, novelties & gifts",400 N Bowman,Little Rock,AR,,,,2002,9/29/2023 4:27pm
329,Wildflower Bakery & Cafe,,Restaurants,"707/822-0360 8am-8pm, 9am-1pm Sun, vegetarian",1604 'G' St,Arcata,CA,,,,2002,9/29/2023 4:27pm
330,Northtown Books,,Bookstores,"707/822-2834 10am-7pm, till 9pm Fri, till 6pm Sat, noon-5pm Sun, lgbt section",957 'H' St,Arcata,CA,,,,2002,9/29/2023 4:27pm
331,Dorrington Inn at Big Trees,"(GS),(GO)",Accommodations,"Dorrington 95223 209/795-2164, 888/874-2164 cottages & suites, 3 hrs from San Francisco, 18 miles from Bear Valley",3450 Hwy 4,Arnold,CA,,,,2002,5/20/2024 12:54pm
332,Diamond Adult World,,Erotica,805/462-0404 (at Traffic Wy),5915 El Camino Real ,Atascadero,CA,,,,2002,9/29/2023 4:27pm
334,Rio Bravo Resort,"(GF),(SW),(WC)",Accommodations,"661/872-5000, 888/517-5500 outdoor activities",11200 Lake Ming Rd,Bakersfield,CA,,,,2002,9/29/2023 4:27pm
335,Casablanca Club,"(M),(D),(S)",Bars,"661/324-0661 7pm-2am, 4pm-midnight Sun, clsd Mon",1825 'N' St,Bakersfield,CA,,,,2002,9/29/2023 4:27pm
336,The Mint,"(GF),(NH),(WC)",Bars,(btwn 'M' & 'L') 661/325-4048 6pm-2am,1207 19th St,Bakersfield,CA,,,,2002,9/29/2023 4:27pm
338,Padre Bar,"(GF),(E)",Bars,"(at 18th, on lower level of Padre Hotel) 661/324-2594 10am-2am, piano bar",1813 'H' St,Bakersfield,CA,,,,2002,9/29/2023 4:27pm
339,Club Paradise,"(M),(D),(K)",Nightclubs,"(btwn 'O' & 'Q' Sts) 661/327-5247 5pm-2am, mostly gay men, dancing/DJ, games",902 19th St,Bakersfield,CA,,,,2002,9/29/2023 4:27pm
340,Rainbow Club,"(MW),(D)",Nightclubs,"(in the Kmart shopping ctr) 661/832-7711 7pm-2am, clsd Mon",Wilson & Real Rds,Bakersfield,CA,,,,2002,5/20/2024 12:35pm
341,Cinema 19,,Erotica,"(btwn 'L' & 'M', across from 'The Mint') 661/323-7711",1224 19th St,Bakersfield,CA,,,,2002,9/29/2023 4:27pm
342,Deja Vu,,Erotica,(at Chester Ave) 661/322-7300,1524 Golden State Hwy,Bakersfield,CA,,,,2002,9/29/2023 4:27pm
343,Wildcat Books,,Erotica,(at 21st) 661/324-4243,2620 Chester Ave,Bakersfield,CA,,,,2002,9/29/2023 4:27pm
346,Alpine Retreats,"(GS),(GO)",Accommodations,"(at big Bear Blvd) 818/535-9272 indoor spas, fireplaces, private entrances",433 Edgemoor,Big Bear Lake,CA,,,,2002,5/20/2024 12:37pm
347,Eagles' Nest B&B,(GF),Accommodations,"909/866-6465, 888/866-6465 5 cottages, full brkfst",41675 Big Bear Blvd,Big Bear Lake,CA,,,,2002,9/29/2023 4:27pm
349,Hillcrest Lodge,"(GS),(WC)",Accommodations,"909/866-6040, 800/843-4449 motel, smokefree rms available, cabins, jacuzzi suites",40241 Big Bear Blvd,Big Bear Lake,CA,,,,2002,9/29/2023 4:27pm
350,Knickerbocker Mansion Country Inn,"(GS),(NS),(WC),(GO)",Accommodations,"909/878-9190, 800-388-4179 log mansion on lake, full brkfst",869 Knickerbocker Rd,Big Bear Lake,CA,,,,2002,9/29/2023 4:27pm
351,Majestic Moose Lodge,"(GF),(SW)",Accommodations,"(at Cienga) 909-866-2435 cabins, jacuzzis",39328 Big Bear Blvd,Big Bear Lake,CA,,,,2002,9/29/2023 4:27pm
353,Starlite Motel,"(GF),(SW)",Accommodations,(at Hwy 395) 760/873-4912,192 Short St,Bishop,CA,,,,2002,9/29/2023 4:27pm
354,Ozz Supper Club,"(MW),(D),(CW),(F),(E)",Bars,"714/522-1542 6pm-10pm Th-Sat, 5pm-9pm Sun, call for events",6231 Manchester Blvd,Buena Park,CA,,,,2002,9/29/2023 4:27pm
356,Stonewall Alliance Center,,Info Lines & Services,"530/893-3336, 530/893-3338",341 Broadway #416,Chico,CA,,,,2002,9/29/2023 4:27pm
357,Inn at Shallow Creek Farm,"(GF),(NS)",Accommodations,"Orland 530/865-4093, 800/865-4093",4712 Road DD,Chico,CA,,,,2002,5/20/2024 12:37pm
360,F St Bookstore,(WC),Erotica,(at Naples) 619/585-3314 24hrs,1131 3rd Ave,Chula Vista,CA,,,,2002,9/29/2023 4:27pm
361,Blue Fish Cove Resort,"(GF),(SW)",Accommodations,"Clearlake Oaks 707/998-1769 lakeside resort cottages, boat facilities & rentals, fishing",10573 E Hwy 20,Clear Lake,CA,,,,2002,5/20/2024 12:54pm
362,Edgewater Resort,(SW),Accommodations,"Kelseyville (at Hohape Rd) 707/279-0208, 800/396-6224 'gay-owned, straight-friendly,' also camping, theme wknds",6420 Soda Bay Rd,Clear Lake,CA,,,,2002,5/20/2024 12:54pm
363,Sea Breeze Resort,"(GS),(SW),(NS),(WC),(GO)",Accommodations,Glenhaven 707/998-3327 cottages,9595 Harbor Dr,Clear Lake,CA,,,,2002,5/20/2024 12:55pm
364,The Brentwood,,Restaurants,"Lucerne 707/274-2301 dinner only (brkfst, lunch & dinner wknds), clsd Tue-Wed",6278 E Hwy 20,Clear Lake,CA,,,,2002,5/20/2024 12:55pm
365,Kathy's Inn,(WC),Restaurants,"Clearlake 707/994-9933 lunch Wed-Fri, open from 4pm wknds, clsd Mon-Tue, full bar",14677 Lake Shore Dr,Clear Lake,CA,,,,2002,5/20/2024 12:55pm
366,Vintage Towers B&B,"(GF),(NS)",Accommodations,"(at 3rd) 707/894-4535, 888/886-9377 Queen Anne mansion, full brkfst",302 N Main St,Cloverdale ,CA,,,,2002,9/29/2023 4:27pm
367,Rainbow Community Center,,Info Lines & Services,"(at Diablo) 925/692-0090 10am-5pm, clsd Sun ",2118 Willow Pass Rd #500,Concord,CA,,,,2002,9/29/2023 4:27pm
368,Pleasant Hill Adult Books & Videos,,Erotica,(at Buskirk) 925/676-2962,2294 Monument Blvd,Concord,CA,,,,2002,9/29/2023 4:27pm
369,Tin Lizzie Saloon,"(M),(NH),(WC)",Bars,(at Bristol) 714/966-2029 11am-2am,752 St Clair,Costa Mesa,CA,,,,2002,9/29/2023 4:27pm
370,Lion's Den,"(MW),(D),(K),(S),(YC)",Nightclubs,(at Pomona) 949/645-3830 9pm-2am,719 W 19th St,Costa Mesa,CA,,,,2002,9/29/2023 4:27pm
372,Dar's Hideaway,"(MW),(NH),(GS),(WC)",Bars,(at Stevens Creek Blvd) 408/255-7474,10095 Saich Wy,Cupertino,CA,,,,2002,9/29/2023 4:27pm
375,Cafe Roma,"(*),(YC)",Cafes,"(btwn 2nd & 3rd) 530/756-1615 6am-10pm, from 6:30am wknds",231 'E' St,Davis,CA,,,,2002,9/29/2023 4:27pm
377,La Peña,,Info Lines & Services,"510/849-2568, 510/849-2572 noon-5pm Mon-Fri, multicultural center, hosts mtgs, dances, events, also cafe 5:30pm-9:30 Wed-Sun",3105 Shattuck Ave,Berkeley,CA,,,,2002,9/29/2023 4:27pm
378,Pacific Center,,Info Lines & Services,"(at Derby), 510/548-8283 10am-10pm, noon-3pm & 7pm-10pm Sat, 6pm-9pm Sun",2712 Telegraph Ave,Berkeley,CA,,,,2002,9/29/2023 4:27pm
379,SMAAC (Sexual Minority Alliance of Alameda County) ,,Info Lines & Services,"(nr 17th) 510/834-9578 2pm-10pm, clsd Sun, center for youth questioning their sexuality",1738 Telegraph,Oakland,CA,,,,2002,5/20/2024 12:35pm
380,Bates House B&B,"(GS),(GO)",Accommodations,(at Van Buren) 510/893-3881,399 Bellevue Ave,Oakland,CA,,,,2002,9/29/2023 4:27pm
382,Washington Inn,"(GS),(NS),(WC),(GO)",Accommodations,(at Broadway) 510/452-1776 historic boutique hotel,495 10th St,Oakland,CA,,,,2002,9/29/2023 4:27pm
383,Bench & Bar,"(*),(M),(D),(P),(MR-L),(S),(YC),(WC)",Bars,"(btwn Madison & Oak) 510/444-2266 4pm-2am, women's night Th, Latin night Fri, beer bust Sun",120 11th St,Oakland,CA,,,,2002,9/29/2023 4:27pm
384,Cabel's Reef,"(MW),(D),(MR),(K),(GS)",Bars,(at Grand) 510/451-3777,2272 Telegraph Ave,Oakland,CA,,,,2002,9/29/2023 4:27pm
385,White Horse,"(MW),(D),(WC)",Bars,"(at 66th) 510/652-3820 1pm-2am, from 3pm Mon-Tue, popular wknds","6551 Telegraph Ave
",Oakland,CA,,,,2002,9/29/2023 4:27pm
386,Cafe Sorrento,,Cafes,"(at Telegraph) 510/548-8220 11am-7pm, Italian",2510 Channing,Berkeley,CA,,,,2002,5/20/2024 12:35pm
387,Cafe Strada,"(*),(WC)",Cafes,"(at Bancroft) 510/843-5282 6:30am-midnight, students, great patio & white mochas","2300 College Ave
",Berkeley,CA,,,,2002,9/29/2023 4:27pm
388,Mimosa Cafe,(BW),Cafes,"(at Grand) 11am-9pm, from 9am wknds, till 2pm Sun, clsd Mon","462 Santa Clara
",Oakland,CA,,,,2002,9/29/2023 4:27pm
