Auto#,title,unclear_address,streetaddress,description,amenityfeatures,type,city,state,notes,unclear type or question,Year,Last Modified
221,AA Gay/Lesbian,,3rd & Pulaski,(Capitol View Methodist) 664-7303 8pm Wed & 6pm Sun,,Info Lines & Services,Little Rock,AK,,,1998,
6876,Cafe Suzanne,,4 Center St,"588-2101 5:30pm-9:30pm, Sun brunch, clsd Mon",(E),Restaurants,Charleston,SC,,,1998,
4294,Grand View Inn,,4 Conant St,487-9193/(888) 268-9169,(MW),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4342,Atlantic House Hotel ,,4 Masonic Pl ,(at 'The Big Room') 487-3821 9pm-1am,"(*),(M),(D)",Bars & Nightclubs,Provincetown,MA,,,1998,7/2/2024 3:53pm
4257,"In Town Reservations, Travel & Real Estate ",,4 Standish St,487- 1883/(800) 67P-TOWN,,Info Lines & Services,Provincetown,MA,,,1998,7/2/2024 3:53pm
1181,Martuni's ,,4 Valencia St,241-0205 piano bar,"(M),(NH),(P)",Bars & Nightclubs,San Francisco,CA,"Listed under ""S.F.-Castro & Noe Valley""",,1998,2/8/2024 10:54am
319,Passion Flower,,4 Yosemite Ave,"601-7750 toya, leather, etc.",,Erotica,Oakland,CA,"Listed under ""East Bay""",,1998,2/8/2024 10:54am
2926,Sideout,,4-1330 Kuhio Hwy,"822-0082. noon-1:30am, bands Tue. Th & wknds","(*),(GF),(E),(WC)",Bars & Nightclubs,"Kapaa, Kauai",HI,"Listed under ""Kauai""",,1998,2/12/2024 4:39pm
895,Avalon,,4th & Mill St ,Guerneville 869-9566,"(GF),(SW)",Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
6701,Old First Reformed Church (United Church of Christ),,4th & Race St,922-4566,"(*),(NS)",Spiritual Groups,Philadelphia,PA,,,1998,7/2/2024 3:43pm
6845, Bell St. Chapel (Unitarian),,5 Bell St,831-3794 10am Sun,"(*),(NS)",Spiritual Groups,Providence,RI,,,1998,
4114,Royal Sonesta Hotel,,5 Cambridge Pkwy,Cambridge 576-5972,"(GF),(TA)",Accommodations,Boston,MA,,checked,1998,7/2/2024 3:53pm
5116,Stage Left,,5 Livingston Ave,"828-4444 5:30pm-2am, from 4:30pm Sun","(*),(MW),(WC)",Restaurants,New Brunswick,NJ,,,1998,7/2/2024 3:53pm
4360,Grand Central ,,5 Masonic St ,"487-7599 seasonal, int'l/seafood, full bar ",,Restaurants,Provincetown,MA,,,1998,7/2/2024 3:53pm
4877,Sacajawea Inn,,5 N Main St,,"(GF),(F),(WC)",Accommodations,Three Forks,MT,,,1998,
4715,Independence Place,,5 S Henderson St,"334-2939 8:30pm-1:30am, from 7pm Fri-Sat, clsd Sun","(MW),(D),(TG),(S)",Bars & Nightclubs,Cape Girardeau,MO,,,1998,7/2/2024 3:53pm
4799,Magnolia's,,5 S Vandeventer,"652-6500 5pm:1:30am, clsd Sun","(*),(M),(MR-AF),(S),(WC)",Bars & Nightclubs,St. Louis,MO,,,1998,7/2/2024 3:53pm
4335,Victoria House,,5 Standish St,487-4455,(MW),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
196,Heart of the Hills B&B,,5 Summit,"253-7468/(800)253-7468 full brkfst, patio; also reservation service",(GF),Accommodations,Eureka Springs,AR,,,1998,
4325,Shiremax Inn,,5 Tremont St,487-1233/(888) 744-7362,(M),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
6609,Le Chateau Exotique,,5 W Bridge St,862-3810 fetish wear,"(*),(NS)",Erotica,New Hope,PA,,,1998,7/2/2024 3:53pm
6602,Karla’s,,5 W Mechanic St,"862-2612 lunch, dinner & late night brkfst Fri-Sat, full bar",(E),Restaurants,New Hope,PA,,,1998,7/2/2024 3:53pm
4292,Garden at 6 Atwood,,6 Atwood St ,487-2113/(800) 277-5451 shared baths,(M),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4307,Mayflower Apartments,,6 Bangs St,487-1916 ,(GF),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
8164,Condado Inn,,6 Condado Ave ,724-7145 also lounge ,(MW),Accommodations,San Juan,PR,,,1998,7/2/2024 3:53pm
4285,Dexter's Inn,,6 Conwell St ,487-1911/(888) 521-1999,"(MW),(NS)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
7679,Casablanca Lounge & Restaurant ,,6 E Grace St ,"648-2040 11am-2am, from 3pm Sat, lunch served ","(M),(K),(V)",Bars & Nightclubs,Richmond,VA,,,1998,7/2/2024 3:53pm
4288,Elliot House,,6 Gosnold St,487-4029 full brkfst,(MW),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
197,Maple Leaf Inn,,6 Kings Hwy,"253-6876/(800)372-6542 full brkfst, hot tub, restored Victorian",(GF),Accommodations,Eureka Springs,AR,,,1998,
3956,The Blackstones,,6 Pine St,775-2885 4pm-1am,"(M),(NH),(WC)",Bars & Nightclubs,Portland,ME,,,1998,7/2/2024 3:53pm
2371,Inn Exile,,6 S J St,"582-4144 3pm-2am, til midnight Sun","(M),(K),(V)",Bars & Nightclubs,Lake Worth,FL,,,1998,7/2/2024 6:23pm
3919,Leisure Inn,,6 School St,646-2737 seasonal,(MW),Accommodations,Ogunquit,ME,,,1998,7/2/2024 3:53pm
6519,Swain Travel Services ,,6 W Lancaster Ave,896-9595/(800) 227-9246,(TA),Travel Agents,Ardmore,PA,,,1998,7/2/2024 3:53pm
4326,Six Webster Place,,6 Webster PI,487-2266/(800) 693-2783 B&B &apts,"(*),(MW),(TA)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4280,Chicago House,,6 Winslow St,487-0537/(800) 733-7869,(M),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
5152,Woolverton Inn,,6 Wollverton Rd,"397-0802 full brkfst, jacuzzi",(GF),Accommodations,Stockton,NJ,,,1998,7/2/2024 3:53pm
4267,Benchmark Inn & Annex,,6-8 Dyer St,487-7440/(888) 487-7440 harbor views,"(MW),(SW),(TA)",Accommodations,Provincetown,MA,unsure about address,checked,1998,7/2/2024 3:53pm
4478,Dignity Detroit ,,6th & Porter St ,(Most Holy Trinity) 961-4818 6pm Sun ,,Spiritual Groups,Detroit,MI,,,1998,7/2/2024 3:53pm
4297,Heritage House,,7 Center St,487-3692,"(*),(MW)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
5429,New Paltz Travel Center,,7 Cherry Hill Center,255-7706,(TA),Travel Agents,New Paltz,NY,,,1998,
1384,Cafe Claude,,7 Claude,"392-3505, 10am-9pm, clsd Sun, live jazz, as close to Paris as you can get in SF","(E),(BW)",Cafes,San Francisco,CA,"Listed under ""S.F.-Downtown & North Beach""",,1998,1/16/2024 9:15am
4299,The Inn at Cook Street ,,7 Cook St,487-3894/(888) 266-5655 intimate & quiet,"(GF),(NS)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
5612,Gershwin Hotel,,7 E 27th St,(at 5th Ave.) 545-8000,,Accommodations,New York City,NY,"Listed under ""N.Y.C. -- Midtown""",,1998,7/2/2024 3:53pm
4365,Napi's ,,7 Freeman St ,487-1145 int'l/seafood ,(WC),Restaurants,Provincetown,MA,,,1998,7/2/2024 3:53pm
4282,Coat of Arms,,7 Johnson St,487-0816 seasonal,(M),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
3922,The Ogunquit House,,7 Kings Hwy,646-2967,"(*),(MW)",Accommodations,Ogunquit,ME,,,1998,7/2/2024 3:53pm
4127,Heaven,,7 Lansdowne St,421-9595 10pm-2am Wed,"(MW),(D)",Bars & Nightclubs,Boston,MA,,,1998,7/2/2024 3:53pm
189,Arbour Glen Victorian Inn B&B,,7 Lema,"253-9010/(800)515-4536 full brkfst, historic Victorian home w/ guesthouse, jacuzzis, fireplaces",(GF),Accommodations,Eureka Springs,AR,,,1998,
5370,Trinity Episcopal Church,,7 S Highland,"(Rte. 9), Ossining 941-0806, 7.30am & 10am Sun",,Spiritual Groups,Ossining,NY,"Listed under ""Hudson Valley, NY""",,1998,7/2/2024 3:53pm
3926,Shore House,,7 Shore Rd,646-0627,(GF),Accommodations,Ogunquit,ME,,,1998,7/2/2024 3:53pm
4337,Watership Inn,,7 Winthrop,487-0094/(800) 330-9413,"(*),(MW)",Accommodations,Provincetown,MA,,,1998,6/16/2024 9:26pm
5805,Journeys,,8 Biltmore Ave,232-0800/(800) 256-8235,(TA),Travel Agents,Asheville,NC,,,1998,7/2/2024 3:53pm
8153,Villa Ricomar ,,8 Calle Paz,"Carretera 459, Bario Jobos  from 9pm Fri-Sat, from 6pm Sun, clsd Mon-Fri ","(MW),(D),(S)",Bars & Nightclubs,Isabela,PR,,,1998,7/2/2024 6:11pm
4319,Roomers,,8 Carver St,487-3532 seasonal,(M),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
5524,Pieces,,8 Christopher St,(at 6th Ave.) 929-9291 2pm-4am,"(M),(NH)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
1881,Queen Bean Cafe,,8 Commonwealth Ave ,"792-5995 lunch & dinner, hrs vary",,Restaurants,Claymont,DE,,,1998,2/8/2024 10:54am
6176,Jefferson Rose Cafe,,8 Jefferson St,226-9303,,Cafes,Dayton,OH,,,1998,7/2/2024 3:53pm
4330,Swanberry Inn,,8 Johnson St,487-4242/(800) 847-7926,(MW),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
6913,The Castle,,8 Le Grand Blvd,"235-9949 9:30pm-4am, clsd Mon-Wed","(D),(S),(V),(YC),(PC),(*),(MW)",Bars & Nightclubs,Greenville,SC,,,1998,
6696,Beth Ahavah ,,8 Letitia St ,"923-2003 8pm 1st, 3rd & 5th Fri","(*),(NS)",Spiritual Groups,Philadelphia,PA,,,1998,7/2/2024 3:53pm
3992,William Page Inn,,8 Martin St,"626-1506/(800) 364-4160 renovated 1908 home, full brkfst, jacuzzi","(GF),(NS)",Accommodations,Annapolis,MD,,,1998,7/2/2024 3:53pm
4577,Northland Gay Men's Center,,8 N 2nd Ave E ,#309 722-8585,,Info Lines & Services,Duluth,MN,,,1998,7/2/2024 4:15pm
1867,Choices,,8 North Turnpike Rd,"949-9380 8pm-1am Th-Sat, WO Fri","(M),(D),(E)",Bars & Nightclubs,Wallingford,CT,,,1998,2/8/2024 10:54am
5138,Edwards Travel Service,,8 S Tulane St,924-4443/(800) 669-9692,,Travel Agents,Princeton,NJ,,,1998,7/2/2024 3:53pm
3921,Ogunquit Beach Inn,,8 School St,646-1112/(888) 976-2463 cottage suites,(MW),Accommodations,Ogunquit,ME,,,1998,7/2/2024 3:53pm
6605,Wildflowers,,8 W Mechanic St,"862-2241 seasonal, noon-10pm, til 11pm Fri-Sat","(*),(NS)",Restaurants,New Hope,PA,,,1998,7/2/2024 3:53pm
4852,Pork Chop John’s,,8 W Mercury,"10:30am-7:45pm, clsd Sun",,Restaurants,Butte,MT,,,1998,7/2/2024 3:53pm
6244,Triangles ,,8-1/2 NW 2nd St ,"351-0620 8:30pm-2am, clsd Mon","(MW),(NH),(D),(S),(WC)",Bars & Nightclubs,Lawton,OK,,,1998,
4810,Sunshine Inn,,8-1/2 S Euclid Ave,,,Restaurants,St. Louis,MO,,,1998,7/2/2024 3:53pm
5825,Prime Timers--Charlotte,,8th & Tryon,"(First United Methodist Church) 561-2257 5pm 2nd Sun, social group for mature gay & bisexual men 40+",,Info Lines & Services,Charlotte,NC,,,1998,7/2/2024 3:34pm
2600,Pensacola Pride,,9 E Gregory,"435-7272, 11am-7pm, lesbigay",,Bookstores & Retail Shops,Pensacola,FL,,,1998,2/8/2024 10:30am
4289,Elm Guest House,,9 Johnson St,487-0793 seasonal,(M),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
1932,The Travel Company,,9 S Cleveland Ave,652-6263,(TA),Travel Agents,Wilmington,DE,,,1998,2/8/2024 10:54am
7620,Sea Gate B&B,,9 Tazewell Ave ,331-2206 full brkfst,(GF),Accommodations,Cape Charles,VA,,,1998,7/2/2024 3:53pm
1847,Frank's Place,,9 Tilley St,"443-8883 4pm-1am, til 2am Fri-Sat, patio","(MW),(D),(E),(WC)",Bars & Nightclubs,New London,CT,,,1998,2/8/2024 10:54am
4293,Gifford House Inn & Dance Club ,,9-11 Carver St ,487-0688/(800) 434-0130 seasonal,(M),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4189,Club 9-11,,9-11 Williams St,"884-9533,5pm-1am","(MW),(NH),(D),(WC)",Bars & Nightclubs,Chelsea,MA,,,1998,7/2/2024 3:53pm
206,Center Street Bar & Grille,,10 Center St ,"253-8102 6pm-2am, kitchen open til 10pm Th-Mon, clsd Sun, Mexican, plenty veggie","(GF),(D),(F),(E)",Bars & Nightclubs,Eureka Springs,AR,,,1998,2/8/2024 10:54am
6298,Samson & Delilah ,,10 E 5th St,"585-2221 lunch & dinner, cont'l ","(*),(NS)",Restaurants,Tulsa,OK,,,1998,7/2/2024 3:53pm
6235,"Phil's Place
",,10 E Laclede ,"782-6991 4pm-2:30am, patio ","(W),(NH),(WC)",Bars & Nightclubs,Youngstown ,OH,,,1998,7/2/2024 3:53pm
201,Rock Cottage Gardens,,10 Eugenia St ,"253-8659/(800)624-6646 full brkfst, hot tub",(MW),Accommodations,Eureka Springs,AR,,,1998,2/8/2024 10:54am
4498,Diversions ,,10 Fountain St NW ,"451-3800 11am-2am, from 8pm wknds ","(MW),(D),(F),(V),(WC)",Bars & Nightclubs,Grand Rapids,MI,,,1998,7/2/2024 3:53pm
6569,Grim’s Manor B&B,,10 Kern Rd ,683-7089 full brkfst,(MW),Accommodations,Kutztown,PA,,,1998,
207,Chelsea's Corner Cafe,,10 Mountain St ,"253-6723 11am-2am, clsd Sun, patio",(GF),Bars & Nightclubs,Eureka Springs,AR,,,1998,2/8/2024 10:54am
1914,Plumb Loco,,10 N !st St ,"227-6870 3pm-1am American/Southwestern, full bar","(*),(W)",Cafes,Rehoboth Beach,DE,,,1998,2/8/2024 10:54am
4820,"Pages, Video & More",,10 N Euclid Ave,,,Bookstores & Retail Shops,St. Louis,MO,,,1998,7/2/2024 3:53pm
5803,Rainbow's End,,10 N Spruce St,"285-0005 10am-8pm, lesbigay",,Bookstores & Retail Shops,Asheville,NC,,,1998,7/2/2024 3:53pm
4195,Gull Cottage,,10 Old Church St,Yarmouth Port 362-8747,"(MW),(WC)",Accommodations,Yarmouth Port,MA,"Listed under ""Hyannis, MA""",,1998,7/2/2024 5:00pm
4239,Pearl Street Cafe,,10 Pearl St,584-7810 9pm-1am Wed & Sat only,"(MW),(D)",Bars & Nightclubs,Northampton,MA,,,1998,7/2/2024 3:53pm
1913,Mano's Resturant & Bar,,10 Wilmington Ave,227-6707 5pm-10pm,,Cafes,Rehoboth Beach,DE,,,1998,
5732,Atlantis,,10-12 S Washington St,"423-9748, call for events","(M),(D)",Bars & Nightclubs,Rochester ,NY,,,1998,7/2/2024 3:53pm
1926,Everybody's ,,11 E 4th St,(upstairs) opens 10pm Wed-Sat,"(MW),(D),(MR-AF),(AYOR)",Bars & Nightclubs,Wilmington,DE,,,1998,2/8/2024 10:54am
4099,Colonel Issac,,11 Exchange St,355-4629,,Restaurants,Barre,MA,,,1998,7/2/2024 3:53pm
5796,Scandals,,11 Grove St,"252-2838 10pm-3am, clsd Sun-Wed, 18+ Th; also 'Getaways' Lounge (V)","(MW),(D),(A),(S),(WC)",Bars & Nightclubs,Asheville,NC,,,1998,7/2/2024 3:53pm
5798,Grove Street Cafe,,11 Grove St,"255-0010 6pm-1am Wed-Sat, full bar, outside deck; summer T-dance & BBQ, 2pm-8pm Sun",,Restaurants,Asheville,NC,,,1998,7/2/2024 3:53pm
904,House of a Thousand Flowers,,11 Mosswood Cir,"Cazadero 632-5571 full brkfst, country B&B",(GF),Accommodations,Cazadero,CA,"Listed under ""Russian River""",,1998,2/8/2024 10:54am
6770,Red Star ,,11 S 10th St,"375-4116 5pm-2am, clsd Mon-Tue ","(D),(L),(F),(S),(OC),(*),(M)",Bars & Nightclubs,Reading,PA,,,1998,7/2/2024 3:53pm
202,Singleton House B&B,,11 Singleton,"253-9111/(800)833-3394 full brkfst, restored 1890s Victorian",(GF),Accommodations,Eureka Springs,AR,,,1998,
6218,Ripcord,,11 Superior St,"243-3412 1pm-2:30pm, from 5:30 Fri-Sat, patio","(M),(L),(S)",Bars & Nightclubs,Toledo,OH,,,1998,7/2/2024 3:53pm
2474,11th Street Diner,,11th & Washington,"534-6373 til midnight, 24hrs on wknds, full bar",,Restaurants,Miami Beach,FL,"Listed under ""Miami Beach/South Beach""",,1998,2/8/2024 10:23am
7748,Free at Last AA,,11th & Washington,(united Church) 352-7344 7pm Th,"(*),(NS)",Info Lines & Services,Olympia,WA,,,1998,7/2/2024 3:36pm
4272,The Brass Key Guesthouse ,,12 Carver St,487-9005/(800) 842-9858 heated spa,"(*),(M),(SW),(WC),(TA)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4334,Tucker Inn,,12 Center St,487-0381/(800) 477-1867 seasonal,(GF),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
2342,The Quay,,12 Duval St,"294-4446 gourmet, some veggie",,Restaurants,Key West,FL,,,1998,1/29/2024 3:10pm
4333,Tradewinds Inn,,12 Johnson St ,487-0138/(800) 487-0132 also condo,(MW),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4847,Ms. Kitty’s Adult Store,,12 N Wilson,,,Erotica,Bozeman,MT,,,1998,
643,12 Washington,,12 Washington Blvd, Venice 822-5566 dinner from 6pm continental dinner,,Restaurants,Venice,CA,"Listed under ""L.A-West L.A. & Santa Monica""",,1998,7/2/2024 6:19pm
4266,Beaconlite Inn ,,12 Winthrop St,487-9603/(800) 696-9603,"(*),(MW),(TA)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
2493,The Gay Beach,,12th St & Ocean,,,Entertainment & Recreation,Miami Beach,FL,"Listed under ""Miami Beach/South Beach""",,1998,2/8/2024 10:23am
5474,Abington B&B,,13 8th Ave,(at W. 12th) 243-5384 ,"(MW),(NS)",Accommodations,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
3928,The Club New Orleans,,13 Main St,"646-6655 seasonal, 9pm-1am, from 4pm Sun, clsd Wed","(*),(M),(D),(F),(V)",Bars & Nightclubs,Ogunquit,ME,,,1998,7/2/2024 3:53pm
5401,Centennial House,,13 Woods Ln,324-9414 full brkfst,"(GF),(SW),(NS)",Accommodations,Long Island,NY,,,1998,7/2/2024 3:53pm
2907,The Volcano Ranch Inn & Hostel,,13-3775 Kalapana Hwy,965-8800,(GF),Accommodations,"Pahoa, Hawaii",HI,"Listed under ""Hawaii (Big Island)""",,1998,7/2/2024 3:53pm
2892,Rainbow Dreams Cottage,,13-6412 Kalapana Beach Rd,936-9883 oceanfront cottage,"(GF),(NS)",Accommodations,"Hilo, Hawaii",HI,"Listed under ""Hawaii (Big Island)""",,1998,7/2/2024 3:53pm
4095,Integrity/Western MA,,14 Boltwood Ave ,(chapel) 532-5060 7pm last Sun,,Spiritual Groups,Amherst,MA,,,1998,7/2/2024 4:27pm
4318,Revere Guesthouse ,,14 Court St,487-2292 ,"(MW),(TA)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4170,Steven Travels,,14 Dartmouth St,321-6100/(800) 500-6921,(TA),Travel Agents,Malden,MA,,,1998,7/2/2024 3:53pm
5941,The Taylor House Inn,,14 N 7th St,"763-7581/(800) 382-9982 full brkst, romantic 1905 house",,Accommodations,Wilmington,NC,,,1998,7/2/2024 3:53pm
5216,Madrid Lodging,,14 Opera House Rd,"471-3450, suite, hot tub","(GF),(NS)",Accommodations,Madrid,NM,,,1998,7/2/2024 3:53pm
8010,The United ,,14 West Mifflin St ,"#103 255-8582 9am-9pm, clsd wknds, drop-in center, library, newsletter; AA group meets 6pm Sat","(*),(NS)",Info Lines & Services,Madison,WI,,,1998,7/2/2024 4:15pm
4240,Haymarket Cafe,,15 Amber Ln,"586-9969 9am-midnight, clsd Mon",,Restaurants,Northampton,MA,,,1998,6/16/2024 9:21pm
1876,Travelstar,,15 Apple Tree Trl ,227-7233/(800) 338-1414,(TA),Travel Agents,Westport,CT,,,1998,2/8/2024 10:54am
6879,Vickery's of Beaufain Street,,15 Beaufain St ," 577-5300 11am-3am, Cuban influence",(*),Restaurants,Charleston,SC,,,1998,7/2/2024 3:53pm
4250,Airborne for Men ,,15 Belmont St ,(Rte 9) 366-3807,,Erotica,Northborough,MA,,,1998,6/16/2024 9:25pm
7564,Daily Planet ,,15 Center St ,"862-9647 11:30am-10:30pm, full bar til 1 am","(*),(NS)",Restaurants,Burlington,VT,,,1998,7/2/2024 3:53pm
5583,Oscar Wilde Memorial Bookshop,,15 Christopher St,"(at 7th Ave.) 255-8097 II 30am-9pm, lesbigay",,Bookstores & Retail Shops,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,
4316,Red Inn,,15 Commercial St,487-0050 elegant waterfront lodging & dining,(MW),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4341,Windsor Court ,,15 Cottage St ,"487-2620 hot tub, kitchens ","(MW),(SW)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
3965,Walter's Cafe,,15 Exchange St,"871-9258 11am-9pm, from 5pm Sun",,Restaurants,Portland,ME,,,1998,7/2/2024 3:53pm
1890,Beach House B&B,,15 Hickman St,227-7074/(800) 283-4667,"(GF),(SW)",Accommodations,Rehoboth Beach,DE,,,1998,2/8/2024 10:54am
4118,The Avalon,,15 Lansdowne St,262-2424 9pm-2am Sun only,"(M),(D),(YC),(*)",Bars & Nightclubs,Boston,MA,,,1998,7/2/2024 3:53pm
3519,Mini Cinema,,15 N 5th St,955-9756,,Erotica,Fort Dodge,IA,,,1998,7/2/2024 3:53pm
4611,Ground Zero/The Front,,15 NE 4th St," Minneapolis 378-5115 9pm-1am, clsd Sun-Tue, 'The Front' from 7pm, clsd Sun-Mon, more gay Th w/ 'Bondage-A-Go-Go'","(GF),(D),(WC)",Bars & Nightclubs,Minneapolis,MN,"Listed under ""Minneapolis/St Paul, MN""",,1998,7/2/2024 6:19pm
3526,Prairie Lights Bookstore,,15 S Dubuque St,"337-2681 9am-10pm, til 6pm wknds",(WC),Bookstores & Retail Shops,Iowa City,IA,,,1998,7/2/2024 3:53pm
4190,Our Hide-away,,16 Bolduc Ln,"534-6426 6pm-2am, clsd Mon","(W),(D),(WC)",Bars & Nightclubs,Chicopee,MA,,,1998,7/2/2024 3:53pm
1872,Integrity/Waterbury Area,,16 Church St ,(St John's) 754-3116 call for mtg times,,Spiritual Groups,Waterbury,CT,,,1998,7/2/2024 4:27pm
5056,Raspberry Cafe,,16 Main Ave,988-0833 brkfst & lunch,,Restaurants,Asbury Park,NJ,,,1998,7/2/2024 3:53pm
4798,Loading Zone,,16 S Euclid,"361-4119 2pm-1:30am, clsd Sun","(*),(MW),(V),(WC)",Bars & Nightclubs,St. Louis,MO,,,1998,7/2/2024 3:53pm
5141,Earth Spirits,,16 W Front St,"842-3855 10am-6pm, til 8pm Fri, noon-5pm Sun, New Age bookstore & center",,Bookstores & Retail Shops,Red Bank,NJ,,,1998,7/2/2024 3:53pm
6617,Philadelphia Visitors Bureau,,16th St & JFK Blvd ,636-4400/(800) 225-5745 publishes 'Philadelphia Gay & Lesbian Travel News',(TA),Info Lines & Services,Philadelphia,PA,,,1998,7/2/2024 3:53pm
4279,Chancellor Inn,,17 Center St,487-9423,(M),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
214,MCC of the Living Spring,,17 Elk St ,(Unitarian Church) 253-9337 7pm Sun,,Spiritual Groups,Eureka Springs,AR,,,1998,2/8/2024 10:54am
2879,Faces II,,17 Lincoln St,"233-3520 noon-3am, patio","(M),(NH),(F)",Bars & Nightclubs,Savannah,GA,,,1998,7/2/2024 3:53pm
5334,Hollowbrook Travel at Allsport,,17 Old Main St,Fishkill (914) 896-0227,(TA),Travel Agents,Fishkill,NY,"Listed under ""Catskill Mtns., NY""",,1998,7/2/2024 3:53pm
5752,Dignity/Integrity,,17 S Fitzhugh,(Church of St. Luke & St. Simon Cyrene) 262-2170 5pm Sun,,Spiritual Groups,Rochester,NY,,,1998,7/2/2024 3:53pm
4800,Outpost,,17 S Vandeventer,"535-4100 5pm-1:30am, clsd Sun ","(M),(NH)",Bars & Nightclubs,St. Louis,MO,,,1998,7/2/2024 3:53pm
6547,Tapas,,17 W 9th St ,"454-8797 7am-3pm Mon-Wed, til 1pm Th, til 4am Fri-Sat, til 9pm Sun
","(*),(NS)",Restaurants,Erie,PA,,,1998,7/2/2024 3:53pm
5499,Champs,,17 W 19th St,(at 5th & 6th Aves.) 4pm-4am,"(*),(M),(D),(S)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
4004,Chez Claire B&B,,17 W Chase St,685-4666 4-story townhouse,(GF),Accommodations,Baltimore,MD,,,1998,7/2/2024 3:53pm
3267,MCC Holy Covenant,,17 W Maple,(Unitarian Church) 325-8488 6pm Sun,(WC),Spiritual Groups,Hinsdale,IL,,,1998,7/2/2024 3:53pm
5298,North Street Bookshop,,17 Washington Ave,Endicott 785-1588,,Erotica,Endicott,NY,"Listed under ""Binghamton, NY""",,1998,7/2/2024 3:53pm
3144,The Berghoff,,17 West Adams St ,"427-3170 11am-9pm, til 10pm Sat, clsd Sun, great mashed potatoes",,Restaurants,Chicago,IL,"Listed under ""Chicago - Near North""",,1998,7/2/2024 3:53pm
1970,Cobalt ,,17th & R St NW,"232-6969 4pm-2am, til 3am Fri-Sat also 'La Fonda' resturants","(MW),(D),(V)",Bars & Nightclubs,Washington,DC,,,1998,7/2/2024 3:43pm
4281,The Clarendon House 1,,18 Bradford St,487-1645,(GF),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4016,Custom House Saloon,,18 Custom House Ave,use Le Salon entrance 783-8813,"(M),(S)",Bars & Nightclubs,Baltimore,MD,,,1998,7/2/2024 3:53pm
1531,Mousse Odile,,18 E Cota St,"962-5393 brkfst, lunch & dinner, French, patio",,Restaurants,Santa Barbara,CA,,,1998,1/16/2024 3:06pm
2227,The University Club,,18 E University Ave,"(enter rear) 378-6814 5pm-2am, til 4am Fri-Sat, til 11pm Sun, patio","(MW),(D),(S),(WC)",Bars & Nightclubs,Gainesville,FL,,,1998,1/29/2024 8:44am
4580,Duluth Sauna,,18 N 1st Ave E,726-1388,"(*),(GF)",Gyms & Health Clubs,Duluth,MN,,,1998,7/2/2024 3:53pm
6543,Cup-A-Ccinos Coffeehouse,,18 N Park Row,"456-1151 7:30am-9pm til midnight Th-Sat, from 9am Sat, clsd Sun","(E),(WC)",Cafes,Erie,PA,,,1998,7/2/2024 3:53pm
1981,La Cage,,18 O St SE,"554-3615 7:30pm-2am, til 3am Fri-Sat, nude go-go boys","(V),(YC),(*),(S)",Bars & Nightclubs,Washington,DC,,,1998,7/2/2024 6:21pm
4301,Ireland House ,,18 Pearl St,487-7132,(MW),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4168,Just Right Reservations,,18 Piedmont St,"2nd flr. 423-3550 covers Boston, NYC & Provincetown",(TA),Travel Agents,Boston,MA,,,1998,7/2/2024 3:53pm
7933,Yakima Magazine Center ,,18 S 1st St,248-8598,"(*),(NS)",Erotica,Yakima,WA,,,1998,7/2/2024 3:53pm
