Auto#,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
7078,Walter's Cafe,,"871-9258, 11am-9pm",15 Exchange St,Restaurants & Cafes,Portland,ME,,,,1997,12/16/2023 5:25pm
7203,The Avalon,"(*),(M)","262-2424 9pm-2am, Sun only",15 Landsdowne St,Bars,Boston,MA,,,,1997,12/16/2023 5:25pm
6713,Mini Cinema,,955-9756,15 N 5th St,Erotica,Fort Dodge,IA,,,,1997,12/16/2023 5:25pm
8426,Society of Friends (Quakers) ,,"(Meeting House) 777-8866, 9:30am & 11am Sun",15 Rutherford Pl,Spiritual Groups,New York City,NY,,,,1997,12/16/2023 5:25pm
6719,Prairie Lights Bookstore,,"337-2681 9am-9pm, til 5pm wknds",15 S Dubuque St,Bookstores/Retail Shops,Iowa City,IA,,,,1997,12/16/2023 5:25pm
4475,Hijinx,,"#36, 329-2421, free lesbigay guide to Palm Springs & desert resorts",15-685 Palm Dr,Publications,Desert Hot Springs,CA,,,,1997,12/16/2023 5:25pm
9606,Hydrangea House Inn,"(*),(GF)","846-4435/(800) 945-4667 full breakfast, near beach ",16 Bellevue Ave,Accommodations,Newport,RI,,,,1997,12/16/2023 5:25pm
7267,Our Hide-away,,"534-6426, 6pm-2am, clsd Mon, outdoor volleyball",16 Bolduc Ln,Bars,Chicopee,MA,,,,1997,12/16/2023 5:25pm
5373,Integrity/Waterbury Area,,"(St. John's) 754-3116, call for mtg. times",16 Church St,Spiritual Groups,Waterbury,CT,,,,1997,12/16/2023 5:25pm
8296,Integrity,,"(Church of the Ascension), 884-6362",16 Linwood Ave,Spiritual Groups,Buffalo,NY,,,,1997,12/16/2023 5:25pm
8062,Raspberry Cafe,,"988-0833, breakfast & lunch",16 Main Ave,Restaurants & Cafes,Asbury Park/Ocean Grove,NJ,,,,1997,12/16/2023 5:25pm
8705,May Tree Guesthouse,,254-7266,16 Oak Park Rd,Accommodations,Asheville ,NC,,,,1997,12/16/2023 5:25pm
10265,Allyn House B&B,,863-0379 full brkfst,16 Orchard Terrace,Accommodations,Burlington,VT,,,,1997,9/29/2023 4:24pm
7835,Loading Zone,"(*),(MW),(V),(WC)",361-4119,16 S Euclid,Bars,St. Louis,MO,,,,1997,12/16/2023 5:25pm
8135,Earth Spirit,,"842-3855, 10am-6pm, til 8pm Fri, noon-5pm Sun",16 W Front St,Bookstores/Retail Shops,Red Bank,NJ,,,,1997,12/16/2023 5:25pm
7342,Chancellor Inn,(M),487-9423,17 Center St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
3906,MCC of the Living Spring,,"(Unitarian Church) 253-9337, 7pm Sun",17 Elk St,Spiritual Groups,Eureka Springs,AR,,,,1997,12/16/2023 5:25pm
6210,Faces II,"(M),(NH),(F)","233-3520 11am-3am, patio",17 Lincoln St,Bars,Savannah,GA,,,,1997,12/16/2023 5:25pm
8649,Dignity/Integrity,,"(St. Luke's/St. Simon's Church), 262-2170, 5pm Sun",17 S Fitzhugh,Spiritual Groups,Rochester,NY,,,,1997,12/16/2023 5:25pm
4869,Club Universe,"(*),(MW),(D),(A)",985-5241 9:30pm-7am Sat ,17 Townsend,Bars,San Francisco,CA,,,,1997,9/29/2023 4:24pm
8452,Champs,"(*),(M),(D),(S)",633-1717 4pm-4am,17 W 19th St,Bars,Manhattan,NY,,,,1997,12/16/2023 5:25pm
7111,Chez Claire B&B,(MW),685-4666 4-story townhouse,17 W Chase St,Accommodations,Baltimore,MD,,,,1997,12/16/2023 5:25pm
6514,MCC Holy Covenant,(WC),"(Unitarian Church), 325-8488 6pm Sun",17 W Maple,Spiritual Groups,Hinsdale,IL,,,,1997,12/16/2023 5:25pm
8276,North Street Bookshop,,785-1588,17 Washington Ave,Erotica,Endicott,NY,,,,1997,12/16/2023 5:25pm
5464,La Cage Aux Follies,"(*),(M),(S),(V),(YC),(N)","554-3615 7:30pm-2am, til 3am Fri-Sat, nude go-go boys",18 'O' St SE,Bars,Washington,D.C,,,,1997,12/16/2023 5:25pm
5057,Mousse Odile,,"962-5393, patio, French",18 E Cota St,Restaurants & Cafes,Santa Barbara,CA,,,,1997,12/16/2023 5:25pm
5657,The University Club,"(MW),(D),(S),(WC)","378-6814 5pm-2am, til 4am Fri-Sat, til 11pm Sun, patio ",18 E University Ave,Bars,Gainesville,FL,,,,1997,12/16/2023 5:25pm
7639,Duluth Sauna,"(*),(GF)",726-1388 men only downstairs,18 N 1st Ave E,Gyms & Health Clubs,Duluth,MN,,,,1997,12/16/2023 5:25pm
8880,Open Doors (Gay/Lesbian/Bisexual Assoc.),,"OU, 594-2385, mostly students",18 N College St,Info Lines & Services,Athens,OH,,,,1997,12/16/2023 5:25pm
9381,Cup-A-Ccinos Coffeehouse,"(E),(WC)","456-1151 7:30am-9pm, til mid Th-Sat, from 9am Sat, clsd Sun",18 N Park Row,Restaurants & Cafes,Erie,PA,,,,1997,12/16/2023 5:25pm
7364,Ireland House,(MW),487-7132/(800) 474-7434,18 Pearl St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
7244,Just Right Reservations,,"423-3550, covers Boston, NYC, & P-town",18 Piedmont St,Travel/Tour Operators,Boston,MA,,,,1997,12/16/2023 5:25pm
10626,Yakima Magazine Ctr.,,248-8598,18 S 1st St,Erotica,Yakima,WA,,,,1997,12/16/2023 5:25pm
8068,Surfside Hotel & Resort,"(MW),(F)","347-0808 sundeck, restaurant in summer",18 S Mt Vernon Ave,Accommodations,Atlantic City,NJ,,,,1997,12/16/2023 5:25pm
7095,Priscilla's Book Store,,"873-2774, clsd Sun",18 Water St,Erotica,Waterville,ME,,,,1997,12/16/2023 5:25pm
10378,Phoenix Rising,(WC),"355-7939/(800) 719-1690 11am-7pm, lesbigay",19 N Belmont Ave,Bookstores/Retail Shops,Richmond,VA,,,,1997,12/16/2023 5:25pm
10394,Phoenix Rising,(WC),"355-7939/(800) 719-1690 11am-7pm, lesbigay",19 N Belmont Ave,Bookstores/Retail Shops,Richmond,VA,,,,1997,12/16/2023 5:25pm
7666,19 Bar,"(M),(NH),(BW),(WC)","871-5553 3pm-1am, from 1pm wknds",19 W 15th St,Bars,Minneapolis,MN,,,,1997,12/16/2023 5:25pm
8429,Homo Xtra,,"Ste. 504, 627-0747, weekly complete party paper",19 W 21st,Publications,New York City,NY,,,,1997,12/16/2023 5:25pm
8823,Est Est Est Trattoria,,"832-8899, 11am-10pm, clsd Sun, pasta, plenty veggie, full bar",19 W Hargett St,Restaurants & Cafes,Raleigh ,NC,,checked,Title is in the guide exactly like this,1997,12/16/2023 5:25pm
5522,Club Washington,,"(upstairs), 488-7317 24hrs",20 'O' St SE,Men's Clubs,Washington,D.C,,,,1997,12/16/2023 5:25pm
8288,Stagedoor,"(M),(NH),(E),(K),(OC)","886-9323 5pm-4am, piano bar & patio",20 Allen St,Bars,Buffalo,NY,,,,1997,12/16/2023 5:25pm
9733,Integrity,,"(Grace Church), 629-2871, 6pm 1st & 3rd Sun",20 Belvior Ave,Spiritual Groups,Chattanooga,TN,,,,1997,12/16/2023 5:25pm
7308,Iron Horse,"(GF),(F),(E)",584-6010 8:30pm-?,20 Center St,Bars,Northampton,MA,,,,1997,12/16/2023 5:25pm
10788,Chesterfield Inn/Ovens of Brittany,,"987-3682, Cornish/American",20 Commerce St,Restaurants & Cafes,Mineral Point,WI,,,,1997,12/16/2023 5:25pm
7316,Pride & Joy,,"585-0683, 11am-6pm, til 8pm Th, from noon-5pm Sun",20 Crafts Ave,Bookstores/Retail Shops,Northampton,MA,,,,1997,12/16/2023 5:25pm
8978,Club 20,"(M),(NH),(S)","261-9111 4pm-2:30am, from 11am Sat, patio",20 E Duncan,Bars,Columbus,OH,,,,1997,12/16/2023 5:25pm
7295,Le Place,"(*),(MW),(D)","992-8156 2pm-2am, from noon-1am Sat",20 Kenyon St,Bars,New Bedford,MA,,,,1997,12/16/2023 5:25pm
8526,Ann St. Entertainment Center,,267-9760 ,21 Ann St,Erotica,Manhattan,NY,,,,1997,12/16/2023 5:25pm
7209,Campus/Man-Ray,"(GF),(D),(A),(YC)","864-0400 9pm-1am, clsd Mon-Tue, gay night Th",21 Brookline,Bars,Cambridge,MA,,,,1997,9/29/2023 4:24pm
7219,Playland,"(M),(H)","338-7254, 8pm-2am, from noon Sun, hustlers",21 Essex,Bars,Boston,MA,,,,1997,9/29/2023 4:24pm
5572,Admiral's Court,"(MW),(SW),(IGTA)",462-5072/(800) 248-6669,21 Hendricks Isle,Accommodations,Fort Lauderdale,FL,,,,1997,9/29/2023 4:24pm
8107,GAAMC Gay/Lesbian Youth in NJ Helpline,,"285-1595, 7:30-10:30pm, mtgs Sat 1:30pm-4:30pm (call for location) ",21 Normandy Hgts Rd,Info Lines & Services,Morristown,NJ,,,,1997,12/16/2023 5:25pm
8108,Gay Activists in Morris County,,"285-1595, 7:30-10:30pm, meet 8:30pm Mon at ",21 Normandy Hts Rd,Info Lines & Services,Morristown,NJ,,,,1997,12/16/2023 5:25pm
9506,Lambda Travel,(IGTA),"735-2393, 10am-midnight",21 S 5th St,Travel/Tour Operators,Philadelphia,PA,,,,1997,12/16/2023 5:25pm
10297,Video Exchange,,"244-7004, clsd Sun",21 Stowe St,Erotica,Waterbury,VT,,,,1997,12/16/2023 5:25pm
10324,Tucker Inn,(W),"224-2031 full brkfst, seasonal",21 Weems St,Accommodations,Colonial Beach,VA,,,,1997,12/16/2023 5:25pm
7467,A-MEN,"(MW),(D),(A)",754-7742 clsd Mon-Tue,21-23 Foster St,Bars,Worcester,MA,,,,1997,12/16/2023 5:25pm
5203,Club 22,"(MW),(D)",733-2175,22 Broadway,Bars,Denver,CO,,,,1997,9/29/2023 4:24pm
7367,Land's End Inn,(MW),487-0706 ,22 Commercial St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
7201,Oasis Guest House,"(*),(M),(IGTA)",267-2262,22 Edgerly Rd,Accommodations,Boston,MA,,,,1997,12/16/2023 5:25pm
8049,Front Runner/Manchester Civic Club,,623-6477 3pm-1:30am ,22 Fir St,Bars,Manchester,NH,,,,1997,12/16/2023 5:25pm
7470,Midtown Athletic Club,,"2nd flr., 798-9703, 8am-8pm",22 Front St,Gyms & Health Clubs,Worcester,MA,,,,1997,12/16/2023 5:25pm
7855,Patrik Travel,(IGTA),"Ste. 101, 367-1468/(800) 678-8747",22 N Euclid Ave,Travel/Tour Operators,St. Louis,MO,,,,1997,12/16/2023 5:25pm
5319,Metro Club & Cafe,"(*),(MW),(D),(F),(S)","549-8023 4pm-1am, til 2am Fri-Sat, from 3pm Sun, clsd Mon, patio",22 Union Pl,Bars,Hartford,CT,,,,1997,12/16/2023 5:25pm
8508,Better Bodies,(MW),929-6789,22 W 19th St,Gyms & Health Clubs,Manhattan,NY,,,,1997,12/16/2023 5:25pm
5404,La La Land,,"227-8418, 6pm-1am, patio, full bar",22 Wilmington Ave,Restaurants & Cafes,Rehoboth Beach,DE,,,,1997,12/16/2023 5:25pm
9605,Brinley Victorian Inn,(GF),849-7645,23 Brinley St,Accommodations,Newport,RI,,,,1997,12/16/2023 5:25pm
10258,Everyone's Books,,"254-8160, 10am-6pm, til 8pm Fri, 11am-4pm Sun",23 Elliott St,Bookstores/Retail Shops,Brattleboro,VT,,,,1997,12/16/2023 5:25pm
7451,Just Friend's,"(MW),(D),(V),(WC)","781-5878 11am-2am, 3 flrs.",23 Hampton St,Bars,Springfield,MA,,,,1997,12/16/2023 5:25pm
3767,Charlie's,"(GF),(F),(WC)","779-1919 noon-1am, Sun brunch, patio",23 N Leroux,Bars,Flagstaff,AZ,,,,1997,12/16/2023 5:25pm
10293,Game Ends,,"05819, 748-5849, social activities group",23 North Ave,Info Lines & Services,St. Johnsbury,VT,,,,1997,12/16/2023 5:25pm
5983,The Secret Cafe,(E),"444-9020 10am-6pm, noon-midnight Fri & Sat, clsd Sun-Mon, coffeehouse & gallery",23 S Palafox Pl,Restaurants & Cafes,Pensacola,FL,,,,1997,12/16/2023 5:25pm
8602,Legacy (Club Taboo),,"(Bay St.), Stapleton, 816-0713 9pm-4m",23 Sands St,Bars,Staten Island,NY,,,,1997,12/16/2023 5:25pm
3872,Graduate,"(M),(D),(S),(WC)","11am-1am, cruisy, game room",23 W University Ave,"Bars,Cruising Areas",Tucson,AZ,,,,1997,12/16/2023 5:25pm
5525,Follies,,"(upstairs) 484-0323, 24hrs",24 'O' St SE,Erotica,Washington,D.C,,,,1997,12/16/2023 5:25pm
5524,GHC (The Gloryhole),,"863-2770, 11am-3am, 24hrs Fri-Sat",24 'O' St SE,Men's Clubs,Washington,D.C,,,,1997,12/16/2023 5:25pm
8499,Lucky Cheung's,(*),"(2nd St.), 473-0515",24 1st Ave,Restaurants & Cafes,Manhattan,NY,,,,1997,12/16/2023 5:25pm
5338,Weber's Travel Services,,229-4846,24 Cedar St,Travel/Tour Operators,New Britain,CT,,,,1997,12/16/2023 5:25pm
4765,24 Henry,"(M),(IGTA)","864-5686/(800) 900-5686 smokefree, also a restaurant, grill",24 Henry St,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
5021,Hosanna Church of Praise,,"293-0708, 2pm Sun, charismatic pentecostal",24 N 5th St,Spiritual Groups,San Jose,CA,,,,1997,12/16/2023 5:25pm
3819,Obelisk the Bookstore,(WC),"Ste. A. 266-2665 10am-10pm non-8pm Sun, lesbigay",24 W Camelback,Bookstores/Retail Shops,Phoenix,AZ,,,,1997,12/16/2023 5:25pm
7084,Bob's Airport Livery,,"773-5135, shuttle & tour service, also covers Ogunquit",25 Alton St,Travel/Tour Operators,Portland,ME,,,,1997,12/16/2023 5:25pm
8648,Park Ave. Travel,(IGTA),256-3080,25 Buckingham St,Travel/Tour Operators,Rochester,NY,,,,1997,12/16/2023 5:25pm
5407,Sydney's Side Street,(E),"227-1339 5pm-1am, from 11am Sun, clsd Mon-Tue, patio, full bar",25 Christian St,Restaurants & Cafes,Rehoboth Beach,DE,,,,1997,12/16/2023 5:25pm
10256,Common Ground,"(*),(BW)","257-0855 lunch & dinner, vegetarian/local fish",25 Elliott St,Restaurants & Cafes,Brattleboro,VT,,,,1997,12/16/2023 5:25pm
6328,Diamond Head Video,,254-6066,25 Kaneohe Bay Dr,Erotica,"Kailua, Oahu",HI,,,,1997,12/16/2023 5:25pm
10801,Chadwick Inn B&B,(GF),"743-2771 cont'l brkfst, fireplaces",25 N 8th Ave,Accommodations,Sturgeon Bay,WI,,,,1997,12/16/2023 5:25pm
7293,House of Orange,(GF),"228-9287 open May-Oct, old captain's home",25 Orange St,Accommodations,Nantucket,MA,,,,1997,12/16/2023 5:25pm
9646,St. Peter & Andrew's Episcopal Church,,"272-9649, 8 & 10am Sun, 7pm Wed (healing service)",25 Pomona Ave,Spiritual Groups,Providence,RI,,,,1997,12/16/2023 5:25pm
7149,Safe Harbors Travel,(IGTA),547-6565/(800) 344-5656,25 South St,Travel/Tour Operators,Baltimore,MD,,,,1997,12/16/2023 5:25pm
5357,Triangle Community Center,,"853-0600, 7:30pm-9:30pm Mon-Fri, activities, newsletter",25 Van Zant St,Info Lines & Services,Norwalk,CT,,,,1997,12/16/2023 5:25pm
7307,The Grotto,"(MW),(D),(F),(E)",586-6900 5pm-1am,25 West St,Bars,Northampton,MA,,,,1997,12/16/2023 5:25pm
8087,United Video Adult World,,965-1110,25 White Horse Park,Erotica,Egg Harbor City,NJ,,,,1997,9/29/2023 4:24pm
8283,Cathode Ray,"(M),(NH),(V),(WC)",884-3615 1pm-4am,26 Allen St,Bars,Buffalo,NY,,,,1997,12/16/2023 5:25pm
7366,Lamplighter Inn,(MW),487-2529,26 Bradford St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
7199,Chandler Inn,"(*),(GF),(IGTA)",482-3450/(800) 842-3450,26 Chandler St,Accommodations,Boston,MA,,,,1997,12/16/2023 5:25pm
7237,Waterstone's Booksellers,(WC),859-7300 9am-11pm,26 Exeter ,Bookstores/Retail Shops,Boston,MA,,,,1997,9/29/2023 4:24pm
3768,The Depot,"(GF),(D),(E),(WC)","773-9550 3pm-1am, patio",26 S San Francisco St,Bars,Flagstaff,AZ,,,,1997,12/16/2023 5:25pm
3904,Ermilio's,,"253-8806, 5-8:30pm, clsd Th, Italian, plenty veggie",26 White,Restaurants & Cafes,Eureka Springs,AR,,,,1997,9/29/2023 4:24pm
7210,Chaps,"(*),(M),(D),(V),(WC)","266-7778 noon-2am, Wed Latino night",27 Huntington Ave,Bars,Boston,MA,,,,1997,12/16/2023 5:25pm
7592,Mirage,"(MW),(D)","954-1919 4pm-2am, from 2pm wknds",27 N Walnut,Bars,Mount Clemens,MI,,,,1997,12/16/2023 5:25pm
6824,Hawley Cooke Books,,893-0133,27 Shelbyville Rd Plaza,Bookstores/Retail Shops,Louisville,KY,,,,1997,12/16/2023 5:25pm
8525,West Side Club,,"691-2700, 24hrs",27 W 20th St,Men's Clubs,Manhattan,NY,,,,1997,12/16/2023 5:25pm
9441,Ember'glo Gifts,,"862-2929, 11am-6pm, wknds only (winter)",27 W Mechanic St,Bookstores/Retail Shops,New Hope,PA,,,,1997,12/16/2023 5:25pm
9731,Chuck's II,"(MW),(NH),(D),(CW),(OC)","265-5405 6pm-1am, til 3am Fri-Sat, patio",27-1/2 W Main,Bars,Chattanooga,TN,,checked,address shows up as 27 W. Main St. on google maps,1997,12/16/2023 5:25pm
7398,Westwinds Guest House,"(MW),(SW)",487-1841 seasonal,28 Commercial St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
8311,Rocking Duck Inn,(GF),"968-3335 full breakfast, also Aunt Minnie's Tavern",28 Genessee Pkwy ,Accommodations,Cuba,NY,,,,1997,12/16/2023 5:25pm
9608,David's,"(*),(MW),(NH),(D)","847-9698 5pm-1am, from 2pm wknds, Sun T-dance",28 Prospect Hill St,Bars,Newport,RI,,,,1997,12/16/2023 5:25pm
9357,Moose Lounge/Stonewall,"(*),(MW),(D),(F),(E),(K),(S),(HV),(YC)",432-0706 2pm-2am,28-30 N 10th St,Bars,Allentown,PA,,,,1997,12/16/2023 5:25pm
8113,The Frog and the Peach,(WC),"846-3216 11:30am-11pm, til 1am Th-Sat",29 Dennis St,Restaurants & Cafes,New Brunswick,NJ,,,,1997,12/16/2023 5:25pm
8160,Hateful Missy & Granny Butch's Boudoir,(MW),243-7063/(800) 397-2482,29 Jara Millo Loop,Accommodations,Vequita,NM,,,,1997,9/29/2023 4:24pm
5371,The Brownstone,"(MW),(S),(WC)","597-1838 5pm-1am, clsd Mon",29 Leavenworth St,Bars,Waterbury,CT,,,,1997,12/16/2023 5:25pm
5792,K & E's,"(MW),(F)","533-6020 11am-2am, from 2pm wknds",29 S Dixie Hwy,Bars,Key West,FL,,,,1997,12/16/2023 5:25pm
7254,Gay Community News,,262-6969,29 Stanhope St,Publications,Boston,MA,,,,1997,12/16/2023 5:25pm
7188,Bisexual Resource Center,,"3rd flr, 424-9595",29 Stanhope St,Info Lines & Services,Boston,MA,,,,1997,12/16/2023 5:25pm
8693,Golden Notebook,(WC),"679-8000 10:30am-7pm, til 9pm (summers)",29 Tinker St,Bookstores/Retail Shops,Woodstock,NY,,,,1997,12/16/2023 5:25pm
7239,The Wordsworth,,"354-5201, 9am-11pm, 10am-10pm Sun",30 Brattle St,Bookstores/Retail Shops,Cambridge,MA,,,,1997,12/16/2023 5:25pm
8621,Community Travel Connection,(IGTA),227-4059/(800) 930-3011,30 Griffen St,Travel/Tour Operators,Niagara Falls,NY,,,,1997,12/16/2023 5:25pm
7049,Old Village Inn,"(GF),(F)",646-7088,30 Main St,Accommodations,Ogunquit,ME,,,,1997,12/16/2023 5:25pm
8615,Blair's Tavern,"(MW),(D)",561-9071,30 Marion St,Bars,Niagara Falls,NY,,,,1997,12/16/2023 5:25pm
5226,Basil's Cafe,"(*),(BW),(WC)","698-1413 lunch & dinner, clsd Sun, nouvelle Italian, plenty veggie",30 S Broadway,Restaurants & Cafes,Denver,CO,,,,1997,12/16/2023 5:25pm
5053,Gold Coast,"(M),(D),(WC)",965-6701 4pm-2am,30 W Cota,Bars,Santa Barbara,CA,,,,1997,12/16/2023 5:25pm
8707,Trails End Guesthouse,,274-3111,31 Floyd Dr,Accommodations,Asheville ,NC,,,,1997,12/16/2023 5:25pm
7074,Zootz,"(GF),(D),(A),(E)",773-8187 9pm-1am,31 Forest Ave,Bars,Portland,ME,,,,1997,12/16/2023 5:25pm
8282,Buddies,"(MW),(D),(E),(WC)",855-1313 1pm-4am,31 Johnson Park,Bars,Buffalo,NY,,,,1997,9/29/2023 4:24pm
8447,Incentra Village House,(MW),206-0007,32 8th Ave,Accommodations,Manhattan,NY,,,,1997,12/16/2023 5:25pm
8661,Guion House,(GF),568-8129 full brkfst,32 Cayuga St,Accommodations,Seneca Falls,NY,,,,1997,12/16/2023 5:25pm
10257,Peter Haven's,(*),257-3333 6pm-10pm clsd Sun-Mon,32 Elliott St,Restaurants & Cafes,Brattleboro,VT,,,,1997,12/16/2023 5:25pm
10227,The Vortex,"(GF),(D),(A)","521-9292 9pm-2am, clsd Sun-Tue",32 Exchange Pl,Bars,Salt Lake City,UT,,,,1997,12/16/2023 5:25pm
10266,Howden Cottage B&B,(MW),864-7198,32 N Champlain St,Accommodations,Burlington,VT,,,,1997,12/16/2023 5:25pm
7065,Gays in Sobriety,,"(Williston W. church) 774-4060, 6:30pm Sun, 8pm Th",32 Thomas St,Info Lines & Services,Portland,ME,,,,1997,12/16/2023 5:25pm
8285,Lavender Door,"(W),(NH),(WC)","874-1220 6pm-4am, from 4pm Fri, clsd Mon",32 Tonawanda St,Bars,Buffalo,NY,,,,1997,12/16/2023 5:25pm
7430,The Mussel Beach,(MW),487-0001 6am-9pm,33 Bradford St,Restaurants & Cafes,Provincetown,MA,,,,1997,12/16/2023 5:25pm
6390,Ilini Video Arcade,,359-8529,33 E Springfield Ave,Erotica,Champaign/Urbana,IL,,,,1997,12/16/2023 5:25pm
5352,Heroes ,"(MW),(NH),(D)",442-4376 4pm-1am,33 Golden St,Bars,New London,CT,,,,1997,12/16/2023 5:25pm
5347,Fairmont Theatre,,467-3832,33 Main St,Erotica,New Haven,CT,,,,1997,12/16/2023 5:25pm
7554,The Apartment,"(M),(NH),(WC)","451-0815 11am-2am, from 1pm Sun",33 Sheldon,Bars,Grand Rapids,MI,,,,1997,9/29/2023 4:24pm
7077,Street & Co.,"(*),(BW),(WC)","775-0887 5:30pm-9:30pm, Til 10pm Fri-Sat, seafood",33 Wharf St,Restaurants & Cafes,Portland,ME,,,,1997,12/16/2023 5:25pm
8268,Squiggy's,"(MW),(D)","722-2299 5pm-1am, til 3am Fri-Sat, from 8pm Sun",34 Chenango St,Bars,Binghamton,NY,,,,1997,12/16/2023 5:25pm
5346,MCC,,"(United Church), 389-6750, 11:30am & 4pm Sun",34 Harrison St,Spiritual Groups,New Haven,CT,,,,1997,12/16/2023 5:25pm
9663,1854 B&B,(MW),723-4789,34 Montagu St,Accommodations,Charleston,SC,,,,1997,12/16/2023 5:25pm
9438,Mother's,,"862-5270, 9am-10pm",34 N Main St,Restaurants & Cafes,New Hope,PA,,,,1997,12/16/2023 5:25pm
8594,Krash,"(MW),(D),(MRC)",366-2934,34-48 Steinway St,Bars,Queens,NY,,,,1997,12/16/2023 5:25pm
5399,Blue Moon,"(*),(MW)","227-6515 4pm-2am, clsd Jan, dinner, Sun brunch",35 Baltimore Ave,Bars,Rehoboth Beach,DE,,,,1997,12/16/2023 5:25pm
7250,Ecumenical Catholic Church,,"227-5794, 5:30pm Sun",35 Bowdin St,Spiritual Groups,Boston,MA,,,,1997,12/16/2023 5:25pm
9624,Mirabar,"(MW),(D),(E),(S),(WC)",331-6761 3pm-1am,35 Richmond St,Bars,Providence,RI,,,,1997,12/16/2023 5:25pm
5332,Danny's Adult World,,549-1896,35 W Service Rd,Erotica,Hartford,CT,,,,1997,12/16/2023 5:25pm
3763,St. Elmo's,"(GF),(E)","432-5578 10am-1am, live bands Fri-Sat",36 Brewery Gulch Ave,Bars,Bisbee,AZ,,,,1997,12/16/2023 5:25pm
5389,At Melissa's B&B,(GF),227-7504/(800) 396-8090,36 Delaware Ave,Accommodations,Rehoboth Beach,DE,,,,1997,12/16/2023 5:25pm
8330,Loft,(M),597-6720 seasonal,36 Fire Island Blvd,Bars,Fire Island,NY,,,,1997,12/16/2023 5:25pm
8391,The Painted Word,(WC),"256-0825 10am-10pm, til 6pm Sun-Mon, lesbigay",36 Main St,Bookstores/Retail Shops,New Paltz,NY,,,,1997,12/16/2023 5:25pm
5069,Borderline,,"241-2177, toys, videos",36 N Saratoga,Erotica,Santa Clara,CA,,,,1997,12/16/2023 5:25pm
4441,Iron Horse Saloon,"(MW),(CW)","770-7007 4pm-2am, patio",36-650 Sun Air Plaza,Bars,Cathedral City,CA,,,,1997,9/29/2023 4:24pm
8907,Pink Pyramid,,"621-7465, 11am-10:30pm, til midnight Fri-Sat, clsd Sun, lesbigay",36-A W Court,Bookstores/Retail Shops,Cincinnati ,OH,,,address doesn't appear on google maps,1997,12/16/2023 5:25pm
7031,White Barn Inn,"(GF),(F)",967-5050 11am-10pm,37 Beach St,Restaurants & Cafes,Kennebunckport,ME,,,,1997,12/16/2023 5:25pm
8251,Video Central,,"463-4253, 10am-10pm, lesbigay books & magazines",37 Central Ave,Bookstores/Retail Shops,Albany,NY,,,,1997,12/16/2023 5:25pm
9709,MCC ,,"(Unitarian Fellowship), 233-0919, 6:45 Sun",37 E Hillcrest Dr,Spiritual Groups,Greenville,SC,,,,1997,12/16/2023 5:25pm
8324,Island Properties,,"11782, 597-6900, weekly, monthly, & seasonal rentals, also properties for sale",37 Fire Island Blvd,Accommodations,Fire Island,NY,,,,1997,12/16/2023 5:25pm
10299,Country Garden Inn B&B,"(GF),(SW)",295-3023 full brkfst,37 Main St,Accommodations,Quechee,VT,,,,1997,12/16/2023 5:25pm
5406,Square One,(MW),227-1994 5pm-1am (seasonal),37 Wilmington Ave,Restaurants & Cafes,Rehoboth Beach,DE,,,,1997,12/16/2023 5:25pm
7027,Brewster Inn,(GF),924-3130,37 Zions Hill,Accommodations,Dexter,ME,,,,1997,9/29/2023 4:24pm
9163,Ashland Bakery/Cafe,(WC),482-2117 7am-8pm,38 Main St,Restaurants & Cafes,Ashland,OR,,,,1997,12/16/2023 5:25pm
8708,The Barber Shop/Hairspray Cafe,"(MW),(D),(E),(PC)","258-2027 7pm-2am, also",38 N French Broad Ave,Bars,Asheville ,NC,,,,1997,12/16/2023 5:25pm
8692,Woodstock Inn,"(GF),(SW),(WC)",679-8211,38 Tannery Brook Rd,Accommodations,Woodstock,NY,,,,1997,12/16/2023 5:25pm
8596,Lucho's Club,"(M),(MRC),(L)","Woodside 899-9320 9pm-2am, clsd Mon-Tue",38-19 69th St,Bars,Queens,NY,,,,1997,9/29/2023 4:24pm
8389,Churchill Farm,(GF),255-7291 full brkfst,39 Canaan Rd,Accommodations,New Paltz,NY,,,,1997,12/16/2023 5:25pm
9607,The Melville House Inn,"(*),(GF)",847-0640,39 Clark St,Accommodations,Newport,RI,,,,1997,12/16/2023 5:25pm
7454,A&D Travel,(IGTA),737-5706/(800) 737-5712,39 Main St,Travel/Tour Operators,West Springfield,MA,,,,1997,12/16/2023 5:25pm
6329,Risque II Theatre,,"(upstairs), Honolulu, 531-",39 N Hotel St,Erotica,"Honolulu, Oahu",HI,,,,1997,12/16/2023 5:25pm
4492,Little Richy's,(WC),"440-0306 11am-10pm, clsd Mon, Latin American, some veggie",39 S Fair Oaks Ave,Restaurants & Cafes,Pasadena,CA,,,,1997,12/16/2023 5:25pm
