ID2,title,amenityfeatures,description,streetaddress,unclear_address,type,city,state,Year,unclear type or question,notes,Last Modified
4715,Lambda Travel ,(IGTA),925-3011 ask for Scott,21 S. 5th St. #545,,Travel/Tour Operators,Philadelphia ,PA,1994,,,4/25/2023 9:24pm
5375,Video Exchange,,244-7004 clsd Sun ,21 Stowe St.,,Erotica,Waterbury,VT,1994,,,4/25/2023 9:24pm
5391,Tucker Inn,(W),"224-2031 B&B homestay, nr. beach, full brkfst, non-smoking",21 Weems St.,,Accommodations,Colonial Beach,VA,1994,,,4/25/2023 9:24pm
1326,Club 22 ,"(D),(L)","(no phone) 7am-2am, 11am-midnight Sun ",22 Broadway ,,Bars,Denver,CO,1994,,,4/25/2023 9:23pm
3032,Land's End Inn,(MW),487-0706,22 Commercial St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
2906,Oasis Guest House,"(*),(IGTA)",267-2262,22 Edgerly Rd.,,Accommodations,Boston,MA,1994,,,4/25/2023 9:24pm
3113,Midtown Athletic Club,(GF),798-9703 ,22 Front St.,,Gyms & Health Clubs,Worcester,MA,1994,,,4/25/2023 9:24pm
3434,Patrik Travel,(IGTA),367-1468/(800)678-8747,22 N. Euclid Ave.,,Travel/Tour Operators,St. Louis,MO,1994,,,4/25/2023 9:24pm
1478,La La Land ,(GF),227-3387 seasonal,22 WIlmington Ave.,,Restaurants & Cafes,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
4814,Brinley Victorian Inn,(GF),"849-7645 close to beach, charming New England Victorian; lesbian following ",23 Brinley St.,,Accommodations,Newport,RI,1994,,,4/25/2023 9:24pm
3100,Just Friends,"(MW),(D),(V),(WC)","781-5878 11am-2am, 3 flrs.",23 Hampden St.,,Bars,Springfield,MA,1994,,,4/25/2023 9:24pm
94,Charlie's,"(GF),(F)",779-1919 11am-1am,23 N. Leroux,,Bars,Flagstaff,AZ,1994,,,4/25/2023 9:23pm
175,Graduate ,(*),"622-9233 11am-1am, cruisy",23 W. University Ave.,,"Bars,Cruising Areas",Tucson,AZ,1994,,,4/25/2023 9:23pm
1562,Follies ,,"(upstairs) 484-0323, 24hrs","24 ""O"" St. SE",,Erotica,Washington,DC,1994,,,4/25/2023 9:23pm
3806,Eulenspiegel Society,,"388-7022 S/M group, 7:30 Tues & Wed., newsletter",24 Bond St.,,Info Lines & Services,New York City,NY,1994,,,4/25/2023 9:24pm
1426,Weber's Travel Services ,(IGTA),229-4846,24 Cedar St.,,Travel/Tour Operators,New Britain,CT,1994,,,4/25/2023 9:23pm
3276,24 on the Avenue,"(GF),(F)","673-9812 11am-1am, full menu restaurant ",24 Hennepin Ave.,,Bars,Minneapolis,MN,1994,,,8/7/2023 3:32pm
956,24 Henry,(IGTA),864-5686 B&B,24 Henry St.,,Accommodations,San Francisco,CA,1994,,,4/25/2023 9:23pm
4682,Club Revival,"(GF),(D),(A),(E),(YC),(PC)","627-4825 ""Gay NIght"" Sun",24 S. 3rd St.,,Bars,Philadelphia ,PA,1994,,,4/25/2023 9:24pm
1065,Desmodus Inc.,,"94103 252-1195 leather, toys & Drummer mail order catalogs",24 Shotwell,,Erotica,San Francisco,CA,1994,,,5/19/2023 10:28am
1480,Sydney's Side Street Restaurant & Blues Place,"(GF),(E)","227-1339 4pm-1am, full bar ",25 Christian St.,,Restaurants & Cafes,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
2817,Treasure Chest,,873-7411,25 College Ave.,,Erotica,Waterville,ME,1994,,,4/25/2023 9:24pm
5346,Common Ground,"(*),(GF)","257-0855 lunch, & dinner, clsd Tues, vegetarian ",25 Elliot St. ,,Restaurants & Cafes,Brattleboro,VT,1994,,,4/25/2023 9:24pm
2903,Citywide Reservation Services Inc.,(MW),267-7424/(800)468-3593 covers most of New England,25 Huntington Ave. Ste. 607,,Accommodations,Boston,MA,1994,,,5/19/2023 10:28am
2982,House of Orange,(GF),228-9287 open May-Oct.,25 Orange St.,,Accommodations,Nantucket,MA,1994,,,4/25/2023 9:24pm
2865,Safe Harbors Travel,(IGTA),547-6565/(800)344-5656,25 South St.,,Travel/Tour Operators,Baltimore,MD,1994,,,4/25/2023 9:24pm
3059,"Willows, The",(MW),487-0520 ,25 Tremont St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
2944,Gay Community News (GCN),,426-4469,25 West St.,,Publications,Boston,MA,1994,,,4/25/2023 9:24pm
2989,Northstar ,"(GF),(E),(WC)","586-9409 dinner 5pm-10pm, dancing 10pm-1am, Sun brunch",25 West St.,,Bars,Northampton,MA,1994,,,4/25/2023 9:24pm
3597,United Video Adult World,,965-1110,25 White Hourse Pike,,Erotica,Egg Harbor City,NJ,1994,,,4/25/2023 9:24pm
3745,Cathode Ray ,"(NH),(V),(WC)",884-3615 1pm-4am,26 Allen St.,,Bars,Buffalo,NY,1994,,,4/25/2023 9:24pm
3031,Lamplighter Guest House,(MW),487-2529 ,26 Bradford St. ,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
2902,Chandler Inn,"(*),(GF),(IGTA)",482-3450 ,26 Chandler St.,,Accommodations,Boston,MA,1994,,,4/25/2023 9:24pm
2935,Waterstone's Booksellers,,"859-7300, 9am-11pm",26 Exeter,,Bookstores/Retail Shops,Boston,MA,1994,,,4/25/2023 9:24pm
202,Ermilio's,(GF),"253-8806 clsd Th, Italian cuisine",26 White ,,Restaurants & Cafes,Eureka Springs,AR,1994,,,4/25/2023 9:23pm
3026,Flamingo Bay,(MW),487-0068/(800)352-6229,27 Conwell St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
2912,Chaps,"(*),(D),(V),(WC)",266-7778 noon-2am,27 Huntington Ave.,,Bars,Boston,MA,1994,,,4/25/2023 9:24pm
3214,SS Dinghy ,"(MW),(D)",954-1919 2pm-2am,27 N. Walnut ,,Bars,Mount Clemens,MI,1994,,,4/25/2023 9:24pm
2615,Hawley Cooke Books,,"893-0133; also 3042 Bardstown Rd. location 456-6660, 9am-9pm, 11am-6pm Sun",27 Shelbyville Rd. Plaza,,Bookstores/Retail Shops,Louisville,KY,1994,,,4/25/2023 9:24pm
4664,Ember'glo Gifts,,862-2929,27 W. Mechanic St.,,Bookstores/Retail Shops,New Hope,PA,1994,,,4/25/2023 9:24pm
3908,Cellblock 28,(BYOB),"733-3144 8pm-3am Mon-Wed, call for info, cruise/fetish club",28 9th Ave.,,"Men's Clubs,Cruising Areas",Greenwich Village,NY,1994,,,4/25/2023 9:24pm
3057,Westwinds Guest House,"(MW),(SW)",487-1841 ,28 Commercial St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
3763,Rocking Duck Inn,(GF),"968-3335 historic B&B, full brkfst, nr. recreation; also antique store",28 Genesee Pkwy.,,Accommodations,Cuba,NY,1994,,,4/25/2023 9:24pm
4817,David's ,"(*),(MW),(NH),(D)","841-5431 5pm-1am, from 2pm wknds",28 Prospect Hill St.,,Bars,Newport,RI,1994,,,4/25/2023 9:24pm
4586,Stonewall/Moose Lounge,"(*),(MW),(D),(F),(E),(K),(S),(V),(YC)","432-0706 11:30am-2am, 2pm-2am wknds, CW Tues",28-30 N. 10th St.,,Bars,Allentown,PA,1994,,,4/25/2023 9:24pm
3620,"Frog and the Peach, The","(GF),(WC)","846-3216 11am-2am, full bar, upscale American",29 Dennis St. ,,Restaurants & Cafes,New Brunswick,NJ,1994,,,4/25/2023 9:24pm
4060,Golden Notebook ,,"679-8000, 11am-7pm, til 9pm summers ",29 Tinker St.,,Bookstores/Retail Shops,Woodstock,NY,1994,,,4/25/2023 9:24pm
2936,WordsWorth,,"Cambridge 354-5201, 9am-11pm",30 Brattle St.,,Bookstores/Retail Shops,Boston,MA,1994,,,5/19/2023 10:28am
2926,Casa Romero ,(GF),536-4341 Mexican cuisine,30 Gloucester St.,,Restaurants & Cafes,Boston,MA,1994,,,4/25/2023 9:24pm
3106,A and D Travel,(IGTA),737-5706,30 Main St.,,Travel/Tour Operators,West Springfield,MA,1994,,,4/25/2023 9:24pm
4013,Blair's Tavern ,"(GF),(D)",561-9071 4pm-2am ,30 Marion St. ,,Bars,Plattsburg,NY,1994,,,4/25/2023 9:24pm
1345,Basil's Café,"(GF),(BW),(WC)",698-1413 nouvelle Italian ,30 S. Broadway ,,Restaurants & Cafes,Denver,CO,1994,,,4/25/2023 9:23pm
1207,Gold Coast,"(*),(D),(WC)",965-6701 4pm-2am,30 W. Cota,,Bars,Santa Barbara,CA,1994,,,4/25/2023 9:23pm
3743,Buddies ,"(MW),(D),(MRC-AF),(E),(OC),(WC)",855-1313 1pm-4am,31 Johnson Park,,Bars,Buffalo,NY,1994,,,4/25/2023 9:24pm
3834,Incentra Village House,(*),206-0007 10 rooms,32 8th Ave.,,Accommodations,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
5347,Peter Haven's ,"(*),(GF)","257-3333 6pm-10pm Tues-Sat, cont'l cuisine ",32 Elliot St. ,,Restaurants & Cafes,Brattleboro,VT,1994,,,4/25/2023 9:24pm
5322,Boy Club/Vortex,"(*),(GF),(D),(A)","521-9292 from 9pm Th-Sun, more gay Sun",32 Exchange Pl.,,Bars,Salt Lake City,UT,1994,,,4/25/2023 9:24pm
5355,Howden Cottage,(MW),864-7198 smoke-free B&B,32 N. Champlain St.,,Accommodations,Burlington,VT,1994,,,4/25/2023 9:24pm
2791,Gays in Sobriety,,"(Williston W. Church) 774-4060, 6:30pm Sun & 8pm Th",32 Thomas St.,,Info Lines & Services,Portland,ME,1994,,,4/25/2023 9:24pm
1432,Fairmont Theatre ,,467-3832,33 Main St.,,Erotica,New Haven,CT,1994,,,4/25/2023 9:23pm
3185,"Apartment, The","(NH),(F),(WC)","451-0815 11am-2am, 2pm-2am Sun",33 Sheldon,,Bars,Grand Rapids,MI,1994,,,4/25/2023 9:24pm
3997,Happy Hours Books ,,Bayshore 665-8385,33 W. Main St.,,Erotica,N.Y.C. - Long Island/Suffolk County,NY,1994,,,5/19/2023 10:29am
3735,Squiggy's,"(MW),(D)","722-2299 8pm-2am, from 5pm Th & Fri",34 Chenango St.,,Bars,Binghamton,NY,1994,,,4/25/2023 9:24pm
4859,"""1854""","(MW),(IGTA)","723-4789 B&B in historic district, 2 stes. w/ full kitchens",34 Montagu St.,,Accommodations,Charleston,SC,1994,,,4/25/2023 9:24pm
4661,Mother's,(GF),862-5270 8am-10pm,34 N. Main St.,,Restaurants & Cafes,New Hope,PA,1994,,,4/25/2023 9:24pm
2814,Sidetrack,"(GF),(D)","873-5610 unconfirmed in '93, 8pm-1am, clsd Mon & Tues (unconfirmed fall '93)",34 Temple St.,,Bars,Waterville,ME,1994,,,4/25/2023 9:24pm
1474,Blue Moon,"(*),(MW),(F)","227-6515 popular T-Dance, dinner & Sun brunch, clsd Dec & Jan",35 Baltimore Ave.,,Bars,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
2977,Captain Dexter House,(GF),Edgartown 627-7289,35 Pease's Point Way,,Accommodations,Martha's Vineyard,MA,1994,,,5/19/2023 10:29am
4337,Changes Lounges ,"(D),(S),(YC),(WC)","445-9077 11am-2:30am, CW Tues",35 W. 5th St.,,Bars,Dayton,OH,1994,,,4/25/2023 9:24pm
1418,Danny's Adult World,,549-1896,35 W. Service Rd.,,Erotica,Hartford,CT,1994,,,4/25/2023 9:23pm
90,St. Elmo's ,"(GF),(F)",432-5578 10am-1am,36 Brewery Gulch Ave.,,Bars,Bisbee,AZ,1994,,,4/25/2023 9:23pm
3780,Loft,,597-6720 seasonal,36 Fire Island Blvd.,,Bars,Fire Island,NY,1994,,,4/25/2023 9:24pm
3778,Crew's Quarters,"(*),(SW)","Fire Island Pines 597-6873 men only, seasonal ",36 Fire Island Blvd.,,Bars,Fire Island,NY,1994,,,5/19/2023 10:29am
1216,Borderline ,,241-2177,36 N. Saratoga,,Erotica,Santa Clara,CA,1994,,,4/25/2023 9:23pm
1572,Pelican Bistro,"(MW),(F)",391-5922,36 SE 3rd St.,,Bars,Boca Raton,FL,1994,,,4/25/2023 9:23pm
4235,Pink Pyramid ,,"621-7465, 11am-midnight",36 W. Court ,,Bookstores/Retail Shops,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
3722,Lifestyle Books/Video Central,,"433-1290, 10am-8pm lesbigay",37 Central Ave.,,Bookstores/Retail Shops,Albany,NY,1994,,,4/25/2023 9:24pm
1442,Triangle Community Center,,845-0668 ,37 North Ave.,,Info Lines & Services,Norwalk,CT,1994,,,4/25/2023 9:23pm
1479,Square One,(MW),"227-1994 5pm-1am, seasonal ",37 Wilmington Ave.,,Restaurants & Cafes,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
2768,Brewster Inn,(GF),"924-3130 B&B, 19-rm historic mansion, open April-Dec",37 Zions Hill,,Accommodations,Dexter,ME,1994,,,4/25/2023 9:24pm
4453,Ashland Bakery/Café,"(GF),(WC)",482-2117 opens 7am,38 E. Main ,,Restaurants & Cafes,Ashland,OR,1994,,,4/25/2023 9:24pm
4069,"Traxx II/Hitching Post, The ","(MW),(NH),(D),(S)",258-8729 9pm-3am Fri & Sat; CW bar upstairs 7pm-2am nightly ,38 N. French Broad Ave.,,Bars,Asheville ,NC,1994,,,4/25/2023 9:24pm
3612,Frankel Travel,(IGTA),455-1111/(800)448-2444 (VITE 92-73) ,38 Speedwell Ave.,,Travel/Tour Operators,Morristown,NJ,1994,,,4/25/2023 9:24pm
1483,Lambda Rising ,,"227-6969 seasonal hours, 10am-midnight ",39 Baltimore Ave.,,Bookstores/Retail Shops,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
4816,"Melville House, The",(MW),847-0640 ,39 Clarke St.,,Accommodations,Newport,RI,1994,,,4/25/2023 9:24pm
2478,Gay/Lesbian Alliance,,"50011 (Iowa State U.) 294-2104, 10am-4pm",39 Memorial Union,,Info Lines & Services,Ames,IA,1994,,,5/19/2023 10:29am
2174,Risque II Theatre,,(upstairs) 531-7318,39 N. Hotel St.,,Erotica,"Honolulu, Oahu",HI,1994,,,4/25/2023 9:24pm
1397,Aldis the Travel Planner,(IGTA),778-9399 ,39-B Mill Plain Rd. ,,Travel/Tour Operators,Danbury,CT,1994,,,4/25/2023 9:23pm
1464,Camp Rehoboth,,227-5620 info service for gay businesses,39B Baltimore Ave.,,Info Lines & Services,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
3924,Club 58,"(D),(S)","308-1546 4pm-2am, til 4am Fri & Sat",40 E. 58 St.,,Bars,N.Y.C - Midtown,NY,1994,,,4/25/2023 9:24pm
4305,Garage Disco/Trends ,"(*),(MW),(D),(A),(E),(S),(YC),(WC)","461-0076 disco 9pm-2:30am, bar opens 5pm ",40 E. Long St. ,,Bars,Columbus,OH,1994,,,4/25/2023 9:24pm
5345,Pipeline,"(GF),(D)","8pm-2am, til 1am Sat",40 Elliot St.,,Bars,Brattleboro,VT,1994,,,4/25/2023 9:24pm
1220,"Grove, The",(W),"La Selva Beach 724-3459 2 cabins on a mini-farm, near the beach",40 Lily Way,,Accommodations,Santa Cruz,CA,1994,,,5/19/2023 10:29am
1470,Rehoboth Guest House,(MW),227-4117 B&B,40 Maryland Ave.,,Accommodations,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
4032,Forty Union,"(MW),(F),(E)","325-6216 5pm-2am, clsd Mon, steak & homestyle",40 S. Union St.,,Restaurants & Cafes,Rochester,NY,1994,,,4/25/2023 9:24pm
3006,Bradford House & Motel,(MW),487-0173,41 Bradford St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
2060,Veni Vidi Vici,(GF),875-8424 upscale Italian,41 Fourteenth St.,,Restaurants & Cafes,Atlanta,GA,1994,,,4/25/2023 9:24pm
4064,"Bird's Nest, The",(MW),252-2381,41 Oak Park Road,,Accommodations,Asheville ,NC,1994,,,4/25/2023 9:24pm
4197,Akron Steam & Sauna,(PC),784-0777 ,41 S. Case,,Men's Clubs,Akron,OH,1994,,,4/25/2023 9:24pm
1468,Paper Nautilus,(MW),227-1603 seasonal,42 1/2 Baltimore Ave.,,Accommodations,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
4637,Sassy But Classy,,393-9990,42 W. King St.,,Erotica,Lancaster,PA,1994,,,4/25/2023 9:24pm
1046,Ginger's Too ,"(NH),(OC)",10am-2am,43 6th St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
3004,Bed 'N' B'fast,(IGTA),487-9555,44 Commercial St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
1400,Bookends ,,(Rte. 5) 745-3988,44 Enfield St.,,Erotica,Enfield,CT,1994,,,5/19/2023 10:29am
2783,Yellow Monkey Guest Houses & Hotel,(MW),646-9056 ,44 Main St.,,Accommodations,Ogunquit,ME,1994,,,4/25/2023 9:24pm
3096,Randolph Country Club,"(*),(MW),(D),(E),(V),(SW),(PC),(WC)",Rte. 139 961-2414 noon-2am (from 10am Summers),44 Mazeo Dr.,,Bars,Randolph,MA,1994,,,5/19/2023 10:30am
4343,Stage Door ,(NH),"223-7418 11am-2:30am, from 2pm wknds ",44 N. Jefferson,,Bars,Dayton,OH,1994,,,4/25/2023 9:24pm
3553,Oasis ,,"352-5355, 10am-9pm",45 Central Square,,Bookstores/Retail Shops,Keene,NH,1994,,,4/25/2023 9:24pm
3901,Greetings ,,"242-0424, 11am-10pm",45 Christopher St.,,Bookstores/Retail Shops,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
734,Le Sex Shoppe,,"578-9260, 24hrs",45 E. Colorado Blvd.,,Erotica,Pasadena,CA,1994,,,4/25/2023 9:23pm
1148,United Nations Plaza Hotel,(GF),626-5200 (800)553-1900 ,45 McAllister St.,,Accommodations,San Francisco,CA,1994,,,4/25/2023 9:23pm
4800,Selections,"(*),(MW),(D),(F),(E),(WC)","Wilkes-Barre Center 829-4444 5pm-2am, piano bar",45 Public Square,,Bars,Wilkes-Barre,PA,1994,,,5/19/2023 10:30am
1157,Peter Pan Lounge,(NH),928-6991 6am-2am,45 Turk St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
3892,Orbit Café,"(GF),(WC)","(at 7th St.) 463-8717 dinner nightly, gospel brunch noon-5pm Sun, midscale American w/ Latin accent; full bar noon-2am, til 4am Fri & Sat",46 Bedford St.,,Restaurants & Cafes,Greenwich Village,NY,1994,,,5/13/2023 9:13pm
2249,T.J.'s on Oak,(V),(basement) 943-6319 3pm-2am,46 E. Oak St.,,Bars,Chicago,IL,1994,,,4/25/2023 9:24pm
1215,Tinker's Damn (TD),"(*),(D),(A),(YC),(WC)","243-4595 3pm-2am, from 1pm wknds",46 N. Saratoga ,,Bars,Santa Clara,CA,1994,,,4/25/2023 9:23pm
2180,Windward Oahu B&B ,"(MW),(SW),(IGTA)",235-1124 overlooking the coast,46-251 Ikiiki St.,,Accommodations,"Kaneohe, Oahu",HI,1994,,,4/25/2023 9:24pm
4822,4 Seasons Travel,(IGTA),722-5888 ,47 John St.,,Travel/Tour Operators,Pawtucket,RI,1994,,,4/25/2023 9:24pm
2798,Café Always,(GF),774-9399 dinner Tues-Sat,47 Middle St.,,Restaurants & Cafes,Portland,ME,1994,,,4/25/2023 9:24pm
3991,Blanche ,"(NH),(E)","S Farmingdale 694-6906 8pm-4am, from 3pm Sun, unconfirmed Fall '93",47-2 Boundry Ave.,,Bars,N.Y.C. - Long Island/Suffolk County,NY,1994,,,5/19/2023 10:38am
4299,Stonewall Union Hotline/Community Ctr.,,"299-7764, 9am-5pm, til 1pm Sat, clsd Sun, info & referrals ",47-49 W. 5th Ave.,,Info Lines & Services,Columbus,OH,1994,,,4/25/2023 9:24pm
2045,"Metro, The","(D),(S),(V)",874-9869 8pm-3am,48 6th St.,,Bars,Atlanta,GA,1994,,,4/25/2023 9:24pm
2212,R U Crazee,"(MW),(NH)","891-2996 7pm-2am, til 3am Sat",48 154th Pl.,,Bars,Calumet City,IL,1994,,,4/25/2023 9:24pm
3040,Renaissance Apartments,(MW),487-4600 seasonal,48 Commercial St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
4234,LeftHanded Moon,,"784-1166, 11:30am-7pm, clsd Sun, T-shirts, jewelry, men's clothing",48 E. Court St.,,Bookstores/Retail Shops,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
2041,Gallus Bar & Restaurant,"(*),(MW),(E),(H),(WC)","892-8983 3pm-3am, cruisy",49 6th St. NE,,"Bars,Cruising Areas",Atlanta,GA,1994,,,4/25/2023 9:24pm
3046,"Shamrock Motel, Cottages & Apartments","(GF),(SW)",487-1133 hot tub,49 Bradford St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
1431,Plaza Travel Center ,(IGTA),777-7334/(800)933-3782,49 College St.,,Travel/Tour Operators,New Haven,CT,1994,,,4/25/2023 9:23pm
3854,Five Oaks ,"(GF),(F),(E)","243-8885 5pm-4am, piano bar ",49 Grove St.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
3890,Five Oaks,"(*),(MW),(F),(E)","243-8885 5pm-midnight, piano bar",49 Grove St.,,Restaurants & Cafes,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
3803,Rumours ,"(*),(MW),(D),(WC)","792-9646 8pm-4am, from 6pm Fri-Sun, from 3pm Sun in summer",49 Lower Dix Ave.,,Bars,Lake George,NY,1994,,,4/25/2023 9:24pm
4029,Heaven ,"(GF),(D),(A),(E),(YC),(18+)","262-3050 9pm-2am, from 10pm Sat, clsd Sun-Tues, live bands ",50 Liberty Pole Way,,Bars,Rochester,NY,1994,,,4/25/2023 9:24pm
4043,Blythewood ,"(F),(WC)",382-9755 9pm-4am ,50 N. Jay St.,,Bars,Schenectady,NY,1994,,,4/25/2023 9:24pm
1279,Tsunami ,"(*),(GF)",459-4750,50 S. Main St,,Restaurants & Cafes,Willits,CA,1994,,,4/25/2023 9:23pm
3874,Splash ,"(*),(V),(S),(WC)","691-0073 4pm-4am, biggest video bar",50 West 17th St.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
1412,La Rosa's,(GF),560-6300 Italian ,50 Weston St.,,Restaurants & Cafes,Hartford,CT,1994,,,4/25/2023 9:23pm
1477,Ground Zero ,"(MW),(WC)","227-8041 6pm-2am, full bar",50 Wilmngton Ave.,,Restaurants & Cafes,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
5788,Vibration,"(*),(S)","Condado 10pm-5am, cruisy, men-only backroom",51 Ave. Barranquitas,,"Bars,Cruising Areas",San Juan,PR,1994,,,5/19/2023 10:38am
43,Society Lounge,"(MW),(D),(S),(PC)",433-9141 noon-?,51 S. Conception,,Bars,Mobile,AL,1994,,,4/25/2023 9:23pm
3627,Rah-Rah Pub,"(*),(MW),(F),(E)","676-1399 4pm-2am, til 3am Fri & Sat, fresh pizza",51 S. Day St.,,Bars,Orange,NJ,1994,,,4/25/2023 9:24pm
1538,Zone,(S),"488-1200 9pm-?, clsd Mon & Tues, nude go-go boys","52 ""L"" St SE",,Bars,Washington,DC,1994,,,4/25/2023 9:23pm
201,Cafe Armagost,"(*),(GF)","253-8075 excellent French/Creole gourmet, 5pm-10pm, Sun brunch",52 Kings Hwy,,Restaurants & Cafes,Eureka Springs,AR,1994,,,4/25/2023 9:23pm
2917,Napoleon Club,"(*),(D),(E),(OC)","338-7547 5pm-2am, piano bar",52 Piedmont,,Bars,Boston,MA,1994,,,4/25/2023 9:24pm
1169,City Books,,885-4216,52 Turk St.,,Erotica,San Francisco,CA,1994,,,4/25/2023 9:23pm
5782,La Laguna Night Club,"(*),(D),(S)",Condado from 9pm ,53 Calle Barranquitas,,Bars,San Juan,PR,1994,,,5/19/2023 10:38am
3876,Stonewall Inn,,"463-0950, 4pm-4am",53 Christopher St.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
3559,Members,"(*),(D),(E),(S),(V),(PC)","436-9451 8pm-1:30am, from 6pm Fri-Sun, piano lounge",53 Green St.,,Bars,Portsmouth,NH,1994,,,4/25/2023 9:24pm
4636,Den of Pleasure,,299-1779,53 N. Prince St.,,Erotica,Lancaster,PA,1994,,,4/25/2023 9:24pm
1055,Caribbean Zone,"(*),(GF)","541-9465 festive decor, cocktails ",55 Natoma St.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
595,Rose Avenue Beach House,(MW),"396-2803 Victorian B&B, 1 blk from Venice Beach ",55 Rose Ave.,,Accommodations,Los Angeles,CA,1994,,,4/25/2023 9:23pm
40,Gabriel's Downtown  ,"(V),(PC)",432-4900 5pm-?,55 S. Joachim St. ,,Bars,Mobile,AL,1994,,,4/25/2023 9:23pm
203,Plaza,(GF),253-8866 French cuisine,55 S. Main ,,Restaurants & Cafes,Eureka Springs,AR,1994,,,4/25/2023 9:23pm
3945,Banana Video ,,382-0935 clsd Sun,55 W. 38th St.,,Erotica,N.Y.C - Midtown,NY,1994,,,4/25/2023 9:24pm
1530,Lost & Found,"(MW),(D),(F),(WC)","488-1200 7pm-3am, clsd MOn & Tues","56 ""L"" St. SE",,Bars,Washington,DC,1994,,,4/25/2023 9:23pm
3882,Uncle Charlie's,"(*),(P),(V),(YC)","255-8787 3pm-4am, very preppie",56 Greenwich Ave.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
5770,Casablanca Guest House,"(*),(MW)",Condado 722-7139 ,57 Caribe,,Accommodations,San Juan,PR,1994,,,5/19/2023 10:38am
1392,Gabriel's ,"(W),(D),(S)","336-4319 6pm-1am, til 2am Fri & Sat",57 Chapel St.,,Bars,Bridgeport,CT,1994,,,4/25/2023 9:23pm
4654,Riverside B&B,,862-0216 cont'l brkfst ,58 N. Main St.,,Accommodations,New Hope,PA,1994,,,4/25/2023 9:24pm
2800,Westside ,(GF),773-8223 7am-9pm,58 Pine St.,,Restaurants & Cafes,Portland,ME,1994,,,4/25/2023 9:24pm
3614,Murphy's Tavern,"(MW),(D),(MRC-AF),(F),(WC)","622-9176 6pm-2am, lunch daily",59 Edison Pl.,,Bars,Newark,NJ,1994,,,4/25/2023 9:24pm
3859,Marie's Crisis ,"(*),(MW),(E)","243-9323 5pm-3am, piano bar from 9:30pm",59 Grove St.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
4067,O' Henry's,"(MW),(NH),(D),(PC)",254-1891 1pm-2am,59 Haywood St.,,Bars,Asheville ,NC,1994,,,4/25/2023 9:24pm
1476,Back Porch Café,(GF),"227-3674 10am-11pm, seasonal",59 Rehoboth Ave.,,Restaurants & Cafes,Rehoboth Beach,DE,1994,,,4/25/2023 9:23pm
3600,Seabird Inn B&B ,(MW),872-0123 ,60 Bay Ave.,,"Accommodations,Info Lines & Services",Highlands,NJ,1994,,,4/25/2023 9:24pm
2961,World Eye Bookshop,,"772-2186, 9am-7pm",60 Federal St.,,Bookstores/Retail Shops,Greenfield,MA,1994,,,4/25/2023 9:24pm
732,Café 60 North,"(GF),(WC)","(at Union) 793-9000 7am-9pm, til 11pm Fri & Sat, til 4pm Sun, patio",60 N. Raymond,,Restaurants & Cafes,Pasadena,CA,1994,,,4/25/2023 9:23pm
1338,Mike's ,"(D),(A),(CW)",777-0193 11am-2am,60 S. Broadway,,Bars,Denver,CO,1994,,,4/25/2023 9:23pm
3851,Duplex,"(*),(GF),(E)","255-5438 4pm-4am, piano bar from 9pm, cabaret nightly",61 Christopher St.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
4071,Malaprop's Bookstore & Café,,"254-6734, 9am-8pm, til 10pm Fri & Sat, noon-5pm Sun",61 Haywood St.,,Bookstores/Retail Shops,Asheville ,NC,1994,,,4/25/2023 9:24pm
