ID2,title,streetaddress,description,city,state,amenityfeatures,Year,type,unclear_address,unclear type or question,notes,Last Modified
303,Fig Garden Bookstore,5148 N. Pam ,226-1845 gay/lesbian section,Fresno,CA,,1990,Book Stores/Retail Shops,,,(209) area code,4/25/2023 9:36pm
304,Tower Cottage Gift Shoppe,431 East Olive Ave.,"485-2105 10am-6pm Mon-Sat, clsd Sun",Fresno,CA,,1990,Book Stores/Retail Shops,,,(209) area code,4/25/2023 9:36pm
306,Questions & Answers Newspaper,830 E. Hedges,268-4929,Fresno,CA,,1990,Publications,,,(209) area code,4/25/2023 9:36pm
305,MCC of Vineyard,710 N. Fulton ,(Unitarian Church) 441-0105 worship 10:45am,Fresno,CA,(MCC),1990,Religious Organizations,,,(209) area code,4/25/2023 9:36pm
307,Wildcat Book Store,1535 Fresno St.,237-4525,Fresno,CA,,1990,Erotica/Adult Groups,,,(209) area code,4/25/2023 9:36pm
313,AA Gay/Lesbian ,11918 Gardn Grove Blvd.,534-5820 call for schedule,Garden Grove,CA,,1990,Info Lines & Services,,,(714) area code,4/25/2023 9:36pm
314,Gay & Lesbian Service Center ,12832 Garden Grove Blvd. #A,534-0862 noon-10pm Mon-Fri,Garden Grove,CA,,1990,Info Lines & Services,,,(714) area code,4/25/2023 9:36pm
316,Act 1 ,8612 Garden Grove Blvd.,"537-1670/530/6375 piano bar, noon-2am",Garden Grove,CA,"(D),(E),(V)",1990,Bars,,,(714) area code,4/25/2023 9:36pm
318,Maneuvers,11086 Garden Grove Blvd.,"530-2411 2pm-2am Sun-Thurs, til 3:30am Fri & Sat",Garden Grove,CA,"(*),(D),(AH),(LV),(L),(BW)",1990,Bars,,,(714) area code,4/25/2023 9:36pm
317,Fraternity House,8112 Garden Grove Blvd.,"897-3431 9am-2am Mon-Fri, 6a,-2am Sat & Sun",Garden Grove,CA,"(*),(MW),(D),(YC)",1990,Bars,,,(714) area code,4/25/2023 9:36pm
319,Nick's,8284 Garden Grove Blvd.,537-1361,Garden Grove,CA,"(V),(NH),(D),(BW)",1990,Bars,,,(714) area code,4/25/2023 9:36pm
320,Hip Pocket,12686 Garden Grove Blvd.,638-8595,Garden Grove,CA,,1990,Erotica/Adult Groups,,,(714) area code,4/25/2023 9:36pm
321,Party House,8751 Garden Grove Blvd.,534-9996,Garden Grove,CA,,1990,Erotica/Adult Groups,,,(714) area code,4/25/2023 9:36pm
324,MCC Divine Redeemer,346 Riverdale Dr.,500-7124 worship 10:45am Sun & 7:30om Wed,Glendale,CA,(MCC),1990,Religious Organizations,,,(818) area code,4/25/2023 9:36pm
325,Murphy's Inn,318 Neal St,"273-6873 B&B priv baths, no smoking",Grass Valley,CA,"(MX),(MW)",1990,Accommodations,,,(916) area code,4/25/2023 9:36pm
326,Main Street Cafe,213 W. Main St.,"477-6000 California cuisine, lunch noon-3pm Mon-Sat, dinner 5pm-9pm",Grass Valley,CA,"(MX),(MW),(BW)",1990,Restaurants & Cafes,,,(916) area code,4/25/2023 9:36pm
328,Flying Carpet Travel,12250 Hawthorne Plaza ,973-2900,Hawthorne,CA,(IGTA),1990,Travel/Tour Operators,,,(213) area code,4/25/2023 9:36pm
329,Big Mama's,22615 Mission Blvd.,881-9310 10am-2am,Hayward,CA,"(*),(MW),(D),(V)",1990,Bars,,,(415) area code,4/25/2023 9:36pm
327,Grizzly's El Capitan,13825 S. Hawthorne ,675-3436 3pm-2am Fri-Sat,Hawthorne,CA,"(MW),(NH),(V),(F),(BW)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
330,Circus ,22525 Mission Blvd.,881-2788,Hayward,CA,"(BW),(NH),(S)",1990,Bars,,,(415) area code,4/25/2023 9:36pm
331,Spoiled Brat,22648 Mission Blvd. ,"782-2728 10am-2am Sun-Thurs, 24hrs Fri, Sat & holidays",Hayward,CA,"(*),(MW),(YC),(AH),(F),(V)",1990,Bars,,,(415) area code,4/25/2023 9:36pm
332,Turf Club,22517 Mission Blvd.,"881-9877 10am-2am Sun-Thurs, til 4am Fri & Sat",Hayward,CA,"(MW),(D),(V),(CW),(E)",1990,Bars,,,(415) area code,4/25/2023 9:36pm
334,Golden Gate Books,22553 Main St.,886-7777,Hayward,CA,,1990,Book Stores/Retail Shops,,,(415) area code,4/25/2023 9:36pm
333,MCC Maranatha ,22577 Bay View ,(Unitarian Church) 881-5649 worship 6pm Sun,Hayward,CA,(MCC),1990,Religious Organizations,,,(415) area code,4/25/2023 9:36pm
337,Fantasy Shoppe,544 Pacific Coast Hwy,374-9027,Hermosa Beach,CA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
336,Tender Box,809 Pacific Coast Hwy,318-2882,Hermosa Beach,CA,,1990,Erotica/Adult Groups,,,,4/25/2023 9:36pm
339,Gladiator,7810 Santa Fe Ave. ,"581-7646 3pm-10pm Mon-Thurs, til 2am Fri-Sun",Huntington Park,CA,"(*),(MW),(L),(LV),(CW),(F),(BW)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
343,Caper Room,244 S. Market St.,677-0403 Piano Bar,Inglewood,CA,"(D),(S)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
342,Annex ,835 S. La Brea,671-7323 10am-2am,Inglewood,CA,"(MW),(NH)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
344,AA Gay/Lesbian ,31872 Coast Hwy,(South Coast Medical Hospital) (hospital#) call for info on numerous meetins,Laguna Beach,CA,,1990,Info Lines & Services,,,(714) area code,4/25/2023 9:36pm
345,Coast Inn,1401 S. Coast Hwy,494-7588 oceanside accommodations with bar & restaurant,Laguna Beach,CA,"(MX),(MW)",1990,Bars,,,(714) area code,4/25/2023 9:36pm
347,Little Shrimp,1305 S. Coast Hwy,"494-4111 patio, seasonal hours",Laguna Beach,CA,"(MW),(E),(P)",1990,Bars,,,(714) area code,4/25/2023 9:36pm
348,Main Street ,1460 S. Coast Hwy,494-0056 noon-2am,Laguna Beach,CA,(E),1990,Bars,,,(714) area code,4/25/2023 9:36pm
351,Cottage ,308 N. Coast Hwy,494-3023 nouvelle cuisine 7pm-11pm,Laguna Beach,CA,"(MX),(MW)",1990,Restaurants & Cafes,,,(714) area code,4/25/2023 9:36pm
354,Ron's in Laguna,1464 S. Coast Hwy,"497-4871 6pm-2am Mon-Sat 11am-3pm Sun brunch, cocktails available ",Laguna Beach,CA,"(MX),(MW),(E)",1990,Restaurants & Cafes,,,(714) area code,4/25/2023 9:36pm
355,A Different Drummer,"1027 N. Coast Hwy, Suite A","497-6699 general bookstore with gay/lesbian titles, clsd Mon",Laguna Beach,CA,,1990,Book Stores/Retail Shops,,,(714) area code,4/25/2023 9:36pm
356,Fahrenheit 451 Books,509 S. Coast Hwy ,"494-5151 gay/lesbian section, 10am-10pm",Laguna Beach,CA,,1990,Book Stores/Retail Shops,,,(714) area code,4/25/2023 9:36pm
357,Festive Tours,1220 N. Coast Hwy,494-6670,Laguna Beach,CA,(IGTA),1990,Travel/Tour Operators,,,(714) area code,4/25/2023 9:36pm
359,Video Horizons,31674 Coast Hwy ,499-4519,Laguna Beach,CA,,1990,Erotica/Adult Groups,,,(714) area code,4/25/2023 9:36pm
358,Laguna Travel Service,270 Arch St.,497-2993,Laguna Beach,CA,(IGTA),1990,Travel/Tour Operators,,,(714) area code,4/25/2023 9:36pm
364,Ridgewood Inn,1341 Emerald Bay Rd. ,541-8589 hot tub,Lake Tahoe,CA,"(MX),(MW)",1990,Accommodations,,,(916) area code,4/25/2023 9:36pm
366,Silver Shadows Lodge,1251 Emerald Bay Rd.,"541-3575 bar, hot tub",Lake Tahoe,CA,"(MX),(MW),(SW)",1990,Accommodations,,,(916) area code,4/25/2023 9:36pm
367,City Lights,209 Kingsbury Grade,"(702)588-3098 5pm-4am Mon-Fri, 5pm-5am Sat, 2pm-4am Sun",Lake Tahoe,CA,"(MW),(D),(S)",1990,Bars,,,(916) area code,4/25/2023 9:36pm
365,Sierra Wood Guest House,266 Grass Lake Rd.,(Tahoe Paradise) 577-6073 year-round,Lake Tahoe,CA,"(MW),(IGTA)",1990,Accommodations,,,(916) area code,4/25/2023 9:36pm
368,Faces,270 Kingsbury Grade,588-2333,Lake Tahoe,CA,"(MX),(MW),(S),(E)",1990,Bars,,,(916) area code,4/25/2023 9:36pm
370,La Mesa Tavern ,8344 La Mesa Blvd,"464-0312 2pm-2am Mon-Sat, 5pm-2am Sun",La Mesa,CA,"(*),(YC),(P),(BW)",1990,Bars,,,(619) area code,4/25/2023 9:36pm
369,Driftwood Cafe,4115 Laurel Ave.,"(916)544-6545 8am-3pm (7am-3pm winter), closed Wed",Lake Tahoe,CA,"(MX),(MW)",1990,Restaurants & Cafes,,,(916) area code,4/25/2023 9:36pm
374,The Center,2017 E. 4th St.,"434-4455 referrals, info support",Long Beach,CA,,1990,Info Lines & Services,,,(213) area code,4/25/2023 9:36pm
371,Back Door ,1255 West Ave. 'I',945-2566 12:30pm-2am Tues-Sun,Lancaster,CA,"(MW),(D),(V),(S),(E)",1990,Bars,,,(805) area code,4/25/2023 9:36pm
373,AA Gay/Lesbian (Atlantic Alano Club),615 E. 10th St.,"432-9031 call for schedule, Mon-Fri 11:30-10pm, Sat & Sun 10-11",Long Beach,CA,,1990,Info Lines & Services,,,(213) area code,4/25/2023 9:36pm
375,Couples Long Beach,4102 E. 7th St. Suite 210,social/educational outreach to alternative lifestyle couples,Long Beach,CA,,1990,Info Lines & Services,,,(213) area code,4/25/2023 9:36pm
377,The Brit,1744 E. Broadway ,432-9742 patio,Long Beach,CA,(NH),1990,Bars,,,(213) area code,4/25/2023 9:36pm
379,Details ,740 E. Broadway ,"437-7705 piano Fri. Sat, Sun Brunch 10-3 Wed wom's nite",Long Beach,CA,"(*),(MW),(D),(F),(E),(YC)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
381,Floyd's,2913 E. Anaheim St.,"433-9251 Tues & Thurs dance lessons, Fri night mostly women",Long Beach,CA,"(*),(MW),(D),(CW)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
378,Broadway,1100 E. Broadway ,432-3646 weekend piano entertainment,Long Beach,CA,"(NH),(E)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
380,Executive Suite,3428 Pacific Coast Hwy,597-3884 men's night Mon & Thurs (exotic dancers) women other nights,Long Beach,CA,"(*),(MW),(D)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
384,Mike's Corral,2020 E. Artesia ,422-1928 patio,Long Beach,CA,"(*),(CW),(LV)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
383,Li'l Lucy's,1200 E. Broadway ,436-3558,Long Beach,CA,"(BW),(NH)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
382,Inspiration ,5211 N. Atlantic ,428-5545 popular weekend after hours,Long Beach,CA,"(NH),(AH)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
386,Reflections,3348 E. Broadway ,438-7700,Long Beach,CA,(NH),1990,Bars,,,(213) area code,4/25/2023 9:36pm
385,Mineshaft,1720 E. Broadway,436-2433 cruisy ,Long Beach,CA,"(*),(LV)",1990,"Bars,Cruising Areas",,,(213) area code,4/25/2023 9:36pm
387,Ripples ,5101 E. Ocean ,"433-0357 jazz Sundays, comedy Wed, Sun Buffet, patio",Long Beach,CA,"(*),(D),(E),(F),(YC),(V)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
389,Stallion,5823 N. Atlantic Ave.,422-5997,Long Beach,CA,"(LV),(BW),(AH)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
388,Silver Fox,411 Redondo ,"439-6343 cruisy, cocktail bar, popular happy hour",Long Beach,CA,"(*),(V)",1990,"Bars,Cruising Areas",,,(213) area code,4/25/2023 9:36pm
392,Birds of Paradise,1800 E. Broadway ,590-8773 cocktails,Long Beach,CA,"(MX),(MW),(E)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
391,Whistle Stop,5873 Atlantic ,422-7927,Long Beach,CA,(NH),1990,Bars,,,(213) area code,4/25/2023 9:36pm
393,Corland's Cafe,1538 E. Broadway ,"435-7364 open Wed-Sun 8am-3pm, breakfast & lunch",Long Beach,CA,(MW),1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
390,Sweet Water,1201 Broadway ,"432-7044 popular days, cruisy",Long Beach,CA,"(NH),(V)",1990,"Bars,Cruising Areas",,,(213) area code,4/25/2023 9:36pm
395,Egg Heaven,4358 E. 4th St.,433-9277 open mornings only some non-gay customers,Long Beach,CA,,1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
396,Chelsea Books,2501 E. Broadway ,434-2220 large gay section,Long Beach,CA,,1990,Book Stores/Retail Shops,,,(213) area code,4/25/2023 9:36pm
397,Dodd's Bookstore,4818 E. 2nd St.,438-9948 general books with a strong gay/lesbian section,Long Beach,CA,,1990,Book Stores/Retail Shops,,,(213) area code,4/25/2023 9:36pm
398,Royal Tours & Travel Service,4619 E. 2nd St.,438-1181,Long Beach,CA,(IGTA),1990,Travel/Tour Operators,,,(213) area code,4/25/2023 9:36pm
399,Touch of Travel,3918 Atlantic Ave.,427-2144,Long Beach,CA,(IGTA),1990,Travel/Tour Operators,,,(213) area code,4/25/2023 9:36pm
401,M.C.C.,1231 Locust St.,432-3641,Long Beach,CA,(MCC),1990,Religious Organizations,,,(213) area code,4/25/2023 9:36pm
403,The Beacon ,4102 E. 7th St. #621 90804,434-7129,Long Beach,CA,,1990,Publications,,,(213) area code,4/25/2023 9:36pm
405,Hot Stuff,2121 E. Broadway,"433-0692 cards, gifts, toys",Long Beach,CA,,1990,Erotica/Adult Groups,,,(213) area code,4/25/2023 9:36pm
404,Directory Long Beach,"4102 E. 7th St. #621, 90804, ",434-7129,Long Beach,CA,,1990,Publications,,,(213) area code,4/25/2023 9:36pm
409,AA Gay/Lesbian (Alcoholics Together Ctr),1773 Griffith Park Blvd. ,"(213_663-8882 open to groups on 12-step system, call mtg times",Los Angeles,CA,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
411,Bi-Social Center,"7136 Matilija Ave, Van Nuys","(213)873-3700/(818)989-3700 24hrs hotline (bi, TV, TS, gay/lesbian), call for meetings",Van Nuys,CA,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
413,International Gay & Lesbian Archives,626 N. Robertson,"(213)662-9444 will re-open in spring '89, call for hours",Los Angeles,CA,,1990,Info Lines & Services,,,,4/25/2023 9:36pm
416,Lutherans Concerned LA,11031 Camarillo St.,"(St. Mathew's Lutheran Church) (213)665-5252 worship 5pm 2nd Sun, call about meetings",Los Angeles,CA,,1990,Religious Organizations,,,,4/25/2023 9:36pm
415,Beth Chayim Chadashim,6000 W. Pico Blvd ,(213)931-7023 8:30pm Fri,Los Angeles,CA,,1990,Religious Organizations,,,,4/25/2023 9:36pm
419,Community Yellow Pages,"2305 Canyon Dr., LA 90068",(213) 469-4454,Los Angeles,CA,,1990,Publications,,,,4/25/2023 9:36pm
421,Dispatch: The Otherside of Frontiers ,7985 Santa Monica Blvd. #109,(213) 934-5922,Los Angeles,CA,,1990,Publications,,,,4/25/2023 9:36pm
424,Leather Journal ,7985 Santa Monica Blvd. #109,(213)469-5922,Los Angeles,CA,,1990,Publications,,,,4/25/2023 9:36pm
423,Frontiers ,7985 Santa Monica Blvd. #109,(213)877-1045,Los Angeles,CA,,1990,Publications,,,,4/25/2023 9:36pm
422,Edge ,6900 Melrose Ave.,(213)934-5922,Los Angeles,CA,,1990,Publications,,,,4/25/2023 9:36pm
425,Nite Life,7512 Santa Monica Blvd.,(213)656-2960,Los Angeles,CA,,1990,Publications,,,,4/25/2023 9:36pm
427,Gay/Lesbian Community Service Center,1213 N. Highland Ave. Hollywood ,464-7400 10am-10pm,Hollywood,CA,,1990,Info Lines & Services,,,(213) area code,4/25/2023 9:36pm
429,Academy Hotel ,1621 N. McCaden Pl.,465-1918,Los Angeles,CA,,1990,Accommodations,,,(213) area code,4/25/2023 9:36pm
432,Vista Apts,1611 Vista Del Mar,460-6000 residence hotel,Los Angeles,CA,(MW),1990,Accommodations,,,(213) area code,4/25/2023 9:36pm
431,Selby Hotel,1740 N. Hudson ,"469-5320 jacuzzi, continental breakfast",Los Angeles,CA,(*),1990,Accommodations,,,(213) area code,4/25/2023 9:36pm
430,Coral Sands Hotel,1730 N. Western Ave.,"465-5141 jacuzzi, weights, continental breakfast",Los Angeles,CA,"(*),(SW),(N)",1990,Accommodations,,,(213) area code,4/25/2023 9:36pm
433,Blacklite,1159 N. Western,469-0211 6am-2am,Los Angeles,CA,"(MW),(NH)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
434,Circus ,6655 Santa Monica Blvd.,"462-1291 9pm-2am Tues & Fri, gay Tues & Fri, Tues men-only, mixed Fri",Los Angeles,CA,"(*),(MW),(D),(V)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
435,Gaslight,1608 Cosmo St.,466-8126 10am-2am,Los Angeles,CA,(H),1990,Bars,,,(213) area code,4/25/2023 9:36pm
437,La Fiesta ,1917 N. Bronson ,Latino,Los Angeles,CA,(D),1990,Bars,,,(213) area code,4/25/2023 9:36pm
436,Griff's,4216 Melrose ,"660-2889 4pm-2am Mon- Fri, from 2pm Sat & Sun",Los Angeles,CA,"(LV),(L)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
439,Mugi ,5221 Hollywood Blvd.,462-9709 6am-2am,Los Angeles,CA,"(*),(H),(OC)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
438,Lemon Twist ,6423 Yucca ,463-9661 6am-2am daily,Los Angeles,CA,"(NH),(OC)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
440,Probe ,836 N. Highland Ave.,"461-8301 gay Sat only, continuously 9pm-noon Sunday",Los Angeles,CA,"(*),(D),(AH)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
441,Spotlight,1601 N. Cahuenga ,467-2425 6am-2am,Los Angeles,CA,,1990,Bars,,,(213) area code,4/25/2023 9:36pm
444,Mugi II ,6721 Hollywood Blvd.,467-2052 Japanese cuisine,Los Angeles,CA,"(MX),(MW)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
443,La Poubelle,2909 Franklin Ave.,"462-9264 5:30-11:15pm Mon-Thurs, til midnight Sat & Sun",Los Angeles,CA,"(MX),(MW)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
446,Hollywood Spa,1650 N. Ivar ,"463-5169 24hrs, jacuzzi, weights movies",Los Angeles,CA,"(*),(PC)",1990,Gyms/Health Clubs,,,(213) area code,4/25/2023 9:36pm
445,Flex Complex,4424 Melrose ,"663-5858 gym, jacuzzi 24hrs",Los Angeles,CA,"(PC),(SW)",1990,Gyms/Health Clubs,,,(213) area code,4/25/2023 9:36pm
447,M.B. Club,4550 Melrose Ave.,"669-9899 rooms only, 4pm-4am Mon-Sat, 3pm-4am Sun",Los Angeles,CA,"(PC),(OC)",1990,Gyms/Health Clubs,,,(213) area code,4/25/2023 9:36pm
451,Dignity LA,7501 Hollywood Blvd. ,(St. Thomas Episc. Church) (213)663-1746 (weekday eves) Mass 6:30om Sun,Los Angeles,CA,,1990,Religious Organizations,,,(213) area code,4/25/2023 9:36pm
448,Meat Rack,4621 Santa Monica Blvd.,"669-9811 rooms only, 8pm-4am Sun-Thurs, til 6am Fri & Sat",Los Angeles,CA,(PC),1990,Gyms/Health Clubs,,,(213) area code,4/25/2023 9:36pm
450,Jacqleen's Travel Service,2436 1/2 N. Beachwood Dr. ,463-7404,Los Angeles,CA,(IGTA),1990,Travel/Tour Operators,,,(213) area code,4/25/2023 9:36pm
449,Hong Kong & Orient Tours ,1543 W. Olympic #542,383-92446,Los Angeles,CA,(IGTA),1990,Travel/Tour Operators,,,(213) area code,4/25/2023 9:36pm
452,Century Theater,5115 Hollywood Blvd.,666-2822,Los Angeles,CA,,1990,Erotica/Adult Groups,,,(213) area code,4/25/2023 9:36pm
453,Highland Books,6775 Santa Monica Blvd.,850-9428,Los Angeles,CA,,1990,Book Stores/Retail Shops,,,(213) area code,4/25/2023 9:36pm
454,Leather by Leather,6114 Santa Monica Blvd.,"461-114 leather goods, 11am-7pm Tues-Fri, til 5pm Sat &S un",Los Angeles,CA,,1990,Erotica/Adult Groups,,,(213) area code,4/25/2023 9:36pm
461,Cheers ,8279 Santa Monica Blvd.,650-3301 patio,Los Angeles,CA,"(YC),(V)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
460,Saharan Motel,7212 Sunset Blvd.,874-6700,Los Angeles,CA,"(MX),(MW)",1990,Accommodations,,,(213) area code,4/25/2023 9:36pm
459,Ramada West Hollywood ,8585 Santa Monica Blvd.,652-5720,Los Angeles,CA,"(MX),(MW),(SW)",1990,Accommodations,,,(213) area code,4/25/2023 9:36pm
462,Eagle ,7864 Santa Monica Blvd.,654-3252 11am-2am,Los Angeles,CA,"(*),(LV)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
463,Gold Coast,8228 Santa Monica Blvd.,656-4879 11am-2am,Los Angeles,CA,(*),1990,Bars,,,(213) area code,4/25/2023 9:36pm
465,Hunter's,7511 Santa Monica Blvd.,"850-9428 9am-2am Mon-Fri, 6am-2am Sat & Sun",Los Angeles,CA,"(NH),(H)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
466,La Plaza,739 N. La Brea Ave.,939-0703 Latino,Los Angeles,CA,"(*),(D),(S)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
469,Peanuts ,7969 Santa Monica Blvd.,"654-9700 various theme nights, call for schedule",Los Angeles,CA,"(MX),(MW),(S)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
468,Mother Lode,8944 Santa Monica Blvd.,659-9700 noon-2am ,Los Angeles,CA,"(*),(V)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
467,Mickey's,8857 Santa Monica Blvd.,657-1176 11am-2am,Los Angeles,CA,"(D),(S),(F)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
471,Rafters,7994 Santa Monica Blvd.,654-0396 11am-2am,Los Angeles,CA,,1990,Bars,,,(213) area code,4/25/2023 9:36pm
472,Rage ,8911 Santa Monica Blvd.,"652-7055 12:30pm-2am daily, T-dance Sun",Los Angeles,CA,"(*),(YC),(D),(S)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
470,The Pub,7702 Santa Monica Blvd.,"654-3336 6am-2am daily, Sun brunch 2pm-4pm",Los Angeles,CA,"(NH),(H)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
473,Rail,8809 Santa Monica Blvd.,only open 8am Fri-2am Mon,Los Angeles,CA,"(NH),(YC),(AH)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
474,Revolver ,8851 Santa Monica Blvd.,"550-8851 4pm-2am Mon-Thurs, Fri til 4am 2pm-4am Sat, 2pm-2am Sun",Los Angeles,CA,,1990,Bars,,,(213) area code,4/25/2023 9:36pm
475,Rose Tattoo,665 N. Robertson Blvd.,"854-4455 5pm-2am, cabaret & jazz",Los Angeles,CA,"(*),(MW),(F),(E),(S)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
476,Santa Fe ,7302 Melrose Ave.,939-6779 2pm-2am,Los Angeles,CA,"(*),(E),(V)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
477,Spike ,7746 Santa Monica Blvd.,"656-9343 patio, noon-2am M-Th, noon-4am Fr, 9am-2am St",Los Angeles,CA,"(*),(LV),(L),(AH)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
478,Studio One,652 La Peer ,659-0471 9pm-2am Thur-Mon,Los Angeles,CA,"(*),(D),(V),(YC)",1990,Bars,,,(213) area code,4/25/2023 9:36pm
479,Carriage Trade,8225 Beverly Blvd.,"cocktails, Sun brunch 10am-4pm, lunch 11am-4pm, dinner 6pm-12am",Los Angeles,CA,"(*),(MX),(MW)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
480,French Quarter Market Place,7985 Santa Monica Blvd.,"654-0989 2am-2:30am Sun-Thurs, til 3:30am Fri & Sat",Los Angeles,CA,"(*),(MW),(AH)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
481,Garden District ,747 N. La Cienega ,"659-5817 cont'l, cocktails, piano 11:30pm-2am Mon-Fri 11am-2am Sat & Sun",Los Angeles,CA,"(*),(OC),(E)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
483,La Fabula,"7953 Santa Monica Blvd,","650-8517 Mexican food, lunch 11:30-2:30 dinner 6-11pm (5:30-10 Sun)",Los Angeles,CA,"(MX),(MW)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
482,Greenery ,8945 Santa Monica Blvd.,275-9518 24hrs,Los Angeles,CA,"(MX),(MW)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
484,Numbers ,8029 Sunset Blvd.,"656-6300 cocktails, 4pm-2am",Los Angeles,CA,"(*),(OC),(H)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
488,Yukon Mining Co. ,7328 Santa Monia Blvd.,"851-8833 24hrs daily, champagne brunch 9am-3pm Sun",Los Angeles,CA,"(*),(BW)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
487,Susanne's Soup Kitchen,7515 Santa Monica Blvd.,"850-9581 8am-10pm Mon-Fri, 10am-10pm Sat, closed Sun",Los Angeles,CA,"(MX),(MW)",1990,Restaurants & Cafes,,,(213) area code,4/25/2023 9:36pm
491,Melrose Baths,7269 Melrose Ave.,937-2122 jacuzzi,Los Angeles,CA,"(*),(PC)",1990,Gyms/Health Clubs,,,(213) area code,4/25/2023 9:36pm
489,The Athletic Club,8560 Santa Monica Blvd.,"659-6630 gym, aerobics",Los Angeles,CA,"(*),(PC),(SW)",1990,Gyms/Health Clubs,,,(213) area code,4/25/2023 9:36pm
490,Easton's Gym,8053 Beverly Blvd. ,651-3636 gym,Los Angeles,CA,"(MX),(MW)",1990,Gyms/Health Clubs,,,(213) area code,4/25/2023 9:36pm
492,Dorothy's Surrender,7985 Santa Monica Blvd. #111 ,"650-4111 cards, periodicals, T-shirts, gifts",Los Angeles,CA,,1990,Book Stores/Retail Shops,,,(213) area code,4/25/2023 9:36pm
493,Unicorn Book Store,8940 Santa Monica Blvd.,"652-6253 gay/lesbian bookstore, 10am-10pm Mon-Thur & Sun, til 2am Fri, Sat",Los Angeles,CA,,1990,Book Stores/Retail Shops,,,(213) area code,4/25/2023 9:36pm
494,Video Ga-Ga,8932 Santa Monica Blvd.,"659-0962 videos, periodicals",Los Angeles,CA,,1990,Book Stores/Retail Shops,,,(213) area code,4/25/2023 9:36pm
495,"Gunderson Travel, Inc.",8543 Santa Monic Blvd. #8/9 ,657-3944,Los Angeles,CA,(IGTA),1990,Travel/Tour Operators,,,(213) area code,4/25/2023 9:36pm
