ID2,title,amenityfeatures,description,streetaddress,unclear_address,city,state,type,unclear type or question,notes,Year,Last Modified
4665,Open Doors (Gay/Lesbian/Bisexual Assoc.),,"594-2385, mostly students",18 N. College St.,,Athens,OH,Info Lines & Services,,,1996,4/25/2023 9:20pm
5234,Cup-A-Ccinos Coffeehouse,"(E),(WC)","456-1151 7:30am-11pm, clsd Sun",18 N. Park Row,,Erie,PA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3373,Ireland House ,(MW),487-7132/ (800) 474-7434 'Old World hospitality in the heart of Provincetown' ,18 Pearl St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
6306,Yakima Magazine Ctr.,,248-8598 ,18 S. 1st St.,,Yakima,WA,Erotica,,,1996,4/25/2023 9:20pm
3989,Surfside Guest House,"(MW),(WC)","347-0808 small, upscale, straight-friendly hotel/guesthouse, sundeck, restaurant in summer",18 S. Mt. Vernon Ave.,,Atlantic City,NJ,Accommodations,,,1996,4/25/2023 9:20pm
3134,Priscilla's Book Store ,,"873-2774, clsd Sun",18 Water St.,,Waterville,ME,Erotica,,,1996,4/25/2023 9:20pm
6108,Phoenix Rising ,(WC),"355-7939/ (800) 719-1690 11am-7pm, lesbigay bookstore ",19 N. Belmont Ave.,,Richmond,VA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
3638,19 Bar ,"(MW),(NH),(BW),(WC)","871-5553 3pm-1am, from 1pm Fri-Sun",19 W. 15th St.,,Minneapolis,MN,Bars,,,1996,6/6/2023 5:45pm
4252,Homo Xtra ,,"627-0747, 627-5280 (fax) weekly complete party paper",19 W. 21st Ste. 703,,New York City,NY,Publications,,,1996,4/25/2023 9:20pm
5291,Book Gallery ,,"862-5110, 11am-6pm (seasonal) feminist/lesbian",19 W. Mechanic St.,,New Hope,PA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4178,Stagedoor ,"(M),(NH),(E),(K),(OC)","886-9323 5pm-4am, piano bar & patio",20 Allen St.,,Buffalo,NY,Bars,,,1996,4/25/2023 9:20pm
3317,Iron Horse,"(GF),(F),(E)",584-0610,20 Center St.,,Northampton,MA,Bars,,,1996,4/25/2023 9:20pm
6440,Chesterfield Inn/Ovens of Brittany ,(GF),"987-3682 full brkfst; also outdoor restaurant, Cornish/American, plenty veggie, 8am-8pm, clsd Tue",20 Commerce St.,,Mineral Point,WI,Accommodations,,,1996,4/25/2023 9:20pm
3326,Pride & Joy ,(WC),585-0683 10am-6pm,20 Crafts Ave.,,Northampton,MA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4764,Club 20 ,"(M),(NH),(S)","261-9111 1pm-2:30am, from 11am Sat, patio",20 E. Duncan,,Columbus,OH,Bars,,,1996,4/25/2023 9:20pm
3309,Le Place,"(*),(MW),(D)","992-8156 2pm-2am, from noon Sat",20 Kenyon St.,,New Bedford,MA,Bars,,,1996,4/25/2023 9:20pm
4353,Ann St. Entertainment Center,,"267-9760, bookstore mini video theater",21 Ann St. ,,Greenwich Village/ Chelsea,NY,Erotica,,,1996,4/25/2023 9:20pm
3236,Campus ,"(GF),(D),(A),(YC)","864-0400 9pm-1am Wed-Sun, gay Th",21 Brookline,,Cambridge,MA,Bars,,,1996,6/6/2023 5:49pm
3245,Playland,"(M),(H)","338-7254 8pm-2am, from noon Sun",21 Essex ,,Boston,MA,Bars,,,1996,4/25/2023 9:20pm
1772,Admiral's Court,"(MW),(SW),(IGTA)",462-5072/(800) 248-6669,21 Hendricks Isle,,Fort Lauderdale,FL,Accommodations,,,1996,4/25/2023 9:20pm
4024,GAAMC Gay/Lesbian Youth in NJ Helpline ,,"285-1595, info & referrals 7:30-10:30, mtgs Mon 8:45pm, 24hrs tape",21 Normandy Hgts. Rd.,,Morristown,NJ,Info Lines & Services,,,1996,4/25/2023 9:20pm
5349,Lambda Travel,,925-3011/ (800) 551-2240 ask for Scott,21 S. 5th St. #545,,Philadelphia ,PA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
672,The Fishery ,,"373-6200 seasfood, some veggie ",21 Soledad Dr.,,Monterey,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
6035,Video Exchange,,"244-7004, clsd Sun",21 Stowe St.,,Waterbury,VT,Erotica,,,1996,4/25/2023 9:20pm
6058,Tucker Inn,(W),224-2031 beachside lodging in a small turn-of-the-century vacation spot 75 miles SE of Washington DC,21 Weems St.,,Colonial Beach,VA,Accommodations,,,1996,4/25/2023 9:20pm
3377,Land's End Inn ,(MW),487-0706 ,22 Commercial St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
3230,Oasis Guest House,"(*),(M),(IGTA)",267-2262 attractive & affordable accommodations in a prime Back Bay location,22 Edgerly Rd.,,Boston,MA,Accommodations,,,1996,4/25/2023 9:20pm
3965,Front Runner/Manchester Civic Club,"(*),(M),(D),(E),(PC)",623-6477 3pm-1:30am,22 Fir St. ,,Manchester,NH,Bars,,,1996,4/25/2023 9:20pm
3471,Midtown Athletic Club,, (2nd Flr.) 798-9703 ,22 Front St.,,Worchester,MA,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
3823,Patrik Travel ,(IGTA),367-1468/ (800) 678-8747 ,22 N. Euclid Ave.,,St. Louis,MO,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
1138,Rob Gallery ,,252-1198 see ad in back Male Order section,22 Shotwell ,,San Francisco,CA,Erotica,,,1996,4/25/2023 9:20pm
4336,Better Bodies ,(MW),"929-6789 6:30am-10:30pm, 9:30AM-8PM wknds",22 W. 19th St.,,Greenwich Village/ Chelsea,NY,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
1620,La La Land ,,"227-3887, patio, open seasonally; also full bar",22 Wilmington Ave.,,Rehoboth Beach,DE,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5444,Brinley Victorian Inn,(GF),"849-7645 charming New England Victorian, lesbian following",23 Brinley St.,,Newport,RI,Accommodations,,,1996,4/25/2023 9:20pm
5998,Everyone's Books,,"254-8160, 9:30am-6pm",23 Elliot St.,,Brattleboro,VT,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
3458,Just Friends ,"(MW),(D),(V),(WC)","781-5878 11am-2am, 3 floors",23 Hampden St. ,,Springfield,MA,Bars,,,1996,4/25/2023 9:20pm
99,Charlie's ,"(GF),(F)",779-1919 11am-1am,23 N. Leroux ,,Flagstaff,AZ,Bars,,,1996,4/25/2023 9:20pm
192,Graduate ,"(*),(M)","622-9233 11am-1am, cruisy ",23 W. University Ave.,,Tucson,AZ,"Bars,Cruising Areas",,,1996,4/25/2023 9:20pm
1727,GHC (The Gloryhole),,"863-2770, 11am-3am, 24hrs Fri-Sat",24 'O' St. SE,,Washington,DC,Men's Clubs,,,1996,4/25/2023 9:20pm
1728,Follies ,,"(upstairs) 484-0323, 24hrs",24 O St. SE,,Washington,DC,Erotica,,,1996,6/6/2023 5:52pm
4331,Lucky Cheng's ,,(2nd St.) 473-0516,24 1st Ave.,,Greenwich Village/ Chelsea,NY,Restaurants & Cafes,,,1996,6/6/2023 5:52pm
4241,Eulenspiegel Society ,,"388-7022, S/M group 7:30pm Tue & Wed, newsletter",24 Bond St.,,New York City,NY,Info Lines & Services,,,1996,4/25/2023 9:20pm
1561,Weber's Travel Services,(IGTA),229-4846,24 Cedar St. ,,New Britain,CT,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
1006,24 Henry ,"(M),(IGTA)","864-5686/(800)900-5686 one-bdrm apt. also avaialable, 1 blk from guesthouse",24 Henry St. ,,San Francisco,CA,Accommodations,,,1996,4/25/2023 9:20pm
5317,Club Revival,"(GF),(D),(A),(PC)",627-4825 10pm-?,24 S. 3rd St.,,Philadelphia ,PA,Bars,,,1996,4/25/2023 9:20pm
1622,Sydney's Side Street Restaurant & Blues Place,(E),"227-1339 4pm-1am, winter hours vary; also full bar",25 Christian St.,,Rehoboth Beach,DE,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5996,Common Ground,(*),257-0855 lunch & dinner,25 Elliot St.,,Brattleboro,VT,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3331,Citywide Reservation Services ,,267-7424/ (800) 468-3393,25 Huntington Ave. #500,,Provincetown,MA,Info Lines & Services,,,1996,4/25/2023 9:20pm
3229,Citywide Reservation Services Inc. ,(MW),267-7424 covers most of New England ,25 Huntington Ave. Ste. 500,,Boston,MA,Accommodations,,,1996,4/25/2023 9:20pm
2430,Diamond Heard Video ,,254-6066,25 Kaneohe Bay Dr.,,Kailau,HI,Erotica,,address from previous entry's description,1996,6/6/2023 5:52pm
3307,House of Orange,,"228-9287, May-Oct, old captain's home located in historic Nantucket",25 Orange St.,,Nantucket,MA,Accommodations,,,1996,4/25/2023 9:20pm
3183,Safe Harbors Travel,(IGTA),547-6565/ (800) 344-5656 ,25 South St.,,Baltimore,MD,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
3416,The Willows Guest Complex,(MW),487-0520 guest complex on an acre of lovely landscaped grounds,25 Tremont St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
1581,Triangle Community Center,,"853-0600, 7:30pm-9:30pm Mon-Fri",25 Van Zant St. ,,Norwalk,CT,Info Lines & Services,,,1996,4/25/2023 9:20pm
3319,Northstar ,"(GF),(E),(WC)","586-9409 10pm-1am, dinner 5pm-10pm, Sun brunch",25 West St.,,Northampton,MA,Bars,,,1996,4/25/2023 9:20pm
4008,United Video Adult World ,,965-1110,25 White Horse Park,,Egg Harbor City,NJ,Erotica,,,1996,4/25/2023 9:20pm
4176,Cathode Ray ,"(M),(NH),(V),(WC)",884-3615 1pm-4am,26 Allen St.,,Buffalo,NY,Bars,,,1996,4/25/2023 9:20pm
3376,Lamplighter Inn ,(MW),"487-2529 wonderful views of the town, ocean & cape",26 Bradford St. ,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
3228,Chandler Inn,"(*),(GF),(IGTA)",482-3450/ (800) 842-3450 small hotel in the center of the city ,26 Chandler St.,,Boston,MA,Accommodations,,,1996,4/25/2023 9:20pm
3258,Waterstone's Booksellers ,,"859-7300, 9am-11pm",26 Exeter ,,Boston,MA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
6117,Phoenix Rising West,,"985-6886/ (800) 719-1690, noon-7pm, til 9pm Fri-Sat, lesbigay bookstore",26 Kirk Ave. SW,,Roanoke,VA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
100,The Depot,"(GF),(D),(E),(WC)","773-9550 3pm-1am, patio",26 S. San Francisco St.,,Flagstaff,AZ,Bars,,,1996,4/25/2023 9:20pm
221,Ermilio's,,"253-8806 clsd Th, Italian",26 White,,Eureka Springs,AR,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3364,Flamingo Bay ,(MW),487-0068/ (800) 352-6229 ,27 Conwell St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
3237,Chaps ,"(*),(M),(D),(V),(WC)",266-7778 noon-2am,27 Huntington Ave.,,Boston,MA,Bars,,,1996,4/25/2023 9:20pm
3569,Mirage ,"(M),(D),(WC)","954-1919 4pm-2am, from 2pm wknds",27 N. Walnut ,,Mount Clemens,MI,Bars,,,1996,4/25/2023 9:20pm
1576,Natone's ,(WC),"442-6894 4pm-midnight, café",27 Shaw St.,,New London,CT,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
2898,Hawley Cooke Books,,"893-0133, 9am-9pm, 11am-6pm Sun",27 Shelbyville Rd. Plaza,,Louisville,KY,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4352,West Side Club,,"Chelsea 691-2700, 24hrs, 7 days ",27 W. 20th St.,,New York City,NY,Men's Clubs,,,1996,6/6/2023 5:53pm
5292,Ember'glo Gifts,,"862-2929, seasonal hrs.",27 W. Mechanic St.,,New Hope,PA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
5550,Chuck's II ,"(MW),(NH),(D),(CW),(OC)","265-5405 6pm-1am, til 3am Fri-Sat, patio",27-1/2 W. Main,,Chattanooga,TN,Bars,,,1996,4/25/2023 9:20pm
4193,Rocking Duck Inn ,(GF),"968-3335 1852 Italianate brick Victorian on 4 landscaped acres, full brkfst; also Aunt Minnie's Tavern ",28 Genesee Pkwy. ,,Cuba,NY,Accommodations,,,1996,4/25/2023 9:20pm
5447,David's ,"(*),(MW),(NH),(D)","847-9698 5pm-1am, from 2pm Fri-Sun",28 Prospect Hill St.,,Newport,RI,Bars,,,1996,4/25/2023 9:20pm
5213,Stonewall/Moose Lounge,"(*),(MW),(D),(F),(E),(K),(S),(V),(YC)",432-0706 2pm-2am,28-30 N. 10th St.,,Allentown,PA,Bars,,,1996,4/25/2023 9:20pm
4029,The Frog and the Peach ,(WC),"846-3216 11:30am-11pm, til 1am Th-Sat, upscale American; also full bar",29 Dennis St. ,,New Brunswick,NJ,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1592,The Brownstone,"(MW),(WC)","597-1838 3pm-2am, clsd Mon",29 Leavenworth St.,,Waterbury,CT,Bars,,,1996,4/25/2023 9:20pm
4512,Golden Notebook,,"679-8000, 11am-7pm, til 7pm (summers) lesbian/gay section",29 Tinken St.,,Woodstock,NY,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
3260,Wordsworth ,,"354-5201, 8:30am-11:30pm ",30 Brattle St,,Cambridge,MA,Bookstores/Retail Shops,,,1996,6/6/2023 5:57pm
3250,Casa Romero ,(GF),536-4341 Mexican cuisine,30 Gloucester St.,,Boston,MA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3464,A&D Travel ,(IGTA),737-5706/ (800) 737-5712 ,30 Main St. ,,West Springfield,MA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
4448,Blair's Tavern ,"(MW),(D)",561-9071 4pm-2am,30 Marion St.,,Plattsburg,NY,Bars,,,1996,4/25/2023 9:20pm
1468,Basil's Café,"(BW),(WC)","698-1413 lunch & dinner, clsd Sun, nouvelle Italian",30 S. Broadway ,,Denver,CO,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1312,Gold Coast,"(*),(M),(D),(WC)",965-6701 4pm-2am,30 W. Cota,,Santa Barbara,CA,Bars,,,1996,4/25/2023 9:20pm
4174,Buddies ,"(MW),(D),(E),(WC)",855-1313 1pm-4am,31 Johnson Park ,,Buffalo,NY,Bars,,,1996,4/25/2023 9:20pm
4276,Incentra Village House ,"(*),(MW)",206-0007 two red brick buildings built in 1841 in walking distance of all that the Village has to offer,32 8th Ave. ,,Greenwich Village/ Chelsea,NY,Accommodations,,,1996,4/25/2023 9:20pm
4486,Guion House ,(GF),568-8129 full brkfst ,32 Cayuga St.,,Seneca Falls,NY,Accommodations,,,1996,4/25/2023 9:20pm
5997,Peter Haven's,(*),257-3333 6pm-10pm Tue-Sat,32 Elliot St.,,Brattleboro,VT,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
6007,Howden Cottage B&B,(MW),"864-7198 cozy lodging & warm hospitality, smoke-free, cont'l brkfst",32 N. Champlain St.,,Burlington,VT,Accommodations,,,1996,4/25/2023 9:20pm
3110,Gays in Sobriety ,,"(Williston W. Church) 774-4060, 6:30pm Sun, 8pm Th",32 Thomas St.,,Portland,ME,Info Lines & Services,,,1996,6/6/2023 5:58pm
741,Miss Evie's ,(WC),324-1480 lunch & dinner; also full bar,32-123 Cathedral Canyon,,Palm Springs,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
2482,Illini Video Arcade,,359-8529,33 E. Springfield Ave.,,Champaign/Urbana,IL,Erotica,,,1996,4/25/2023 9:20pm
1575,Heroes ,"(MW),(NH),(D)","442-4376 4pm-1am, from noon Sun",33 Golden St,,New London,CT,Bars,,,1996,6/6/2023 5:58pm
1570,Fairmont Theatre ,,467-3832,33 Main St. ,,New Haven,CT,Erotica,,,1996,4/25/2023 9:20pm
3541,The Apartment ,"(M),(NH),(WC)","451-0815 11am-2am, 2pm-2am Sun",33 Sheldon ,,Grand Rapids,MI,Bars,,,1996,4/25/2023 9:20pm
147,The Short Skirt ,,"235-9610, 11am-8pm, wigs, leather, lingerie, shows up to size 14",33 W. Camelback Rd.,,Phoenix,AZ,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4164,Squiggy's,"(MW),(D)","722-2299 til 3am Fri-Sat, 5pm-1am, from 8pm Sun",34 Chenango St.,,Binghamton,NY,Bars,,,1996,4/25/2023 9:20pm
5488,1854 B&B,(MW),723-4789 distinctive antebellum dwelling of Italianate design in the heart of historic Charleston,34 Montagu St.,,Charleston,SC,Accommodations,,,1996,4/25/2023 9:20pm
4804,The Foundry ,"(M),(D),(WC)","461-5200 8pm-2:39am, from 4pm wknds",34 N. Jefferson St.,,Dayton,OH,Bars,,,1996,4/25/2023 9:20pm
5288,Mother's ,,"862-5270, 9am-10pm",34 N. Main St.,,New Hope,PA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1615,Blue Moon ,"(*),(MW),(F)","227-6515 clsd Dec-Jan, happy hour, dinner & Sun brunch",35 Baltimore Ave.,,Rehoboth Beach,DE,Bars,,,1996,4/25/2023 9:20pm
3300,Captain Dexter House of Edgartown,(GF),"Box 2798, 02539 627-7289 perfect country inn - charming, historic (circa 1840) ",35 Pease's Point Way,,Edgartown,MA,Accommodations,,,1996,6/6/2023 6:00pm
5462,Mirabar,"(M),(D),(E),(S)",331-6761 clsd Mon,35 Richmond St.,,Providence ,RI,Bars,,,1996,4/25/2023 9:20pm
1555,Danny's Adult World ,,549-1896,35 W. Service Rd.,,Hartford,CT,Erotica,,,1996,4/25/2023 9:20pm
93,St. Elmo's ,"(GF),(F)","432-5578 10am-1am, live bands Fri-Sat",36 Brewery Gulch Ave.,,Bisbee,AZ,Bars,,,1996,4/25/2023 9:20pm
4213,Loft ,(M),597-6720,36 Fire Island Blvd.,,Fire Island,NY,Bars,,,1996,4/25/2023 9:20pm
1321,Borderline ,,241-2177,36 N. Saratoga Ave.,,Santa Clara,CA,Erotica,,,1996,4/25/2023 9:20pm
730,Spurs ,"(M),(D),(CW)",321-1233 2pm-2am,36737 Cathedral Canyon Dr,,Cathedral City,CA,Bars,,,1996,6/6/2023 6:01pm
735,Bar & Grill ,,"770-1290, 7am-10pm, lunch & dinner; also full bar",36815 Cathedral Canyon Dr.,,Cathedral City,CA,Restaurants & Cafes,,,1996,6/6/2023 6:02pm
4699,Pink Pyramid ,,"621-7465, 11am-10:30pm, til 2am Fri-Sat, clsd Sun, lesbigay bookstore & gifts",36-A W. Court ,,Cincinnati ,OH,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4151,Video Central ,,"463-4153, 10am-10pm, lesbigay books & magazines",37 Central Ave.,,Albany,NY,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4206,Island Properties,,"11782 597-6900, weekly, monthly, & seasonal rentals; also properties for sale ",37 Fire Island Blvd.,,Sayville,NY,Accommodations,,,1996,6/6/2023 6:02pm
1621,Square One,,"227-1994, 5pm-1am, seasonally ",37 Wilmington Ave.,,Rehoboth Beach,DE,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5076,Ashland Bakery/Café,(WC),"482-2117 7am-8pm, plenty veggie",38 East Main,,Ashland,OR,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4521,Metropolis ,"(MW),(D),(A),(E),(PC)",258-8729; also Hairspray Café,38 N. French Broad Ave.,,Asheville ,NC,Bars,,,1996,4/25/2023 9:20pm
4025,Frankel Travel ,(IGTA),455-1111/ (800) 448-2444 ,38 Speadwell Ave.,,Morristown,NJ,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
4511,Woodstock Inn ,(GF),"679-8211 year-round, swimming hole",38 Tannery Brook Rd.,,Woodstock,NY,Accommodations,,,1996,4/25/2023 9:20pm
1624,Lambda Rising,,"227-6969, 10am-midnight, noon-10pm (winter) ",39 Baltimore Ave. ,,Rehoboth Beach,DE,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4238,Churchill Farm,(GF),255-7281 small country farmhouse in the mountains,39 Canaan Rd.,,New Paltz,NY,Accommodations,,,1996,4/25/2023 9:20pm
5446,The Melville House Inn,(GF),847-0640 full brkfst ,39 Clarke St.,,Newport,RI,Accommodations,,,1996,4/25/2023 9:20pm
2431,Risque II Theatre ,,(upstairs) 531-7318,39 N. Hotel St.,,"Honolulu, Oahu",HI,Erotica,,,1996,4/25/2023 9:20pm
4244,Identity House,,"243-8181, walk-in 6pm-10pm Sun-Tue, peer-counseling, info & referrals",39 W. 14th St. Ste. 205 ,,New York City,NY,Info Lines & Services,,,1996,4/25/2023 9:20pm
1603,Camp Rehoboth ,,"227-5620, info service for lesbigay businesses ",39B Baltimore Ave.,,Rehoboth Beach,DE,Info Lines & Services,,,1996,4/25/2023 9:20pm
4367,Club 58,"(M),(D),(MRC-A),(S)","308-1546 4pm-2am, til 4am Mon & Sat ",40 E. 58th St.,,N.Y.C - Midtown,NY,Bars,,,1996,4/25/2023 9:20pm
4772,Trends ,"(*),(M)",461-0076 5pm-2:30am,40 E. Long St.,,Columbus,OH,Bars,,,1996,4/25/2023 9:20pm
1326,The Grove,(W),724-3459 2 cabins on a mini-farm nr. the beach,40 Lily Wy. ,,Santa Cruz,CA,Accommodations,,,1996,4/25/2023 9:20pm
1610,Rehoboth Guest House,(MW),"227-4117 charming Victorian beach house, just steps from the boardwalk, beach & Atlantic Ocean",40 Maryland Ave.,,Rehoboth Beach,DE,Accommodations,,,1996,4/25/2023 9:20pm
3098,Rockmere Lodge,(GF),646-2985 B&B,40 Stearns Rd.,,Ogunquit,ME,Accommodations,,,1996,4/25/2023 9:20pm
4465,Muther's,"(MW),(F)","325-6216 2pm-2am, from 11am wknds",40 Union,,Rochester,NY,Bars,,,1996,4/25/2023 9:20pm
4526,Laughing Speed Café ,(WC),"252-3445 Mon-Wed 11:30am-9pm, Th-Sat 11:30am-10pm, international vegetarian & vegan",40 Wall St. ,,Asheville ,NC,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4412,Montana,"(M),(CW),(WC)",429-9356 10am-4am,40-08 74th St.,,N.Y.C - Queens,NY,Bars,,,1996,4/25/2023 9:20pm
4415,Chameleon ,"(*),(MW),(D)",889-4083 9:30pm-4am Th-Sat,40-20 Long Beach Rd.,,Long Beach,NY,Bars,,,1996,6/6/2023 6:08pm
750,Gold's Gym,(GF),"322-4653 5:30am-10pm, 8am-8pm Sat, 9am-5pm Sun",40-70 Airport Center Dr.,,Palm Springs,CA,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
2276,Veni Vidi Vici ,,"875-8424, lunch & dinner, upscale Italian ",41 14th St.,,Atlanta,GA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3343,Bradford House & Motel ,"(*),(M),(WC),(IGTA)","487-9005/ (800) 842-9858 seasonal, meticulously restored accommodations, heated spa",41 Bradford St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
330,Bayaway Social Club,,444-4141 call for events,41 Grand Ave.,,Oakland,CA,Men's Clubs,,,1996,6/6/2023 6:08pm
4517,The Bird's Nest ,(MW),"252-2381 comfortable, secluded & quiet B&B, located on the second flr. of a turn-of-the-century home",41 Oak Park Rd.,,Asheville ,NC,Accommodations,,,1996,4/25/2023 9:20pm
4664,Akron Steam & Sauna,"(MO),(PC)",784-0777,41 S. Case,,Akron,OH,Men's Clubs,,,1996,4/25/2023 9:20pm
3579,Alpen Haus B&B,(GF),"857-1119 full brkfst, hot tub",41 Spring St.,,Saugatuck,MI,Accommodations,,,1996,4/25/2023 9:20pm
208,Cliff Cottage B&B Inn,(GF),"253-7409/(800)799-7409 suites & guestrooms in 1892 'Painted Lady', full brkfst",42 Armstrong St.,,Eureka Springs,AR,Accommodations,,,1996,4/25/2023 9:20pm
1109,Ginger's Too ,"(M),(NH),(F),(OC)",543-3622 10am-2am ,43 6th St. ,,San Francisco,CA,Bars,,,1996,4/25/2023 9:20pm
4335,Universal Grill,"(*),(MW)","989-5621 lunch, dinner & Sun brunch",44 Bedford St.,,Greenwich Village/ Chelsea,NY,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3414,West End Inn,(M),"487-9555/ (800) 559-1220 seasonal, 1850s Greek Revival captain's house, B&B",44 Commercial St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
3726,Boarding House ,(GF),531-2886 weekly rentals,44 E. 32nd St.,,Kansas City,MO,Accommodations,,,1996,4/25/2023 9:20pm
1538,Bookends ,,(Rte. 5) 745-3988,44 Enfield St.,,Enfield,CT,Erotica,,,1996,6/6/2023 6:10pm
6025,Julio's ,,"229-9348, Mexican",44 Main St.,,Montpelier,VT,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
3449,Randolph Country Club,"(*),(MW),(D),(E),(V),(SW),(WC)",(Rte. 139) 961-2414 2pm-2am (10am summer),44 Mazeo Dr.,,Randolph,MA,Bars,,,1996,6/6/2023 6:11pm
4808,Stage Door,"(M),(NH)","223-7418 noon-2:30am, from 4pm wknds ",44 N. Jefferson,,Dayton,OH,Bars,,,1996,4/25/2023 9:20pm
1606,Guest Rooms at Rehoboth/Southside Suites,(GF),227-8355 ,45 Baltimore Ave.,,Rehoboth Beach,DE,Accommodations,,,1996,4/25/2023 9:20pm
3964,Oasis ,,"352-5355, 10am-9pm, 11am-6pm Sun, alternative spiritual books & supplies",45 Central Square ,,Keene,NH,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4342,Greetings,,"242-0424, 11am-10pm",45 Christopher St.,,Greenwich Village/ Chelsea,NY,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
3117,Sisters ,"(W),(D)","774-1505 4pm-1am, Mon",45 Danforth St.,,Portland,ME,Bars,,,1996,4/25/2023 9:20pm
3021,Florella's Café,,"528-9566, dinner, Sun brunch, home cookin'",45 French Market Pl.,,New Orleans,LA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1288,Out Now!,,739-3054,45 N. 1st St. #124,,San Jose,CA,Publications,,,1996,4/25/2023 9:20pm
5432,Selections,"(*),(MW),(D),(WC)","829-4444 7pm-2am, clsd Sun ",45 Public Square ,,Wilkes-Barre,PA,Bars,,,1996,4/25/2023 9:20pm
4332,Orbit Café,(WC),"(7th) 463-8717 lunch & dinner, gospel brunch noon-5pm Sun, midscale American w/Latin accent, full bar noon-2am, til 4am Fri-Sat",46 Bedford St.,,New York City,NY,Restaurants & Cafes,,,1996,6/6/2023 6:11pm
1535,Aldis The Travel Planner,(IGTA),778-9399/(800) 442-9386,46 Mill Plain Rd.,,Danbury,CT,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
1320,Tynker's Damn (TD),"(*),(M),(D)","243-4595 3pm-2am, 1pm-2am wknds",46 N. Saratoga,,Santa Clara,CA,Bars,,,1996,4/25/2023 9:20pm
2437,Windward Oahu B&B,"(MW),(SW),(IGTA)",235-1124/ (800) 235-1151 overlooks the bay ,46-251 Ikiiki St.,,"Kaneohe, Oahu",HI,Accommodations,,,1996,4/25/2023 9:20pm
5451,4 Seasons Travel,,722-5888,47 John St.,,Pawtucket ,RI,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
3315,Innamorata B&B,(MW),Goshen  268-0300 full brkfst,47 Main St.,,Goshen,MA,Accommodations,,,1996,6/6/2023 6:13pm
3119,Café Always,,"774-9399, dinner Tue-Sat; also full bar",47 Middle St.,,Portland,ME,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4740,Condom Nation,,781-8533,47 The Arcade,,Cleveland,OH,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
