"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","notes","full.address","lon","lat","geoAddress","status","ID"
"Blue Moon","(*),(MW),(D),(F)","227-6515 Popular T-Dance 4pm, dinner & Sun brunch","35 Baltimore Ave.","Bars","Rehoboth Beach","DE",NA,1992,"","35 Baltimore Ave. ,  Rehoboth Beach ,  DE",-75.0798904,38.7173204,"35 baltimore ave, rehoboth beach, de 19971, usa","Geocoded","1992-DE-1554"
"West Side Cafe","(MW),(F),(D),(E),(AH)","226-0888 8am-1am food service, dancing til dawn","137 Rehoboth Ave.","Bars","Rehoboth Beach","DE",NA,1992,"","137 Rehoboth Ave. ,  Rehoboth Beach ,  DE",-75.0804151,38.7167282,"137 rehoboth ave, rehoboth beach, de 19971, usa","Geocoded","1992-DE-1555"
"Back Porch","(MX)","227-3674 open March-October, hrs 10am-11pm","21 Rehoboth Ave.","Restaurants & Cafes","Rehoboth Beach","DE",NA,1992,"","21 Rehoboth Ave. ,  Rehoboth Beach ,  DE",-75.0768934,38.7168718,"21 rehoboth ave, rehoboth beach, de 19971, usa","Geocoded","1992-DE-1556"
"Square One","(MW)","227-1994 5pm-1am","37 Wilmington Ave.","Restaurants & Cafes","Rehoboth Beach","DE",NA,1992,"","37 Wilmington Ave. ,  Rehoboth Beach ,  DE",-75.0797079,38.7155756,"37 wilmington ave, rehoboth beach, de 19971, usa","Geocoded","1992-DE-1557"
"Sydney's Side Street Restaurant Blues Place","(MX),(E)","227-1339 4pm-2am, full bar","25 Christian St.","Restaurants & Cafes","Rehoboth Beach","DE",NA,1992,"","25 Christian St. ,  Rehoboth Beach ,  DE",-75.0841103,38.7153612,"25 christian st, rehoboth beach, de 19971, usa","Geocoded","1992-DE-1558"
"Tijuana Taxi","(MX)","227-1986 Mexican food, hours vary with season","207 Rehoboth Ave.","Restaurants & Cafes","Rehoboth Beach","DE",NA,1992,"","207 Rehoboth Ave. ,  Rehoboth Beach ,  DE",-75.0821566,38.7162759,"207 rehoboth ave, rehoboth beach, de 19971, usa","Geocoded","1992-DE-1559"
"Lambda Rising","","227-6969 lesbian/gay bookstore, call for hours","39 Baltimore Ave.","Bookstore/Retail Shops","Rehoboth Beach","DE",NA,1992,"","39 Baltimore Ave. ,  Rehoboth Beach ,  DE",-75.0802098,38.7173219,"39 baltimore ave, rehoboth beach, de 19971, usa","Geocoded","1992-DE-1560"
"Carpenter's Beach","Cruisy Area","below S. end of Boardwalk at foot of Queen St.","","Cruising Areas","Rehoboth Beach","DE","checked",1992,"",", DE",-75.075173,38.707959,"unclear_coded_by_hand","Found","1992-DE-1561"
"Gay AA","","655-8280, 8pm Tues & Thurs","800 West St.","Info Lines & Services","Wilmington","DE",NA,1992,"","800 West St. ,  Wilmington ,  DE",-75.558865,39.737468,NA,"Geocoded","1992-DE-1562"
"Gay/Lesbian Alliance of Delaware","","655-5380, 10am-7pm M-F","800 West St.","Info Lines & Services","Wilmington","DE",NA,1992,"","800 West St. ,  Wilmington ,  DE",-75.558865,39.737468,NA,"Geocoded","1992-DE-1563"
"Global Real Estate Referrals","","(800)346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Wilmington","DE","checked",1992,"",", DE",-75.548391,39.744655,"unclear_coded_by_hand","General Coordinates Used","1992-DE-1564"
"Everybody's","(MW),(D),(B),(AH)","(upstairs) 655-5632 opens 10pm Wed-Sat","11 E. 4th St.","Bars","Wilmington","DE",NA,1992,"","11 E. 4th St. ,  Wilmington ,  DE",-75.5508527,39.74046,"11 e 4th st, wilmington, de 19801, usa","Geocoded","1992-DE-1565"
"Renaissance","(*),(MW),(D),(E),(F)","652-9435 10am-2am, Italian cuisine, dinner Wed-Sun","107 W. 6th St.","Bars","Wilmington","DE",NA,1992,"","107 W. 6th St. ,  Wilmington ,  DE",-75.55123,39.742458,"107 w 6th st, wilmington, de 19801, usa","Geocoded","1992-DE-1566"
"Coyote Cafe, The","(MX),(D),(E)","652-1377 full bar, lunch & dinner","1801 Lancaster Ave.","Restaurants & Cafes","Wilmington","DE",NA,1992,"","1801 Lancaster Ave. ,  Wilmington ,  DE",-75.5723821,39.7461084,"1801 lancaster ave, wilmington, de 19805, usa","Geocoded","1992-DE-1567"
"Shipley Grill, The","","652-7797 full bar, fine dining","913 Shipley St.","Restaurants & Cafes","Wilmington","DE",NA,1992,"","913 Shipley St. ,  Wilmington ,  DE",-75.5488382,39.7452404,"913 n shipley st, wilmington, de 19801, usa","Geocoded","1992-DE-1568"
"Gay Men's Support Group","","655-5280 every other Wed at 7:30pm","","Men's Services","Wilmington","DE","checked",1992,"",", DE",-75.548391,39.744655,"unclear_coded_by_hand","General Coordinates Used","1992-DE-1569"
"Dignity & Integrity","","P.O. Box 1839, 19899, 571-9197 meets 8pm 1st & 3rd Fri, call for location","","Religious Organization","Wilmington","DE","checked",1992,"",", DE",-75.548391,39.744655,"unclear_coded_by_hand","General Coordinates Used","1992-DE-1570"
"Discount Adult Books","","New Castle 328-4812","174 S. DuPont Hwy.","Erotica","Wilmington","DE",NA,1992,"","174 S. DuPont Hwy. ,  Wilmington ,  DE",-75.5715099,39.7444538,"174 s dupont st, wilmington, de 19805, usa","Geocoded","1992-DE-1571"
"Brandywine Park","(AYOR),Cruisy Area","Footbridge & Woods","","Cruising Areas","Wilmington","DE","checked",1992,"",", DE",-75.552416,39.758685,"unclear_coded_by_hand","Found","1992-DE-1572"
"8th St.","Cruisy Area","betw. Shipley & Tetnell","","Cruising Areas","Wilmington","DE","checked",1992,"",", DE",-75.550549,39.743921,"unclear_coded_by_hand","Found","1992-DE-1573"
"AA Gay/Lesbian","","797-3580 (AA#) call for meetings & times","","Info Lines & Services","Washington","DC","checked",1992,"",", DC",-77.036871,38.907192,"unclear_coded_by_hand","General Coordinates Used","1992-DC-1574"
"Gay/Lesbian Switchboard","","628-4667, 7:30-10:30pm, TDD 628-4669","","Info Lines & Services","Washington","DC","checked",1992,"",", DC",-77.036871,38.907192,"unclear_coded_by_hand","General Coordinates Used","1992-DC-1575"
"Global Real Estate Referrals","","(800)346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Washington","DC","checked",1992,"",", DC",-77.036871,38.907192,"unclear_coded_by_hand","General Coordinates Used","1992-DC-1576"
"The Open Quest Institute, TOQI","","(800)444-9999, 24 hour Crisis Hotline","","Info Lines & Services","Washington","DC","checked",1992,"",", DC",-77.036871,38.907192,"unclear_coded_by_hand","General Coordinates Used","1992-DC-1577"
"Capitol Hill Guest House","(MX)","547-1050 B & B, shared baths","101 5th St. NE","Accomodations","Washington","DC",NA,1992,"","101 5th St. NE ,  Washington ,  DC",-76.9992493,38.8910788,"101 5th st ne, washington, dc 20002, usa","Geocoded","1992-DC-1578"
"Jardan Guest House","(IGTA)","462-0709","1735 'S' St. NW","Accomodations","Washington","DC",NA,1992,"","1735 'S' St. NW ,  Washington ,  DC",-77.040626,38.9142893,"1735 s st nw, washington, dc 20009, usa","Geocoded","1992-DC-1579"
"Kalorama Guest House","","667-6369 gay-friendly B & B","1854 Mintwood Pl. NW","Accomodations","Washington","DC",NA,1992,"","1854 Mintwood Pl. NW ,  Washington ,  DC",-77.0451297,38.9213011,"1854 mintwood pl nw, washington, dc 20009, usa","Geocoded","1992-DC-1580"
"Kalorama Guest House at Woodley Park","(MX)","328-0806 gay-friendly B & B","2700 Cathedral Ave NW","Accomodations","Washington","DC",NA,1992,"","2700 Cathedral Ave NW ,  Washington ,  DC",-77.0555242,38.9281502,"2700 cathedral ave nw, washington, dc 20008, usa","Geocoded","1992-DC-1581"
"Annex, The","(CW),(LV),(L)","(upstairs at Badlands bar) 293-0064 9pm-2am Wed-Sat, opens 4pm Sun, clsd Mon & Tues","","Bars","Washington","DC","checked",1992,"",", DC",-77.048576,38.909094,"unclear_coded_by_hand","Found","1992-DC-1582"
"Atlas","(MX),(D)","943-9350 gay Sunday only","915 'F' St. NW","Bars","Washington","DC",NA,1992,"","915 'F' St. NW ,  Washington ,  DC",-77.02474,38.897644,"915 f st nw, washington, dc 20004, usa","Geocoded","1992-DC-1583"
"Bachelor's Mill","(D),(S),(B)","(downstairs at Back Door Pub) 544-1931 8pm-2am Sun-Thurs, til 3am Fri & Sat","","Bars","Washington","DC","checked",1992,"",", DC",-76.994699,38.877242,"unclear_coded_by_hand","Found","1992-DC-1584"
"Back Door Pub","(B)","546-5979 4pm-2am, cruisy","1104 8th St. SE","Bars,Cruising Areas","Washington","DC",NA,1992,"","1104 8th St. SE ,  Washington ,  DC",-76.9946991,38.8772416,"1104 8th st se, washington, dc 20003, usa","Geocoded","1992-DC-1585"
"Badlands","(*),(D),(V),(YC)","296-0505 opens 9pm, clsd Mon & Wed","1415 22nd St. NW","Bars","Washington","DC",NA,1992,"","1415 22nd St. NW ,  Washington ,  DC",-77.0485758,38.9090941,"1415 22nd st nw, washington, dc 20037, usa","Geocoded","1992-DC-1586"
"Brass Rail","(B),(D)","","476 'K' St. NW","Bars","Washington","DC",NA,1992,"","476 'K' St. NW ,  Washington ,  DC",-77.0186969,38.9023215,"476 k st nw, washington, dc 20001, usa","Geocoded","1992-DC-1587"
"Chesapeake House","(*),(NH)","347-3600 5pm-2am, cruisy","746 9th St. NW","Bars,Cruising Areas","Washington","DC",NA,1992,"","746 9th St. NW ,  Washington ,  DC",-77.0243493,38.8995936,"746 9th st nw, washington, dc 20001, usa","Geocoded","1992-DC-1588"
"D.C. Eagle","(*),(L),(LV)","347-6025 cruisy","639 New York Ave. NW","Bars,Cruising Areas","Washington","DC",NA,1992,"","639 New York Ave. NW ,  Washington ,  DC",-77.0211583,38.9034661,"639 new york ave nw, washington, dc 20001, usa","Geocoded","1992-DC-1589"
"Delta Elite","(B),(D),(PC)","529-0626 Sun only","3734 10th St. NE","Bars","Washington","DC",NA,1992,"","3734 10th St. NE ,  Washington ,  DC",-76.9938499,38.9364058,"3734 10th st ne, washington, dc 20017, usa","Geocoded","1992-DC-1590"
"Fraternity House","(*),(D),(V),(YC),(AH)","(alley entrance) 223-4917 4pm-2am Mon-Fri","2122 'P' St. NW","Bars","Washington","DC",NA,1992,"","2122 'P' St. NW ,  Washington ,  DC",-77.0476088,38.9094067,"2122 p st nw, washington, dc 20037, usa","Geocoded","1992-DC-1591"
"Friends","(F),(NH),(E),(P),(AH)","822-8909 opens 4pm, piano bar, Sunday Brunch","2122 'P' St. NW","Bars","Washington","DC",NA,1992,"","2122 'P' St. NW ,  Washington ,  DC",-77.0476088,38.9094067,"2122 p st nw, washington, dc 20037, usa","Geocoded","1992-DC-1592"
"J.R's Bar 'n Grill","(*),(V),(YC)","328-0090 opens 11am, cruisy, hot cocktail hour","1519 17th St. NW","Bars,Cruising Areas","Washington","DC",NA,1992,"","1519 17th St. NW ,  Washington ,  DC",-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa","Geocoded","1992-DC-1593"
"La Cage aux Follies","(*),(D),(V),(S),(YC)","554-3615 nude go-go boys","18 'O' St. SE","Bars","Washington","DC",NA,1992,"","18 'O' St. SE ,  Washington ,  DC",-76.9689832,38.8729477,"o st se, washington, dc, usa","Geocoded","1992-DC-1594"
"Lost & Found","(*),(D),(V),(F),(S),(YC),(AH)","488-1200 7pm Tues-Sat, Sun T-dance 4pm, Thurs CW, patio","56 'L' St. SE","Bars","Washington","DC",NA,1992,"","56 'L' St. SE ,  Washington ,  DC",-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa","Geocoded","1992-DC-1595"
"Mr. P's","(*),(NH),(L),(LV),(V)","293-1064 opens 3pm, noon Sun, cruisy","2147 'P' St. NW","Bars,Cruising Areas","Washington","DC",NA,1992,"","2147 'P' St. NW ,  Washington ,  DC",-77.0482026,38.9097936,"2147 p st nw, washington, dc 20037, usa","Geocoded","1992-DC-1596"
"Nob Hill","(B),(D),(F),(S)","797-1101","1101 Kenyon NW","Bars","Washington","DC",NA,1992,"","1101 Kenyon NW ,  Washington ,  DC",-77.0279925,38.9299041,"1101 kenyon st nw, washington, dc 20010, usa","Geocoded","1992-DC-1597"
"Opera","(M),(D)","265-6600 Wed only 8pm-2am","1777 Columbia Rd. NW","Bars","Washington","DC",NA,1992,"","1777 Columbia Rd. NW ,  Washington ,  DC",-77.0422021,38.9234555,"1777 columbia rd nw, washington, dc 20009, usa","Geocoded","1992-DC-1598"
"P St. Station","(*),(V)","293-1293 opens 1pm","2161 'P' St. NW","Bars","Washington","DC",NA,1992,"","2161 'P' St. NW ,  Washington ,  DC",-77.0485983,38.909839,"2161 p st nw, washington, dc 20037, usa","Geocoded","1992-DC-1599"
"Rascals","(V),(S)","234-0975 movies","1520 Connecticut Ave. NW","Bars","Washington","DC",NA,1992,"","1520 Connecticut Ave. NW ,  Washington ,  DC",-77.0443363,38.9106072,"1520 connecticut ave nw, washington, dc 20036, usa","Geocoded","1992-DC-1600"
"Remington's","(CW),(D),(V),(E)","543-3113 Mon night dance lessons","639 Pennsylvania Ave. SE","Bars","Washington","DC",NA,1992,"","639 Pennsylvania Ave. SE ,  Washington ,  DC",-76.9971233,38.8847082,"639 pennsylvania ave. se, washington, dc 20003, usa","Geocoded","1992-DC-1601"
"Rogue, The","(*),(S)","(upstairs at the Brass Rail bar) 371-2223 4pm-2pm","","Bars","Washington","DC","checked",1992,"same address as 1593",", DC",-77.018697,38.902322,"unclear_coded_by_hand","Found","1992-DC-1602"
"Secrets","(M),(S)","(in the back of Ziegfields) 554-5141 Thurs & Sun male dancers","","Bars","Washington","DC","checked",1992,"",", DC",-77.00746,38.874241,"unclear_coded_by_hand","Found","1992-DC-1603"
"Shooters","(S),(V)","234-0976 8pm-2am","1520 Connecticut Ave. NW","Bars","Washington","DC",NA,1992,"","1520 Connecticut Ave. NW ,  Washington ,  DC",-77.0443363,38.9106072,"1520 connecticut ave nw, washington, dc 20036, usa","Geocoded","1992-DC-1604"
"Tracks","(MW),(D),(F),(V),(YC),(AH)","488-3320 popular Thurs, Fri, & Sun, last Sun every month CW","1111 First St. SE","Bars","Washington","DC",NA,1992,"","1111 First St. SE ,  Washington ,  DC",-77.0061249,38.8773374,"1111 first st se, washington, dc 20003, usa","Geocoded","1992-DC-1605"
"Wild Oats","(MW),(CW),(F),(V)","547-9453 11am-2:30am","539 8th St. SE","Bars","Washington","DC",NA,1992,"","539 8th St. SE ,  Washington ,  DC",-76.9952897,38.8816014,"539 8th st se, washington, dc 20003, usa","Geocoded","1992-DC-1606"
"Ziegfields","(MW),(S),(D)","554-5141 open Thurs-Sun","1345 Half St. SE","Bars","Washington","DC",NA,1992,"","1345 Half St. SE ,  Washington ,  DC",-77.0074599,38.8742408,"1345 half st se, washington, dc 20003, usa","Geocoded","1992-DC-1607"
"Annie's Paramount Steak House","(*),(MX)","232-0395 opens 11am, cocktails","1609 17th St. NW","Restaurants & Cafes","Washington","DC",NA,1992,"","1609 17th St. NW ,  Washington ,  DC",-77.0383511,38.9116271,"1609 17th st nw, washington, dc 20009, usa","Geocoded","1992-DC-1608"
"Belmont Kitchen, The","(MX)","667-1200 New American cuisine, popular brunch","2400 18th St. NW","Restaurants & Cafes","Washington","DC",NA,1992,"","2400 18th St. NW ,  Washington ,  DC",-77.0422437,38.9207426,"2400 18th st nw, washington, dc 20009, usa","Geocoded","1992-DC-1609"
"Cafe Berlin","(MX)","543-7656 Mon-Fri lunch & dinner, Sat & Sun dinner only","322 Massachusetts Ave. NE","Restaurants & Cafes","Washington","DC",NA,1992,"","322 Massachusetts Ave. NE ,  Washington ,  DC",-77.0008959,38.894469,"322 massachusetts ave ne, washington, dc 20002, usa","Geocoded","1992-DC-1610"
"Kramer Books & Afterwords","(MX)","387-1400 cafe & bookstore with general titles","1517 Connecticut Ave. NW","Restaurants & Cafes","Washington","DC",NA,1992,"","1517 Connecticut Ave. NW ,  Washington ,  DC",-77.043757,38.910817,"1517 connecticut ave nw, washington, dc 20036, usa","Geocoded","1992-DC-1611"
"Mr. Henry's Capitol Hill","(*),(MX),(AH)","546-8412 cocktails","601 Pennsylvania Ave. SE","Restaurants & Cafes","Washington","DC",NA,1992,"","601 Pennsylvania Ave. SE ,  Washington ,  DC",-76.9982594,38.8851876,"601 pennsylvania ave. se, washington, dc 20003, usa","Geocoded","1992-DC-1612"
"Paramount Steak House","(MX)","Georgetown 333-0393 lunch & dinner, cocktails","1227 Wisconsin NW","Restaurants & Cafes","Washington","DC",NA,1992,"","1227 Wisconsin NW ,  Washington ,  DC",-77.0626188,38.9058461,"1227 wisconsin ave nw, washington, dc 20007, usa","Geocoded","1992-DC-1613"
"Rock Creek Cafe","(MX),(E)","956-6690 6am-midnight, full bar","2121 'P' St. NW","Restaurants & Cafes","Washington","DC",NA,1992,"","2121 'P' St. NW ,  Washington ,  DC",-77.0475686,38.9098823,"2121 p st nw, washington, dc 20037, usa","Geocoded","1992-DC-1614"
"Suzanne's","(MX)","483-4633 clsd. Sun, bakery downstairs","1735 Connecticut Ave. NW","Restaurants & Cafes","Washington","DC",NA,1992,"","1735 Connecticut Ave. NW ,  Washington ,  DC",-77.0453262,38.9135941,"1735 connecticut ave nw, washington, dc 20009, usa","Geocoded","1992-DC-1615"
"Trio","(MX)","232-6305 7:30am-11:30pm","1537 17th St. NW","Restaurants & Cafes","Washington","DC",NA,1992,"","1537 17th St. NW ,  Washington ,  DC",-77.0382311,38.9109001,"1537 17th st nw, washington, dc 20036, usa","Geocoded","1992-DC-1616"
"Two Quail","(MX)","543-8030 'New American' cuisine, fresh seafood, full bar","320 Massachusetts Ave. NE","Restaurants & Cafes","Washington","DC",NA,1992,"","320 Massachusetts Ave. NE ,  Washington ,  DC",-77.0009586,38.8944851,"320 massachusetts ave ne, washington, dc 20002, usa","Geocoded","1992-DC-1617"
"Club Washington","(PC)","(upstairs) 488-7317 spa, open 24hrs","20 'O' St. SE","Gyms/Health Clubs","Washington","DC",NA,1992,"","20 'O' St. SE ,  Washington ,  DC",-77.0084185,38.8731042,"20 o st se, washington, dc 20003, usa","Geocoded","1992-DC-1618"
"GH Club","(PC)","(next door to Follies)","24 'O' St. SE","Gyms/Health Clubs","Washington","DC",NA,1992,"","24 'O' St. SE ,  Washington ,  DC",-77.0080681,38.8731895,"24 o st se, washington, dc 20003, usa","Geocoded","1992-DC-1619"
"Bick's Books","","328-2345large lesbian/gay section","2309 18th St. NW","Bookstore/Retail Shops","Washington","DC",NA,1992,"","2309 18th St. NW ,  Washington ,  DC",-77.0414918,38.9199937,"2309 18th st nw, washington, dc 20009, usa","Geocoded","1992-DC-1620"
"Lambda Rising","","462-6969 wide range of gay titles, periodicals, etc., hrs 10am-midnight","1625 Connecticut Ave. NW","Bookstore/Retail Shops","Washington","DC",NA,1992,"","1625 Connecticut Ave. NW ,  Washington ,  DC",-77.0443592,38.9119807,"1625 connecticut ave nw, washington, dc 20009, usa","Geocoded","1992-DC-1621"
"Splash","","544-2582 cards, gifts, clothing","210 7th St. SE","Bookstore/Retail Shops","Washington","DC",NA,1992,"","210 7th St. SE ,  Washington ,  DC",-76.9958297,38.8869604,"210 7th st se, washington, dc 20003, usa","Geocoded","1992-DC-1622"
"Central Travel Consultants","(IGTA)","371-1100/(800) 334-9168","616 17th St. NW","Travel & Tour Operators","Washington","DC",NA,1992,"","616 17th St. NW ,  Washington ,  DC",-77.0399828,38.8979412,"616 17th st nw, washington, dc 20006, usa","Geocoded","1992-DC-1623"
"Travel Escape","(IGTA)","223-9354","1725 'K' St. NW","Travel & Tour Operators","Washington","DC",NA,1992,"","1725 'K' St. NW ,  Washington ,  DC",-77.0405248,38.9028517,"1725 k st nw, washington, dc 20006, usa","Geocoded","1992-DC-1624"
"Affirmation (Methodist)","","836-1965, 6pm Sun","3133 Dumbarton NW","Religious Organization","Washington","DC",NA,1992,"","3133 Dumbarton NW ,  Washington ,  DC",-77.062503,38.9079275,"3133 dumbarton st nw, washington, dc 20007, usa","Geocoded","1992-DC-1625"
"Bet Mishpachah","","4th St. & 'I' SW 833-1683, 8:30pm Fri","","Religious Organization","Washington","DC","checked",1992,"",", DC",-77.017561,38.879297,"unclear_coded_by_hand","Found","1992-DC-1626"
"Dignity Washington","","332-2424, 7:30pm Sun","1820 Connecticut Ave. NW","Religious Organization","Washington","DC",NA,1992,"","1820 Connecticut Ave. NW ,  Washington ,  DC",-77.0466763,38.9151238,"1820 connecticut ave nw, washington, dc 20009, usa","Geocoded","1992-DC-1627"
"Faith Temple (Evangelical)","","(NY Ave. Presbytrn Church) 544-2766 1pm Sun","1313 New York Ave. NW","Religious Organization","Washington","DC",NA,1992,"","1313 New York Ave. NW ,  Washington ,  DC",-77.0311238,38.8999882,"executive tower, 1313 new york ave nw, washington, dc 20005, usa","Geocoded","1992-DC-1628"
