"title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","status","unclear_address","ID"
"'Rest Stop'","","I-81 S.","Cruising Areas","Cruisy Area","Greencastle","PA",1981,"","I-81 S., PA",39.790371,-77.727771,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-PA-0115"
"'Rest Stop'","15 E.","I-10","Cruising Areas","Cruisy Area","Houston","TX",1981,"","I-10, TX",29.760427,-95.369803,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-TX-0116"
"'Rest Stop'","US 41 - S. of DePere (AYOR - many arrests)","","Cruising Areas","Cruisy Area,(AYOR)","Green Bay","WI",1981,"",", WI",44.513319,-88.013296,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-WI-0117"
"'Rest Stop'","","I-95 S.","Cruising Areas","Cruisy Area","Ogunquit","ME",1981,"","I-95 S., ME",43.246835,-70.598622,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-ME-0118"
"'Rest Stop'","","Rte. 3 S.","Cruising Areas","Cruisy Area","Wooster","OH",1981,"","Rte. 3 S., OH",40.805057,-81.935143,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-OH-0119"
"'Rest Stop'","(Summers)","US 1","Cruising Areas","Cruisy Area","Freeport","ME",1981,"","US 1, ME",43.857007,-70.10312,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-ME-0120"
"'Rest Stop'","Northbound at Carmel","I-95","Cruising Areas","Cruisy Area,(AYOR)","Bangor","ME",1981,"","I-95, ME",44.801613,-68.771226,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-ME-0121"
"'Rest Stop'","1 mi. E.","US 56","Cruising Areas","Cruisy Area","Great Bend","KS",1981,"","US 56, KS",38.364457,-98.764807,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-KS-0122"
"'Rest Stop'","& woods behind (Known locally as 'Ruth Ann's')","I-95 Northbound","Cruising Areas","Cruisy Area,(AYOR)","Burtonsville","MD",1981,"","I-95 Northbound, MD",39.111219,-76.932475,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MD-0123"
"'Rest Stop'","betw. Chattanooga & Cleveland","","Cruising Areas","Cruisy Area","Chattanooga","TN",1981,"",", TN",35.04563,-85.30968,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-TN-0124"
"'Rest Stop'","at 31 mile marker","Northbound on U.S. 23","Cruising Areas","Cruisy Area,(AYOR)","Ann Arbor","MI",1981,"","Northbound on U.S. 23, MI",42.280826,-83.743038,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MI-0125"
"'Rest Stop'","next to Gulf Coast College at foot of bay bridge - E.","","Cruising Areas","Cruisy Area","Panama City","FL",1981,"",", FL",30.176591,-85.805488,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-FL-0126"
"'Rest Stop'","(Avoid-Fuzz - AYOR)","US 34 East","Cruising Areas","Cruisy Area,(AYOR)","Monmouth","IL",1981,"","US 34 East, IL",40.911427,-90.647358,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-IL-0127"
"'Rest Stop'","","US 51 South","Cruising Areas","Cruisy Area","La Salle","IL",1981,"","US 51 South, IL",41.36215,-89.041825,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-IL-0128"
"'Rest Stop'","3 mi. W.","US 56","","","Lyons","KS",1981,"","US 56, KS",38.34501,-98.201727,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-KS-0129"
"'Rest Stop'","Jet. K.C. & Columbia","I-70","Cruising Areas","Cruisy Area","Kansas City","MO",1981,"","I-70, MO",39.099727,-94.578567,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MO-0130"
"'Rest Stop'","3 mi. N.E.","US 40","Cruising Areas","Cruisy Area","Knightstown","IN",1981,"","US 40, IN",39.795601,-85.526363,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-IN-0131"
"'Rest Stop'","nr. Le Roy","I-74","Cruising Areas","Cruisy Area","Bloomington","IL",1981,"","I-74, IL",40.484203,-88.993687,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-IL-0132"
"'Rest Stop'","6 mi. N.","US 67","Cruising Areas","Cruisy Area","Macomb","IL",1981,"","US 67, IL",40.459208,-90.671797,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-IL-0133"
"'Rest Stop'","Both N. & S.","I-75","Cruising Areas","Cruisy Area","Flint","MI",1981,"","I-75, MI",43.012527,-83.687456,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MI-0134"
"'Rest Stop'","8 mi. N.","Hwy. 15","Cruising Areas","Cruisy Area","Provo","UT",1981,"","Hwy. 15, UT",40.435333,-111.894952,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-UT-0135"
"'Rest Stop'","8 mi. from town on (Sure suicide - massive arrests) hidden cameras!","US Hwy. 131","Cruising Areas","Cruisy Area,(AYOR)","Kalamazoo","MI",1981,"","US Hwy. 131, MI",42.291707,-85.587229,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MI-0136"
"'Rest Stop'","4 mi. W.","I-94","Cruising Areas","Cruisy Area","Kenosha","WI",1981,"","I-94, WI",42.584743,-87.821185,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-WI-0137"
"'Rest Stop'","3 mi. W.","I-30","Cruising Areas","Cruisy Area","Mount Vernon","TX",1981,"","I-30, TX",33.188727,-95.221332,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-TX-0138"
"'Rest Stop' & woods","behind I-81, betw. exit 31 & 32","I-81","Cruising Areas","Cruisy Area","Pine Grove","PA",1981,"","I-81, PA",40.548423,-76.384678,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-PA-0139"
"'Rest Stop' 35 mi. S. on I-10 (Northbound and Southbound)","","","Cruising Areas","Cruisy Area","Phoenix","AZ",1981,"",", AZ",33.448377,-112.074037,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-AZ-0140"
"'Rest Stop' at Cactus City - W on I-10","","","Cruising Areas","Cruisy Area","Quartzite","AZ",1981,"",", AZ",33.663914,-114.229949,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-AZ-0141"
"'Rest Stop' on 1-95","","","Cruising Areas","Cruisy Area","Marcus Hook","PA",1981,"",", PA",39.819279,-75.418527,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-PA-0142"
"'Rest Stop' on I-10 betw. Fontana & Rialto","(N. side)","","Cruising Areas","(AYOR),Cruisy Area","San Bernardino","CA",1981,"",", CA",34.108345,-117.289765,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-0143"
"'Rest Stop' on I-30, 5 mi. S","","","Cruising Areas","Cruisy Area","Ft. Smith","AR",1981,"",", AR",35.385924,-94.398547,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-AR-0144"
"'Rest Stop' on I-280, just N. of Bunker Hill Dr. exit","","","Cruising Areas","Cruisy Area","Hillsborough","CA",1981,"",", CA",37.574103,-122.379416,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-0145"
"'Rest Stops'","E & W","Rte. 195","Cruising Areas","Cruisy Area,(AYOR)","Swansea","MA",1981,"","Rte. 195, MA",41.748162,-71.189562,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MA-0146"
"'Rest Stops'","","I-44","Cruising Areas","Cruisy Area","Joplin","MO",1981,"","I-44, MO",37.084227,-94.513281,"unclear_coded_by_hand","Verified Location",NA,"1981-MO-0147"
"'Rest Stops'","betw. Salem & Portland also betw. Salem & Albany (both sides - discretion)","I-5","Cruising Areas","Cruisy Area","Salem","OR",1981,"","I-5, OR",44.942898,-123.035096,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-OR-0148"
"'Rest Stops'","just S. of 54th St.","Hwy. 131","Cruising Areas","Cruisy Area,(AYOR)","Grand Rapids","MI",1981,"","Hwy. 131, MI",42.96336,-85.668086,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MI-0149"
"'Rest Stops'","","I-20 Westbound","Cruising Areas","Cruisy Area","Marshall","TX",1981,"","I-20 Westbound, TX",32.544871,-94.367418,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-TX-0150"
"'Rest Stops'","(nr. Chelmsford)","I-495","Cruising Areas","Cruisy Area","Lowell","MA",1981,"","I-495, MA",42.633425,-71.316172,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MA-0151"
"'Rest Stops'","(N . Chelmsford)","Rte. 3","Cruising Areas","Cruisy Area","Lowell","MA",1981,"","Rte. 3, MA",42.633425,-71.316172,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MA-0152"
"'Rest Stops'","","I-10 E.","Cruising Areas","Cruisy Area","Fabens","TX",1981,"","I-10 E., TX",31.50234,-106.158587,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-TX-0153"
"'Rest Stops'","about 5 mi. S.","I-5 N. & S.","Cruising Areas","Cruisy Area","Blaine","WA",1981,"","I-5 N. & S., WA",48.993723,-122.747119,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-WA-0154"
"'Rest Stops'","","I-91","Cruising Areas","Cruisy Area","Springfield","VT",1981,"","I-91, VT",43.298408,-72.482312,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-VT-0155"
"'Rest Stops'","#NAME?","Sunrise Hwy. Ext.","Cruising Areas","Cruisy Area","The Hamptons","NY",1981,"","Sunrise Hwy. Ext., NY",40.963434,-72.184801,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NY-0156"
"'Rest Stops'","W. of town","Old US 66","Cruising Areas","Cruisy Area","Joplin","MO",1981,"","Old US 66, MO",37.084227,-94.513281,"unclear_coded_by_hand","Verified Location",NA,"1981-MO-0157"
"'Rest Stops'","nr. Darien, Milford & Fairfield","I-95","Cruising Areas","Cruisy Area","Bridgeport","CT",1981,"","I-95, CT",41.179226,-73.189438,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CT-0158"
"'Sin Jose'","1st St. betw. San Salvador & Santa Clara ('Hustlers')","","Cruising Areas","Cruisy Area","San Jose","CA",1981,"",", CA",37.334225,-121.889073,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-0159"
"'Tenderloin' Hustlers","at Flagg Bros, 'corner' - Mason & Market Sts.","","Cruising Areas","Cruisy Area","San Francisco","CA",1981,"",", CA",37.77493,-122.419415,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-0160"
"'The Block'","nr. Cactus Lounge - off Biscayne Blvd.","","Cruising Areas","Cruisy Area","Miami","FL",1981,"",", FL",25.76168,-80.19179,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-FL-0161"
"'The Block'","(Hustlers) betw. Arlington & Berkeley","Commonwealth & Marlborough","Cruising Areas","Cruisy Area,(AYOR)","Boston","MA",1981,"","Commonwealth & Marlborough, MA",42.354125,-71.073122,"unclear_coded_by_hand","Verified Location",NA,"1981-MA-0162"
"'The Block'","","Summers ST.","Cruising Areas","Cruisy Area","Charleston","WV",1981,"","Summers ST., WV",38.34982,-81.632623,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-WV-0163"
"'The Block'","","Donnally St.","Cruising Areas","Cruisy Area","Charleston","WV",1981,"","Donnally St., WV",38.34982,-81.632623,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-WV-0164"
"'The Block'","around Andre's Restaurant on N.W. Cleveland - by foot or car","","Cruising Areas","Cruisy Area","Canton","OH",1981,"",", OH",40.798947,-81.378447,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-OH-0165"
"'The Block'","","Christopher St.","Cruising Areas","Cruisy Area","Charleston","WV",1981,"","Christopher St., WV",38.34982,-81.632623,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-WV-0166"
"'The Block'","betw. Adams & 3rd","Grace & Franklin","Cruising Areas","Cruisy Area","Richmond","VA",1981,"","Grace & Franklin, VA",37.54388,-77.442348,"unclear_coded_by_hand","Verified Location",NA,"1981-VA-0167"
"'The Block'","N. of 25th on Grant","","Cruising Areas","Cruisy Area","Ogden","UT",1981,"",", UT",41.223,-111.97383,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-UT-0168"
"'The Block'","from 30th to 31st, betw. 'O' & Dumbarton (Georgetown)","","Cruising Areas","Cruisy Area","Washington","DC",1981,"",", DC",38.907192,-77.036871,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-DC-0169"
"'The Block' around Tradewinds Motel","","","Cruising Areas","Cruisy Area","Ft. Smith","AR",1981,"",", AR",35.385924,-94.398547,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-AR-0170"
"'The Cage'","Block around Federal Bldg.","","Cruising Areas","Cruisy Area","Asheville","NC",1981,"",", NC",35.595058,-82.551487,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NC-0171"
"'The Circuit'","betw. Montrose & Mason","Westheimer & Lovett","Cruising Areas","Cruisy Area,(AYOR)","Houston","TX",1981,"","Westheimer & Lovett, TX",29.743832,-95.388597,"unclear_coded_by_hand","Verified Location",NA,"1981-TX-0172"
"'The Falls'","across Ohio River in Jeffersonville, Indiana","","Cruising Areas","Cruisy Area,(*)","Louisville","KY",1981,"",", KY",38.252665,-85.758456,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-KY-0173"
"'The Glens'","'Rest Stop' 1 mi. S. of Jct. I-91","Rte. 15","Cruising Areas","Cruisy Area,(AYOR)","Meriden","CT",1981,"","Rte. 15, CT",41.538154,-72.807043,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CT-0174"
"'The Grove'","#NAME?","","Cruising Areas","Cruisy Area","Riverside","CA",1981,"",", CA",33.994289,-117.377887,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-0175"
"'The Loop'","Spring, Myrtle & Garden Sts. nr. Asylum St.","","Cruising Areas","Cruisy Area,(*)","Hartford","CT",1981,"",", CT",41.763964,-72.667475,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CT-0176"
"'The Strip'","'Hitch-hikers' on from Cache Rd. to Main Gate","Ft. Sill Blvd.","Cruising Areas","Cruisy Area","Lawton","OK",1981,"","Ft. Sill Blvd., OK",34.632623,-98.422244,"unclear_coded_by_hand","Verified Location",NA,"1981-OK-0177"
"'The Strip'","from Van Ness to Castro 'Hitch -hikers' or by car","Market St.","Cruising Areas","Cruisy Area","San Francisco","CA",1981,"","Market St., CA",37.77493,-122.419415,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-0178"
"'The Wall'","by Church at Monroe & University","","Cruising Areas","Cruisy Area","Carbondle","IL",1981,"",", IL",37.726089,-89.218464,"unclear_coded_by_hand","Verified Location",NA,"1981-IL-0179"
"'The Wall'","Nescopeck end of Ber-Nesco Bridge","Rte. 93 S.","Cruising Areas","Cruisy Area","Nescopeck","PA",1981,"","Rte. 93 S., PA",41.052113,-76.23122,"unclear_coded_by_hand","Verified Location",NA,"1981-PA-0180"
"'The Wall'","Dithridge St. & Winthrop - betw. 5th & Forbes (Nights only)","","Cruising Areas","Cruisy Area","Pittsburgh","PA",1981,"",", PA",40.445707,-79.95043,"unclear_coded_by_hand","Verified Location",NA,"1981-PA-0181"
"'The Wall'","100 block of College Ave.","","Cruising Areas","Cruisy Area","State College","PA",1981,"",", PA",40.794839,-77.860699,"unclear_coded_by_hand","Verified Location",NA,"1981-PA-0182"
