"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","notes","Year","full.address","lat","lon","geoAddress","status","ID"
"Beth Ahavah","","923-2003, 8pm 1st, 3rd & 5th Friday","8 Leticia St","Spiritual Groups","Philadelphia","PA",NA,"",1997,"8 Leticia St ,  Philadelphia ,  PA",39.9493704,-75.1432853,"8 letitia st, philadelphia, pa 19106, usa","Geocoded","1997-PA-0098"
"William Page Inn","(GF)","626-1506/(800) 364-4160 renovated 1908 home","8 Martin St","Accommodations","Annapolis","MD",NA,"",1997,"8 Martin St ,  Annapolis ,  MD",38.9793266,-76.4866074,"8 martin st, annapolis, md 21401, usa","Geocoded","1997-MD-0099"
"Northland Gay Men's Center","","Ste. 309, 722-8585","8 N 2nd Ave E","Info Lines & Services","Duluth","MN",NA,"",1997,"8 N 2nd Ave E ,  Duluth ,  MN",46.78933,-92.095848,"8 n 2nd ave e, duluth, mn 55802, usa","Geocoded","1997-MN-0100"
"Choices","(M),(D),(E)","949-9380 7pm-1am","8 North Turnpike Rd","Bars","Wallingford","CT",NA,"",1997,"8 North Turnpike Rd ,  Wallingford ,  CT",41.4678232,-72.8316985,"mallgate plaza shopping center, 8 n turnpike rd, wallingford, ct 06492, usa","Geocoded","1997-CT-0101"
"Edwards Travel Service","","924-4443/(800) 669-9692","8 S Tulane St","Travel/Tour Operators","Princeton","NJ",NA,"",1997,"8 S Tulane St ,  Princeton ,  NJ",40.3502815,-74.6587526,"8 s tulane st, princeton, nj 08542, usa","Geocoded","1997-NJ-0102"
"Charleston Columns","","722-7341","8 Vanderhorst St","Accommodations","Charleston","SC",NA,"",1997,"8 Vanderhorst St ,  Charleston ,  SC",32.7872959,-79.9380021,"8 vanderhorst st, charleston, sc 29403, usa","Geocoded","1997-SC-0103"
"Wildflowers","","862-2241, noon-10pm, til 11pm Fri-Sat (summer)","8 W Mechanic St","Restaurants & Cafes","New Hope","PA",NA,"",1997,"8 W Mechanic St ,  New Hope ,  PA",40.3621147,-74.9509481,"8 w mechanic st, new hope, pa 18938, usa","Geocoded","1997-PA-0104"
"Pork Chop John's","","782-0812, 11am-9:30am, clsd Sun","8 W Mercury","Restaurants & Cafes","Butte","MT",NA,"",1997,"8 W Mercury ,  Butte ,  MT",46.0111159,-112.5357297,"8 w mercury st, butte, mt 59701, usa","Geocoded","1997-MT-0105"
"Roberto's at Cafe Amalfi","","536-6396 dinner & Sun brunch, full bar","8 Westland Ave","Restaurants & Cafes","Boston","MA",NA,"",1997,"8 Westland Ave ,  Boston ,  MA",42.3431532,-71.086494,"8 westland ave, boston, ma 02115, usa","Geocoded","1997-MA-0106"
"Triangles","(MW),(NH),(D),(S),(WC)","351-0620 9pm-2am, clsd Mon-Tue","8-1/2 N 2nd St","Bars","Lawton","OK",NA,"",1997,"8-1/2 N 2nd St ,  Lawton ,  OK",34.609863,-98.390751,NA,"Geocoded","1997-OK-0107"
"Sunshine Inn","","367-1413, 11:30am-9pm, from 10:30am Sun, clsd Mon, vegetarian","8-1/2 S Euclid Ave","Restaurants & Cafes","St. Louis","MO",NA,"",1997,"8-1/2 S Euclid Ave ,  St. Louis ,  MO",38.6399766,-90.262089,"8 1/2 s euclid ave, st. louis, mo 63108, usa","Geocoded","1997-MO-0108"
"The Brass Key Guesthouse","(*),(M),(SW),(WC),(IGTA)","487-9005/(800) 842-9858","9 Court St","Accommodations","Provincetown","MA",NA,"",1997,"9 Court St ,  Provincetown ,  MA",42.0489244,-70.190255,"9 court st, provincetown, ma 02657, usa","Geocoded","1997-MA-0109"
"Elm Guest House","(M)","487-0793 seasonal","9 Johnson St","Accommodations","Provincetown","MA",NA,"",1997,"9 Johnson St ,  Provincetown ,  MA",42.0543478,-70.1843947,"historic district, 9 johnson st, provincetown, ma 02657, usa","Geocoded","1997-MA-0110"
"M&M Bar & Cafe","","723-7612, 24hrs, bar til 2am","9 N Main St","Bars","Butte","MT",NA,"",1997,"9 N Main St ,  Butte ,  MT",46.0130935,-112.536007,"9 n main st, butte, mt 59701, usa","Geocoded","1997-MT-0111"
"Sea Gate B&B","(GF)","331-2206 full brkfst","9 Tazewell Ave","Accommodations","Cape Charles","VA",NA,"",1997,"9 Tazewell Ave ,  Cape Charles ,  VA",37.2691835,-76.021171,"9 tazewell ave, cape charles, va 23310, usa","Geocoded","1997-VA-0112"
"Frank's Place","(MW),(D),(E),(WC)","443-8883 4pm-1am, til 2am Fri-Sat","9 Tilley St","Bars","New London","CT",NA,"",1997,"9 Tilley St ,  New London ,  CT",41.3517465,-72.0972273,"9 tilley st, new london, ct 06320, usa","Geocoded","1997-CT-0113"
"The Stag","(MW),(NH)","982-1668 2pm-2am, from 7pm Sun-Mon","9 W Salem Ave","Bars","Roanoke","VA",NA,"",1997,"9 W Salem Ave ,  Roanoke ,  VA",37.272612,-79.940956,"9 salem ave sw, roanoke, va 24011, usa","Geocoded","1997-VA-0114"
"Glifford House Inn & Dance Club","(M)","487-0688/(800) 434-0130 seasonal","9-11 Carver St","Accommodations","Provincetown","MA",NA,"",1997,"9-11 Carver St ,  Provincetown ,  MA",42.0496268,-70.1900224,"9 carver st, provincetown, ma 02657, usa","Geocoded","1997-MA-0115"
"Center Street Bar & Grille","(GF),(D),(F),(E)","253-8102 6pm-2am, kitchen open til 10pm Th-Mon, clsd Sun, Mexican plenty veggie","10 Center St","Bars","Eureka Springs","AR",NA,"",1997,"10 Center St ,  Eureka Springs ,  AR",36.4027674,-93.7366351,"10 center st, eureka springs, ar 72632, usa","Geocoded","1997-AR-0116"
"Devilles","(*),(W),(NH),(D),(WC)","(Simmons Bldg.), 751-7166 4pm-1am, til 2am Fri-Sat, clsd Mon","10 Davol Square","Bars","Providence","RI",NA,"",1997,"10 Davol Square ,  Providence ,  RI",41.8165535,-71.4068641,"10 davol square, 10 davol sq, providence, ri 02903, usa","Geocoded","1997-RI-0117"
"The Quay","","294-4446, gourmet","10 Duval St","Restaurants & Cafes","Key West","FL",NA,"",1997,"10 Duval St ,  Key West ,  FL",24.5608771,-81.8065571,"10 duval st, key west, fl 33040, usa","Geocoded","1997-FL-0118"
"Samson & Delilah","","585-2221, 11am-2pm, 5pm-10pm Fri-Sat, French gourmet","10 E 5th St","Restaurants & Cafes","Tulsa","OK",NA,"",1997,"10 E 5th St ,  Tulsa ,  OK",36.151435,-95.9895975,"10 e 5th st, tulsa, ok 74103, usa","Geocoded","1997-OK-0119"
"Phil's Place","(W),(NH),(WC)","782-6991 4pm-2:30am, patio","10 E LaClede","Bars","Youngstown","OH",NA,"",1997,"10 E LaClede ,  Youngstown ,  OH",41.075082,-80.655633,"10 e laclede ave, youngstown, oh 44507, usa","Geocoded","1997-OH-0120"
"Rock Cottage Gardens","","253-8659/(800) 624-6646 full brkfst, hot tub","10 Eugenia St","Accommodations","Eureka Springs","AR",NA,"",1997,"10 Eugenia St ,  Eureka Springs ,  AR",36.4001201,-93.7456216,"10 eugenia st, eureka springs, ar 72632, usa","Geocoded","1997-AR-0121"
"Diversions","(MW),(D),(S),(WC),(*)","451-3800 11am-2am, from 8pm wknds, American","10 Fountain St NW","Bars","Grand Rapids","MI",NA,"",1997,"10 Fountain St NW ,  Grand Rapids ,  MI",42.9653823,-85.6683991,"10 fountain st nw, grand rapids, mi 49503, usa","Geocoded","1997-MI-0122"
"Grim's Manor","(GF)","683-7089 full brkfst","10 Kern Rd","Accommodations","Kutztown","PA",NA,"",1997,"10 Kern Rd ,  Kutztown ,  PA",40.5601925,-75.7161374,"10 kern rd, kutztown, pa 19530, usa","Geocoded","1997-PA-0123"
"Chelsea's Corner Cafe","(GF)","253-6723 11am-2am, clsd Sun","10 Mountain St","Bars","Eureka Springs","AR",NA,"",1997,"10 Mountain St ,  Eureka Springs ,  AR",36.403904,-93.7370427,"10 mountain st, eureka springs, ar 72632, usa","Geocoded","1997-AR-0124"
"Pages, Video & More","","361-3420, 9am-8pm, til 5pm Sun","10 N Euclid Ave","Bookstores/Retail Shops","St. Louis","MO",NA,"",1997,"10 N Euclid Ave ,  St. Louis ,  MO",38.6398983,-90.2621122,"10 n euclid ave, st. louis, mo 63108, usa","Geocoded","1997-MO-0125"
"Widow Kendall B&B","(GF)","(800) 244-0925 gourmet brkfst","10 N Ferry St","Accommodations","Schenectady","NY",NA,"",1997,"10 N Ferry St ,  Schenectady ,  NY",42.8169425,-73.9456409,"10 n ferry st, schenectady, ny 12305, usa","Geocoded","1997-NY-0126"
"Rainbow's End","","285-0005, 10am-8pm, lesbigay","10 N Spruce St","Bookstores/Retail Shops","Asheville","NC",NA,"",1997,"10 N Spruce St ,  Asheville ,  NC",35.5964815,-82.5504062,"10 n spruce st, asheville, nc 28801, usa","Geocoded","1997-NC-0127"
"Gull Cottage","(MW),(WC)","362-8747","10 Old Church St","Accommodations","Yarmouth Port","MA",NA,"",1997,"10 Old Church St ,  Yarmouth Port ,  MA",41.7062049,-70.228485,"10 old church st, yarmouth port, ma 02675, usa","Geocoded","1997-MA-0128"
"Pearl Street Cafe","(MW),(D)","584-7810 9pm-1am Wed & Sat only","10 Pearl St","Bars","Northampton","MA",NA,"",1997,"10 Pearl St ,  Northampton ,  MA",42.3189066,-72.6274057,"10 pearl st, northampton, ma 01060, usa","Geocoded","1997-MA-0129"
"Q Monthly","","321-7300","10 S 5th St","Publications","Minneapolis","MN",NA,"",1997,"10 S 5th St ,  Minneapolis ,  MN",44.9795926,-93.2711819,"10 s 5th st, minneapolis, mn 55402, usa","Geocoded","1997-MN-0130"
"Mano's Restaurant & Bar","","227-6707, 5pm-10pm","10 Wilmington Ave","Restaurants & Cafes","Rehoboth Beach","DE",NA,"",1997,"10 Wilmington Ave ,  Rehoboth Beach ,  DE",38.7154086,-75.0770388,"10 wilmington ave, rehoboth beach, de 19971, usa","Geocoded","1997-DE-0131"
"Atlantis","(M),(D)","423-9748 call for events","10-12 S Washington St","Bars","Rochester","NY",NA,"",1997,"10-12 S Washington St ,  Rochester ,  NY",43.154376,-77.616468,"10 s washington st, rochester, ny 14614, usa","Geocoded","1997-NY-0132"
"Everybody's","(MW),(D),(MRC-AF),(AYOR)","(upstairs) 658-7626 5pm-1am","11 E 4th St","Bars","Wilmington","DE",NA,"",1997,"11 E 4th St ,  Wilmington ,  DE",39.740445,-75.5508882,"11 e 4th st, wilmington, de 19801, usa","Geocoded","1997-DE-0133"
"Scandals","(MW),(D),(A),(S),(WC),(18+)","252-2838 10pm-3am, clsd Sun-Wed, 18+ Th, also","11 Grove St","Bars","Asheville","NC",NA,"",1997,"11 Grove St ,  Asheville ,  NC",35.5933934,-82.5577653,"11 grove st, asheville, nc 28801, usa","Geocoded","1997-NC-0134"
"Grove Street Cafe","","255-0010, 6pm-1am Wed-Sat, outside deck, summer T-dance & BBQ 2-8pm Sun, full bar","11 Grove St","Restaurants & Cafes","Asheville","NC",NA,"",1997,"11 Grove St ,  Asheville ,  NC",35.5933934,-82.5577653,"11 grove st, asheville, nc 28801, usa","Geocoded","1997-NC-0135"
"Moon Jammers","(MW),(NH),(D),(A),(S),(PC),(WC)","Pope Ave., 842-9195 8pm-2am","11 Heritage Plaza","Bars","Hilton Head","SC",NA,"",1997,"11 Heritage Plaza ,  Hilton Head ,  SC",32.131354,-80.807477,NA,"Geocoded","1997-SC-0136"
"House of a Thousand Flowers","(GF)","632-5571/Fax: 632-6215 full brkfst, country B&B","11 Mosswood Cir","Accommodations","Cazadero","CA",NA,"",1997,"11 Mosswood Cir ,  Cazadero ,  CA",38.4769429,-123.0557539,"11 mosswood cir, cazadero, ca 95421, usa","Geocoded","1997-CA-0137"
"Red Star","(*),(M),(D),(F),(OC)","375-4116 5pm-2am, from 8pm Tue, clsd Mon","11 S 10th St","Bars","Reading","PA",NA,"",1997,"11 S 10th St ,  Reading ,  PA",40.3347165,-75.9179484,"11 s 10th st, reading, pa 19602, usa","Geocoded","1997-PA-0138"
"Our World Too","","533-5322, 10am-9:30pm, noon-8pm Sun, lesbigay bookstore","11 S Vandeventer","Bookstores/Retail Shops","St. Louis","MO",NA,"",1997,"11 S Vandeventer ,  St. Louis ,  MO",38.6357385,-90.2421506,"11 s vandeventer ave, st. louis, mo 63108, usa","Geocoded","1997-MO-0139"
"Singleton House B&B","(GF)","253-9111/(800) 833-3394 full brkfst, kids okay, restored 1890's country Victorian home, near shops","11 Singleton","Accommodations","Eureka Springs","AR",NA,"",1997,"11 Singleton ,  Eureka Springs ,  AR",36.405685,-93.738848,NA,"Geocoded","1997-AR-0140"
"The Gardeners Cottage","(GF)","c/o 253-9111/(800) 833-3394 seasonal, private cottage on wooded site","11 Singleton","Accommodations","Eureka Springs","AR",NA,"",1997,"11 Singleton ,  Eureka Springs ,  AR",36.405685,-93.738848,NA,"Geocoded","1997-AR-0141"
"Club 9-11","","884-9533 4pm-1am","11 Williams St","Bars","Chelsea","MA",NA,"",1997,"11 Williams St ,  Chelsea ,  MA",42.3881103,-71.0390888,"11 williams st, chelsea, ma 02150, usa","Geocoded","1997-MA-0142"
"Haven House","(M),(SW)","487-3031","12 Carver St","Accommodations","Provincetown","MA",NA,"",1997,"12 Carver St ,  Provincetown ,  MA",42.0495474,-70.1902973,"12 carver st, provincetown, ma 02657, usa","Geocoded","1997-MA-0143"
"Tucker Inn","(GF)","487-0381 seasonal","12 Center St","Accommodations","Provincetown","MA",NA,"",1997,"12 Center St ,  Provincetown ,  MA",42.0537166,-70.1852319,"historic district, 12 center st, provincetown, ma 02657, usa","Geocoded","1997-MA-0144"
"Trade Winds","(M)","487-0138","12 Johnson St","Accommodations","Provincetown","MA",NA,"",1997,"12 Johnson St ,  Provincetown ,  MA",42.0542201,-70.1847203,"historic district, 12 johnson st, provincetown, ma 02657, usa","Geocoded","1997-MA-0145"
"Ms. Kitty's Adult Store","","586-6989","12 N Wilson","Erotica","Bozeman","MT",NA,"",1997,"12 N Wilson ,  Bozeman ,  MT",45.6796432,-111.0385518,"12 n willson ave, bozeman, mt 59715, usa","Geocoded","1997-MT-0146"
"Integrity","","(Christ Church), Quincy, 773-0310, last Fri","12 Quincy Ave","Spiritual Groups","Boston","MA",NA,"",1997,"12 Quincy Ave ,  Boston ,  MA",42.316124,-71.082087,NA,"Geocoded","1997-MA-0147"
"Brass Rail Bar & Grill","(*),(MW),(NH),(F),(E),(S)","348-0192 24hrs","12 S Mt Vernon Ave","Bars","Atlantic City","NJ",NA,"",1997,"12 S Mt Vernon Ave ,  Atlantic City ,  NJ",39.3602778,-74.4310387,"12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded","1997-NJ-0148"
"Sound Factory (SFB)","(*),(M),(D)","206-7770 11pm Fri","12 W 21st St","Bars","Manhattan","NY",NA,"",1997,"12 W 21st St ,  Manhattan ,  NY",40.7404649,-73.9916803,"12 w 21st st, new york, ny 10010, usa","Geocoded","1997-NY-0149"
"Beaconlite Inn","(*),(MW)","487-9603","12 Winthrop St","Accommodations","Provincetown","MA",NA,"",1997,"12 Winthrop St ,  Provincetown ,  MA",42.0482019,-70.1909992,"12 winthrop st, provincetown, ma 02657, usa","Geocoded","1997-MA-0150"
"Stella's","(MW),(S)","Long Island City 392-2132 11pm-4am","12-21 Jackson Ave","Bars","Queens","NY",NA,"",1997,"12-21 Jackson Ave ,  Queens ,  NY",40.7439784,-73.9503533,"1221 jackson ave, long island city, ny 11101, usa","Geocoded","1997-NY-0151"
"Abingdon B&B","","(at W. 12th), 243-5384 smokefree","13 8th Ave","Accommodations","Manhattan","NY",NA,"",1997,"13 8th Ave ,  Manhattan ,  NY",40.7376808,-74.004876,"13 8th ave, new york, ny 10014, usa","Geocoded","1997-NY-0152"
"The Club","(*),(M),(D),(F),(V)","646-6655 open April-Oct, 9pm-1am, from 4pm Sun","13 Main St","Bars","Ogunquit","ME",NA,"",1997,"13 Main St ,  Ogunquit ,  ME",43.2387124,-70.6018398,"13 main st, ogunquit, me 03907, usa","Geocoded","1997-ME-0153"
"The City Nightclub","(*),(MW),(D),(E),(18+)","224-2489 10pm-2am, til 4am Fri-Sat, clsd Mon-Tue, no alcohol","13 NW 13th Ave","Bars","Portland","OR",NA,"",1997,"13 NW 13th Ave ,  Portland ,  OR",45.5232208,-122.6843908,"13 nw 13th ave, portland, or 97209, usa","Geocoded","1997-OR-0154"
"Eclipse","(MW),(NH),(D)","534-3065 7pm-2am, clsd Mon-Wed","13 View St","Bars","Chicopee","MA",NA,"",1997,"13 View St ,  Chicopee ,  MA",42.1772808,-72.6039437,"13 view st, chicopee, ma 01020, usa","Geocoded","1997-MA-0155"
"Centennial House","","324-2246","13 Woods Lane","Accommodations","East Hampton","NY",NA,"",1997,"13 Woods Lane ,  East Hampton ,  NY",40.9528479,-72.1955898,"13 woods ln, east hampton, ny 11937, usa","Geocoded","1997-NY-0156"
"Provincetown Magazine","","02657, 487-1000, weekly","14 Center St","Publications","Provincetown","MA",NA,"",1997,"14 Center St ,  Provincetown ,  MA",42.0536244,-70.1850807,"14 center st, provincetown, ma 02657, usa","Geocoded","1997-MA-0157"
"Revere Guesthouse","(MW)","487-2292","14 Court St","Accommodations","Provincetown","MA",NA,"",1997,"14 Court St ,  Provincetown ,  MA",42.0488133,-70.1906736,"historic district, 14 court st, provincetown, ma 02657, usa","Geocoded","1997-MA-0158"
"The Taylor House Inn","(GF)","763-7581/(800) 382-9982 full brkfst, romantic 1908 house","14 N 7th St","Accommodations","Wilmington","NC",NA,"",1997,"14 N 7th St ,  Wilmington ,  NC",34.2366886,-77.9404226,"14 n 7th st, wilmington, nc 28401, usa","Geocoded","1997-NC-0159"
"The United","","Ste. 103, 255-8582, 9am-5pm, 7pm-10pm Mon-Fri, drop-in center library, newsletter, counseling service (call ahead)","14 West Mifflin St","Info Lines & Services","Madison","WI",NA,"",1997,"14 West Mifflin St ,  Madison ,  WI",43.0752825,-89.3861265,"14 w mifflin st, madison, wi 53703, usa","Geocoded","1997-WI-0160"
"Haymarket Cafe","","586-9969, 9am-midnight, clsd Mon","15 Amber Ln","Restaurants & Cafes","Northampton","MA",NA,"",1997,"15 Amber Ln ,  Northampton ,  MA",42.3250896,-72.6412013,"northampton, ma, usa","Geocoded","1997-MA-0161"
"Vickery's of Beaufain Street","(*)","577-5300 11am-3am, Cuban","15 Beaufain St","Restaurants & Cafes","Charleston","SC",NA,"",1997,"15 Beaufain St ,  Charleston ,  SC",32.7808639,-79.9344427,"15 beaufain st, charleston, sc 29401, usa","Geocoded","1997-SC-0162"
"Airborn for Men","","(Rte. 9) 366-3807, military-themed & casual clothes, erotica","15 Belmont St","Bookstores/Retail Shops","Northampton","MA",NA,"",1997,"15 Belmont St ,  Northampton ,  MA",42.3155428,-72.6380492,"15 belmont ave, northampton, ma 01060, usa","Geocoded","1997-MA-0163"
"Dignity-Integrity","","(Christ Church), 724-3209, 8pm 3rd Fri","15 Brandy St","Spiritual Groups","Niagara Falls","NY",NA,"actual street address is 15 Barclay St",1997,"15 Brandy St ,  Niagara Falls ,  NY",41.698037,-73.927175,"brandi dr, niagara falls, ny 14304, usa","Geocoded","1997-NY-0164"
"Daily Planet","","862-9647, 11:30am-10:30pm","15 Center St","Restaurants & Cafes","Burlington","VT",NA,"",1997,"15 Center St ,  Burlington ,  VT",44.4777915,-73.2117683,"15 center st, burlington, vt 05401, usa","Geocoded","1997-VT-0165"
"Oscar Wilde Memorial Bookshop","","255-8097, 11:30am-9pm, lesbigay","15 Christopher St","Bookstores/Retail Shops","Manhattan","NY",NA,"",1997,"15 Christopher St ,  Manhattan ,  NY",40.7342158,-74.0005639,"15 christopher st, new york, ny 10014, usa","Geocoded","1997-NY-0166"
"Red Inn","(MW)","487-0050 elegant waterfront dinner & lodging","15 Commercial St","Accommodations","Provincetown","MA",NA,"",1997,"15 Commercial St ,  Provincetown ,  MA",42.0392088,-70.1951153,"historic district, 15 commercial st, provincetown, ma 02657, usa","Geocoded","1997-MA-0167"
"Windsor Court","(MW),(SW)","487-2620 hot tub, kitchens","15 Cottage St","Accommodations","Provincetown","MA",NA,"",1997,"15 Cottage St ,  Provincetown ,  MA",42.0448067,-70.1940107,"historic district, 15 cottage st, provincetown, ma 02657, usa","Geocoded","1997-MA-0168"
"Walter's Cafe","","871-9258, 11am-9pm","15 Exchange St","Restaurants & Cafes","Portland","ME",NA,"",1997,"15 Exchange St ,  Portland ,  ME",43.6569016,-70.2534878,"15 exchange st, portland, me 04101, usa","Geocoded","1997-ME-0169"
"The Avalon","(*),(M)","262-2424 9pm-2am, Sun only","15 Landsdowne St","Bars","Boston","MA",NA,"",1997,"15 Landsdowne St ,  Boston ,  MA",42.3473623,-71.0957386,"15 lansdowne st, boston, ma 02215, usa","Geocoded","1997-MA-0170"
"Mini Cinema","","955-9756","15 N 5th St","Erotica","Fort Dodge","IA",NA,"",1997,"15 N 5th St ,  Fort Dodge ,  IA",42.5050633,-94.1906992,"15 n 5th st, fort dodge, ia 50501, usa","Geocoded","1997-IA-0171"
"Society of Friends (Quakers)","","(Meeting House) 777-8866, 9:30am & 11am Sun","15 Rutherford Pl","Spiritual Groups","New York City","NY",NA,"",1997,"15 Rutherford Pl ,  New York City ,  NY",40.7338391,-73.9852527,"15 rutherford pl, new york, ny 10003, usa","Geocoded","1997-NY-0172"
"Prairie Lights Bookstore","","337-2681 9am-9pm, til 5pm wknds","15 S Dubuque St","Bookstores/Retail Shops","Iowa City","IA",NA,"",1997,"15 S Dubuque St ,  Iowa City ,  IA",41.6607161,-91.5334029,"15 s dubuque st, iowa city, ia 52240, usa","Geocoded","1997-IA-0173"
"Hijinx","","#36, 329-2421, free lesbigay guide to Palm Springs & desert resorts","15-685 Palm Dr","Publications","Desert Hot Springs","CA",NA,"",1997,"15-685 Palm Dr ,  Desert Hot Springs ,  CA",33.9344862,-116.5020321,"15685 palm dr, desert hot springs, ca 92240, usa","Geocoded","1997-CA-0174"
"Hydrangea House Inn","(*),(GF)","846-4435/(800) 945-4667 full breakfast, near beach","16 Bellevue Ave","Accommodations","Newport","RI",NA,"",1997,"16 Bellevue Ave ,  Newport ,  RI",41.4874903,-71.3092265,"16 bellevue ave, newport, ri 02840, usa","Geocoded","1997-RI-0175"
"Our Hide-away","","534-6426, 6pm-2am, clsd Mon, outdoor volleyball","16 Bolduc Ln","Bars","Chicopee","MA",NA,"",1997,"16 Bolduc Ln ,  Chicopee ,  MA",42.1901264,-72.6019395,"16 bolduc ln, chicopee, ma 01013, usa","Geocoded","1997-MA-0176"
"Integrity/Waterbury Area","","(St. John's) 754-3116, call for mtg. times","16 Church St","Spiritual Groups","Waterbury","CT",NA,"",1997,"16 Church St ,  Waterbury ,  CT",41.5568236,-73.044138,"16 church st, waterbury, ct 06702, usa","Geocoded","1997-CT-0177"
"Integrity","","(Church of the Ascension), 884-6362","16 Linwood Ave","Spiritual Groups","Buffalo","NY",NA,"",1997,"16 Linwood Ave ,  Buffalo ,  NY",42.902626,-78.8712216,"16 linwood ave, buffalo, ny 14209, usa","Geocoded","1997-NY-0178"
