"title","streetaddress","unclear_address","description","city","state","amenityfeatures","type","Year","full.address","lon","lat","geoAddress","status","notes","ID"
"Gay Helpline","","checked","265-1102, 7pm-midnight Tues-Sat","Phoenix","AZ","","Info Lines & Services",1993,", AZ",-112.1121,33.555703,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0112"
"Global Real Estate Referrals","","checked","(800) 346-5592 gay realtor at your service","Phoenix","AZ","","Info Lines & Services",1993,", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0113"
"Lesbian/Gay Community Switchboard","","checked","234-2752 hrs 10am-10pm (volunteers permitting)","Phoenix","AZ","","Info Lines & Services",1993,", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0114"
"The Open Quest Institute TOQI","","checked","(800)444-9999, 24hr crisis hotline","Phoenix","AZ","","Info Lines & Services",1993,", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0115"
"Larry's Bed & Breakfast","502 W. Claremont Ave.",NA,"249-2974 full breakfast","Phoenix","AZ","(MW),(SW),(N)","Accommodations",1993,"502 W. Claremont Ave. ,  Phoenix ,  AZ",-112.080687,33.529004,"502 w claremont ave, phoenix, az 85013, usa","Geocoded",NA,"1993-AZ-0116"
"Royal Villa Apts.","1102 E. Turney Ave.",NA,"266-6883 spa, overnight & long term accommodations","Phoenix","AZ","(SW)","Accommodations",1993,"1102 E. Turney Ave. ,  Phoenix ,  AZ",-112.0578603,33.5002899,"1102 e turney ave, phoenix, az 85014, usa","Geocoded",NA,"1993-AZ-0117"
"Westways 'Private' Botique Resort Inn","P.O. Box 41624, 85080","checked","582-3868 deluxe resort","Phoenix","AZ","(MW),(SW),(IGTA)","Accommodations",1993,"P.O. Box 41624, 85080, AZ",-112.100108,33.650181,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0118"
"Apollo's","5749 N. 7th St.","checked","277-9373 cruise bar, popular happy hour","Phoenix","AZ","(*),(LV)","Bars,Cruisy Areas",1993,"5749 N. 7th St., AZ",-112.064689,33.521747,"unclear_coded_by_hand","Found",NA,"1993-AZ-0119"
"BS West","7125 5th Ave.",NA,"(pedestrian mall), Scottsdale, 945-9028 1pm-1am, Sun BBQ","Phoenix","AZ","(D),(V)","Bars",1993,"7125 5th Ave. ,  Phoenix ,  AZ",-112.0823291,33.3084351,"s 5th ave, phoenix, az, usa","Geocoded",NA,"1993-AZ-0120"
"Bobby's","1810 E. McDowell Rd.",NA,"258-9477, noon-1am","Phoenix","AZ","(D),(V),(S)","Bars",1993,"1810 E. McDowell Rd. ,  Phoenix ,  AZ",-112.0429096,33.4660714,"1810 e mcdowell rd, phoenix, az 85006, usa","Geocoded",NA,"1993-AZ-0121"
"Bum Steer","4620 N. 7th Ave.",NA,"279-3033 Copperstate Leathermen home bar, Phoenix home of T.A.L.L.","Phoenix","AZ","(*),(L),(LV),(V),(AH)","Bars",1993,"4620 N. 7th Ave. ,  Phoenix ,  AZ",-112.0829409,33.5043274,"4620 n 7th ave, phoenix, az 85013, usa","Geocoded",NA,"1993-AZ-0122"
"Cactus Jacks","2929 N. 16th St.",NA,"277-0910 theme dance bar, call for details","Phoenix","AZ","(*),(MW),(D),(YC),(AH)","Bars",1993,"2929 N. 16th St. ,  Phoenix ,  AZ",-112.0471609,33.4814174,"2929 n 16th st, phoenix, az 85016, usa","Geocoded",NA,"1993-AZ-0123"
"Cash Inn","2140 E. McDowell Rd.",NA,"244-9943 noon-1am","Phoenix","AZ","(MW),(D),(F),(CW)","Bars",1993,"2140 E. McDowell Rd. ,  Phoenix ,  AZ",-112.0353024,33.466092,"2140 e mcdowell rd, phoenix, az 85006, usa","Geocoded",NA,"1993-AZ-0124"
"Cattleman's Exchange","138 W. Camelback Rd.",NA,"266-0875 10am-1am, upstairs 'Hayloft' bar","Phoenix","AZ","(OC)","Bars",1993,"138 W. Camelback Rd. ,  Phoenix ,  AZ",-112.077151,33.5096739,"138 w camelback rd, phoenix, az 85013, usa","Geocoded",NA,"1993-AZ-0125"
"Charlie's","727 W. Camelback Rd.",NA,"265-0224 noon-1am, Sun Brunch, patio","Phoenix","AZ","(*),(CW)","Bars",1993,"727 W. Camelback Rd. ,  Phoenix ,  AZ",-112.0836713,33.5089763,"727 w camelback rd, phoenix, az 85013, usa","Geocoded",NA,"1993-AZ-0126"
"Club 155 West","155 W. Camelback Rd.",NA,"274-8505 4pm-1am","Phoenix","AZ","(MW),(D)","Bars",1993,"155 W. Camelback Rd. ,  Phoenix ,  AZ",-112.0770364,33.5089721,"155 w camelback rd, phoenix, az 85013, usa","Geocoded",NA,"1993-AZ-0127"
"Country Club Bar & Grill","4428 N. 7th Ave.",NA,"264-4553 11am-1am, patio","Phoenix","AZ","(D),(F),(LV)","Bars",1993,"4428 N. 7th Ave. ,  Phoenix ,  AZ",-112.0828245,33.5012491,"4428 n 7th ave, phoenix, az 85013, usa","Geocoded",NA,"1993-AZ-0128"
"Cruisin' Central","1011 N. Central Ave.",NA,"253-3376 6am-1am","Phoenix","AZ","(OC),(H),(S)","Bars",1993,"1011 N. Central Ave. ,  Phoenix ,  AZ",-112.0735561,33.4593182,"1011 n central ave, phoenix, az 85004, usa","Geocoded",NA,"1993-AZ-0129"
"Durango's at Flex Complex","","checked","(see Gyms/Health Clubs) 271-9017 10am-1am","Phoenix","AZ","(D)","Bars",1993,", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0130"
"Foster's","4343 N. 7th Ave.",NA,"263-8313 4pm-1am","Phoenix","AZ","(MW),(D),(YC)","Bars",1993,"4343 N. 7th Ave. ,  Phoenix ,  AZ",-112.0822656,33.4998139,"4343 n 7th ave, phoenix, az 85013, usa","Geocoded",NA,"1993-AZ-0131"
"G.B.'s Rendezvous","4132 E. McDowell Rd.",NA,"275-3509 noon-1am","Phoenix","AZ","(D),(S)","Bars",1993,"4132 E. McDowell Rd. ,  Phoenix ,  AZ",-111.9919091,33.4661066,"4132 e mcdowell rd, phoenix, az 85008, usa","Geocoded",NA,"1993-AZ-0132"
"J.C.'s Fun One Lounge","5542 N. 43ed Ave., Glendale",NA,"939-0528 11am-1am","Phoenix","AZ","(MW),(D),(E)","Bars",1993,"5542 N. 43ed Ave., Glendale ,  Phoenix ,  AZ",-112.1520692,33.5179712,"5542 n 43rd ave, glendale, az 85301, usa","Geocoded",NA,"1993-AZ-0133"
"Marlys's","15615 N. Cave Creek Rd.",NA,"867-2463 3pm-1am","Phoenix","AZ","(MW),(D),(CW),(E)","Bars",1993,"15615 N. Cave Creek Rd. ,  Phoenix ,  AZ",-112.0301479,33.6284058,"15615 n cave creek rd, phoenix, az 85032, usa","Geocoded",NA,"1993-AZ-0134"
"Nasty Habits","3108 E. McDowell Rd.",NA,"267-8707 noon-1am, men welcome","Phoenix","AZ","(W),(D),(E),(V)","Bars",1993,"3108 E. McDowell Rd. ,  Phoenix ,  AZ",-112.0154762,33.4660818,"3108 e mcdowell rd, phoenix, az 85008, usa","Geocoded",NA,"1993-AZ-0135"
"Nu Towne","5002 E. Van Buren",NA,"267-9959 10am-1am popular Sun & Tues","Phoenix","AZ","(YC)","Bars",1993,"5002 E. Van Buren ,  Phoenix ,  AZ",-111.9739771,33.4514023,"5002 e van buren st, phoenix, az 85008, usa","Geocoded",NA,"1993-AZ-0136"
"Preston's","4102 E. Thomas Rd.",NA,"224-5778 noon-1am, til 3am Fri & Sat","Phoenix","AZ","(*),(MW),(D),(AH),(F)","Bars",1993,"4102 E. Thomas Rd. ,  Phoenix ,  AZ",-111.9927241,33.4807168,"wagon wheel shopping center, 4102 e thomas rd, phoenix, az 85018, usa","Geocoded",NA,"1993-AZ-0137"
"'Roun' Back","2107 W. Camelback",NA,"242-6077 noon-1am","Phoenix","AZ","(E),(NH)","Bars",1993,"2107 W. Camelback ,  Phoenix ,  AZ",-112.1045798,33.5093026,"2107 w camelback rd, phoenix, az 85015, usa","Geocoded",NA,"1993-AZ-0138"
"Three-O-Seven Lounge","222 E. Roosevelt",NA,"252-0001 6am-1am, Sun Brunch","Phoenix","AZ","(MW),(S)","Bars",1993,"222 E. Roosevelt ,  Phoenix ,  AZ",-112.06993,33.459109,"222 e roosevelt st, phoenix, az 85004, usa","Geocoded",NA,"1993-AZ-0139"
"Trax","1724 E. McDowell",NA,"254-0231 2pm-1am, til 3:30am Fri & Sat, HiNRG dance bar","Phoenix","AZ","(*),(D),(L),(LV),(YC),(AH)","Bars",1993,"1724 E. McDowell ,  Phoenix ,  AZ",-112.0445398,33.4660592,"1724 e mcdowell rd, phoenix, az 85006, usa","Geocoded",NA,"1993-AZ-0140"
"Winks","5707 N. 7th St.",NA,"265-9002 11am-1am, piano bar, lunch & Sun Brunch","Phoenix","AZ","(*),(E),(F)","Bars",1993,"5707 N. 7th St. ,  Phoenix ,  AZ",-112.064718,33.5205184,"5707 n 7th st, phoenix, az 85014, usa","Geocoded",NA,"1993-AZ-0141"
"Dutch Market","401 E. Indian School",NA,"955-3600 11am-1am, til 4am Fri & Sat, full bar","Phoenix","AZ","(*),(MW),(AH)","Bars",1993,"401 E. Indian School ,  Phoenix ,  AZ",-112.0679652,33.4947814,"401 e indian school rd, phoenix, az 85012, usa","Geocoded",NA,"1993-AZ-0142"
"Ricks","2911 N. 16th St.",NA,"277-6100 9am-2pm, 5pm-3am, clsd Mon, home-style cooking","Phoenix","AZ","(MW)","Restaurants & Cafes",1993,"2911 N. 16th St. ,  Phoenix ,  AZ",-112.0476471,33.4808616,"2911 n 16th st, phoenix, az 85016, usa","Geocoded",NA,"1993-AZ-0143"
"Top of Central","8525 N. Central Ave.",NA,"861-2438 continental, clsd Sun","Phoenix","AZ","(MX)","Restaurants & Cafes",1993,"8525 N. Central Ave. ,  Phoenix ,  AZ",-112.0736026,33.5611694,"8525 n central ave, phoenix, az 85020, usa","Geocoded",NA,"1993-AZ-0144"
"Flex Complex","1517 S. Black Canyon Hwy.",NA,"271-9011","Phoenix","AZ","(PC),(SW)","Gyms/Health Clubs",1993,"1517 S. Black Canyon Hwy. ,  Phoenix ,  AZ",-112.1072675,33.4337502,"1517 s black canyon hwy, phoenix, az 85009, usa","Geocoded",NA,"1993-AZ-0145"
"Alternatives","4428 N. 19th Ave.",NA,"274-9120 new age","Phoenix","AZ","","Bookstores/Retail Shops",1993,"4428 N. 19th Ave. ,  Phoenix ,  AZ",-112.1003461,33.501516,"4428 n 19th ave, phoenix, az 85015, usa","Geocoded",NA,"1993-AZ-0146"
"Poisoned Pen","7100 E. Main, Scottsdale",NA,"947-2974 detective/mystery titles","Phoenix","AZ","","Bookstores/Retail Shops",1993,"7100 E. Main, Scottsdale ,  Phoenix ,  AZ",-111.9280757,33.4932953,"7100 e main st, scottsdale, az 85251, usa","Geocoded",NA,"1993-AZ-0147"
"Tuff Stuff","1714 E. McDowell Rd.",NA,"254-9651 leather shop 10am-6pm, til 3pm Sat, clsd Sun & Mon","Phoenix","AZ","","Bookstores/Retail Shops",1993,"1714 E. McDowell Rd. ,  Phoenix ,  AZ",-112.0449202,33.4660117,"1714 e mcdowell rd, phoenix, az 85006, usa","Geocoded",NA,"1993-AZ-0148"
"Advantage Travel","645 E. Missouri, Ste. 181",NA,"230-2299","Phoenix","AZ","","Travel/Tour Operators",1993,"645 E. Missouri, Ste. 181 ,  Phoenix ,  AZ",-112.0656401,33.5160533,"645 e missouri ave #181, phoenix, az 85012, usa","Geocoded",NA,"1993-AZ-0149"
"Compass Travel","4201 N. 16th St. Ste. 150",NA,"266-5390","Phoenix","AZ","","Travel/Tour Operators",1993,"4201 N. 16th St. Ste. 150 ,  Phoenix ,  AZ",-112.0471942,33.4968192,"4201 n 16th st #150, phoenix, az 85016, usa","Geocoded",NA,"1993-AZ-0150"
"FirsTravel, Ltd.","5150 N. 7th St.",NA,"265-0666","Phoenix","AZ","(IGTA)","Travel/Tour Operators",1993,"5150 N. 7th St. ,  Phoenix ,  AZ",-112.0652657,33.5126408,"5150 n 7th st, phoenix, az 85012, usa","Geocoded",NA,"1993-AZ-0151"
"Travel Registry","3819 N. 3rd St.",NA,"263-7761","Phoenix","AZ","(IGTA)","Travel/Tour Operators",1993,"3819 N. 3rd St. ,  Phoenix ,  AZ",-112.0688054,33.4918808,"3819 n 3rd st, phoenix, az 85012, usa","Geocoded",NA,"1993-AZ-0152"
"Affirmation(Mormon)","P.O. Box 26601, Tempe, 85285","checked","396-6950, 2nd Mon 7:30pm","Phoenix","AZ","","Religious Organizations",1993,"P.O. Box 26601, Tempe, 85285, AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0153"
"Casa de Cristo Evangelical Church","1029 E. Turney",NA,"265-2831, 10am & 6:30pm Sun","Phoenix","AZ","","Religious Organizations",1993,"1029 E. Turney ,  Phoenix ,  AZ",-112.0585822,33.4993437,"1029 e turney ave, phoenix, az 85014, usa","Geocoded",NA,"1993-AZ-0154"
"Dignity/Integrity","P.O. Box 21091, 85036","checked","258-2556 Mass 1st & 3rd Sun, call for info","Phoenix","AZ","","Religious Organizations",1993,"P.O. Box 21091, 85036, AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0155"
"Lutherans Concerned","P.O. Box 7519, 85011","checked","870-3611","Phoenix","AZ","","Religious Organizations",1993,"P.O. Box 7519, 85011, AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0156"
"MCC Gentle Shepherd","3425 E. Mountain View Rd.",NA,"996-7644, 10:30am Sun","Phoenix","AZ","","Religious Organizations",1993,"3425 E. Mountain View Rd. ,  Phoenix ,  AZ",-112.0067203,33.5750166,"3425 e mountain view rd, phoenix, az 85028, usa","Geocoded",NA,"1993-AZ-0157"
"Mishpachat Am","P.O. Box 7731, 85011-7731","checked","966-5001, Shabbat & social activities","Phoenix","AZ","","Religious Organizations",1993,"P.O. Box 7731, 85011-7731, AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0158"
"Oasis MCC","2405 E. Coronado",NA,"11am Sun","Phoenix","AZ","","Religious Organizations",1993,"2405 E. Coronado ,  Phoenix ,  AZ",-112.0291698,33.4671725,"2405 e coronado rd, phoenix, az 85008, usa","Geocoded",NA,"1993-AZ-0159"
"Arizona Community Echo","P.O. Box 1808, 85001","checked","254-4558, bi-weekly","Phoenix","AZ","","Publications",1993,"P.O. Box 1808, 85001, AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0160"
"Phoenix Resource","P.O. Box 5948, 85010","checked","256-7476, bi-monthly","Phoenix","AZ","","Publications",1993,"P.O. Box 5948, 85010, AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0161"
"Western Express","P.O. Box 5950, 85010","checked","254-1324, bi-weekly","Phoenix","AZ","","Publications",1993,"P.O. Box 5950, 85010, AZ",-111.953395,33.453877,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0162"
"Book Cellar #2","2103 W. Camelback Rd.",NA,"249-9788, 24hrs","Phoenix","AZ","","Erotica",1993,"2103 W. Camelback Rd. ,  Phoenix ,  AZ",-112.1044816,33.5093936,"2103 w camelback rd, phoenix, az 85015, usa","Geocoded",NA,"1993-AZ-0163"
"Castle Boutique","5501 E. Washington",NA,"231-9837, 24hrs","Phoenix","AZ","","Erotica",1993,"5501 E. Washington ,  Phoenix ,  AZ",-111.9630151,33.4450894,"5501 e washington st, phoenix, az 85034, usa","Geocoded",NA,"1993-AZ-0164"
"International Bookstore","3640 E. Thomas Rd.",NA,"955-2000, 24hrs","Phoenix","AZ","","Erotica",1993,"3640 E. Thomas Rd. ,  Phoenix ,  AZ",-112.0026216,33.4807299,"3640 e thomas rd, phoenix, az 85018, usa","Geocoded",NA,"1993-AZ-0165"
"Modern World","1812 E. Apache, Tempe",NA,"967-9052, 24hrs","Phoenix","AZ","","Erotica",1993,"1812 E. Apache, Tempe ,  Phoenix ,  AZ",-111.9083036,33.4150236,"1812 e apache blvd, tempe, az 85281, usa","Geocoded",NA,"1993-AZ-0166"
"Pleasure Palace","1524 E. Van Buren",NA,"262-9942, 24hrs","Phoenix","AZ","","Erotica",1993,"1524 E. Van Buren ,  Phoenix ,  AZ",-112.0478637,33.451564,"1524 e van buren st, phoenix, az 85006, usa","Geocoded",NA,"1993-AZ-0167"
"Zorba's Adult Book Shop","2924 N. Scottsdale Rd. Scottsdale",NA,"941-9891, 24hrs","Phoenix","AZ","","Erotica",1993,"2924 N. Scottsdale Rd. Scottsdale ,  Phoenix ,  AZ",-111.9266551,33.4812099,"2924 n scottsdale rd, scottsdale, az 85251, usa","Geocoded",NA,"1993-AZ-0168"
"Encanto Park","","checked","(AYOR)","Phoenix","AZ","Cruisy Area,(AYOR)","Cruisy Areas",1993,", AZ",-112.089974,33.476672,"unclear_coded_by_hand","Found",NA,"1993-AZ-0169"
"Moeur Park","","checked","(AYOR)","Phoenix","AZ","Cruisy Area,(AYOR)","Cruisy Areas",1993,", AZ",-112.074037,33.448377,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0170"
"North Mountain Park, N. 7th St.","","checked","(AYOR)","Phoenix","AZ","Cruisy Area,(AYOR)","Cruisy Areas",1993,", AZ",-112.070941,33.585215,"unclear_coded_by_hand","Found",NA,"1993-AZ-0171"
"Papago Park","","checked","(AYOR)","Phoenix","AZ","Cruisy Area,(AYOR)","Cruisy Areas",1993,", AZ",-111.953395,33.453877,"unclear_coded_by_hand","Found",NA,"1993-AZ-0172"
"Scottsdale Indian Bend Bike Path","","checked","(AYOR)","Phoenix","AZ","Cruisy Area,(AYOR)","Cruisy Areas",1993,", AZ",-111.916202,33.538524,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0173"
"Thunderbird Park, 59th Ave. & Pinnacle Peak Rd.","","checked","(EXTREME RISK)","Phoenix","AZ","Cruisy Area","Cruisy Areas",1993,", AZ",-112.177926,33.69761,"unclear_coded_by_hand","Found",NA,"1993-AZ-0174"
"Casa De Estrellas","389 Brewer Rd.",NA,"282-7786 full bkfst, shared baths","Sedona","AZ","","Accommodations",1993,"389 Brewer Rd. ,  Sedona ,  AZ",-111.7682504,34.8612461,"389 brewer rd, sedona, az 86336, usa","Geocoded",NA,"1993-AZ-0175"
"Oak Creek Owl Restaurant & Cocktail Room","329 Hwy. 179",NA,"282-3532 continental","Sedona","AZ","(MX)","Restaurants & Cafes",1993,"329 Hwy. 179 ,  Sedona ,  AZ",-111.7630853,34.8631731,"329 az-179, sedona, az 86336, usa","Geocoded",NA,"1993-AZ-0176"
"Park at Red Rock Crossing","","checked","(way back)","Sedona","AZ","Cruisy Area","Cruisy Areas",1993,", AZ",-111.805914,34.824424,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0177"
"Changing Hands","414 S. Mill",NA,"966-0203, 10am-9pm","Tempe","AZ","","Bookstores/Retail Shops",1993,"414 S. Mill ,  Tempe ,  AZ",-111.9403793,33.4262551,"414 s mill ave, tempe, az 85281, usa","Geocoded",NA,"1993-AZ-0178"
"Papago Park, southern part","","checked","(AYOR)","Tempe","AZ","Cruisy Area,(AYOR)","Cruisy Areas",1993,", AZ",-111.948693,33.453632,"unclear_coded_by_hand","Found",NA,"1993-AZ-0179"
"West side of Mill Ave.","","checked","(by the Coffee Plantation) (AYOR)","Tempe","AZ","Cruisy Area,(AYOR)","Cruisy Areas",1993,", AZ",-111.940005,33.42551,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0180"
"City Park","","checked","(AYOR)","Tombstone","AZ","Cruisy Area,(AYOR)","Cruisy Areas",1993,", AZ",-110.068154,31.713073,"unclear_coded_by_hand","Found",NA,"1993-AZ-0181"
"AA Gay/Lesbian","","checked","624-4183 (AA#) 8pm Mon, Th, Fri & Sat","Tucson","AZ","","Info Lines & Services",1993,", AZ",-110.974711,32.222607,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0182"
"Global Real Estate Referrals","","checked","(800) 346-5592 gay realtor at your service","Tucson","AZ","","Info Lines & Services",1993,", AZ",-110.974711,32.222607,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-AZ-0183"
"Hacienda del Sol Guest Ranch Resort","5601 N. Hacienda del Sol Rd.",NA,"299-1501 40 acre complex","Tucson","AZ","(MX),(SW),(F)","Accommodations",1993,"5601 N. Hacienda del Sol Rd. ,  Tucson ,  AZ",-110.9152664,32.3043956,"5601 n hacienda del sol rd, tucson, az 85718, usa","Geocoded",NA,"1993-AZ-0184"
"Sun Catcher B&B, The","105 N. Avenida Javalina",NA,"885-0883 4 acres, health club passes, full bkfst & hot tub","Tucson","AZ","(MW),(N),(SW)","Accommodations",1993,"105 N. Avenida Javalina ,  Tucson ,  AZ",-110.7322221,32.222147,"105 n avenida javalina, tucson, az 85748, usa","Geocoded",NA,"1993-AZ-0185"
"Tucson Old Pueblo B&B Resort","4210 N. Saranac Dr.",NA,"577-6018 2 1/2 acres, full bkfst, hot tub & patio","Tucson","AZ","(MW),(IGTA),(SW)","Accommodations",1993,"4210 N. Saranac Dr. ,  Tucson ,  AZ",-110.9038851,32.2834346,"4210 n saranac dr, tucson, az 85718, usa","Geocoded",NA,"1993-AZ-0186"
"Club 2520","2520 N. Oracle",NA,"882-5799 11am-1am, disco & CW dance bar, also quite lounge","Tucson","AZ","(D),(CW)","Bars",1993,"2520 N. Oracle ,  Tucson ,  AZ",-110.9777207,32.2527109,"2520 n oracle rd, tucson, az 85705, usa","Geocoded",NA,"1993-AZ-0187"
"Congress Tap Room","311 E. Congress",NA,"(inside Hotel Congress) 622-8848 11am-1am","Tucson","AZ","(MX),(NH),(OC)","Bars",1993,"311 E. Congress ,  Tucson ,  AZ",-110.9668233,32.222337,"311 e congress st, tucson, az 85701, usa","Geocoded",NA,"1993-AZ-0188"
"Fineline, The","101 W. Drachman",NA,"882-4953 6pm-1am","Tucson","AZ","(MW),(D)","Bars",1993,"101 W. Drachman ,  Tucson ,  AZ",-110.9744608,32.2387133,"101 w drachman st, tucson, az 85705, usa","Geocoded",NA,"1993-AZ-0189"
"Graduate","23 W University Ave.","checked","622-9233 11am-1am, cruise bar","Tucson","AZ","(*)","Bars,Cruisy Areas",1993,"23 W University Ave., AZ",-110.972498,32.231604,"unclear_coded_by_hand","Found",NA,"1993-AZ-0190"
"hOURS","3455 E. Grant Rd.",NA,"327-3390 noon-1am","Tucson","AZ","(MW),(D),(NH)","Bars",1993,"3455 E. Grant Rd. ,  Tucson ,  AZ",-110.9188801,32.2509179,"3455 e grant rd, tucson, az 85716, usa","Geocoded",NA,"1993-AZ-0191"
"It's About Time","616 N. 4th Ave.",NA,"(IBT's) 616 N. 4th Ave. noon-1am","Tucson","AZ","(*),(D),(L),(LV)","Bars",1993,"616 N. 4th Ave. ,  Tucson ,  AZ",-110.9654055,32.2295467,"616 n 4th ave, tucson, az 85705, usa","Geocoded",NA,"1993-AZ-0192"
"Joshua Tree/Back Pocket","2921 N. 1st St.",NA,"622-6233 noon-1am, quiet bar in back, patio w/ volleyball court","Tucson","AZ","(*),(D),(F),(YC)","Bars",1993,"2921 N. 1st St. ,  Tucson ,  AZ",-110.9614239,32.2607871,"2921 n 1st ave, tucson, az 85719, usa","Geocoded",NA,"1993-AZ-0193"
"Rumorz","2222 N. Stone",NA,"791-0309 noon-1am","Tucson","AZ","(D),(V)","Bars",1993,"2222 N. Stone ,  Tucson ,  AZ",-110.9716704,32.2487613,"2222 n stone ave, tucson, az 85705, usa","Geocoded",NA,"1993-AZ-0194"
"Venture-N","1239 N. 6th Ave.",NA,"882-8224 6am-1am, from 10am Sun","Tucson","AZ","(L),(LV)","Bars",1993,"1239 N. 6th Ave. ,  Tucson ,  AZ",-110.9690512,32.2382423,"1239 n 6th ave, tucson, az 85705, usa","Geocoded",NA,"1993-AZ-0195"
