ID,title,description,streetaddress,type,amenityfeatures,city,state,Year,unclearaddress,uncleartype,notes,lastmodified,full.address,lat,lon,geoAddress,status
4054,'Rest Stop',,33 South,Cruising Areas,"Cruisy Area,(*)",Columbus,OH,1983,checked,NA,,6/2/2022 3:16pm,"33 South, OH",39.961176,-82.998794,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
236,'Rest Stop',W. on I-40 (Gazebos),,Cruising Areas,Cruisy Area,Little Rock,AR,1983,checked,NA,,2/14/2022 4:21am,", AR",34.746481,-92.289595,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4572,'Rest Stop',betw. Chattanooga & Cleveland,,Cruising Areas,Cruisy Area,Chattanooga,TN,1983,checked,NA,,6/6/2022 10:11am,", TN",35.04563,-85.30968,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2941,'Rest Stop',(West),I-69,Cruising Areas,"Cruisy Area,(AYOR)",Flint,MI,1983,checked,NA,,5/20/2022 2:30pm,"I-69, MI",43.012527,-83.687456,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2871,'Rest Stop',Northbound at 31 mile marker,U.S. 23,Cruising Areas,"(*),Cruisy Area,(AYOR)",Ann Arbor,MI,1983,checked,NA,,5/20/2022 1:07pm,"U.S. 23, MI",42.280826,-83.743038,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3960,'Rest Stop',just N. of N. Canton,Hwy. 77 S.,Cruising Areas,Cruisy Area,Canton,OH,1983,checked,NA,,6/2/2022 2:21pm,"Hwy. 77 S., OH",40.798947,-81.378447,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4031,'Rest Stop',25 mi. E.,I-90,Cruising Areas,Cruisy Area,Cleveland,OH,1983,checked,NA,,6/2/2022 2:52pm,"I-90, OH",41.49932,-81.69436,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4955,'Rest Stop',E. of town,Hwy. 89,Cruising Areas,Cruisy Area,Logan,UT,1983,checked,NA,,6/8/2022 10:40am,"Hwy. 89, UT",41.73698,-111.833836,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4892,'Rest Stop',3 mi. W.,I-30,Cruising Areas,Cruisy Area,Mount Vernon,TX,1983,checked,NA,,6/8/2022 9:09am,"I-30, TX",33.188727,-95.221332,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2376,'Rest Stop',,Hwy. 50 E.,Cruising Areas,Cruisy Area,Walton,KS,1983,checked,NA,,5/2/2022 6:00pm,"Hwy. 50 E., KS",38.117789,-97.2567,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
91,'Rest Stop',NW on Hwy. 80,,Cruising Areas,Cruisy Area,Flagstaff,AZ,1983,checked,NA,,2/9/2022 3:19pm,", AZ",35.198284,-111.651302,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4788,'Rest Stop',,I-35 S.,Cruising Areas,Cruisy Area,Ft. Worth,TX,1983,checked,NA,,6/7/2022 4:54pm,"I-35 S., TX",32.755488,-97.330766,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2294,'Rest Stop',"10 mi. S., just off Ind. 3",Ind. 36,Cruising Areas,Cruisy Area,Muncie,IN,1983,checked,NA,,5/1/2022 6:49pm,"Ind. 36, IN",40.193377,-85.38636,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2204,'Rest Stop',betw. Peoria & Bloomington,I-74,Cruising Areas,"Cruisy Area,(AYOR)",Peoria,IL,1983,checked,NA,,4/14/2022 5:38am,"I-74, IL",40.693649,-89.588986,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4209,'Rest Stop',5 mi. S. (Late nights),,Cruising Areas,Cruisy Area,Medford,OR,1983,checked,NA,,6/3/2022 4:10pm,", OR",42.326515,-122.875595,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3349,'Rest Stop',W. of Dover,Hwy. 80,Cruising Areas,Cruisy Area,Mine Hill,NJ,1983,checked,NA,,5/26/2022 9:38am,"Hwy. 80, NJ",40.877877,-74.59377,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4870,'Rest Stop',15 E.,I-10,Cruising Areas,Cruisy Area,Houston,TX,1983,checked,NA,,6/7/2022 5:14pm,"I-10, TX",29.760427,-95.369803,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2189,'Rest Stop',,US 51 South,Cruising Areas,Cruisy Area,La Salle,IL,1983,checked,NA,,4/14/2022 5:35am,"US 51 South, IL",41.36215,-89.041825,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2352,'Rest Stop',7 mi. E.,US 54,Cruising Areas,"Cruisy Area,(AYOR)",Augusta,KS,1983,checked,NA,,5/2/2022 5:58pm,"US 54, KS",37.686684,-96.976702,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1405,'Rest Stop',Wilbur Cross Pkwy - E.,Rte. 15,Cruising Areas,Cruisy Area,Orange,CT,1983,checked,NA,,3/14/2022 4:45am,"Rte. 15, CT",41.278637,-73.026528,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4293,'Rest Stop',,I-81 S.,Cruising Areas,Cruisy Area,Greencastle,PA,1983,checked,NA,,6/4/2022 7:29am,"I-81 S., PA",39.790371,-77.727771,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2995,'Rest Stop',Southbound betw. Bay City and Saginaw,I-75,Cruising Areas,Cruisy Area,Saginaw,MI,1983,checked,NA,,5/23/2022 7:58am,"I-75, MI",43.594468,-83.888865,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4539,'Rest Stop',betw. Greenville & Anderson S.C.,I-85 S.,Cruising Areas,Cruisy Area,Greenville,SC,1983,checked,NA,,6/6/2022 9:38am,"I-85 S., SC",34.852618,-82.39401,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4466,'Rest Stop',12 mi. S.,Rte. 11,Cruising Areas,Cruisy Area,Wilkes-Barre,PA,1983,checked,NA,,6/6/2022 7:55am,"Rte. 11, PA",41.245915,-75.881307,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3894,'Rest Stop',,I-85,Cruising Areas,"Cruisy Area,(AYOR)",Greensboro,NC,1983,checked,NA,,6/2/2022 12:35pm,"I-85, NC",36.072635,-79.791975,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2563,'Rest Stop',Southbound at Herman &,Jan-95,Cruising Areas,Cruisy Area,Bangor,ME,1983,checked,NA,,5/18/2022 11:03am,"Jan-95, ME",44.801613,-68.771226,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5198,'Rest Stop',betw. Appleton & Green Bay,US Hwy. 41,Cruising Areas,Cruisy Area,Appleton,WI,1983,checked,NA,,6/12/2022 8:22am,"US Hwy. 41, WI",44.261931,-88.415385,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5211,'Rest Stop',(4 mi. W.),I-94,Cruising Areas,Cruisy Area,Kenosha,WI,1983,checked,NA,,6/12/2022 8:30am,"I-94, WI",42.584743,-87.821185,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4082,'Rest Stop',,Rt. 68,Cruising Areas,Cruisy Area,Findlay,OH,1983,checked,NA,,6/2/2022 4:00pm,"Rt. 68, OH",41.04422,-83.649932,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1787,'Rest Stop',next to Gulf Coast College at foot of bay bridge - E.,,Cruising Areas,Cruisy Area,Panama City,FL,1983,checked,NA,,3/29/2022 2:31pm,", FL",30.176591,-85.805488,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2831,'Rest Stop',E & W (AYOR),Rte. I-95,Cruising Areas,"Cruisy Area,(AYOR)",Seekonk,MA,1983,checked,NA,,5/19/2022 2:13pm,"Rte. I-95, MA",41.808434,-71.336997,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2845,'Rest Stop',,Rte. 1-95 E,Cruising Areas,"Cruisy Area,(AYOR)",Swansea,MA,1983,checked,NA,,5/19/2022 2:17pm,"Rte. 1-95 E, MA",41.748162,-71.189562,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3090,'Rest Stop',,I-55 S.,Cruising Areas,Cruisy Area,Oxford,MS,1983,checked,NA,,5/23/2022 6:45pm,"I-55 S., MS",34.36683,-89.518635,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2428,'Rest Stop',westbound,I-20,Cruising Areas,Cruisy Area,Arcadia,LA,1983,checked,NA,,5/3/2022 4:47am,"I-20, LA",32.549041,-92.920158,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4996,'Rest Stop',,I-91,Cruising Areas,Cruisy Area,Springfield,VT,1983,checked,NA,,6/9/2022 10:12am,"I-91, VT",43.298408,-72.482312,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2551,'Rest Stop',,I-20 E.,Cruising Areas,Cruisy Area,Ruston,LA,1983,checked,NA,,5/17/2022 6:36pm,"I-20 E., LA",32.531825,-92.473759,unclear_coded_by_hand,Verified Location
3951,'Rest Stop',(N & S),I-77,Cruising Areas,Cruisy Area,Akron,OH,1983,checked,NA,,6/2/2022 1:23pm,"I-77, OH",41.081445,-81.519005,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4204,'Rest Stop',3 mi. N. (Both sides),I-5,Cruising Areas,"Cruisy Area,(AYOR)",Grants Pass,OR,1983,checked,NA,,6/3/2022 4:08pm,"I-5, OR",42.439007,-123.328392,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2860,'Rest Stop',on 140 (Upton),,Cruising Areas,Cruisy Area,Worcester,MA,1983,checked,NA,,5/20/2022 12:02pm,", MA",42.262593,-71.802293,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2841,'Rest Stop',betw. Northampton & Holyoke (Mass arrests),I-91 S.,Cruising Areas,"Cruisy Area,(AYOR)",Springfield,MA,1983,checked,NA,,5/18/2022 2:39pm,"I-91 S., MA",42.101483,-72.589811,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2364,'Rest Stop',7 mi. W.,Hwy. 160,Cruising Areas,Cruisy Area,Parsons,KS,1983,checked,NA,,5/2/2022 6:08am,"Hwy. 160, KS",37.340338,-95.261084,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3328,'Rest Stop',,Hwy. 23 N.,Cruising Areas,Cruisy Area,Butler,NJ,1983,checked,NA,,5/26/2022 8:04am,"Hwy. 23 N., NJ",41.003709,-74.341539,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2586,'Rest Stop',,US 1 - S.,Cruising Areas,"Cruisy Area,(AYOR)",Ogunquit,ME,1983,checked,NA,,5/18/2022 11:18am,"US 1 - S., ME",43.246835,-70.598622,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4123,'Rest Stop',,Rte. 3 S.,Cruising Areas,Cruisy Area,Wooster,OH,1983,checked,NA,,6/2/2022 4:36pm,"Rte. 3 S., OH",40.805057,-81.935143,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
167,'Rest Stop',Hwy 80 N.,,Cruising Areas,"Cruisy Area,(AYOR)",Tempe,AZ,1983,checked,NA,,2/10/2022 6:46am,", AZ",33.42551,-111.940005,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2567,'Rest Stop',betw. Bath & Brunswick (S.),US 1,Cruising Areas,Cruisy Area,Brunswick,ME,1983,checked,NA,,5/18/2022 11:11am,"US 1, ME",43.914016,-69.966996,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2561,'Rest Stop',at Sidney (Southbound),I-95,Cruising Areas,Cruisy Area,Augusta,ME,1983,checked,NA,,5/18/2022 12:40pm,"I-95, ME",44.310624,-69.77949,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4092,'Rest Stop',,Rt. 23 S.,Cruising Areas,Cruisy Area,Marion,OH,1983,checked,NA,,6/2/2022 4:14pm,"Rt. 23 S., OH",40.58867,-83.128524,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4878,'Rest Stop',,I-20 E.,Cruising Areas,Cruisy Area,Longview,TX,1983,checked,NA,,6/8/2022 8:47am,"I-20 E., TX",32.500704,-94.740489,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5207,'Rest Stop',eastside nr. city limits,Wise. 141,Cruising Areas,Cruisy Area,Green Bay,WI,1983,checked,NA,,6/12/2022 8:27am,"Wise. 141, WI",44.513319,-88.013296,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5206,'Rest Stop',S. of DePere (AYOR - many arrests),US 41,Cruising Areas,"Cruisy Area,(AYOR)",Green Bay,WI,1983,checked,NA,,6/12/2022 8:27am,"US 41, WI",44.513319,-88.013296,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3963,'Rest Stop',1 1/2 mi. W.,Rte. 127,Cruising Areas,Cruisy Area,Carthegena,OH,1983,checked,NA,,6/2/2022 2:25pm,"Rte. 127, OH",40.437845,-84.562182,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1784,'Rest Stop',on I-4 Buena Vista,,Cruising Areas,"Cruisy Area,(AYOR)",Orlando,FL,1983,checked,NA,,3/29/2022 2:11pm,", FL",28.538383,-81.378927,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2848,'Rest Stop',,Rte. 146,Cruising Areas,Cruisy Area,Uxbridge,MA,1983,checked,NA,,5/19/2022 2:18pm,"Rte. 146, MA",42.077243,-71.630253,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2192,'Rest Stop',6 mi. N.,US 67,Cruising Areas,Cruisy Area,Macomb,IL,1983,checked,NA,,4/14/2022 5:59am,"US 67, IL",40.459208,-90.671797,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3060,'Rest Stop',(Both sides),I-55 N.,Cruising Areas,Cruisy Area,Batesville,MS,1983,checked,NA,,5/23/2022 11:14am,"I-55 N., MS",34.311498,-89.944257,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4090,'Rest Stop',,I-71 & US 30,Cruising Areas,Cruisy Area,Mansfield,OH,1983,checked,NA,,6/2/2022 4:07pm,"I-71 & US 30, OH",40.779654,-82.419918,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4095,'Rest Stop',just S. of 271,Hwy. 77,Cruising Areas,Cruisy Area,Richfield,OH,1983,checked,NA,,6/2/2022 4:17pm,"Hwy. 77, OH",41.239777,-81.638178,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4893,'Rest Stop',10 mi. S.,US-59,Cruising Areas,Cruisy Area,Nacogdoches,TX,1983,checked,NA,,6/8/2022 9:10am,"US-59, TX",31.603513,-94.655487,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4283,'Rest Stop',Southbound,I-81,Cruising Areas,Cruisy Area,Chambersburg,PA,1983,checked,NA,,6/4/2022 7:15am,"I-81, PA",39.937591,-77.661102,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5179,'Rest Stop',,Rt. 15 - S.,Cruising Areas,Cruisy Area,Findlay,OH,1983,checked,NA,,6/2/2022 4:00pm,"Rt. 15 - S., OH",41.04422,-83.649932,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3826,'Rest Stop',15 mi. N.,I-684,Cruising Areas,Cruisy Area,White Plains,NY,1983,checked,NA,,6/1/2022 1:51pm,"I-684, NY",41.033986,-73.76291,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2355,'Rest Stop',2 mi. W. of town,I-70,Cruising Areas,Cruisy Area,Junction City,KS,1983,checked,NA,,5/2/2022 5:12am,"I-70, KS",39.028609,-96.831398,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2375,'Rest Stop',,Old Hwy. 75,Cruising Areas,Cruisy Area,Wakarusa,KS,1983,checked,NA,,5/2/2022 5:59pm,"Old Hwy. 75, KS",38.885694,-95.696034,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4527,'Rest Stop',on 1-26 S.,,Cruising Areas,Cruisy Area,Columbia,SC,1983,checked,NA,,6/6/2022 9:30am,", SC",34.00071,-81.034814,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3086,'Rest Stop',,I-20,Cruising Areas,Cruisy Area,Morton,MS,1983,checked,NA,,5/23/2022 6:44pm,"I-20, MS",32.353756,-89.654517,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1947,'Rest Stop',by Macon bypass,I-75 N.,Cruising Areas,Cruisy Area,Macon,GA,1983,checked,NA,,4/12/2022 5:25am,"I-75 N., GA",32.840695,-83.632402,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2739,'Rest Stop',,Hwy. 91,Cruising Areas,"Cruisy Area,(AYOR)",Northampton,MA,1983,checked,NA,,5/19/2022 2:24pm,"Hwy. 91, MA",42.32509,-72.641201,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4407,'Rest Stop' & woods,"behind I-81, betw. exit 31 & 32",,Cruising Areas,Cruisy Area,Pine Grove,PA,1983,checked,NA,,6/4/2022 9:08am,", PA",40.548423,-76.384678,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4993,'Rest Stops',on both sides of I-66,,Cruising Areas,Cruisy Area,Manassas,VA,1983,checked,NA,,6/9/2022 11:04am,", VA",38.750949,-77.475267,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3809,'Rest Stops',both sides - just W. of Shinnecock Canal,Sunrise Hwy. Ext.,Cruising Areas,Cruisy Area,The Hamptons,NY,1983,checked,NA,,6/1/2022 9:01am,"Sunrise Hwy. Ext., NY",40.963434,-72.184801,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1355,'Rest Stops',,Milford & Fairfield,Cruising Areas,Cruisy Area,Bridgeport,CT,1983,checked,NA,,3/12/2022 7:09am,"Milford & Fairfield, CT",41.179226,-73.189438,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5058,'Rest Stops',I-5 N. & S. about 5 mi.,,Cruising Areas,Cruisy Area,Blaine,WA,1983,checked,NA,,6/9/2022 12:46pm,", WA",48.993723,-122.747119,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2726,'Rest Stops',(nr. Chelmsford) (N. Chelmsford),I-495 & Rte. 3,Cruising Areas,Cruisy Area,Lowell,MA,1983,checked,NA,,5/19/2022 12:45pm,"I-495 & Rte. 3, MA",42.633425,-71.316172,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4267,'Rest Stops',betw. Salem & Portland - also betw. Salem & Albany (both sides - discretion),I-5,Cruising Areas,Cruisy Area,Salem,OR,1983,checked,NA,,6/4/2022 6:27am,"I-5, OR",44.942898,-123.035096,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
