ID,title,description,amenityfeatures,streetaddress,type,city,state,unclearaddress,Year,uncleartype,notes,lastmodified,full.address,lon,lat,geoAddress,status
1900,Parliament House,(Disco) (H-120 rooms) (Fun!) (305)425-7571,"(*),(YC),(S),(E),(R)",410 N. Orange Blossom Trail,Restaurant,Orlando,FL,NA,1989,NA,,6/30/2022 2:36pm,"410 N. Orange Blossom Trail, Orlando, FL",-81.3976487,28.5479123,"410 n orange blossom trail, orlando, fl 32805, usa",Geocoded
1901,Queen of Club,,(L),1601 S. Orlando Ave.,Bars/Clubs,Orlando,FL,NA,1989,NA,,6/30/2022 2:37pm,"1601 S. Orlando Ave., Orlando, FL",-81.364868,28.5827129,"1601 s orlando ave, winter park, fl 32789, usa",Geocoded
1902,Silver Hammer,(Levi),"(W),(PT),(*)",1300 N. Mills Ave.,Bars/Clubs,Orlando,FL,NA,1989,NA,,6/30/2022 2:37pm,"1300 N. Mills Ave., Orlando, FL",-81.3646428,28.5622788,"1300 n mills ave, orlando, fl 32803, usa",Geocoded
1903,Southern Nights,(Disco) (Some L) (Wed*),"(M),(S),(R),(L),(*)",375 S. Bumby Ave.,Restaurant,Orlando,FL,NA,1989,NA,,6/30/2022 2:36pm,"375 S. Bumby Ave., Orlando, FL",-81.3515575,28.5390305,"375 s bumby ave, orlando, fl 32803, usa",Geocoded
1904,Thunders,(Go go boys) (Patio),"(PT),(*)",3700 S. Orange Blossom Trail,Bars/Clubs,Orlando,FL,NA,1989,NA,,6/30/2022 2:38pm,"3700 S. Orange Blossom Trail, Orlando, FL",-81.3974675,28.5049911,"3700 s orange blossom trail, orlando, fl 32839, usa",Geocoded
1905,'Rest Stop',on I-4 Buena Vista,"Cruisy Area,(AYOR)",,Cruising Areas,Orlando,FL,checked,1989,NA,,2/7/2023 2:17pm,", FL",-81.378927,28.538383,unclear_coded_by_hand,General Coordinates Used
1906,Altemonte Mall,Mall News & North end,Cruisy Area,,Cruising Areas,Orlando,FL,checked,1989,NA,,2/7/2023 2:17pm,", FL",-81.377404,28.666612,unclear_coded_by_hand,Found
1907,Colonial Plaza Shopping Mall,,Cruisy Area,,Cruising Areas,Orlando,FL,checked,1989,NA,,2/7/2023 2:17pm,", FL",-81.351413,28.551334,unclear_coded_by_hand,Found
1908,Eola Park & Drive,,Cruisy Area,,Cruising Areas,Orlando,FL,checked,1989,NA,,2/7/2023 2:17pm,", FL",-81.379236,28.538336,unclear_coded_by_hand,General Coordinates Used
1909,Fashion Square Shopping Mall,,Cruisy Area,,Cruising Areas,Orlando,FL,checked,1989,NA,,2/7/2023 2:18pm,", FL",-81.340593,28.555765,unclear_coded_by_hand,Found
1910,Gold Rush Saloon,(A1A at Granada),,,Bars/Clubs,Ormond Beach,FL,checked,1989,NA,,3/3/2023 10:53pm,", FL",-81.055889,29.285813,unclear_coded_by_hand,General Coordinates Used
1911,Blue Heron,Hwy 98 (Phillips Inlet),"(M),(R)",,Restaurant,Panama City,FL,checked,1989,NA,,2/7/2023 2:18pm,", FL",-85.805488,30.176591,unclear_coded_by_hand,General Coordinates Used
1912,Fiesta Room,,"(*),(D),(S)",110 Harrison Ave.,Bars/Clubs,Panama City,FL,NA,1989,NA,,6/30/2022 2:35pm,"110 Harrison Ave., Panama City, FL",-85.6618236,30.1537029,"110 harrison ave, panama city, fl 32401, usa",Geocoded
1913,Grande Gulf Motel,,"(M),(H)",6014 Thomas Dr.,Hotel,Panama City,FL,NA,1989,NA,,6/30/2022 2:38pm,"6014 Thomas Dr., Panama City, FL",-85.7623099,30.1493574,"6014 thomas dr, panama city, fl 32408, usa",Geocoded
1914,La Royale Lounge & Liquor Store,,"(*),(D),(PT)",100 Harrison,Bars/Clubs,Panama City,FL,NA,1989,NA,,6/30/2022 2:35pm,"100 Harrison, Panama City, FL",-85.6579362,30.1942936,"100 harrison pl, panama city, fl 32405, usa",Geocoded
1915,McKenzie Park,,Cruisy Area,,Cruising Areas,Panama City,FL,checked,1989,NA,,2/7/2023 2:18pm,", FL",-85.660499,30.154002,unclear_coded_by_hand,General Coordinates Used
1916,New Municipal Pier,,Cruisy Area,,Cruising Areas,Panama City,FL,checked,1989,NA,,2/7/2023 2:18pm,", FL",-85.805488,30.176591,unclear_coded_by_hand,General Coordinates Used
1917,Phillip's Inlet County Beach,1/2 mi. W. of Ramsgate Harbor Condos,Cruisy Area,,Cruising Areas,Panama City,FL,checked,1989,NA,,2/7/2023 2:18pm,", FL",-85.805488,30.176591,unclear_coded_by_hand,General Coordinates Used
1918,Roadside Park,nr. Tyndall A.F.B.,Cruisy Area,,Cruising Areas,Panama City,FL,checked,1989,NA,,2/7/2023 2:19pm,", FL",-87.095772,30.951982,unclear_coded_by_hand,Found
1919,Vocational School,Rte. 98,Cruisy Area,,Cruising Areas,Panama City,FL,checked,1989,NA,,3/3/2023 10:36pm,", FL",-85.660206,30.158813,unclear_coded_by_hand,General Coordinates Used
1920,All Travel,,(IGTA),2570 South Park Rd.,Travel Agency,Pembroke Park,FL,NA,1989,NA,,6/30/2022 2:37pm,"2570 South Park Rd., Pembroke Park, FL",-80.171224,25.9874554,"2570 s park rd, hallandale beach, fl 33009, usa",Geocoded
1921,Bottle Shop,(Cruisy),(N),4024 Mobile Hwy,"Bars/Clubs,Cruising Areas",Pensacola,FL,NA,1989,NA,,6/30/2022 2:38pm,"4024 Mobile Hwy, Pensacola, FL",-87.2688414,30.4281591,"4024 mobile hwy, pensacola, fl 32506, usa",Geocoded
1922,Dignity,,,"P.O. Box 9244, 32503",Religious Institution,Pensacola,FL,checked,1989,NA,,2/10/2023 12:51pm,"P.O. Box 9244, 32503, FL",-87.216915,30.421309,unclear_coded_by_hand,General Coordinates Used
1923,Fancy Free,(Disco),"(S),(R),(*)",4026 Mobile Hwy,Restaurant,Pensacola,FL,NA,1989,NA,,6/30/2022 2:38pm,"4026 Mobile Hwy, Pensacola, FL",-87.2675981,30.4272126,"4026 mobile hwy, pensacola, fl 32506, usa",Geocoded
1924,Job Site,Behind Red Carpet,"(W),(RT)",,Bars/Clubs,Pensacola,FL,checked,1989,NA,,2/10/2023 12:52pm,", FL",-87.216915,30.421309,unclear_coded_by_hand,General Coordinates Used
1925,M.C.C.,(904)433-8528,(MCC),415 Alcaniz,Religious Institution,Pensacola,FL,NA,1989,NA,,6/30/2022 2:36pm,"415 Alcaniz, Pensacola, FL",-87.2117292,30.4191947,"415 n alcaniz st, pensacola, fl 32501, usa",Geocoded
1926,Nite Owl,(Some L) (AH*) Intendencia & Jefferson,"(M),(L),BYOB,(AH),(*)",,Bars/Clubs,Pensacola,FL,checked,1989,NA,,2/10/2023 12:52pm,", FL",-87.21323,30.410485,unclear_coded_by_hand,Found
1927,Quiet Village Inn,(Sun. buffet) (WE*),"(D),(S),(WE),(*)",3107 E. Cervantes,Bars/Clubs,Pensacola,FL,checked,1989,NA,,3/3/2023 10:37pm,"3107 E. Cervantes, FL",-87.179971,30.424902,unclear_coded_by_hand,Found
1928,Red Carpet,,"(PT),(L)",204 Old Cory Rd.,Bars/Clubs,Pensacola,FL,NA,1989,NA,,6/30/2022 2:36pm,"204 Old Cory Rd., Pensacola, FL",-87.2738579,30.404382,"204 s old corry field rd, pensacola, fl 32507, usa",Geocoded
1929,Red Garter,(Disco),"(*),(YC),(S)",500 S. Palafox,Bars/Clubs,Pensacola,FL,NA,1989,NA,,6/30/2022 2:36pm,"500 S. Palafox, Pensacola, FL",-87.2138807,30.4073805,"500 s palafox st, pensacola, fl 32502, usa",Geocoded
1930,Roundup,,"(W),(SM),(PT),(*)",706 E. Gregory,Bars/Clubs,Pensacola,FL,NA,1989,NA,,6/30/2022 2:36pm,"706 E. Gregory, Pensacola, FL",-87.2007689,30.418403,"706 e gregory st, pensacola, fl 32502, usa",Geocoded
1931,Snoopy's,,"(D),(E)",720 W. Government,Bars/Clubs,Pensacola,FL,NA,1989,NA,,6/30/2022 2:36pm,"720 W. Government, Pensacola, FL",-87.2259671,30.4075681,"720 w government st, pensacola, fl 32502, usa",Geocoded
1932,The Office,(Cruisy),(OC),406 E. Wright,"Bars/Clubs,Cruising Areas",Pensacola,FL,NA,1989,NA,,6/30/2022 2:36pm,"406 E. Wright, Pensacola, FL",-87.2107431,30.4179381,"406 e wright st, pensacola, fl 32501, usa",Geocoded
1933,Beach in Santa Rosa Island,Ft. Picken's 'BA' Beach,Cruisy Area,,Cruising Areas,Pensacola,FL,checked,1989,NA,,2/10/2023 12:51pm,", FL",-87.216915,30.421309,unclear_coded_by_hand,General Coordinates Used
1934,Gay Dunes Beach,Dunes & Trails 7 mi. W. of Navarre Beach,Cruisy Area,,Cruising Areas,Pensacola,FL,checked,1989,NA,,2/10/2023 12:51pm,", FL",-87.216915,30.421309,unclear_coded_by_hand,General Coordinates Used
1935,Old Chimney,nr. bluff on scenic hwy,Cruisy Area,,Cruising Areas,Pensacola,FL,checked,1989,NA,,2/10/2023 12:52pm,", FL",-87.162497,30.48059,unclear_coded_by_hand,Found
1936,Pensacola Beach,,Cruisy Area,,Cruising Areas,Pensacola,FL,checked,1989,NA,,2/10/2023 12:52pm,", FL",-87.141109,30.333701,unclear_coded_by_hand,Found
1937,Florida Stepping Stones,(Referral service),,"P.O. BOx 478, 33492",Travel Agency,Port Salerno,FL,checked,1989,NA,,2/10/2023 12:52pm,"P.O. BOx 478, 33492, FL",-80.200601,27.144217,unclear_coded_by_hand,General Coordinates Used
1938,Mr. G's,(Wed.-Sat.) (Tiki lounge),"(R),(*)",2115 Tamiami Trail,Restaurant,Punta Gorda,FL,NA,1989,NA,,6/30/2022 2:37pm,"2115 Tamiami Trail, Punta Gorda, FL",-82.0478123,26.9191641,"2115 tamiami trail, punta gorda, fl 33950, usa",Geocoded
1939,Adult Entertainment Center,,,7338 S. Tamiami Trail,Erotic Shop,Sarasota,FL,NA,1989,NA,,6/30/2022 2:38pm,"7338 S. Tamiami Trail, Sarasota, FL",-82.5135205,27.2485929,"7338 s tamiami trail, sarasota, fl 34231, usa",Geocoded
1940,Celebrity's,,"(D),(E),(R)",1359 1/2 Main St.,Restaurant,Sarasota,FL,NA,1989,NA,,6/30/2022 2:37pm,"1359 1/2 Main St., Sarasota, FL",-82.5433576,27.336051,"1359 main st, sarasota, fl 34236, usa",Geocoded
1941,Dignity,,,"P.O. Box 2491, 33578",Religious Institution,Sarasota,FL,checked,1989,NA,,2/10/2023 12:52pm,"P.O. Box 2491, 33578, FL",-82.531012,27.336465,unclear_coded_by_hand,General Coordinates Used
1942,Dominion,(Publication) (813) 365-GALA,,"P.O. Box 15851, 33579",Publication,Sarasota,FL,checked,1989,NA,,2/10/2023 12:52pm,"P.O. Box 15851, 33579, FL",-82.531012,27.336465,unclear_coded_by_hand,General Coordinates Used
1943,J.J.'s Pub,,"(PT),(L)",1330 27th Ave.,Bars/Clubs,Sarasota,FL,NA,1989,NA,,6/30/2022 2:37pm,"1330 27th Ave., Sarasota, FL",-82.5310117,27.336465,"sarasota, fl, usa",Geocoded
1944,La Salle Motel,,"(M),(H)",714 N. Tamiami Trail,Hotel,Sarasota,FL,NA,1989,NA,,6/30/2022 2:36pm,"714 N. Tamiami Trail, Sarasota, FL",-82.5466032,27.3422884,"714 n tamiami trail, sarasota, fl 34236, usa",Geocoded
1945,M.C.C.,(813) 746-7833,(MCC),"P.O. Box 1144, 33578",Religious Institution,Sarasota,FL,checked,1989,NA,,3/3/2023 10:38pm,"P.O. Box 1144, 33578, FL",-82.531012,27.336465,unclear_coded_by_hand,General Coordinates Used
1946,Stingers,(Disco),"(YC),(*)",101 Central Ave.,Bars/Clubs,Sarasota,FL,NA,1989,NA,at 1st,6/30/2022 2:35pm,"101 Central Ave., Sarasota, FL",-82.5426733,27.3372658,"101 central ave, sarasota, fl 34236, usa",Geocoded
1947,Gulfstream Ave.,parking lot - Ringling Blvd. & Gulf Stream,Cruisy Area,,Cruising Areas,Sarasota,FL,checked,1989,NA,,2/10/2023 12:53pm,", FL",-82.531012,27.336465,unclear_coded_by_hand,General Coordinates Used
1948,North Lido Beach Woods,,"Cruisy Area,(AYOR)",,Cruising Areas,Sarasota,FL,checked,1989,NA,,2/10/2023 12:53pm,", FL",-82.581975,27.319488,unclear_coded_by_hand,Found
1949,Palm Ave.,N. Lido Beach (Hustlers),"Cruisy Area,(AYOR)",,Cruising Areas,Sarasota,FL,checked,1989,NA,,2/10/2023 12:53pm,", FL",-82.531012,27.336465,unclear_coded_by_hand,General Coordinates Used
1950,Adult Books & Movies,,(M),1427 Fourth St.,"Book Store,Erotic Shop,Theatre",St. Petersburg,FL,NA,1989,NA,,7/19/2022 12:52pm,"1427 Fourth St., St. Petersburg, FL",-82.638585,27.7566135,"1427 4th st s, st. petersburg, fl 33701, usa",Geocoded
1951,Backstreet Mall,(Disco) (at Central),"(YC),(S),(*)",22 5th St. N.,Bars/Clubs,St. Petersburg,FL,NA,1989,NA,,6/30/2022 2:35pm,"22 5th St. N., St. Petersburg, FL",-82.6407474,27.7816433,"22 5th st n, st. petersburg, fl 33701, usa",Geocoded
1952,Beaux Arts,(Movies & community events),,7711 60th St. N.,Theatre,Pinellis Park,FL,NA,1989,NA,,6/30/2022 2:38pm,"7711 60th St. N., Pinellis Park, FL",-82.7157073,27.8417239,"7711 60th st, pinellas park, fl 33781, usa",Geocoded
1953,Club,,"(D),(S),(R)",1113 Central Ave.,Restaurant,Pinellis Park,FL,NA,1989,NA,,6/30/2022 2:37pm,"1113 Central Ave., Pinellis Park, FL",-82.6995443,27.8428025,"pinellas park, fl, usa",Geocoded
1954,Engine Room,"(Some W, L)","(D),(W),(L)",1120 S. 4th St.,Bars/Clubs,Pinellis Park,FL,NA,1989,NA,,6/30/2022 2:37pm,"1120 S. 4th St., Pinellis Park, FL",-82.6999551,27.8558642,"1120 4th st, pinellas park, fl 33782, usa",Geocoded
1955,Gay Helpline,(813) 586-GAYS,,,Hotline,Pinellis Park,FL,checked,1989,NA,,3/3/2023 10:50pm,", FL",-82.630395,27.776953,unclear_coded_by_hand,General Coordinates Used
1956,Katzz,,"(S),(E),(*)",4918 22nd Ave. S.,Bars/Clubs,Pinellis Park,FL,NA,1989,NA,,6/30/2022 2:38pm,"4918 22nd Ave. S., Pinellis Park, FL",-82.6996993,27.7483021,"4918 22nd ave s, st. petersburg, fl 33711, usa",Geocoded
1957,M.C.C. King of Peace,,(MCC),4825 9th Ave. N.,Religious Institution,Pinellis Park,FL,NA,1989,NA,,6/30/2022 2:38pm,"4825 9th Ave. N., Pinellis Park, FL",-82.6992601,27.78123,"4825 9th ave n, st. petersburg, fl 33713, usa",Geocoded
1958,Marilyn's Closet,,"(M),(L),(PT)",8302 N. 4th St.,Bars/Clubs,Pinellis Park,FL,NA,1989,NA,,6/30/2022 2:38pm,"8302 N. 4th St., Pinellis Park, FL",-82.6998134,27.8559713,"8302 4th st, pinellas park, fl 33782, usa",Geocoded
1959,Stuffed Pepper,,"(N),(R)",2612 Central Ave.,Restaurant,Pinellis Park,FL,NA,1989,NA,,6/30/2022 2:37pm,"2612 Central Ave., Pinellis Park, FL",-82.6688562,27.7708093,"2612 central ave, st. petersburg, fl 33712, usa",Geocoded
1960,Suncoat Rawhide Club,(Social nudists),,"P.O. Box 2100, 33731",Bars/Clubs,Pinellis Park,FL,checked,1989,NA,,3/3/2023 10:52pm,"P.O. Box 2100, 33731, FL",-82.63552,27.770303,unclear_coded_by_hand,General Coordinates Used
1961,Bayshore Dr.,from 2nd to Vinay Park,Cruisy Area,,Cruising Areas,Pinellis Park,FL,checked,1989,NA,,3/3/2023 10:50pm,", FL",-82.630395,27.776953,unclear_coded_by_hand,General Coordinates Used
1962,Maximo Park,,Cruisy Area,,Cruising Areas,Pinellis Park,FL,checked,1989,NA,,3/3/2023 10:51pm,", FL",-82.681809,27.709228,unclear_coded_by_hand,Found
1963,Pass-a-Grille Beach,below 8th St.,Cruisy Area,,Cruising Areas,Pinellis Park,FL,checked,1989,NA,,3/3/2023 10:51pm,", FL",-82.736958,27.687149,unclear_coded_by_hand,General Coordinates Used
1964,Skyway Bridge Park,,Cruisy Area,,Cruising Areas,Pinellis Park,FL,checked,1989,NA,,3/3/2023 10:52pm,", FL",-82.630395,27.776953,unclear_coded_by_hand,General Coordinates Used
1965,Cape House,(813) 367-6971,(B&B),2800 Pass-a-Grille Way,Bars/Clubs,St. Petersburg Beach,FL,NA,1989,NA,,6/30/2022 2:37pm,"2800 Pass-a-Grille Way, St. Petersburg Beach, FL",-82.736512,27.7023381,"2800 pass a grille way, st pete beach, fl 33706, usa",Geocoded
1966,Lighted Tree Garden Bar,(Guest House) (Pass-a-Grille Beach),"(R),(*)",109 8th Ave.,Restaurant,St. Petersburg Beach,FL,NA,1989,NA,,6/30/2022 2:35pm,"109 8th Ave., St. Petersburg Beach, FL",-82.7371165,27.6882773,"109 8th ave, st pete beach, fl 33706, usa",Geocoded
1967,Club Park Ave.,(Disco) (Cruisy) (Grecian Gardens),"(*),(P),(YC)",115 E. Park Ave.,"Bars/Clubs,Cruising Areas",Tallahassee,FL,NA,1989,NA,,6/30/2022 2:35pm,"115 E. Park Ave., Tallahassee, FL",-84.2812627,30.4417455,"115 e park ave, tallahassee, fl 32303, usa",Geocoded
1968,M.C.C.,(904)877-5294,(MCC),,Religious Institution,Tallahassee,FL,checked,1989,NA,,2/10/2023 12:53pm,", FL",-84.280733,30.438256,unclear_coded_by_hand,Found
1969,Rubyfruit Books,,,866 W. Tennessee,Book Store,Tallahassee,FL,NA,1989,NA,,6/30/2022 2:36pm,"866 W. Tennessee, Tallahassee, FL",-84.2971447,30.4457221,"866 w tennessee st, tallahassee, fl 32304, usa",Geocoded
1970,Simon Malone's,,"(M),(R)",1433 Lafayette St.,Restaurant,Tallahassee,FL,NA,1989,NA,,6/30/2022 2:37pm,"1433 Lafayette St., Tallahassee, FL",-84.2566365,30.4338132,"1433 e lafayette st, tallahassee, fl 32301, usa",Geocoded
1971,'Rest Stop',on US 27 S.,Cruisy Area,,Cruising Areas,Tallahassee,FL,checked,1989,NA,,2/10/2023 12:53pm,", FL",-84.280733,30.438256,unclear_coded_by_hand,General Coordinates Used
1972,Cliff's Gym,,"Cruisy Area,(AYOR)",1839 W. Tennessee,Cruising Areas,Tallahassee,FL,checked,1989,NA,,3/3/2023 10:39pm,"1839 W. Tennessee, FL",-84.313454,30.448994,unclear_coded_by_hand,Found
1973,Florida St. U.,3rd floor Library,Cruisy Area,,Cruising Areas,Tallahassee,FL,checked,1989,NA,,2/10/2023 12:53pm,", FL",-84.29498,30.443062,unclear_coded_by_hand,Found
1974,Last Lake,S.W. on Rt. 373,Cruisy Area,,Cruising Areas,Tallahassee,FL,checked,1989,NA,,3/3/2023 10:39pm,", FL",-84.280733,30.438256,unclear_coded_by_hand,General Coordinates Used
1975,Park,by P.O. opp. Club Park Ave.,Cruisy Area,,Cruising Areas,Tallahassee,FL,checked,1989,NA,,2/10/2023 12:53pm,", FL",-84.280733,30.438256,unclear_coded_by_hand,General Coordinates Used
1976,Tallahassee Mall,(Weekday eves.),Cruisy Area,,Cruising Areas,Tallahassee,FL,checked,1989,NA,,2/10/2023 12:54pm,", FL",-84.290268,30.4757,unclear_coded_by_hand,Found
1977,Baxter's,(Hot cocktail hour) (Cruisy),"(*),(E)",714 S. Dale Mabry,"Bars/Clubs,Cruising Areas",Tampa,FL,NA,1989,NA,,6/30/2022 2:36pm,"714 S. Dale Mabry, Tampa, FL",-82.5053379,27.9368233,"714 s dale mabry hwy, tampa, fl 33609, usa",Geocoded
1978,Bay Area Rights Council,,,"P.O. Box 947, 33601",Organization,Tampa,FL,checked,1989,NA,,2/10/2023 12:54pm,"P.O. Box 947, 33601, FL",-82.457178,27.950575,unclear_coded_by_hand,General Coordinates Used
1979,Club 2606,(Levi),"(W),(SM),(*)",2606 N. Armenia,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:37pm,"2606 N. Armenia, Tampa, FL",-82.4851321,27.9639261,"2606 n armenia ave, tampa, fl 33607, usa",Geocoded
1980,Club Tampa Health Club,(Spa),(*),215 N. 11th St.,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:36pm,"215 N. 11th St., Tampa, FL",-82.4473903,27.9495484,"215 n 11th st, tampa, fl 33602, usa",Geocoded
1981,Dignity,,,"P.O. Box 3306, 33601",Religious Institution,Tampa,FL,checked,1989,NA,,2/10/2023 12:54pm,"P.O. Box 3306, 33601, FL",-82.457178,27.950575,unclear_coded_by_hand,General Coordinates Used
1982,Fraternity House,"(Some OC, Hustlers) (WE*)","(OC),(WE),(*)",1806 W. Platt,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:37pm,"1806 W. Platt, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa",Geocoded
1983,Gay/Lesbian Coalition,(813) 974-GAYS,,,Organization,Tampa,FL,checked,1989,NA,,2/10/2023 12:54pm,", FL",-82.457178,27.950575,unclear_coded_by_hand,General Coordinates Used
1984,Gay Hotline,(7pm-11pm) (813)229-8839,,,Hotline,Tampa,FL,checked,1989,NA,,2/10/2023 12:54pm,", FL",-82.457178,27.950575,unclear_coded_by_hand,General Coordinates Used
1985,Howard Avenue Station,,"(S),(D),(*)",3003 N. Howard Ave.,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:37pm,"3003 N. Howard Ave., Tampa, FL",-82.482619,27.9671249,"3003 n howard ave, tampa, fl 33607, usa",Geocoded
1986,Impulse,,(D),2201 N. 15th St.,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:37pm,"2201 N. 15th St., Tampa, FL",-82.442746,27.963327,"2201 n 15th st, tampa, fl 33605, usa",Geocoded
1987,M.C.C.,(813) 839-5939,(MCC),2904 Concordia Ave.,Religious Institution,Tampa,FL,NA,1989,NA,,6/30/2022 2:37pm,"2904 Concordia Ave., Tampa, FL",-82.4984133,27.9202213,"2904 s concordia ave, tampa, fl 33629, usa",Geocoded
1988,Moody's,,(R),108 N. Moody Ave.,Restaurant,Tampa,FL,NA,1989,NA,,6/30/2022 2:35pm,"108 N. Moody Ave., Tampa, FL",-82.4840197,27.9448909,"108 n moody ave, tampa, fl 33609, usa",Geocoded
1989,Northside Lounge,,"(M),(N),(L)",9002 N. Florida Ave.,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:38pm,"9002 N. Florida Ave., Tampa, FL",-82.4598019,28.0313358,"9002 n florida ave, tampa, fl 33604, usa",Geocoded
1990,Paradise,(Some L),"(D),(S),(L)",14802 N. Nebraska,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:38pm,"14802 N. Nebraska, Tampa, FL",-82.4517071,28.083285,"14802 n nebraska ave, tampa, fl 33613, usa",Geocoded
1991,Rene's,"(Disco) (Some B, L)","(B),(L)",2605 W. Kennedy,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:37pm,"2605 W. Kennedy, Tampa, FL",-82.4869759,27.9451655,"2605 w kennedy blvd, tampa, fl 33609, usa",Geocoded
1992,Sahara,,"(L),(D)",4043 W. Kennedy,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:38pm,"4043 W. Kennedy, Tampa, FL",-82.5115436,27.9448917,"4043 w kennedy blvd, tampa, fl 33609, usa",Geocoded
1993,Supply House,(Leather boutique) At Club 2606,(*),,Bars/Clubs,Tampa,FL,checked,1989,NA,,3/3/2023 10:41pm,", FL",-82.457178,27.950575,unclear_coded_by_hand,General Coordinates Used
1994,Tampa Bay Business Guild,,,1222 S. Dale Mabry #656,Business,Tampa,FL,NA,1989,NA,,6/30/2022 2:37pm,"1222 S. Dale Mabry #656, Tampa, FL",-82.505539,27.93128,NA,Geocoded
1995,The Bridge,,"(P),(AH),BYOB,(D),(S)",5519 W. Hillsborough,Bars/Clubs,Tampa,FL,NA,1989,NA,,6/30/2022 2:38pm,"5519 W. Hillsborough, Tampa, FL",-82.5369307,27.9968733,"5519 w hillsborough ave, tampa, fl 33634, usa",Geocoded
1996,Tracks/El Goya,(Disco),"(*),(YC),(S)",1430 E. 7th Ave.,Bars/Clubs,Ybor City,FL,NA,1989,NA,,6/30/2022 2:37pm,"1430 E. 7th Ave., Ybor City, FL",-82.4431492,27.9604931,"1430 e 7th ave, tampa, fl 33605, usa",Geocoded
1997,Tropical Heatwave,,"(S),(L)",900 N. Dale Mabry,Bars/Clubs,Ybor City,FL,NA,1989,NA,,6/30/2022 2:36pm,"900 N. Dale Mabry, Ybor City, FL",-82.5061078,27.9517512,"900 n dale mabry hwy, tampa, fl 33609, usa",Geocoded
1998,Village Mining Co.,(Cruisy) (Sultry),"(*),(PT)",,"Bars/Clubs,Cruising Areas",Ybor City,FL,checked,1989,NA,,3/3/2023 10:48pm,", FL",-82.465836,28.014924,unclear_coded_by_hand,General Coordinates Used
1999,Village Station,(Disco) (Fun!),"(*),(YC)",1725 W. Kennedy,Bars/Clubs,Ybor City,FL,NA,1989,NA,,6/30/2022 2:37pm,"1725 W. Kennedy, Ybor City, FL",-82.4259518,27.9645757,"ybor city, tampa, fl, usa",Geocoded
2000,Ballast Point,,Cruisy Area,,Cruising Areas,Ybor City,FL,checked,1989,NA,,3/3/2023 10:46pm,", FL",-82.425952,27.964576,unclear_coded_by_hand,General Coordinates Used
2001,Ben T. Davis Beach,Campbell Causeway,"Cruisy Area,(AYOR)",,Cruising Areas,Ybor City,FL,checked,1989,NA,,3/3/2023 10:46pm,", FL",-82.579284,27.970749,unclear_coded_by_hand,Found
2002,Horizon Park,,Cruisy Area,,Cruising Areas,Ybor City,FL,checked,1989,NA,,3/3/2023 10:47pm,", FL",-82.425952,27.964576,unclear_coded_by_hand,General Coordinates Used
2003,Lowery Park,nr. book store,Cruisy Area,,Cruising Areas,Ybor City,FL,checked,1989,NA,,3/3/2023 10:47pm,", FL",-82.465836,28.014924,unclear_coded_by_hand,General Coordinates Used
2004,U. of S. Fla.,nr. book store,Cruisy Area,,Cruising Areas,Ybor City,FL,checked,1989,NA,,3/3/2023 10:48pm,", FL",-82.413854,28.058703,unclear_coded_by_hand,Found
2005,W. Kennedy Ave.,,Cruisy Area,1700-2100,Cruising Areas,Ybor City,FL,checked,1989,NA,,3/3/2023 10:49pm,"1700-2100, FL",-82.480917,27.944675,unclear_coded_by_hand,General Coordinates Used
2006,Adult Book Store,,,4412 US Hwy 19,"Book Store,Erotic Shop",Tampa Springs,FL,NA,1989,NA,,7/19/2022 12:51pm,"4412 US Hwy 19, Tampa Springs, FL",-82.7338696,28.2231701,"4412 us-19, port richey, fl 34652, usa",Geocoded
2007,Playlinda Beach,Canaveral National Seashore- Lot#18-Walk 3 mi. ('BA'),"Cruisy Area,(BA)",,Cruising Areas,Titusville,FL,checked,1989,NA,,2/10/2023 12:56pm,", FL",-80.807554,28.612219,unclear_coded_by_hand,General Coordinates Used
2008,'Rest Stop',"on I-75, Exit 34 (back lot)",Cruisy Area,,Cruising Areas,Venice,FL,checked,1989,NA,,2/10/2023 12:54pm,", FL",-82.454263,27.099778,unclear_coded_by_hand,General Coordinates Used
