"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","notes","unclear_address","full.address","geoAddress"
"Pine Grove ","General Coordinates Used","betw. Surf & Oakdale","",41.878114,-87.629798,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Wiebolt's Dept. Store ","General Coordinates Used","(Downtown)(2nd floor T-Room)","",41.878114,-87.629798,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Prairie St. ","General Coordinates Used","(Downtown)","",39.840315,-88.9548,"Decatur","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Monks Mound St. Park ","Found","","",38.659368,-90.060521,"East St. Louis","IL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Northwestern U. ","Found","T-Rooms at Deering Library (1st floor) ","",42.053207,-87.675528,"Evanston","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Triangular Park ","Found","Sheridan & Church","",42.046554,-87.674137,"Evanston","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Northwestern U. ","General Coordinates Used","Music Bldg. (3rd floor)","",42.056459,-87.675267,"Evanston","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Dunlap Motor Inn ","General Coordinates Used","T-Room","",39.733936,-90.22901,"Jacksonville","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Airie Crown Forest Preserve","Found","(Summers)","",41.768373,-87.87216,"La Grange","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","","US 51 South",41.36215,-89.041825,"La Salle","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"The Regulator ","Found","","1400 W. Jackson",40.458623,-90.69137,"Macomb","IL","(YC),(M)","Bars/Clubs",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","6 mi. N.","US 67",40.459208,-90.671797,"Macomb","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","(Avoid-Fuzz - AYOR)","US 34 East ",40.911427,-90.647358,"Monmouth","IL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","5 mi. E.","Hwy. 15",38.317271,-88.90312,"Mt. Vernon","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Detweiller Park ","Found","(Days)","",40.792304,-89.579344,"Peoria","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Peoria Hilton Hotel","Found","'block'","",40.693889,-89.592222,"Peoria","IL","Cruisy Area","Cruising Areas,Hotel",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","betw. Peoria & Bloomington","I-74",40.693649,-89.588986,"Peoria","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Madison & Monroe","General Coordinates Used","","",40.693649,-89.588986,"Peoria","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Parking lot ","General Coordinates Used","opp. Sears by river","",40.693649,-89.588986,"Peoria","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ramada Inn Disco ","General Coordinates Used","bar","",40.693649,-89.588986,"Peoria","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Downtown Square Park ","Found","","",39.932637,-91.409247,"Quincy","IL","Cruisy Area,(RT),(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Highland Park","Found","","",42.273647,-89.047466,"Rockford","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Amtrak Station ","Found","","",39.802343,-89.651328,"Springfield","IL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Douglass Park","Found","","",39.806621,-89.666926,"Springfield","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Lake Springfield","Found","","",39.707881,-89.601617,"Springfield","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Illinois Beach St. Park ","Found","Trails & bird sanctuary","",42.423663,-87.805302,"Waukegan","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"RR Station ","Found","at Great Lakes Naval Base ('seafood')","",42.30698,-87.846443,"Waukegan","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","nr. Zion","I-94, N.",42.363633,-87.844794,"Waukegan","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Outpost","General Coordinates Used","","Merivale Rd.",41.692538,-86.977532,"Beverly Shores","IN","(M),(R)","Restaurant",1981,"",NA,NA,NA
"The Dunes","General Coordinates Used","Lake Shore County Road","",41.692538,-86.977532,"Beverly Shores","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Indiana ","Found","Student Union Bldg.-T-Rooms","",39.167135,-86.525569,"Bloomington","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Block ","General Coordinates Used","around Monroe Public Library","",39.165325,-86.526386,"Bloomington","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Doc Johnson's ","General Coordinates Used","(Books 'n' things) ","14th & College",39.165325,-86.526386,"Bloomington","IN","(M)","Book Store",1981,"",NA,NA,NA
"Hour House ","General Coordinates Used","(Open 24 hrs.)","Atwater & Woodlawn",39.165325,-86.526386,"Bloomington","IN","(M),(R)","Restaurant",1981,"",NA,NA,NA
"Kirkwood Ave.","General Coordinates Used","","",39.165325,-86.526386,"Bloomington","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Rock Quarries","General Coordinates Used","'Skinny dipping'","",39.165325,-86.526386,"Bloomington","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mesker Park","Found","","",37.99634,-87.606021,"Evansville ","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Studio Art Theatre ","Found","","W. Franklin St.",37.980841,-87.596296,"Evansville ","IN","","Theatre",1981,"Found on cinematreasures.org: http://cinematreasures.org/theaters/20280",NA,NA,NA
"Main St.","General Coordinates Used","","",37.971559,-87.57109,"Evansville ","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"The Levee","General Coordinates Used","","",37.971559,-87.57109,"Evansville ","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Pearl St. ","Found","from Harrison to Ewing","",41.080146,-85.144793,"Ft. Wayne","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Swinney Park ","Found","(days)","",41.074159,-85.162008,"Ft. Wayne","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Areola 'Rest Stop' ","General Coordinates Used","5 mi. W.","Hwy. 30",41.079273,-85.139351,"Ft. Wayne","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Marquette Park & Miller Beach","Found","W. section ","",41.620781,-87.263387,"Gary","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Airport","Found","","",39.716859,-86.295595,"Indianapolis","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"American Legion Park","Found","","",39.777298,-86.156793,"Indianapolis","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Glendale Shopping Center","Found","","",39.866162,-86.119534,"Indianapolis","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Holiday Park","Found","","",39.870893,-86.163494,"Indianapolis","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Fall Creek Parkway ","General Coordinates Used","from 56th to Interstate","",39.813767,-86.143671,"Indianapolis","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used"," 3 mi. N.E. ","US 40",39.795601,-85.526363,"Knightstown","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Knickerbocker ","General Coordinates Used","betw. Main & Columbia (W. Lafayette)","5th St.",40.416702,-86.875287,"Lafayette","IN","(M),(YC)","Bars/Clubs",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","10 mi. S., just off Ind. 3","Ind. 36",40.193377,-85.38636,"Muncie","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"North Village Mall ","Found","T-Rooms","",41.729656,-86.25169,"South Bend","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Notre Dame U. ","Found","Library, downstairs T-Room","",41.702389,-86.234153,"South Bend","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Potawatami Park","Found","","",41.668408,-86.219471,"South Bend","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Scottsdale Shopping Cener","Found","T-Rooms","",41.748329,-87.739941,"South Bend","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Vicinity of Bus Depot","Found","","",41.668932,-86.251214,"South Bend","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Adult Book Stores","General Coordinates Used","County Line Rd. at US 20 ","",41.665049,-86.075836,"South Bend","IN","Cruisy Area","Cruising Areas,Book Store",1981,"",NA,NA,NA
"Adult Book Stores","General Coordinates Used","US 20 at Osceola","",41.665049,-86.075836,"South Bend","IN","Cruisy Area","Cruising Areas,Book Store",1981,"",NA,NA,NA
"Woodside Road Park ","General Coordinates Used","10 mi. S. ","Hwy. 41",39.466703,-87.413909,"Terre Haute","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"George Rogers Clark Memorial Park","Found","","",38.679196,-87.53566,"Vincennes","IN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Iowa St. U.","Found","Old Physics Bldg. T-Rooms","",42.029523,-93.647275,"Ames","IA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Iowa St. U.","Found","Memorial Union T-Rooms","",42.023186,-93.645601,"Ames","IA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ellis Park ","Found","","",41.998318,-91.690986,"Cedar Rapids","IA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","on old Hwy. 218 betw. Cedar Rapids & Iowa City (Summers only)","",41.97788,-91.665623,"Cedar Rapids","IA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Credit Island Park ","Found","best by car days (AYOR nights)","",41.493904,-90.615846,"Davenport","IA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Le Clair Park ","Found","on riverfront from Main to Ripley (The Levee')(Best Late)","",41.519003,-90.578256,"Davenport","IA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Book Stores ","Found","around 4th & Court","",41.587051,-93.611783,"Des Moines","IA","Cruisy Area","Cruising Areas,Book Store",1981,"",NA,NA,NA
"M.C.C. ","Found","Bell & Cassady","",41.562614,-93.642437,"Des Moines","IA","MCC","Religious Institution",1981,"",NA,NA,NA
"Margo Frankel Woods","Found","","",41.675252,-93.617981,"Des Moines","IA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Our Place","Found","(Disco) betw. 8th & 9th","Walnut",40.704028,-89.396716,"Des Moines","IA","(L),(PT),(D)","Bars/Clubs",1981,"",NA,NA,NA
"'Gay Loop' ","General Coordinates Used","betw. 4th & 5th Sts. (AH*)","Keo & Park ",41.586835,-93.624959,"Des Moines","IA","Cruisy Area,(AH),(*)","Cruising Areas",1981,"",NA,NA,NA
"2nd Ave. ","General Coordinates Used","North of town","",41.586835,-93.624959,"Des Moines","IA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Dignity ","General Coordinates Used","","P.O. Box 7022, Grand Station Des Moines, IA 50309",41.586835,-93.624959,"Des Moines","IA","","Religious Institution",1981,"",NA,NA,NA
"Gay Info Line ","General Coordinates Used","(515) 244-3085","",41.586835,-93.624959,"Des Moines","IA","","Hotlines",1981,"",NA,NA,NA
"U. of Iowa ","Found","Main Library 2nd & 3rd floor T-Rooms","",41.659548,-91.538441,"Iowa City","IA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Court House Square","Found","","",42.04847,-92.912082,"Marshalltown","IA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Central Park","Found","T-Rooms","",43.15224,-93.201901,"Mason City","IA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Book store & block ","Found","around 5th & Sycamore","",42.49748,-92.334899,"Waterloo","IA","Cruisy Area","Cruising Areas,Book Store",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","7 mi. E. (Watchout for Highway Patrol)","US 54",37.686684,-96.976702,"Augusta","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","1 mi. E. ","US 56",38.364457,-98.764807,"Great Bend","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Roadside Park","General Coordinates Used"," 2 mi. N.","",37.979471,-96.164165,"Hamilton","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","2 mi. W. of town","I-70 ",39.028609,-96.831398,"Junction City","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"K.U. ","Found","Student Union - T-Rooms on all floors","",38.959214,-95.243482,"Lawrence","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Gay Services of Kansas","General Coordinates Used","(913) 864-3091","",38.971669,-95.23525,"Lawrence","KS","","Organization",1981,"",NA,NA,NA
"Memorial Drive","General Coordinates Used","","",38.971669,-95.23525,"Lawrence","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","3 mi. W.","US 56",38.34501,-98.201727,"Lyons","KS","","",1981,"",NA,NA,NA
"City Park","Found","","",39.180345,-96.573931,"Manhattan","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","10 mi. E. of Junction City","I-70",39.183608,-96.571669,"Manhattan","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","I-70",39.084581,-96.028219,"Maple Hill","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","4 mi. W.","I-35",38.881396,-94.819128,"Olathe","KS","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Metcalf Shopping Center ","Found","T-Rooms","",38.992425,-94.66478,"Overland Park","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Oakdale Park","Found","(after 10pm)","",38.835324,-97.602652,"Salina","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Gage Park","Found","","",39.054246,-95.728666,"Topeka","KS","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Poor Richard's ","Found","","9th & Quincy",39.046985,-95.673696,"Topeka","KS","(M),(R),(C),(AH),(*)","Restaurant",1981,"",NA,NA,NA
"Kansas Ave. ","General Coordinates Used","(Downtown) by automobile","",39.029698,-95.679358,"Topeka","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Kenny's","General Coordinates Used","","S. Topeka",39.007282,-95.706292,"Topeka","KS","(M),(R),(C),(AH)","Restaurant",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","Old Hwy. 75",38.885694,-95.696034,"Wakarusa","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","Hwy. 50 E.",38.117789,-97.2567,"Walton","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Circle Cinema","Found","(Left balcony)","",37.647408,-97.351854,"Wichita","KS","Cruisy Area,(M)","Cruising Areas",1981,"",NA,NA,NA
"Oak Park ","Found","Riverside area (Cl. 12 mid night)","",37.705634,-97.354499,"Wichita","KS","Cruisy Area,(AYOR),(YC)","Cruising Areas",1981,"",NA,NA,NA
"Trailways Bus Depot & vicinity ","General Coordinates Used","('Hustlers')","",37.688737,-97.33388,"Wichita","KS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Island Park ","Found","(Days)","",37.249228,-96.9971,"Winfield","KS","Cruisy Area","Cruising Areas",1981,"Found in Google search",NA,NA,NA
"Roadside Park ","General Coordinates Used","S. of Bowling Green Mall","U.S. 31 W. Bypass",36.968522,-86.480804,"Bowling Green","KY","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Madison","General Coordinates Used","betw. 5th & 6th (early evenings)","",39.083671,-84.508554,"Covington","KY","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of KY ","Found","Fine Arts Bldg. - T-Room","",38.036957,-84.501987,"Lexington","KY","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",38.040584,-84.503716,"Lexington","KY","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Jezebel's","General Coordinates Used","(Disco) ","Short St.",38.040584,-84.503716,"Lexington","KY","(YC),(D)","Bars/Clubs",1981,"",NA,NA,NA
"Main St. ","General Coordinates Used","at the Esplanade ","",38.040584,-84.503716,"Lexington","KY","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Central Park","Found","","4th & Magnolia",38.229611,-85.762809,"Louisville","KY","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Cherokee Park","Found","","",38.239966,-85.699366,"Louisville","KY","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Iriquois Park","Found","","",38.162326,-85.79229,"Louisville","KY","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Public Library ","Found","","York St.",38.244455,-85.757825,"Louisville","KY","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'The Falls' ","General Coordinates Used","across Ohio River in Jeffersonville, Indiana","",38.252665,-85.758456,"Louisville","KY","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"City Park","Found","","",31.286142,-92.458139,"Alexandria","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Sambo's ","General Coordinates Used","","Baton Rouge Hwy.",31.311294,-92.445137,"Alexandria","LA","(M),(R),(C),(AH)","Restaurant",1981,"",NA,NA,NA
"Trailw ays Bus Depot","General Coordinates Used","","",31.311294,-92.445137,"Alexandria","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","I-20 - westbound",32.549041,-92.920158,"Arcadia","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Riverside Mall","Found","","",30.429922,-91.107741,"Baton Rouge","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","","I-12 E.",30.451468,-91.187147,"Baton Rouge","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"La Garconniere ","General Coordinates Used","(See Brickyard Alley)","",30.451468,-91.187147,"Baton Rouge","LA","","Bars/Clubs",1981,"",NA,NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",29.59577,-90.719535,"Houma","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Garrard Park","Found","","",30.206572,-92.020024,"Lafayette","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Northgate Mall","Found","","",30.247297,-92.009108,"Lafayette","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U.S.L. ","Found","Wharton Hall (2nd & 3rd floor T-Rooms)","",30.21251,-92.018244,"Lafayette","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U.S.L. ","Found","Library","",30.21217,-92.020169,"Lafayette","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",30.22409,-92.019843,"Lafayette","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Burger Chef","General Coordinates Used","","",30.226595,-93.217376,"Lake Charles","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Sambo's ","General Coordinates Used","nr. Sale","Ryan ",30.226595,-93.217376,"Lake Charles","LA","(M),(R),(C),(AH)","Restaurant",1981,"",NA,NA,NA
"Charlie's Ltd. ","Found","(Very M)(Best at cocktail hour) Bres ","3rd St.",32.509516,-92.121181,"Monroe","LA","(R),(OC),(M),(PE)","Restaurant",1981,"",NA,NA,NA
"Forsythe Park ","Found","","",32.525213,-92.128063,"Monroe","LA","Cruisy Area,(WE),(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Louisiana Purchase Gardens ","Found","(WE*)","",32.467509,-92.095565,"Monroe","LA","Cruisy Area,(WE),(AYOR),(*)","Cruising Areas",1981,"",NA,NA,NA
"Northeast Louisiana U. ","Found","Library T-Rooms","",30.514002,-90.46716,"Monroe","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Northeast Louisiana U. ","Found","Student Union T-Rooms","",30.514002,-90.46716,"Monroe","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",32.509311,-92.119301,"Monroe","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Liz's ","General Coordinates Used","at Railroad","Tent St. ",29.699375,-91.20677,"Morgan City","LA","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Audibon Park ","Found","","",29.925597,-90.12865,"New Orleans","LA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Cafe du Monde ","Found","(Very M & touristy, but a 'must' for French doughnuts & coffee with that special someone you met the night before) French Market ","Decatur & St. Anne",29.957604,-90.061769,"New Orleans","LA","(M)","Restaurant",1981,"",NA,NA,NA
"City Park ","Found","","",30.000032,-90.095706,"New Orleans","LA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
