"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"800/346-5592 gay realtor at your service, no rentals","","Jersey City","NJ","","Info Lines & Services","General Coordinates Used",40.717755,"-74.043143",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Long Island","NY","","Info Lines & Services","General Coordinates Used",40.789142,"-73.134961",1999,"Listed under ""Long Island--Suffolk County"".",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Wilmington","DE","","Info Lines & Services","General Coordinates Used",39.744655,"-75.548391",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Ann Arbor","MI","","Info Lines & Services","General Coordinates Used",42.280826,"-83.743038",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Maderia Beach","FL","","Info Lines & Services","General Coordinates Used",27.798081,"-82.797325",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Fort Myers","FL","","Info Lines & Services","General Coordinates Used",26.640628,"-81.872308",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Tucson","AZ","","Info Lines & Services","General Coordinates Used",32.222607,"-110.974711",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","San Diego","CA","","Info Lines & Services","General Coordinates Used",32.715738,"-117.161084",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Cleveland","OH","","Info Lines & Services","General Coordinates Used",40.798947,"-81.378447",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Memphis","TN","","Info Lines & Services","General Coordinates Used",35.149534,"-90.04898",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Boca Raton","FL","","Info Lines & Services","General Coordinates Used",26.352306,"-80.084329",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Rehoboth Beach","DE","","Info Lines & Services","General Coordinates Used",38.720945,"-75.076014",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Washington","DC","","Info Lines & Services","General Coordinates Used",38.907192,"-77.036871",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Asheville","NC","","Info Lines & Services","General Coordinates Used",35.595058,"-82.551487",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","College Park","MD","","Info Lines & Services","General Coordinates Used",38.989697,"-76.93776",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Grand Rapids","MI","","Info Lines & Services","General Coordinates Used",42.96336,"-85.668086",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Seattle","WA","","Info Lines & Services","General Coordinates Used",47.60621,"-122.332071",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Bellingham","WA","","Info Lines & Services","General Coordinates Used",48.751911,"-122.478685",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","East Stroudsburg","PA","","Info Lines & Services","General Coordinates Used",41.003052,"-75.181755",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Jacksonville Beach","FL","","Info Lines & Services","General Coordinates Used",30.284122,"-81.396134",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Northampton","MA","","Info Lines & Services","General Coordinates Used",42.32509,"-72.641201",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Salt Lake City","UT","","Info Lines & Services","General Coordinates Used",40.760779,"-111.891047",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Lexington","KY","","Info Lines & Services","General Coordinates Used",38.040584,"-84.503716",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Laurel","MD","","Info Lines & Services","General Coordinates Used",39.099275,"-76.848306",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","South Bend","IN","","Info Lines & Services","General Coordinates Used",41.665049,"-86.075836",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Fire Island","NY","","Info Lines & Services","General Coordinates Used",40.659792,"-73.089962",1999,"",NA,NA,NA,NA
"800/345-5592 gay realtor at your service, no rentals","","Greenbelt","MD","","Info Lines & Services","General Coordinates Used",39.004554,"-76.875528",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Sarasota","FL","","Info Lines & Services","General Coordinates Used",27.336465,"-82.531012",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Atlantic City","NJ","","Info Lines & Services","General Coordinates Used",39.373029,"-74.436972",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Los Angeles","CA","","Info Lines & Services","General Coordinates Used",34.052234,"-118.243685",1999,"Listed under ""LA--West LA & Santa Monica.""",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Tampa","FL","","Info Lines & Services","General Coordinates Used",27.950575,"-82.457178",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Milwaukee","WI","","Info Lines & Services","General Coordinates Used",43.038903,"-87.906474",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Chicago","IL","","Info Lines & Services","General Coordinates Used",41.878114,"-87.629798",1999,"Listed under ""Chicago--North Side"".",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Houston","TX","","Info Lines & Services","General Coordinates Used",29.760427,"-95.369803",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Winter Park","FL","","Info Lines & Services","General Coordinates Used",28.599808,"-81.339296",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Laguna Beach","CA","","Info Lines & Services","General Coordinates Used",33.510027,"-117.752554",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Clearwater","FL","","Info Lines & Services","General Coordinates Used",27.965853,"-82.800103",1999,"",NA,NA,NA,NA
"850/346-5592 gay realtor at your service, no rentals","","Pensacola","FL","","Info Lines & Services","General Coordinates Used",30.421309,"-87.216915",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Asbury Park","NJ","","Info Lines & Services","General Coordinates Used",40.220391,"-74.012082",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Miami","FL","","Info Lines & Services","General Coordinates Used",25.735525,"-80.237719",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Troy","MI","","Info Lines & Services","General Coordinates Used",42.60641,"-83.149775",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Louisville","KY","","Info Lines & Services","General Coordinates Used",38.252665,"-85.758456 ",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Potomac","MD","","Info Lines & Services","General Coordinates Used",39.018165,"-77.208591",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Austin","TX","","Info Lines & Services","General Coordinates Used",30.267153,"-97.743061",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Fort Lauderdale","FL","","Info Lines & Services","General Coordinates Used",26.122439,"-80.137317",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Los Angeles","CA","","Info Lines & Services","General Coordinates Used",34.052234,"-118.243685",1999,"Listed under ""LA--Overview.""",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Portland","OR","","Info Lines & Services","General Coordinates Used",45.515232,"-122.678385",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Kansas City","MO","","Info Lines & Services","General Coordinates Used",39.099727,"-94.578567",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Palm Springs","CA","","Info Lines & Services","General Coordinates Used",33.830296,"-116.545292",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Russian River","CA","","Info Lines & Services","General Coordinates Used",38.501858,"-122.99611",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Provincetown","MA","","Info Lines & Services","General Coordinates Used",42.054714,"-70.184601",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Knoxville","TN","","Info Lines & Services","General Coordinates Used",35.960638,"-83.920739",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Paducah","KY","","Info Lines & Services","General Coordinates Used",37.083389,"-88.600048",1999,"",NA,NA,NA,NA
"800/346-5592 gay realtor at your service, no rentals","","Portland","ME","","Info Lines & Services","General Coordinates Used",43.659099,"-70.256819",1999,"",NA,NA,NA,NA
"219/232-2522 9am-5pm Mon-Fri, limited lesbigay info, also 24hr crisis hotline 219/232-3344","","South Bend","IN","","Info Lines & Services","General Coordinates Used",41.665049,"-86.075836",1999,"",NA,NA,NA,NA
"213/469-4454 annual survival guide to lesbigay southern CA","","Los Angeles","CA","","Publications","General Coordinates Used",34.052234,"-118.243685",1999,"Listed under ""LA--Overview.""",NA,NA,NA,NA
"KRCL 91 FM 801/363-1818 12:30pm Wed","","Salt Lake City","UT","","Entertainment & Recreation","General Coordinates Used",40.760779,"-111.891047",1999,"",NA,NA,NA,NA
"Hwy 78-Natchez Trace Pkwy interchange (5 miles N)","","Tupelo","MS","Cruisy Area,(AYOR)","Cruisy Areas","Found",34.364896,"-88.674295",1999,"",NA,NA,NA,NA
"summers after dusk","","Saratoga Springs","NY","Cruisy Area,(AYOR)","Cruisy Areas","Found",43.077909,"-73.784327",1999,"",NA,NA,NA,NA
"","","Hartford","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.766818,"-72.67035",1999,"",NA,NA,NA,NA
"305/757-6333 club listings & more","","Miami","FL","","Publications","General Coordinates Used",25.735525,"-80.237719",1999,"",NA,NA,NA,NA
"Cuthbert Blvd S (off Rte 70) turn left at North Park Dr, area behind & east of the Hilton","","Cherry Hill","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.925392,"-75.056231",1999,"",NA,NA,NA,NA
"off E side of Rte 86 at junction of Rtes 86 & 7","","Lake Placid","NY","Cruisy Area,(AYOR)","Cruisy Areas","Found",44.330029,"-73.899103",1999,"",NA,NA,NA,NA
"at 'Habana Inn' 405/525-0730 9pm-2am, clsd Mon","","Oklahoma City","OK","(MW),(D),(S),(WC)","Nightclubs","Found",35.512643,"-97.549351",1999,"",NA,NA,NA,NA
"","","Bradenton","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",27.448333,"-82.692163",1999,"",NA,NA,NA,NA
"","","Bellingham","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found",48.776543,"-122.484679",1999,"",NA,NA,NA,NA
"Ocean Dr (nr Strathmere Ocean City bridge), beach & trails","","Ocean City","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.215846,"-74.643838",1999,"",NA,NA,NA,NA
"Rte 4, Killington 802/773-3333, 800/451-6108 hot tub; also tavern","","Rutland","VT","(GF),(F),(WC)","Accommodations","Found",43.583137,"-72.96958",1999,"",NA,NA,NA,NA
"W side of town (off Business Loop 70) ","","Columbia","MO","Cruisy Area,(AYOR)","Cruisy Areas","Found",38.978308,"-92.363545",1999,"",NA,NA,NA,NA
"corner of 6th & College 704/372-3552 11am-2am, also 'Thirsty Camel' cigar/martini lounge & 'Microcosm' art gallery","","Charlotte","NC","","Restaurants","Found",35.227825,"-80.839728",1999,"",NA,NA,NA,NA
"Hwy 62 W 501/253-5282 seasonal, lunch & dinner, clsd Mon, Mediterranean","","Eureka Springs","AR","","Restaurants","General Coordinates Used",36.393689,"-93.707729",1999,"",NA,NA,NA,NA
"","","Kansas City","MO","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.041969,"-94.592609",1999,"",NA,NA,NA,NA
"215/536-3630","","Bethlehem","PA","GS","Accommodations","General Coordinates Used",40.625932,"-75.370458",1999,"",NA,NA,NA,NA
"802/375-6985, 800/479-6985 full brkfst, hot tub","","Bennington","VT","(MW),NS,GO","Accommodations","General Coordinates Used",42.878135,"-73.196774",1999,"",NA,NA,NA,NA
"100 Center & Univ Park Malls ","","Mishawaka","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.661993,"-86.158616 ",1999,"",NA,NA,NA,NA
"Hwy 80/I-20 (next to Drivers Mart Truck Stop) 915/552-0055","","Odessa","TX","","Erotica","General Coordinates Used",31.845682,"-102.367643",1999,"City listed under ""Odessa/Midland"". ",NA,NA,NA,NA
"Hwy 80/I-20 (next to Drivers Mart Truck Stop) 915/552-0055","","Midland","TX","","Erotica","General Coordinates Used",31.997346,"-102.077915",1999,"City listed under ""Odessa/Midland"". ",NA,NA,NA,NA
"","","Valparaiso","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.467355,"-87.060318",1999,"",NA,NA,NA,NA
"","","Scranton","PA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.233112,"-80.493403",1999,"",NA,NA,NA,NA
"late nights","","West Chester","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.959353,"-75.6064",1999,"",NA,NA,NA,NA
"","","Lynchburg","VA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",37.413754,"-79.142246",1999,"",NA,NA,NA,NA
"","","Stamford","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.04695,"-73.505113",1999,"",NA,NA,NA,NA
"Rte 1 Box 218 618/695-2746 resort houses located on 40 acres, hot tub","","Ozark","IL","","Accommodations","General Coordinates Used",37.542551,"-88.762838",1999,"",NA,NA,NA,NA
"Las Vegas & Tropicana (in 'MGM Grand') 702/891-7349 8:30am-11pm, the original Santa Fe chef","","Las Vegas","NV","(WC)","Restaurants","Found",36.101913,"-115.16882",1999,"",NA,NA,NA,NA
"off US 101 btwn San Mateo & Burlingame, beach & parking lot","","San Mateo","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.587268,"-122.319101",1999,"",NA,NA,NA,NA
"516/537-1160 seasonal","","Long Island","NY","(MW)","Accommodations","General Coordinates Used",40.956391,"-72.192435",1999,"Listed under ""Long Island--Suffolk County"".",NA,NA,NA,NA
"","","Carbondale","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.729264,"-89.115309",1999,"",NA,NA,NA,NA
"907/451-6501 kitchens, shared baths","","Fairbanks","AK","(M)","Accommodations","General Coordinates Used",64.840051,"-147.719976",1999,"",NA,NA,NA,NA
"seasonal","","Jonesboro","AR","Cruisy Area,(AYOR)","Cruisy Areas","Found",35.778498,"-90.702406",1999,"",NA,NA,NA,NA
"on Grumman Ave ","","Norwalk","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.165886,"-73.404703",1999,"",NA,NA,NA,NA
"1/2 mile to the right","","Ipswich","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.685461,"-70.756247",1999,"",NA,NA,NA,NA
"415/554-0565 extensive listings for clubs, art 7 entertainment","","San Francisco","CA","","Publications","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"W River Dr daytime","","Davenport","IA","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.493904,"-90.615846",1999,"",NA,NA,NA,NA
"904/698-2020, 800/634-3968 tenting sites & RV hookups","","Crescent City","FL","(GF),(SW),GO","Accommodations","General Coordinates Used",29.430251,"-81.510629",1999,"",NA,NA,NA,NA
"Dorset Rd W (off Hwy 2-70)","","St. Louis","MO","Cruisy Area,(AYOR)","Cruisy Areas","Found",38.731599,"-90.5178",1999,"",NA,NA,NA,NA
"Shepard Rd St Paul (nr Hwy 5, overlooking the MS River)","","St Paul","MN","Cruisy Area,(AYOR)","Cruisy Areas","Found",44.909149,"-93.145895",1999,"",NA,NA,NA,NA
"exit 142 N I-59 601/655-8415 6pm-1am Fri, till 6am Sat, sex pit","","Meridian","MS","(MO),(BYOB)","Bars","General Coordinates Used",32.36431,"-88.703656",1999,"",NA,NA,NA,NA
"exit 9 before Suicide Alley (N on 6A, then right on to Sea St), conservation area","","Dennis","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.754306,"-70.133395",1999,"",NA,NA,NA,NA
