"title","status","description","streetaddress","city","Year","state","amenityfeatures","type","notes","unclear_address","full.address","lon","lat","geoAddress"
"Robertson Blvd.","Found","Cruisy Area","Robertson Blvd., bet. Beverly & Melrose","Los Angeles ",1972,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Staircase","Found","3rd St. & Broderick","","Sacramento ",1972,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Jack's Crackpot","General City Coordinates Used","2.5 mi. So. on Cal. 49","","Grass Valley",1972,"CA","(M) - Mixed Crowds","Restaurant","",NA,NA,NA,NA,NA
"Hotel Californian Bar","Found","Kern & Van Ness","","Fresno ",1972,"CA","(M) - Mixed Crowds","Bars/Clubs","",NA,NA,NA,NA,NA
"Paddleboard II","Found","","Ave F at Pacific Coast Hwy","Redondo Beach",1972,"CA","(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Lake Merritt","Found","","","Oakland",1972,"CA","Cruisy Areas","Cruisy Areas","",NA,NA,NA,NA,NA
"Chances R","Found","Manon & Tennyson","","Hayward",1972,"CA","(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","",NA,NA,NA,NA,NA
"Big Basket","Found","(after hours) Kearney at Broadway","","San Francisco",1972,"CA","(YC) - Young and/or collegiate types,(D) - Dancing,""(C) - Coffee, soft drinks and sometimes snacks"",(P) - Private club - Inquire locally to admission,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Main Street","Found","Downtown L.A. around 5th & 6th
","Main Street","Los Angeles ",1972,"CA","Cruisy Areas","Cruising Areas","Approximate. Pin in middle of block between 4th and 6th on main.",NA,NA,NA,NA,NA
"Charcoal Charlie's","General City Coordinates Used","","67-800 Hwy. 111","Palm Springs",1972,"CA","(M) - Mixed Crowds","Restaurant","",NA,NA,NA,NA,NA
"Polk St.","Found","bet. Post and Union","","San Francisco",1972,"CA","Cruisy Areas","Cruisy Areas","Approximate. Location for middle of the several block radius between Polk and Union.",NA,NA,NA,NA,NA
"""F"" Street","Found","Between 5th and Columbia","","San Diego ",1972,"CA","Cruisy Areas","Cruising Areas","Coordinates for the middle of this block range. The construction of Horton Plaza in Downtown San Diego changed the streets slightly making this location difficult to approximate.",NA,NA,NA,NA,NA
"Arthur J's","Found","(after hours)","Highland at Santa Monica","Los Angeles ",1972,"CA","""(C) - Coffee, soft drinks and sometimes snacks"",(M) - Mixed Crowds","Restaurant","",NA,NA,NA,NA,NA
"Alondra Park","Found","Lawndale","","Los Angeles ",1972,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Denny's","General City Coordinates Used","(after hours)","South Coast Hwy. ","Laguna Beach ",1972,"CA","""(C) - Coffee, soft drinks and sometimes snacks"",(M) - Mixed Crowds","Restaurant","",NA,NA,NA,NA,NA
"Jerry's Hole","Found","(John-John's) (After hours)","San Diego Ave. near Washington","San Diego ",1972,"CA","""(C) - Coffee, soft drinks and sometimes snacks"",(YC) - Young and/or collegiate types","Bars/Clubs","",NA,NA,NA,NA,NA
"Bare Ass Beach","Found","A half hour walk from parking lot at Torrey Pines Beach St. Park to base of Torrey Pines Golf Course
","","San Diego ",1972,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Folsom St.","Found","bet. 6th & 12th Sts.","","San Francisco",1972,"CA","Cruisy Areas","Cruisy Areas","",NA,NA,NA,NA,NA
"Magnolia Park","Found","","Magnolia Park","North Hollywood ",1972,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Golden Door ","Found","Mason at Ellis","","San Francisco",1972,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Ventura Blvd.","General City Coordinates Used","Ventura Blvd. by car from Studio City to Sherman Oaks
","Ventura Blvd. by car from Studio City to Sherman Oaks","Studio City",1972,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Star Room","General City Coordinates Used","Inquire Locally","","El Segundo",1972,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Farfy's Cottages","Found","(beer & pizza) 3 mi. So. on 89, .75 mi. No. of Jct. U.S. 50, P.O. Box 7013, So. So. Lake Tahoe","","Lake Tahoe",1972,"CA","""(H) - Hotel, motel, or other overnight accomodations"",(M) - Mixed Crowds","Hotels","",NA,NA,NA,NA,NA
"Mission Beach","Found","Beyond Belmont Amusement Park
","","San Diego ",1972,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Fran's Pine Lake Lodge","Found","(same as above) Old Hwy. 99 at Ashland","","Fresno ",1972,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"Party Room","General City Coordinates Used","","67-977 Hwy. 11","Palm Springs",1972,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Desert Palms Hotel","General City Coordinates Used","","67-580 Hwy. 11","Palm Springs",1972,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"Lil Lucy's Annex","General City Coordinates Used","","E. Anaheim ","Long Beach",1972,"CA","""(G) - Girls, but seldom exclusively""","Bars/Clubs","",NA,NA,NA,NA,NA
"Daughters of Bilitis","General City Coordinates Used","","P.O. Box 3237","Hollywood Station",1972,"CA","""(G) - Girls, but seldom exclusively""","Bars/Clubs","",NA,NA,NA,NA,NA
"Saturnalia","Found","Duboce & Valencia","","San Francisco",1972,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Noah's Ark","Found","","","Healdsburg",1972,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Griffith Park","Found","Cruisy Area","Griffith Park, bet. Ferndale & the Observatory","Los Angeles ",1972,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Fran's ","Found","Old Hwy. 99 at Ashland","","Fresno ",1972,"CA","(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Hollywood Blvd","Found","Cruisy Area","Hollywood Blvd., bet. Highland & Vermont","Los Angeles ",1972,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Rendezvous","Found","(see Club Rendezvous)","567 Sutter St","San Francisco",1972,"CA","(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Hootenanny","General City Coordinates Used","","Willow Ave","Long Beach",1972,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Beach & Boardwalk in from of the breakers","Found","","140 S. Laguna ","Laguna Beach ",1972,"CA","Cruisy Areas","Cruising Areas","Same address as breakers in laguna beach",NA,NA,NA,NA,NA
"Broadway","Found","from the Plaza to the ""Y""","","San Diego ",1972,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Mr. B's Coffee Shop","Found","O'Farrell nr. Larkin","","San Francisco",1972,"CA","","Restaurant","",NA,NA,NA,NA,NA
"San Gregoria nude beach ","Found","So. of S.F. on Hwy. 1","","San Francisco",1972,"CA","Cruisy Areas","Cruisy Areas","",NA,NA,NA,NA,NA
"Market-Castro Street","Found","","","San Francisco",1972,"CA","Cruisy Areas","Cruisy Areas","",NA,NA,NA,NA,NA
"Central Park","Found","21st & 'R' Sts.","","Bakersfield",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Whispering Pines Motel","Found","20 m. W. on Hwy. 140 in Begintown. P.O. Box 90, Midpines, Calif.","","Yosemite ",1973,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"'Boys Town'","Found","N. of Santa Monica Blvd. nr. the Four Star","","Hollywood",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Magnolia Park","Found","","","Los Angeles ",1973,"CA","Cruisy Area","Cruisy Areas","again L.A. Valley area unclear",NA,NA,NA,NA,NA
"Bunk House","Found","","","Healdsburg",1973,"CA","","Hotel,Bars/Clubs","",NA,NA,NA,NA,NA
"Lincoln Park","Found","start of 'Milk Run'","Ocean at Pacific","Long Beach",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Ventura Blvd.","Found","by car from Studio City to Sherman Oaks","","Los Angeles ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"""Bare Ass Beach""","Found","a half hour walk from parking lot at Torrey Pines Beach St. Park to base of golf course","","San Diego ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Orlando Baths","Found","La Cienega & 3rd Sts.","","Hollywood",1973,"CA","(P) - Private club - Inquire locally to admission","Baths","",NA,NA,NA,NA,NA
"Lake Temascal Regional","Found","Park & beach","","Oakland",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Fremont Park","Found","","","Sacramento ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Corner 'Longhorn' Saloon","Found","15th & Folsom","","San Francisco",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"The 'Bluffs'","Found","on beach bet. Gaviota & Redondo","","Long Beach",1973,"CA","Cruisy Area","Cruisy Areas","Location here is approximate for the middle of the beach between Gaviota st and Redondo. ",NA,NA,NA,NA,NA
"Daughters of Bilitis","General City Coordinates Used","P.O. Box 3237 Hollywood Station 90027","","Hollywood",1973,"CA","""(G) - Girls, but seldom exclusively""","Organizations","",NA,NA,NA,NA,NA
"Alondra Park","Found","","","Lawndale",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Berkely Aquatic Park","Found","","","Oakland",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Continental","General City Coordinates Used","Huntington Dr. (Duarte)","","El Monte",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Broadway","Found","Placza to the 'Y'","","San Diego ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Mission Beach","Found","behind Belmont Amusement Park","","San Diego ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Ranger","Found","(May be opening by summer '72) Palm just off Kettner","","San Diego ",1973,"CA","(W) - Western or coyboy types","Bars/Clubs","",NA,NA,NA,NA,NA
"Naked Grape","Found","Market & Church","","San Francisco",1973,"CA","(HIP) - Heads frequent","Bars/Clubs","",NA,NA,NA,NA,NA
"La Caravelle","Found","W. Chanel Rd. at Coast Hwy.","","Santa Monica",1973,"CA","","Restaurant","",NA,NA,NA,NA,NA
"Beach & Boardwalk","Found","nr. jct. Coast Hwy. & Laguna Canyon Rd.","","Laguna Beach ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Jaunita's","Found","Fetters Hot Spgs Hotel 3 mi. N. in Boyce Hot Springs","","Sonoma",1973,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Folsom PriSM","Found","6th & Harrison","","San Francisco",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Caravan","Found","Greyhound Bus Depot Gabilon & Salinas","","Salinas",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"'F' St.","Found","bet. 5th & Columbia","","San Diego ",1973,"CA","Cruisy Area","Cruisy Areas","Coordinates for the middle of this block range. The construction of Horton Plaza in Downtown San Diego changed the streets slightly making this location difficult to approximate.",NA,NA,NA,NA,NA
"Weill Park","Found","26th & 'Q' Sts.","","Bakersfield",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Sandy's Lounge","Found","7th & Main","","Chico",1973,"CA","(M) - Mixed Crowds - Some Straights","Bars/Clubs","",NA,NA,NA,NA,NA
"Beach","General City Coordinates Used","opp. City Park","","Redondo Beach",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Bear Wallow Ranch","General City Coordinates Used","(Call (707) 895-3435 for reservations & dircts., P.O. Box 476, Boonville ","","Boonville",1973,"CA","""(H) - Hotel, motel, or other overnight accomodations"",(BYOB) - Bring your own bottle","Restaurant,Hotels","",NA,NA,NA,NA,NA
"Big H","Found","","4882 Lankershim","Los Angeles ",1973,"CA","""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular","Bars/Clubs","Listed under L.A.- Valley Area with no specific city listed",NA,NA,NA,NA,NA
"Astrinsky's","General City Coordinates Used","3 miles south of town","","Philipsville, Humbolt County",1973,"CA","(M) - Mixed Crowds - Some Straights,(HIP) - Heads frequent","Bars/Clubs","",NA,NA,NA,NA,NA
"Rest area","General City Coordinates Used","on N. side of I-10 bet. Fontana & Ontario","","San Bernardino",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Legg's Ice Rink","Found","","","San Francisco",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Barnsdale Park","Found","","","Hollywood",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Balboa Park","Found","","","San Diego ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"H.E.L.P., INC.","General City Coordinates Used","P.O. Box 3007, Hollywood, 90028","","Hollywood",1973,"CA","","Organizations","",NA,NA,NA,NA,NA
"Lion Pub","Found","Sacramento & Divisadero","","San Francisco",1973,"CA","(HIP) - Heads frequent,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Vicinity of City Hall","Found","","","Pasadena",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Denny's","General City Coordinates Used","(after hrs.) So. Coast Hwy.","","Laguna Beach ",1973,"CA","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant","",NA,NA,NA,NA,NA
"Beach ","Found","near end of N. 10th & Richards at jct. of American & Sacramento Rivers","","Sacramento ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Rathskeller","Found","(Thru parking lot & downstairs in rear of Mayfair Hotel) Garey & 3rd","","Pomona",1973,"CA","(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers,""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Farfy's Cottages","Found","(Beer & pizza) Hw. 89 at 12th St., 3/4 mi. N. of jct. U.S. Hwy. 50, P.O. Box 7013, So. Lake Tahoe; (916) 541-3490","","Lake Tahoe",1973,"CA","(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"Jack's Crackpot","General City Coordinates Used","2 1/2 mi. So. on Cal. 49","","Grass Valley",1973,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Boardwalk","Found","by Amusement Park","","Santa Cruz",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Griffith Park","Found","bet. Ferndale & The Observatory","","Hollywood",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Downstairs at the Upstairs","General City Coordinates Used","O'Farrell & Jones (opening summer '72)","","San Francisco",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Queen of Hearts","Found","Lake at 11th St.","","Los Angeles ",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Sky Room","Found","El Cortez Hotel 7th Ave. at Ash","","San Diego ",1973,"CA","(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs","",NA,NA,NA,NA,NA
"Bidwell Park","Found","","","Chico",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Polk St.","Found","bet. Post & Union","","San Francisco",1973,"CA","Cruisy Area","Cruisy Areas","Approximate. Location for middle of the several block radius between Polk and Union.",NA,NA,NA,NA,NA
"San Franciscan","General City Coordinates Used","(Burned, but may be reopening in spring of '72; Inquire locally)","","San Bernardino",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Cal Western Beach","Found","('bare ass') End of Sunset Cliffs Blvd.","","San Diego ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Castro & 18th Sts.","Found","","","San Francisco",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Land's End","Found","","","San Francisco",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Fran's Pine Lake Lodge","Found","(mosest (H) adjoins) Old Hwy 99 at Ashland","","Fresno ",1973,"CA","""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular","Bars/Clubs,Hotels","",NA,NA,NA,NA,NA
"Robertson Blvd.","Found","bet. Beverly & Melrose","","Hollywood",1973,"CA","Cruisy Area","Cruisy Areas","Approximate. Pin for middle of Robertson between Melrose and Beverly.",NA,NA,NA,NA,NA
"Latin Flame, ","Found","Melrose at Van Ness","","Hollywood",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Febe's ","Found","11th & Folsom","","San Francisco",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Art Museum","Found","","","Long Beach",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Burke's Drive In","Found","14th & Market","","San Francisco",1973,"CA","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant","",NA,NA,NA,NA,NA
"Rendezvous","Found","(see Club Rendezvous)","","San Francisco",1973,"CA","(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Chances R","Found","Manon & Tennyson","","Hayward",1973,"CA","(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","",NA,NA,NA,NA,NA
"Muscle Beach","Found","","","Santa Monica",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Hollywood Blvd.","Found","bet. Highland & Vermont- but very 'hot'","","Hollywood",1973,"CA","Cruisy Area","Cruisy Areas","Approximate. Pin in middle of Hollywood between HIghland and Vermont.",NA,NA,NA,NA,NA
"Del Paso Park","Found","","","Sacramento ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Strand Theatre","Found","","","San Francisco",1973,"CA","Cruisy Area","Cruisy Areas,Theatre","",NA,NA,NA,NA,NA
"San Gregorio","Found","Bare Ass beach, S. on Hwy 1","","San Francisco",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Granada Beach & parking lot","Found","","","Long Beach",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Brass Rail","Found","5th & Robinson","","San Diego ",1973,"CA","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Jerry's Hole","Found","(Beer bar on corner- (C) after hours* in shed in back) San Diego Ave. & Washington","","San Diego ",1973,"CA","(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Devil's Slide","General City Coordinates Used","","","San Francisco",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Arthur J's","Found","(after hours) Highland & Santa Monica","","Hollywood",1973,"CA","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant","",NA,NA,NA,NA,NA
"Silver Platter","Found","Rampart at 7th St.","","Los Angeles ",1973,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Lake Merritt","Found","","","Oakland",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"'Tenderloin'","Found","Eddy & Mason","","San Francisco",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"'K' St. Mall","Found","","","Sacramento ",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Folsom ","Found","bet. 6th & 12th","","San Francisco",1973,"CA","Cruisy Area","Cruisy Areas","Approximate. Location for middle of the several block radius between 6th and 12th",NA,NA,NA,NA,NA
"Del Monte Beach","Found","","","Monterey",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Wharf #2","Found","","","Monterey",1973,"CA","Cruisy Area","Cruisy Areas","",NA,NA,NA,NA,NA
"Main St.","Found","'hustlers', downtown bet. 4th & 6th","","Los Angeles ",1973,"CA","Cruisy Area","Cruisy Areas","Approximate. Pin in middle of block between 4th and 6th on main.",NA,NA,NA,NA,NA
"Berkeley Aquatic Park","Found","","","Berkeley",1974,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Astrinsky's","40.209166,-123.786058","3 mi. S. of town","","Philipsville",1974,"CA","(HIP) - Heads frequent,(M) - Mixed Crowds","Bars/Clubs","",NA,NA,NA,NA,NA
"Alondra Park","Found","","","Los Angeles ",1974,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Cal Western 'B.A.' Beach","Found","end of Sunset Cliffs Blvd.","","San Diego ",1974,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
"Selma Ave.","General City Coordinates Used","Very, Very hot!","Near Y.M.C.A.","Los Angeles ",1974,"CA","Cruisy Areas","Cruising Areas","",NA,NA,NA,NA,NA
