"status","lat","lon","description","streetaddress","city","state","Year","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
"General Coordinates Used",37.441883,"-122.143019","PO Box 8265, Stanford, 94309 723-1488 recorded info","","Palo Alto","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",34.060271,"-117.758368","884-5447 info & referrals 6:30pm-10pm","","Pomona","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",34.057812,"-117.737328","(at Alibi East) 623-9422 9pm-3am Fri-Sat","","Pomona","CA",1996,"(M)","Bars","Alibi East's address is 225 E. San Antonio Ave.",NA,NA,NA,NA
"Found",40.174536,"-122.229586","early evenings ","","Red Bluff","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",40.183737,"-122.239013","days","","Red Bluff","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",40.595133,"-122.400309","nr. boatramp","","Redding","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.58654,"-122.391675","4 mi. E. of old 99, summers","","Redding","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",33.980601,"-117.375494","PO Box 56586, 92517 792-2255 outdoor social group","","Riverside","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",38.502102,"-122.996254","(at Triple 'R' Resort) Guerneville 869-0691 patio; also full bar","","Russian River","CA",1996,"(MW),(WC)","Restaurants & Cafes","Triple R Resort's address is 16390 4th St., Guerneville",NA,NA,NA,NA
"Found",38.501442,"-123.002756","PO Box 45, Guerneville, 95446 869-0656/ (800) 734-3371 cabins & 60-100 campsites; also lounge & restaurant","","Russian River","CA",1996,"(CW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",38.533234,"-123.085285","PO Box 400, Monte Rio, 95462 865-2683/ (800) 822-2683 private cottages","","Russian River","CA",1996,"(GF),(SW),(IGTA)","Accommodations","",NA,NA,NA,NA
"Found",37.766936,"-122.432206","c/o 48 Henry St., San Francisco
 (415) 864-5111 rental home on 1/4 acre sleeps 6, 4 min. to downtown Rd., Guenerville","","Russian River","CA",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",38.501858,"-122.99611","(800)346-5592 gay realtor at your service, no rentals ","","Russian River","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",38.507345,"-122.883019","on Russian River at Wohler Bridge, Guerneville","","Russian River","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.501858,"-122.99611","PO Box 2416, Guerneville, 95446 (800) 927-4667 info & referrals","","Russian River","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",38.533234,"-123.085285","PO Box 1946, Guerneville, 95446 869-1146 large deck","","Russian River","CA",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",38.533234,"-123.085285","PO Box 228, Cazadero, 95421 632-6108 main house w/deck overlooking creek, guest house, spa, waterfall","","Russian River","CA",1996,"(M)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",38.501858,"-122.99611","Old Cazadero Rd., Guerneville 632-5321","","Russian River","CA",1996,"","Accommodations","",NA,NA,NA,NA
"Found",38.597352,"-121.48292","btwn. N. 10th & Richards Blvd. by car only","","Sacramento","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",38.600118,"-121.484667","at end of N. 10th St., off Richards Blvd.","","Sacramento","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.581572,"-121.4944","(900) 505-MEET talk and/or meet with other men from the area, at only 99 ¢ per minute ","","Sacramento","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",38.576213,"-121.479906","(at the Lambda Center) 442-0185 5:30pm Mon","","Sacramento","CA",1996,"","Info Lines & Services","Center's address is 1931 'L' St. ",NA,NA,NA,NA
"General Coordinates Used",38.581572,"-121.4944","(800) 346-5592 gay realtor at your service, no rentals ","","Sacramento","CA",1996,"","Accommodations","",NA,NA,NA,NA
"Found",38.565615,"-121.382507","off La Rivera Dr. nr. Howe Ave. & Watt Ave.","","Sacramento","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",38.58126,"-121.423108","on American River","","Sacramento","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",38.576213,"-121.479906","(at the Lambda Center) 442-0185 8pm-midnight Fri","","Sacramento","CA",1996,"(MW),(E)","Restaurants & Cafes","Center's address is 1931 'L' St. ",NA,NA,NA,NA
"General Coordinates Used",34.108345,"-117.289765","335-2005, 7:30pm Wed, support group for lesbigay teens","","San Bernardino","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",34.108345,"-117.289765","PO Box 3023, Rancho Cucamonga, 91729 793-5994 call for mtg. times & location","","San Bernardino","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",34.108345,"-117.289765","825-4700 (AA#) numerous mgts. for Inland Empire, call for times","","San Bernardino","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",33.372808,"-117.565601","N. end of Camp Pendleton ","","San Clemente","CA",1996,"Cruisy Area,(N),(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",32.715738,"-117.161084","PO Box 89174, 92138","","San Diego","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.715738,"-117.161084","PO Box 2866, Vista, 92085 945-2478 social/support group","","San Diego","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",32.933677,"-117.260678","half hr. walk from parking lot","","San Diego","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",32.715738,"-117.161084","PO Box 86822, 92138-6822 685-8822, 3rd Sat, social org. for heavyset men & their admirers","","San Diego","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.715738,"-117.161084","294-4636, 24hrs, touchtone","","San Diego","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.802458,"-117.235585","PO Box 9455, Pacific Beach, 92169 270-2900/ (800) 669-0310 scuba trips worldwide","","San Diego","CA",1996,"(IGTA)","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",32.740978,"-117.249975","299-DEAN","","San Diego","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.715738,"-117.161084","(312) 857-0801/ 857-0805 (fax) see ad in center National Section","","San Diego","CA",1996,"","Accommodations","",NA,NA,NA,NA
"Found",32.736604,"-117.161593","PO Box 7654, 92167 226-8454 real trolley car suite; also B&B referral service","","San Diego","CA",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",32.715738,"-117.161084","(800) 346-5592 gay realtor your service, no rentals","","San Diego","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",32.877134,"-117.2401","UCSD Student Center 0323, La Jolla  452-9625, 10am-8pm","","San Diego","CA",1996,"","Bookstores/Retail Shops","",NA,NA,NA,NA
"General Coordinates Used",32.740978,"-117.249975","(900) 505-MEET talk and/or meet w/other men from the area, at only 99 ¢ per minute ","","San Diego","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","268-8534/ (800) 215-2272 international home exchange network ","","San Francisco","CA",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","PO Box 460424, 94146 861-4045 European-style B&B","","San Francisco","CA",1996,"(M)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","(800) 346-5592 gay realtor at your service, no rentals","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",37.806662,"-122.432106","Fort Mason 771-6222 clsd Mon, gourmet prix fixe vegetarian ","","San Francisco","CA",1996,"(*)","Restaurants & Cafes","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","(510) 841-6224, 10am-10pm Mon-Fri ","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",37.798236,"-122.406457","788-9404 Uphill Alley off Broadway btwn. Columbus & Kearney","","San Francisco","CA",1996,"(BW)","Restaurants & Cafes","",NA,NA,NA,NA
"General Coordinates Used",37.791351,"-122.420851","btwn. Geary & California Sts. ","","San Francisco","CA",1996,"Cruisy Area,(H),(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","PO Box 2116, Berkeley, 94702 (510) 869-4395 arranges accommodations in private homes in Bay Area","","San Francisco","CA",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","863-8112","","San Francisco","CA",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",37.779486,"-122.404427","btwn. 5th & 6th, late ","","San Francisco","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","inquire locally ","","San Francisco","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","PO Box 460053, 94146 431-8356 quarterly newsletter serving gay/bi disabled men","","San Francisco","CA",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","978-9448, party info line","","San Francisco","CA",1996,"","Bars","",NA,NA,NA,NA
"Found",37.760976,"-122.43519","piano bar","18th & Castro Sts.","San Francisco","CA",1996,"(*),(M),(NH),(F),(WC)","Bars","",NA,NA,NA,NA
"Found",37.764757,"-122.421091","864-8840 1am-10pm, best 'Mission-style' burritos in city, some veggie; also El Toro at 18th & Valencia","3071 16th St","San Francisco","CA",1996,"(*),(WC)","Restaurants & Cafes","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","(800) 624-2968 ","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.76204,"-122.41611","lesbigay AA mtgs at 15th & Market, offices at 217 Church St. 861-4898, 9am-7pm","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.778942,"-122.403983","(900)505-6339 talk and/or meet w/other men from the area at 99¢ per minute","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","PO Box 150790, Brooklyn, 11215-0790 (718) 832-3952 sponsors foot fetish parties for men","","San Francisco","CA",1996,"","Men's Clubs","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","(800) 346-5592 gay realtor at your service, no rentals","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",37.758749,"-122.434549","(see Castro section)","635 Castro St.","San Francisco","CA",1996,"(M),(L)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","(800)-346-5592 gay realtor at your service, no rentals ","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","281-5666 outdoot organization","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",37.322999,"-122.403308","1 mi. N. of state beach","","San Francisco","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","621-1326 (AA#)","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",37.76114,"-122.434489","621-1188 ","4084 18th St.","San Francisco","CA",1996,"","Erotica","",NA,NA,NA,NA
"General Coordinates Used",37.778942,"-122.403983","703-7977 ","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","(312) 857-0801/857-0805 (fax) see ad in center National Section","","San Francisco","CA",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","PO Box 420989, 94142 703-7159 S/M play parties & calendar","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","(800) 800-5838 cottage w/Castro view, ask for Jim","","San Francisco","CA",1996,"(M)","Accommodations","",NA,NA,NA,NA
"Found",37.777249,"-122.422384","(at the Muscle System) coffee bar & snacks","364 Hayes St.","San Francisco","CA",1996,"","Restaurants & Cafes","Muscle System's address 364 Hayes St. ",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","SFSU Student Center #M-100-A, 1650 Holloway Ave. 338-1952 info & referrals, call for events","","San Francisco","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.33874,"-121.885252","PO Box 23387, 95153 226-0823","","San Jose","CA",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",37.354108,"-121.955236","PO Box 2519, Santa Clara, 95055 weekly socials, monthly potlucks, workshops, newsletter","","San Jose","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.282752,"-120.659616","Grand Ave. to beach","","San Luis Obispo","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",35.369419,"-120.86768","along Embarcadero, Morro Bay, late","","San Luis Obispo","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",35.175962,"-120.715886","left off Avila ","","San Luis Obispo","CA",1996,"Cruisy Area,(N)","Cruising Areas","",NA,NA,NA,NA
"Found",35.174193,"-120.716813","W. of Pirates Cove & down a cliff","","San Luis Obispo","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.282752,"-120.659616","PO Box 3558, 93403 541-4252","","San Luis Obispo","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",37.587268,"-122.319101","off US 101 btwn. San Mateo & Burlingame, beach & parking lot ","","San Mateo","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",34.415256,"-119.676353","","","Santa Barbara","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",33.71101,"-118.283293","E. of Wharf","","Santa Barbara","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",34.41613,"-119.567803","summers","","Santa Barbara","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",36.974117,"-122.030796","(AA#) 457-2559 call for mtgs.","","Santa Cruz","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",36.983085,"-122.1558","7 mi. N. of town ","","Santa Cruz","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.440429,"-122.714055","PO Box 8218, 95407 573-8896","","Santa Rosa","CA",1996,"","Publications","",NA,NA,NA,NA
"Found",37.82433,"-122.50869","off Lookout Rd.","","Sausalito","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",34.280492,"-119.29452","btwn. Ventura & Santa Barbara, no motel","","Ventura","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",34.280492,"-119.29452","363 Mobile Ave., Camarillo 389-1530 taped info on mtgs., resources & support groups; also publishes in the Light newsletter","","Ventura","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",34.29323,"-119.339852","","","Ventura","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",34.508323,"-117.308224","","","Victorville","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",34.090009,"-118.361744","(800) 796-5703 ","","West Hollywood","CA",1996,"(IGTA)","Travel/Tour Operators","",NA,NA,NA,NA
"Found",39.455192,"-120.859995","PO Box 942, 95910  287-3212 rooms, campsites & cabins in the Sierras","","Alleghany","CA",1996,"(MW),(F)","Accommodations","",NA,NA,NA,NA
"Found",35.466515,"-120.67034","nr. zoo","","Atascadero","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",34.033319,"-118.059225","N. end ","","Montebello","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",36.818788,"-119.714263","","","Clovis","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",36.829814,"-119.700908","","","Clovis","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",39.17199,"-123.220691","Lovers Ln. nights","","Ukiah","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",39.150219,"-123.209269","PO Box 381, 95482 462-0766 social club for gay men","","Ukiah","CA",1996,"","Men's Clubs","",NA,NA,NA,NA
"Found",39.204341,"-123.183196","at the overlook, days only","","Ukiah","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",33.657111,"-118.002064","","","Huntington Beach","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",33.655206,"-118.004062","","","Huntington Beach","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",32.593941,"-117.132843","1 mi. N. of Seacoast & Carnation entrance ","","Imperial Beach","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",37.313099,"-120.479231","off 'M' St. ","","Merced","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",38.356917,"-121.989332","(at Vacaville Book Company) 7pm-9pm, 2nd & 4th Tue","","Vacaville","CA",1996,"","Info Lines & Services","Vacaville Book Company's address is 315 Main St.",NA,NA,NA,NA
"Found",38.356917,"-121.989332","448-1010/449-0550 ","","Vacaville","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",36.279922,"-119.308948","days ","","Visalia","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",36.30546,"-119.364537","by Fwy. 99 evenings","","Visalia","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",39.61714,"-123.355957","15 mi. N. of town, warm summer days","","Willits","CA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",37.746154,"-119.574336","Yosemite Village 252-4848 incredibly dramatic & expensive grand fortress","","Yosemite National Park","CA",1996,"(GF),(F),(SW)","Accommodations","",NA,NA,NA,NA
"Found",37.652156,"-119.702773","at turn to Glacier Point on road to valley days & early evenings","","Yosemite National Park","CA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.871523,"-122.273042","94.1-FM (KPFA) Berkeley 848-6767, 7pm-7:30pm Wed, lesbigay radio","","East Bay","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.77493,"-122.419415","PO Box 14404, San Francisco, 94110 236-4645 pagan infoline & network","","East Bay","CA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.871523,"-122.273042","PO Box 2116, Berkeley, 94702 869-4395 accommodations in private homes in Bay Area","","East Bay","CA",1996,"(IGTA)","Accommodations","",NA,NA,NA,NA
