"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"Box 165, 33041 305/294-1525 ",NA,"Key West","FL","(GS),(GO)","Accommodations","General Coordinates Used","24.555059","-81.779987",2000,"",NA,NA,NA,NA
"in Rock Creek Park, above 16th St ",NA,"Washington","DC","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","38.983817","-77.044984",2000,"",NA,NA,NA,NA
"btwn Biloxi & Gulfport  ",NA,"Biloxi","MS","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","30.396032","-88.885308",2000,"",NA,NA,NA,NA
"Hwy 2, exit Angeles Crest Hwy, head N, turn left to UBTC Rd, turn right  (btwn marker 4.5 & 4.8) little nude beach along creek ",NA,"Angeles National Forest","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","34.306945","-118.073125",2000,"",NA,NA,NA,NA
"",NA,"Pascagoula","MS","Cruisy Area,(AYOR)","Cruisy Areas","Found","30.344554","-88.534805",2000,"",NA,NA,NA,NA
"",NA,"Miami","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","25.731489","-80.157269",2000,"",NA,NA,NA,NA
"323/850-8958 (hotline)",NA,"Los Angeles","CA","","Info Lines & Services","General Coordinates Used","34.052234","-118.243685",2000,"",NA,NA,NA,NA
"208/336-0246 host summer camping events",NA,"","ID","(MO)","Info Lines & Services","General Coordinates Used","44.068202","-114.742041",2000,"Statewide",NA,NA,NA,NA
"415/541-5000 infoline lists upcoming events, also sponsors 'Int'l Bear Rendezvous' (see calendar)",NA,"San Francisco","CA","","Info Lines & Services","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"Piñones  Isla Verde noon-close Wed-Sat, beachfront, fun crowd",NA,"San Juan","PR","(MW),(NH),(D),(S)","Bars","General Coordinates Used","18.446535","-65.969039",2000,"",NA,NA,NA,NA
"310/498-0552, 800/383-3513 reservation service",NA,"Los Angeles","CA","","Accommodations","General Coordinates Used","34.052234","-118.243685",2000,"",NA,NA,NA,NA
"3242 Kaohinani Dr (at Pelekane), Oahu 808/595-7533, 800/288-4666 414 locations on all islands, clientele & ownership vary ",NA,"Honolulu, Oahu","HI","(GF)","Accommodations","Found","21.34018","-157.831412",2000,"Statewide",NA,NA,NA,NA
"Napa  707/944-4444 reservation service",NA,"Napa Valley","CA","(GF)","Accommodations","General Coordinates Used","38.427432","-122.39433",2000,"",NA,NA,NA,NA
"",NA,"Huntington","WV","(MW),(D),(S)","","Found","38.417151","-82.4383",2000,"location from Driftwood Lounge's description",NA,NA,NA,NA
"",NA,"Wood River","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found","38.864477","-90.043022",2000,"",NA,NA,NA,NA
"",NA,"New Orleans","LA","Cruisy Area,(AYOR)","Cruisy Areas","Found","29.879073","-90.09842 ",2000,"",NA,NA,NA,NA
"btwn Fair Oaks Ave & Marengo in Old Town ",NA,"Pasadena","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","34.138347","-118.149059",2000,"",NA,NA,NA,NA
"btwn 2nd & 3rd ",NA,"Belmar","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.184174","-74.011356",2000,"",NA,NA,NA,NA
"516/597-6448 hot tub, jacuzzi, gym",NA,"Fire Island","NY","(MO),(SW),(WC),(TA)","Accommodations","Found","40.661602","-73.085458",2000,"",NA,NA,NA,NA
"E side of Campbell ",NA,"Tampa","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","27.970749","-82.579284",2000,"",NA,NA,NA,NA
"",NA,"Tyler","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found","32.332912","-95.301764",2000,"",NA,NA,NA,NA
"Pittsfield  ",NA,"Berkshires","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.447745","-73.251564",2000,"",NA,NA,NA,NA
"Ellison Wilson Rd (in Juno Beach) ",NA,"West Palm Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","26.874002","-80.065017",2000,"",NA,NA,NA,NA
"248/615-7003, 888/615-7003 statewide",NA,"Detroit","MI","","Publications","General Coordinates Used","42.331427","-83.045754 ",2000,"",NA,NA,NA,NA
"",NA,"Valley Forge","PA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","40.109667","-75.420976",2000,"",NA,NA,NA,NA
"Rte 72  (btwn 25 & 59)",NA,"Hoffman Estates","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.083679","-88.230578",2000,"",NA,NA,NA,NA
"541//317-8966 social/support, also newsletter",NA,"Bend","OR","","Info Lines & Services","General Coordinates Used","44.058173","-121.31531",2000,"",NA,NA,NA,NA
"505/836-5239, 505/836-0454 men's & women's social networks ",NA,"Albuquerque","NM","","Info Lines & Services","General Coordinates Used","35.075459","-106.564133",2000,"",NA,NA,NA,NA
"East King's Hwy (at 3132) ",NA,"Shreveport","LA","Cruisy Area,(AYOR)","Cruisy Areas","Found","32.4447","-93.702327",2000,"",NA,NA,NA,NA
"808/981-2428 ",NA,"Hawaii","HI","","Info Lines & Services","General Coordinates Used","19.542915","-155.665857",2000,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"Crest Dr (to Washington Rock) ",NA,"Orange","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.762673","-74.288264",2000,"",NA,NA,NA,NA
"nr VFM Hall along the Charles River ",NA,"Watertown","MA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","42.37093","-71.182832",2000,"",NA,NA,NA,NA
"cruisy hitch-hikers",NA,"Miami","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","25.804883","-80.185825",2000,"",NA,NA,NA,NA
"503/285-4848 7:30pm 2nd & 4th Wed at Utopia Coffeehouse, 3320 SE Belmont St",NA,"Portland","OR","","Info Lines & Services","Found","45.516287","-122.630456",2000,"",NA,NA,NA,NA
"at Lesbian/Gay Community Ctr 212/620-7310 3:30pm Sat ",NA,"New York City","NY","","Info Lines & Services","Found","40.740044","-74.007318",2000,"Center's address is One Little West 12th St ",NA,NA,NA,NA
"212/459-4784 recorded info on variety of social & political groups",NA,"New York City","NY","","Info Lines & Services","Found","40.740044","-74.007318",2000,"",NA,NA,NA,NA
"at Pride Ctr  732/846-2232 7:30pm Tue ",NA,"New Brunswick","NJ","","Info Lines & Services","General Coordinates Used","40.486216","-74.451819",2000,"Center's address is 211 Livingston Ave ",NA,NA,NA,NA
"Sunset Dr days",NA,"Athens","GA","Cruisy Area,(AYOR)","Cruisy Areas","Found","33.964453","-83.412193",2000,"",NA,NA,NA,NA
"Valley Green Center Nellysford 804/361-1463 lunch & dinner, clsd Mon, full bar till midnight, till 2am wknds ",NA,"Charlottesville","VA","(E)","Restaurants","General Coordinates Used","37.889754","-78.873366",2000,"",NA,NA,NA,NA
"Rtes 11 & 30 Manchester Village 802/362-4982 dinner only, clsd Mon, also bar",NA,"Manchester","VT","","Restaurants","General Coordinates Used","43.16362","-73.072285",2000,"",NA,NA,NA,NA
"days",NA,"Gainesville","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","29.620206","-82.333659",2000,"",NA,NA,NA,NA
"808/328-9607, 800/527-7789 free reservation service",NA,"Kauai","HI","(MW)","Info Lines & Services","General Coordinates Used","22.09644","-159.526124",2000,"",NA,NA,NA,NA
"530/544-4411, 800/431-4411 hot tub, fireplaces",NA,"Lake Tahoe","CA","(GS),(NS),(GO)","Accommodations","General Coordinates Used","38.939926","-119.977187",2000,"",NA,NA,NA,NA
"702/225-4513",NA,"Las Vegas","NV","","Info Lines & Services","General Coordinates Used","36.171563","-115.139101Q",2000,"",NA,NA,NA,NA
"off Lookout Rd Sausalito popular nude beach",NA,"Marin County","CA","","Entertainment & Recreation","Found","37.82433","-122.50869",2000,"",NA,NA,NA,NA
"off Lookout Rd Sausalito popular nude beach",NA,"San Francisco","CA","","Entertainment & Recreation","Found","37.82433","-122.50869",2000,"",NA,NA,NA,NA
"216/462-0257, 888/825-5226 nonprofit org for 'Cleveland's African American Same Gender Loving (SGL) community,' sponsors popular 'BlackOut Weekend'",NA,"Cleveland","OH","","Info Lines & Services","General Coordinates Used","40.798947","-81.378447",2000,"",NA,NA,NA,NA
"",NA,"Lynchburg","VA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","37.413754","-79.142246",2000,"",NA,NA,NA,NA
"US Rte 4  802/422-3816 7am-2pm Wed-Sun, great flapjacks & maple syrup ",NA,"Bridgewater Corners","VT","","Restaurants","General Coordinates Used","43.619913","-72.665377",2000,"",NA,NA,NA,NA
"Wampatuck Rd trails & parking lot ",NA,"Milton","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.214182","-71.093998",2000,"",NA,NA,NA,NA
"540/890-6612",NA,"Roanoke","VA","","Publications","General Coordinates Used","37.27097","-79.941427",2000,"",NA,NA,NA,NA
"Harts Neck Road  207/372-6353, 617/876-2897 cabins & campsites, near Penobscot Bay ",NA,"Tennants Harbor","ME","(GF)","Accommodations","Found","43.959833","-69.208255",2000,"",NA,NA,NA,NA
"502/245-7619 ",NA,"Louisville","KY","","Info Lines & Services","General Coordinates Used","38.252665","-85.758456 ",2000,"",NA,NA,NA,NA
"corner of Duval & Fleming Sts 305/294-9272 lunch, dinner in-season only, clsd Sun, 'seafood & eat it'",NA,"Key West","FL","(*)","Restaurants","Found","24.555992","-81.802934",2000,"",NA,NA,NA,NA
"Jarvis St (off 6A exit 1), Sandwich  nights",NA,"Cape Cod","MA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.768882","-70.561455",2000,"",NA,NA,NA,NA
"west end ",NA,"Long Branch","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.297189","-73.979353",2000,"",NA,NA,NA,NA
"nr Convention Hall  ",NA,"Asbury Park","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.223796","-73.998585",2000,"",NA,NA,NA,NA
"in front of sightseeing tower & bandshell ",NA,"Daytona Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","29.224086","-81.00469",2000,"",NA,NA,NA,NA
"The Pines 516/597-6500",NA,"Fire Island","NY","(MW),(SW)","Accommodations","Found","40.663806","-73.069881",2000,"",NA,NA,NA,NA
"The Pines 516/597-9400, 212/819-9400 great source for rentals ",NA,"Fire Island","NY","","Accommodations","General Coordinates Used","40.659792","-73.089962",2000,"",NA,NA,NA,NA
"303/831-8266, 800/513-7827 jacuzzi, sauna",NA,"Denver","CO","(M),(SW),(NS)","Accommodations","General Coordinates Used","39.739236","-104.990251",2000,"",NA,NA,NA,NA
"20th & 7th Ave Ybor City 813/241-2622 lunch & dinner, 4-course Sun brunch, 2 full bars",NA,"Tampa","FL","","Restaurants","Found","27.96025","-82.436748",2000,"",NA,NA,NA,NA
"212/566-7333, 800/566-6599 info line, events for HIV+ & friends",NA,"New York City","NY","","Info Lines & Services","General Coordinates Used","40.78306","-73.971249",2000,"",NA,NA,NA,NA
"",NA,"Sandusky","OH","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.456175","-82.711682",2000,"",NA,NA,NA,NA
"US 441 S  (past Praynes Prairie, on the right) days ",NA,"Gainesville","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","29.569351","-82.318025",2000,"",NA,NA,NA,NA
"",NA,"Wichita","KS","Cruisy Area,(AYOR)","Cruisy Areas","Found","37.667799","-97.261472",2000,"",NA,NA,NA,NA
"808/244-4566 recorded events info ",NA,"Maui","HI","","Info Lines & Services","General Coordinates Used","20.798363","-156.331925",2000,"",NA,NA,NA,NA
"Lake Mead Blvd, Rte 147  (turn left, then right onto 8.0 Rd, road number 89 on the map) 2 miles of rough road, may take 30 min",NA,"Las Vegas","NV","Cruisy Area,(AYOR)","Cruisy Areas","Found","35.989565","-115.139108",2000,"",NA,NA,NA,NA
"406/225-4339 spirituality/recovery retreat only, call for info ",NA,"Boulder","MT","(GF),(F),(SW),(NS)","Accommodations","Found","46.199742","-112.095301",2000,"",NA,NA,NA,NA
"Bourbon & Orleans  504/523-2222, 800/521-5338 ",NA,"New Orleans","LA","(*),(GF)","Accommodations","General Coordinates Used","29.951066","-90.071532",2000,"",NA,NA,NA,NA
"110th St off 3rd Ave NW  (1 mile N of Carkeek Park) along RR tracks",NA,"Seattle","WA","Cruisy Area,(N),(AYOR)","Cruisy Areas","Found","47.708731","-122.360868",2000,"",NA,NA,NA,NA
"on A1A ",NA,"West Palm Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","26.531787","-80.090546",2000,"",NA,NA,NA,NA
"",NA,"Rochester","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.731514","-80.337064",2000,"",NA,NA,NA,NA
"foot-bridge & woods  ",NA,"Wilmington","DE","(MR-AF),Cruisy Area,(AYOR)","Cruisy Areas","Found","39.758685","-75.552416",2000,"",NA,NA,NA,NA
"at 'Surfside Resort Hotel' 609/348-0192 24hrs",NA,"Atlantic City","NJ","(*),(MW),(NH),(F),(S)","Bars","Found","39.360121","-74.430977",2000,"Hotel's address is 18 S Mt Vernon Ave",NA,NA,NA,NA
"415/921-0625 walking tours of the Mission",NA,"San Francisco","CA","","Entertainment & Recreation","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"225/924-4989 100+ yr old B&B, hot tub",NA,"Baton Rouge","LA","(MO)","Accommodations","General Coordinates Used","30.451468","-91.187147",2000,"",NA,NA,NA,NA
"407/729-0669 x2082 also a publication",NA,"Melbourne","FL","","Info Lines & Services","General Coordinates Used","28.083627","-80.608109",2000,"",NA,NA,NA,NA
"9pm-2:30am",NA,"Portland","OR","(M),(D)","","Found","45.522386","-122.681828",2000,"location from Boxx's description",NA,NA,NA,NA
"",NA,"Kingsport","TN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","36.549246","-82.558264",2000,"",NA,NA,NA,NA
"nights",NA,"Fargo","ND","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","46.901696","-96.787519",2000,"",NA,NA,NA,NA
"718/670-3337 host events, also publish newsletter ",NA,"New York City","NY","","Info Lines & Services","General Coordinates Used","40.78306","-73.971249",2000,"",NA,NA,NA,NA
"Dustin & 20th  ",NA,"Farmington","NM","Cruisy Area,(AYOR)","Cruisy Areas","Found","36.74574","-108.205914",2000,"",NA,NA,NA,NA
"217/525-4297",NA,"Springfield","IL","","Info Lines & Services","General Coordinates Used","39.781721","-89.650148",2000,"",NA,NA,NA,NA
"",NA,"Traverse City","MI","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.766703","-85.595615",2000,"",NA,NA,NA,NA
"on Mesa Dr  wknds",NA,"Oceanside","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found","33.207395","-117.347704",2000,"",NA,NA,NA,NA
"end of Buffalo Mountain Park Rd ",NA,"Johnson City","TN","Cruisy Area,(AYOR)","Cruisy Areas","Found","36.282216","-82.349506",2000,"",NA,NA,NA,NA
"off Hwy 50 trail along river ",NA,"Riverton","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","38.771023","-120.449806",2000,"",NA,NA,NA,NA
"John Morris Pkwy  S end of beach",NA,"Fort Myers","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","26.475913","-81.967312",2000,"",NA,NA,NA,NA
"",NA,"Breckenridge","CO","(M),(NH),(CW),(BYOB)","Bars","Found","39.52572","-106.046361",2000,"location from The Bunkhouse Lodge's description ",NA,NA,NA,NA
"on Onota Lake Pittsfield ",NA,"Berkshires","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.463562","-73.274023",2000,"",NA,NA,NA,NA
"(2 doors down from 'Silver Star Saloon) 918/835-1207 lunch & dinner, 24hrs Fri-Sat",NA,"Tulsa","OK","","Restaurants","Found","36.139283","-95.903747",2000,"",NA,NA,NA,NA
"btwn West Amador & Westgate  ",NA,"Las Cruces","NM","Cruisy Area,(AYOR)","Cruisy Areas","Found","32.294533","-106.796821",2000,"",NA,NA,NA,NA
"Hwy 365, North Little Rock (just outside of town) early evening",NA,"Little Rock","AR","Cruisy Area,(AYOR)","Cruisy Areas","Found","34.797696","-92.309918",2000,"",NA,NA,NA,NA
"",NA,"Madison","WI","Cruisy Area,(AYOR)","Cruisy Areas","Found","43.102277","-89.366961",2000,"",NA,NA,NA,NA
"12th & State Sts days only",NA,"Salem","OR","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.930943","-123.034808",2000,"",NA,NA,NA,NA
"S of Asylum Ave (downtown exit off I-84) ",NA,"Hartford","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.764211","-72.677348",2000,"",NA,NA,NA,NA
"off Rte 103, toward Rutland ",NA,"Ludlow","VT","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","43.395906","-72.700652",2000,"",NA,NA,NA,NA
"I-80, exit 187 (3 miles E of Winnemuca) ",NA,"Winnemuca","NV","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.024346","-117.58568",2000,"",NA,NA,NA,NA
"901/276-0168, 901/274-8658 ",NA,"Memphis","TN","","Info Lines & Services","General Coordinates Used","35.149534","-90.04898",2000,"",NA,NA,NA,NA
"404/892-2968 gay multi-cultural group, many social events",NA,"Atlanta","GA","","Info Lines & Services","General Coordinates Used","33.748752","-84.387684",2000,"",NA,NA,NA,NA
"south frontage Rd of US Hwy 84 ",NA,"Brookhaven","MS","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","31.579059","-90.440651",2000,"",NA,NA,NA,NA
"Aiea Shopping Ctr 808/487-2944",NA,"Aiea, Oahu","HI","","Erotica","Found","21.379079","-157.930254",2000,"",NA,NA,NA,NA
"Rte 340 S from Frederick  (last left before Potomac River bridge) go 1.5 miles cross RR tracks",NA,"Frederick","MD","Cruisy Area,(AYOR)","Cruisy Areas","Found","39.325462","-77.703127",2000,"",NA,NA,NA,NA
"E of wharf ",NA,"Santa Barbara","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found","33.71101","-118.283293",2000,"",NA,NA,NA,NA
"street bordering Ward Memorial Park  ",NA,"Winter Park","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","28.59375","-81.317328 ",2000,"",NA,NA,NA,NA
"415/431-2228 informal chats at local cafes for young queer men (25 & under) ",NA,"San Francisco","CA","","Info Lines & Services","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"in the 'Muscle System' gym  (at Gough) coffee bar & snacks",NA,"San Francisco","CA","","Cafes","Found","37.777249","-122.422384",2000,"Muscle System's address is 364 Hayes St ",NA,NA,NA,NA
"Teague Bay  340/778-7377, 340/773-8141 Italian/cont'l ",NA,"St Croix","VI","","Restaurants","General Coordinates Used","17.757058","-64.605876",2000,"",NA,NA,NA,NA
"UCSD Price Center #76 (at Voight), La Jolla 858/450-2141 7am-midnight",NA,"San Diego","CA","","Cafes","Found","32.88006","-117.234013",2000,"",NA,NA,NA,NA
"Rte 66  (west of I-15) many warnings, including that the San Andreas fault will be directly under your feet!",NA,"Angeles National Forest","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","34.267061","-117.457671",2000,"",NA,NA,NA,NA
"",NA,"San Clemente","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found","33.406295","-117.605786",2000,"",NA,NA,NA,NA
"At Robin Lake Beach ",NA,"Columbus","GA","Cruisy Area,(AYOR)","Cruisy Areas","Found","32.845472","-84.848281",2000,"",NA,NA,NA,NA
"",NA,"Waco","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found","31.583658","-97.156257",2000,"",NA,NA,NA,NA
"605/425-9085 35 miles W of Sioux Falls, camping, RV hookups",NA,"Sioux Falls","SD","(GF)","Accommodations","General Coordinates Used","43.546022","-96.731265",2000,"",NA,NA,NA,NA
"South Shore Vieques best beach, but must have ID to enter",NA,"Vieques Island","PR","","Entertainment & Recreation","General Coordinates Used","18.094623","-65.454998",2000,"",NA,NA,NA,NA
"616/543-4335 seasonal, campsites & RV hookups, also B&B",NA,"Saugatuck","MI","(MW)","Accommodations","General Coordinates Used","42.655025","-86.201982",2000,"",NA,NA,NA,NA
