"Year","status","lat","lon","description","streetaddress","city","state","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
2003,"General Coordinates Used",33.830296,-116.545292,"305/294-1525 (FL#)vacation rental at Mesquite Country Club","","Palm Springs","CA","(GS),(SW),(N),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",33.830296,-116.545292,"760/323-0552 lgbt bar guide & classifieds","","Palm Springs","CA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",33.830296,-116.545292,"760/322-9200 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Palm Springs","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.441883,-122.143019,"Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Palo Alto","CA","","Men's Services","",NA,NA,NA,NA
2003,"Found",37.186871,-122.386293,"650/879-1500 cottage rentals w/ ocean views","","Pescadero","CA","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"Found",38.555323,-120.831689,"209/245-4841 riverside retreat, campsites, tents & cabins","","Placerville","CA","(M),(SW),(N),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",34.057812,-117.737328,"from 9pm Fri-Sat","","Pomona","CA","(M)","Bars","",NA,NA,NA,NA
2003,"Found",40.183737,-122.239013,"days","","Red Bluff","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",40.174536,-122.229586,"early evenings","","Red Bluff","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",40.504246,-122.416688,"13 miles W of Hwy 273(4 miles of old 99) nude beach, summers","","Redding","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",40.595133,-122.400309,"near boatramp","","Redding","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",33.980601,-117.375494,"800/289-1489 Call for the # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5051","","Riverside","CA","","Men's Services","",NA,NA,NA,NA
2003,"Found",38.770026,-120.433332,"off Hwy 50 trail along river","","Riverton","CA","(AYOR),Cruisy Area","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.486391,-123.012561,"707/566-6714 rental home on the river","","Russian River","CA","(GS)","Accommodations","",NA,NA,NA,NA
2003,"Found",39.713787,-120.66633,"707/632-6108 beautiful hideaway beside waterfall, hot tub","","Russian River","CA","(MW),(NS),(GO),(*)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",38.501858,-122.99611,"707/869-9636, 877/247-4837 2-bdrm rental hideaway, bi-owned/run","","Russian River","CA","(GS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",38.501858,-122.99611,"707/887-9219, 800/403-1744 reservation service for rental homes","","Russian River","CA","(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",38.501858,-122.99611,"707/869-3040 vacation home w/deck, hot tub","","Russian River","CA","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"Found",38.511536,-122.782884,"800/576-6662 (see ad pg 131)","","Russian River","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",38.501858,-122.99611,"707/887-9531, 888/887-9531 studio cottage, hot tub, sauna","","Russian River","CA","(GS),(SW),(N),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",38.565615,-121.382507,"off La Riviera Dr, near Howe Ave & Watt Ave","","Sacramento","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.58126,-121.423108,"at end of N 10th St, off Richard Blvd","","Sacramento","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.573371,-121.481356,"20th & Capitol 916/444-0307 lunch Mon-Fri, dinner nightly, ","","Sacramento","CA","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",38.581572,-121.4944,"916/454-4443 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Sacramento","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",38.581572,-121.4944,"916/441-6397 lgbt newspaper","","Sacramento","CA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",38.581572,-121.4944,"916/329-9280 lgbt newspaper","","Sacramento","CA","","Publications","",NA,NA,NA,NA
2003,"Found",38.58126,-121.423108,"on American River","","Sacramento","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",38.581572,-121.4944,"916/489-980 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Sacramento","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",38.581572,-121.4944,"900/505-6338 Talk and/or meet with other men from the area, at only 99c per minute","","Sacramento","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",34.108345,-117.289765,"909/825-4700","","San Bernardino","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",34.134475,-117.26677,"Highland Ave (turn right just after courts) days","","San Bernardino","CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
2003,"Found",33.406295,-117.605786,"to the left off the fwy (from Hwy 5 S)","","San Clemente","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",33.372808,-117.565601,"at N end of Camp Pendleton","","San Clemente","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",32.715738,-117.161084,"800/422-5416 go online or call, hotel reservations at over 200 hotels & resorts, open daily","","San Diego","CA","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",32.715738,-117.161084,"858/707-7770 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","San Diego","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",32.740978,-117.249975,"Talk and/or meet with other men from the area, at only 99c per minute","","San Diego","CA","","Men's Services","",NA,NA,NA,NA
2003,"Found",32.933677,-117.260678,"popular nude beach","","San Diego","CA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",32.740978,-117.249975,"619/294-2033 amateur videos, skin care, by appt only","","San Diego","CA","","Erotica","",NA,NA,NA,NA
2003,"Found",32.877923,-117.210079,"619/299-DEAN","","San Diego","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",32.734729,-117.160918,"619/299-0500","","San Diego","CA","","Publications","",NA,NA,NA,NA
2003,"Found",37.76098,-122.42938,"415/252-7192 Victorian guest house in the Castro","","San Francisco","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/674-1821  call for mtg times","","San Francisco","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/861-5019 the weekly lgbt newspaper","","San Francisco","CA","","Publications","",NA,NA,NA,NA
2003,"Found",40.415874,-124.398625,"first exit past GG bridge (Alexander) (Go left under fwy, right on Outlook Rd, look for dirt parking lot), Golden Gate Nat'l Rec Area popular nude beach, look for trail","","San Francisco","CA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/921-0625 walking tours of the Mission","","San Francisco","CA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"near Market & Castro 916/974-7409, 916/813-3119 (cell) rental apts","","San Francisco","CA","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"Found",37.760894,-122.43503,"415/621-3580 furnished apts in the Castro","","San Francisco","CA","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/285-2742 call for times & location","","San Francisco","CA","(*),(M),(D),(MR-A),(S),($)","Nightclubs","",NA,NA,NA,NA
2003,"Found",37.759586,-122.436528,"(btwn 18th & 19th Sts) Castro merri-go round, after bars close","","San Francisco","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",37.762816,-122.435477,"415/550-8110 5-star, walking tour of the Castro, brunch included","","San Francisco","CA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"510/444-5858, 800/436-2574 private yachts, charters available","","San Francisco","CA","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"Found",37.779411,-122.404576,"btwn 5th & 6th, late","","San Francisco","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",37.77588,-122.413879,"415/703-8650, 800/869-1996 (outside CA) lgbt media arts foundation that sponsors the annual SF Int'l Lesbian/Gay Film Festival each June (see Film Festival Calendar in back events section) ","","San Francisco","CA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/826-5972 B&B in private home","","San Francisco","CA","(MW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/665-6715 call for times and location, hot (¡muy caliente) dancers","","San Francisco","CA","(*),(M),(D),(MR-L),(S),($)","Nightclubs","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/281-5666 outdoor group","","San Francisco","CA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/355-0999 5pm-9pm Mon-Fri, peer-counseling, information, resources","","San Francisco","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/552-2051 glass entertainment magazine","","San Francisco","CA","","Publications","",NA,NA,NA,NA
2003,"Found",37.777125,-122.398095,"9th & Brannan 415/552-4653","","San Francisco","CA","(*),(GS)","Gyms & Health Clubs","",NA,NA,NA,NA
2003,"Found",37.806662,-122.432106,"Fort Mason, Bldg 'A' ( nr Van Ness & Bay) 415/771-6222 lunch Tue-Sun, dinner nightly, Sun brunch, clsd Mon, gourmet vegetarian","","San Francisco","CA","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"Fort Mason, Bldg 230 (at Franklin) 415/771-7277, 800/909-4776 hostel, shared baths","","San Francisco","CA","(GS),(F),(WC)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"NW tip of SF inquire locally","","San Francisco","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/934-9347 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","San Francisco","CA","","Men's Services","",NA,NA,NA,NA
2003,"Found",37.769885,-122.46076,"Golden Gate Park (on corner of Middle Drive East & Bowling Green Dr) 415/750-8340, 888/294-7683 guided tours available 9:30am-12:30pm every Th","","San Francisco","CA","(WC)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/621-6514 all the dish on SF's club scene","","San Francisco","CA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77263,-122.386967,"510/548-8671 travel-planning services & itineraries for visitors to the Bay Area","","San Francisco","CA","(MW),(GO)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",37.751439,-122.431894,"24th & Noe location","","San Francisco","CA","(*),(MW)","Restaurants","",NA,NA,NA,NA
2003,"Found",37.791351,-122.420848,"btwn Geary & California Sts. hustlers","","San Francisco","CA","Cruisy Area,(AYOR),(H)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77263,-122.419415,"800/999-9718 (subscriptions) glossy w/extensive arts, clubs & restaurants listing for the City","","San Francisco","CA","","Publications","",NA,NA,NA,NA
2003,"Found",37.733305,-122.434389,"415/585-0760 call for appt, corsets, & fetish clothing","","San Francisco","CA","","Erotica","",NA,NA,NA,NA
2003,"Found",37.77183,-122.423939,"415/626-0260 bi-weekly, a 'must read' for Bay Area resources","","San Francisco","CA","(*)","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77263,-122.386967,"415/863-7676, 888/253-3277 ","","San Francisco","CA","(GS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77263,-122.386967,"415/648-7758, 877/734-2986 SF Queer history tour, commitment ceremonies","","San Francisco","CA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77263,-122.419415,"310/305-2984, 800/889-7359 1800s Victorian mansion","","San Francisco","CA","(GF),(NS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",37.805508,-122.420609,"415/771-0200, 800/227-3608 sundeck","","San Francisco","CA","(GF)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77263,-122.419415,"415/241-0425 guest suite","","San Francisco","CA","(M)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77263,-122.419415,"415/247-2000 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","San Francisco","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77263,-122.419415,"415/626-8255, 800/626-8255 900-50-50-500 from SF/LA/Sac/SD, 900-388-5847 (DV8-LTHR) Nationwide, MC/VISA/AE/DISC","","San Francisco","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77263,-122.419415,"900/505-6338 Talk and/or meet with other men from the area, at only 99c per minute","","San Francisco","CA","","Men's Services","",NA,NA,NA,NA
2003,"Found",37.787201,-122.426596,"415/252-9485 custom-tailored walking tours w/San Francisco resident","","San Francisco","CA","(GO)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",37.77493,-122.419415,"415/247-5555 The city's hottest & wildest all male voice club. Chat one on one! Use access code 5111","","San Francisco","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.33874,-121.885252,"408/374-8511 24hr helpline","","San Jose","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.33874,-121.885252,"408/885-8800 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse, & Respond to voice ads. Use access code 5051","","San Jose","CA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.33874,-121.885252,"408/532-3000 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","San Jose","CA","","Men's Services","",NA,NA,NA,NA
2003,"Found",35.174194,-120.716819,"W of Pirates Cove & down a cliff","","San Luis Obispo ","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",35.282752,-120.659616,"805/541-4252 news & events for Central California coast","","San Luis Obispo ","CA","","Publications","",NA,NA,NA,NA
2003,"Found",35.175962,-120.715886,"left turn off Avila","","San Luis Obispo ","CA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",35.151183,-120.657552,"Grand Ave to beach","","San Luis Obispo ","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",37.587268,-122.319101,"pff US 101 btwn San Mateo & Burlingame beach & parking lot","","San Mateo","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",33.71101,-118.283293,"E of wharf","","Santa Barbara","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",34.415256,-119.676353,"","","Santa Barbara","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",34.41613,-119.567803,"","","Santa Barbara","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",36.974117,-122.030796,"831/475-5782","","Santa Cruz","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",36.983085,-122.1558,"7 miles N of town (off Hwy 1)","","Santa Cruz","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",36.974117,-122.030796,"West Cliff Dr (across from lighthouse) nights","","Santa Cruz","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",36.974117,-122.030796,"831/761-3176 monthly","","Santa Cruz","CA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",35.389953,-120.609297,"Hidden Springs Ranch Rd, Santa Margarita 888/213-7733 cabins & house on private lake, hot tub","","Santa Margarita","CA","(MO),(N),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",34.953034,-120.435719,"W 7th & Adams (at 'Michele's) 707/546-1736 9pm-2am, 2nd & 4th Fri only","","Santa Maria","CA","(MW),(D)","Nightclubs","",NA,NA,NA,NA
2003,"General Coordinates Used",34.953034,-120.435719,"707/544-1300 (AA#)","","Santa Maria","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",34.953034,-120.435719,"707/581-1809 ","","Santa Maria","CA","","Publications","",NA,NA,NA,NA
2003,"Found",36.131376,-118.819024,"559/539-2382 retreat in foothills of Sierra Nevada mtns","","Springville","CA","(MW),(SW)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",37.494574,-120.845979,"Lovers Ln nights","","Turlock","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.494574,-120.845979,"at the overlook days only","","Turlock","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",34.135558,-116.054169,"Witt Rd (at Amboy Hwy), Twentynine Palms 310/558-5544","","Twentynine Palms","CA","(GS),(NS),(SW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",38.356917,-121.989332,"707/427-2356","","Vacaville","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",34.280492,-119.29452,"805/389-1444 (AA#)","","Ventura","CA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",34.381873,-119.488122,"Rincon Point (btwn Ventura & Santa Barbara) N beyond the sea wall","","Ventura","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",34.275878,-119.29051,"N of the Ventura Pier (btwn fairgrounds & Ocean) go N along beach to Hobo's Jungle","","Ventura","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
