ID,title,status,description,lat.lon,streetaddress,notes,city,state,amenityfeatures,type,dateadded,lastmodified,Year
1443,Piedmont Park,Found,Parking lot area & nature trails ,"33.785086,-84.373803",,,Atlanta,GA,Cruisy Areas,Cruising Areas,,,1972
1472,Alibi Lounge ,Found,Dinkler Plaza Hotel," 33.75686,-84.389066",Forsythe & Luckie N.W. ,,Atlanta,GA,(PE),"Hotels,Bars/Clubs",,,1972
1442,Library Area ,Found,at Peachtree and Carnegie,"33.762629,-84.387506",,,Atlanta,GA,Cruisy Areas,Cruising Areas,,,1972
1441,Cypress St. ,Found,from 5th to 9th Sts. (an alley running bet Peachtree St. & W. Peachtree),"33.77731,-84.38612",,,Atlanta,GA,Cruisy Areas,Cruising Areas,,,1972
1388,Cameo,Found,,"33.759697,-84.390567",Cain at Williams N.W.,,Atlanta,GA,"(RT),(*)",Bars/Clubs,,,1972
1534,Cypress St. ,Found,(An alley running bet. Peachtree & W. Peachtree from 5th to 9th Sts.),"33.77731,-84.38612",,,Atlanta,GA,Cruisy Areas,Cruising Areas,,,1973
1607,El Matador,Found,(Ansley’s Mall Shopping Center),"33.797088,-84.368977 ",Piedmont at Monroe,,Atlanta,GA,(*),Bars/Clubs,,,1973
1606,Cameo,Found,,"33.759697,-84.390567",188 Williams at Cain N.W.,,Atlanta,GA,"(RT),(*)",Bars/Clubs,,,1973
1605,Armory ,Found,,"33.77703,-84.383137",834 Juniper N.E. near 6th ,,Atlanta,GA,"(PE),(*)",Bars/Clubs,,,1973
1536,Piedmont Park – parking lot & ‘nature trails’,Found,,"33.785086,-84.373803",,,Atlanta,GA,Cruisy Areas,Cruising Areas,,,1973
1535,Library – area around Peachtree & Carnegie,Found,,"33.762629,-84.387506",,,Atlanta,GA,Cruisy Areas,Cruising Areas,,,1973
1690,Petite Lounge,Found,"Dinkler-Plaza Hotel
"," 33.75686,-84.389066",Forsythe & Luckie,,Atlanta,GA,"(M),(PE)","Bars/Clubs,Hotels",,,1970
2061,Piedomt Park - parking lot and nature trails,Found,,"33.785086,-84.373803",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1976
2175,Windjammer,Found,Marriott Hotel,"33.759677,-84.384226",Cain & Courtland,Roads have changed a bit here and been renamed due to redevelopment in the area. See intersection of Cain and Courtland on this David Rumsey Map: https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~212209~5500288:Atlanta--Georgia--;JSESSIONID=a2b23f1f-f52c-49f9-9868-055239e75dc7?showTipAdvancedSearch=false&showShareIIIFLink=true&showTip=false&helpUrl=https%3A%2F%2Fdoc.lunaimaging.com%2Fdisplay%2FV74D%2FLUNA%2BViewer%23LUNAViewer-LUNAViewer&title=Search+Results%3A+List_No+equal+to+%275840.111%27&fullTextSearchChecked=&dateRangeSearchChecked=&advancedSearchUrl=https%3A%2F%2Fdoc.lunaimaging.com%2Fdisplay%2FV74D%2FSearching%23Searching-Searching&thumbnailViewUrlKey=link.view.search.url,Atlanta,GA,"(M),(PE)","Hotels,Bars/Clubs",,,1976
1986,El Matador,Found,Ansley Mall Shopping Center ,"33.797088,-84.368977 ",Piedmont at Monroe St.,,Atlanta,GA,(OC),Bars/Clubs,,,1976
1985,Cameo,Found,,"33.759697,-84.390567",188 Williams at Cain,,Atlanta,GA,"(RT),(B),(*)",Bars/Clubs,,,1976
2059,Atlanta International Airport - Observation Deck,Found,,"33.640728,-84.4277",,General airport coordinates used.,Atlanta,GA,Cruisy Area,Cruising Areas,,,1976
2191,Denny's,Found,,"33.807914,-84.365919",Piedmont Circle at CHeshire Bridge Rd,,Atlanta,GA,"(M),(R),(C),(AH)",Restaurant,,,1976
2063,Library - Peachtree and Carnegie,Found,,"33.762629,-84.387506",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1976
2060,Cypress St. - an alley between 'the strip' - Peachtree and W. Peachtree from 5th to 10th,Found,,"33.77731,-84.38612",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1976
2062,"T-Room, Davison's Dept Store",General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1976
2064,'The Strip' - Peachtree & W. Peachtree Sts from 5th to 10th,Found,,"33.77731,-84.38612",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1976
2281,Atlanta International Airport – Observation Deck ,Found,,"33.640728,-84.4277",,General airport coordinates used.,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2290,T-Rooms at Davison’s Department Store ,General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2283,“Flea Market” ,General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2291,“The Strip” – Peachtree & W. Peachtree Streets from 5th to 10th Streets,Found,,"33.77731,-84.38612",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2287,Phillips 66 Truck Stop about 9 miles north on I-95 near Norcross,General City Coordinates Used,(T-Rooms) ,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2424,Cameo ,Found,"(Some SM, B) ","33.759697,-84.390567",188 Williams at Cain ,,Atlanta,GA,"(RT),(*)",Bars/Clubs,,,1977
2285,Library – Peachtree & Carnegie ,Found,,"33.762629,-84.387506",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2218,Windhammer ,Found,Marriot Hotel ,"33.759677,-84.384226",Cain & Courtland ,Roads have changed a bit here and been renamed due to redevelopment in the area. See intersection of Cain and Courtland on this David Rumsey Map: https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~212209~5500288:Atlanta--Georgia--;JSESSIONID=a2b23f1f-f52c-49f9-9868-055239e75dc7?showTipAdvancedSearch=false&showShareIIIFLink=true&showTip=false&helpUrl=https%3A%2F%2Fdoc.lunaimaging.com%2Fdisplay%2FV74D%2FLUNA%2BViewer%23LUNAViewer-LUNAViewer&title=Search+Results%3A+List_No+equal+to+%275840.111%27&fullTextSearchChecked=&dateRangeSearchChecked=&advancedSearchUrl=https%3A%2F%2Fdoc.lunaimaging.com%2Fdisplay%2FV74D%2FSearching%23Searching-Searching&thumbnailViewUrlKey=link.view.search.url,Atlanta,GA,"(M),(PE)","Hotels,Bars/Clubs",,,1977
2425,EL Matador ,Found,Ansley Mall Shopping Center (Sunday buffet) ,"33.797088,-84.368977 ",Piedmont & Monroe Dr. ,,Atlanta,GA,(OC),Bars/Clubs,,,1977
2282,Cypress Street – an alley between “the Strip” – Peachtree & W. Peachtree from 5th to 10th Street ,Found,,"33.77731,-84.38612",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2284,Grant Park-nr. Lookout Tower ,Found,(“chicken”),"33.735629,-84.371181 ",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2423,Back Street ,Found,(Disco) (Enter through rear of 845 Peachtree St. N.E.) ," 33.77725,-84.382847 ",6th & Juniper Streets,,Atlanta,GA,"(YC),(D),(*)",Bars/Clubs,,,1977
2286,Merchandise Mart ,General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2422,Armory ,Found,(Good cocktail hours) ,"33.77703,-84.383137",834 Juniper N.E. near 6th ,,Atlanta,GA,(*),Bars/Clubs,,,1977
2289,Spotts Hall – University of Georgia – 3rd & 4th floors,General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2288,Piedmont Park – parking lot & “nature trails”,Found,,"33.785086,-84.373803",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1977
2208,Denny’ s,Found,,"33.807914,-84.365919",Piedmont Circle at Cheshire Bridge Road ,,Atlanta,GA,"(M),(R),(C),(AH)",Restaurant,,,1977
2566,Windjammer,Found,,"33.759677,-84.384226",Mariott Hotel Cain & Courtland,,Atlanta,GA,"(M),(PE)","Hotels,Bars/Clubs",,,1975
2548,M.C.C.,Found,Decatur,"33.713577,-84.370808",527 N. McDonough St.,,Atlanta,GA,,Church,,,1975
2592,Cypress St.,Found,,"33.77731,-84.38612",an alley between Peachtree & W. Peachtree from 5th to 9th Sts.,,Atlanta,GA,Cruisy Area,,,,1975
2550,El Matador,Found,,"33.797088,-84.368977 ",Ansley Mall Shopping Center Piedmont at Monroe,,Atlanta,GA,(*),,,,1975
2593,Library,Found,,"33.762629,-84.387506",Peachtree & Carnegie,,Atlanta,GA,Cruisy Area,,,,1975
2594,Piedmont Park,Found,,"33.785086,-84.373803",parking lot & 'nature trails',,Atlanta,GA,Cruisy Area,,,,1975
2577,Mama Mia's,Found,,"33.781705,-84.383982",Peachtree at 10th N.E.,,Atlanta,GA,(S),,,,1975
2547,Grey Castle,General City Coordinates Used,yet another 'super bar' scheduled to open in near future,"33.748995,-84.387982",,,Atlanta,GA,,Bars/Clubs,,,1975
2694,Armory ,Found,(Best during cocktail hours on Mon. & Thur.) ,"33.77703,-84.383137",824 Juniper N.E. nr. 6th  ,,Atlanta,GA,,Bars/Clubs,,,1978
2829,Ga. Tech – Administration Bldg. T-Room ,Found,,"33.775618,-84.396285",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2830,Cypress Street – an allet betw. ‘The Strip’ – Peachtree & W. Peachtree from 5th to 10th Sts. ,Found,,"33.77731,-84.38612",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2827,Atlanta International Airport – Observation Deck ,Found,,"33.640728,-84.4277",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2696,El Matador,Found,(Sat. buffet) Ansley Mall Shopping ,"33.797088,-84.368977 ",Piedmont & Monroe Dr. ,,Atlanta,GA,,Bars/Clubs,,,1978
2837,‘The Strip’ – Peachtree & W. Peachtree Sts. from 5th to 10th Sts. ,Found,,"33.77731,-84.38612",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2828,Grant Park nr. Lookout Tower,Found,(‘Chicken’) ,"33.775618,-84.396285",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2834,Phillips 66 Truck Stop 9 mi. No. on I-95 nr. Norcross,General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2832,‘Flea Market’ ,General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2998,Denny's ,Found,,"33.807914,-84.365919",Piedmont Circle at Cheshire Bridge Rd. ,,Atlanta,GA,"(M),(R),(C),(AH)",Restaurant,,,1978
2754,Down Under Book Store ,Found,(Open 24 hrs.) ," 33.779398,-84.385949",45 8th St at Cypress ,,Atlanta,GA,(*),Book Store,,,1978
2695,Cameo ,Found,,"33.759697,-84.390567",188 Williams at Cain N.W.,,Atlanta,GA,"(M),(B),(RT)",Bars/Clubs,,,1978
2831,Merchandise Mart – Mezzanine T-Room ,General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2835,Piedmont Park – parking lot & Nature Trails ,Found,,"33.785086,-84.373803",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2760,"
  Locker Room Health
  Club 
  ",Found,(Includes baths & sauna adjoining ‘Hollywood Hots’ (Disco) (D) (S) (‘Flicks’) & bookstore – BYOB for AH – Open 24 hrs.)   ,"33.818249,-84.348786",2325 Cheshire Bridge Rd. N.E. at Cheshire Square Shopping Center  ,,Atlanta,GA,"(*),(D),(S)","Book Store,Theatre,Baths",,,1978
2833,Library – Peachtree & Carnagie ,Found,,"33.762629,-84.387506",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
2697,Man's World Atlanta ,General City Coordinates Used,(May be opening in Spring of ’77) ,"33.748995,-84.387982",,,Atlanta,GA,,Bars/Clubs,,,1978
2836,Sparks Hall at Davison’s Dept. Store ,Found,,"33.753433,-84.385907",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1978
3141,Sparks Hall,Found,3rd & 4th floor T-rooms - Ga. St. U.,"33.753433,-84.385907",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1980
3133,Models Atlanta,General City Coordinates Used,(404) 231-0241,"33.748995,-84.387982",,,Atlanta,GA,,Business,,,1980
3139,Grant Park nr. Lookout Tower,Found,'chicken',"33.775618,-84.396285",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1980
3136,Cypress St.,Found,('The Strip') an alley between Peachtree & W. Peachtree from 6th to 8th St.s,"33.77731,-84.38612",,,Atlanta,GA,"Cruisy Area,(*)",Cruising Areas,,,1980
3132,El Matador,Found,(Sat. buffet) Ansley Mall Shopping Center,"33.797088,-84.368977 ",Piedmont & Monroe Dr.,,Atlanta,GA,(*),,,,1980
3142,T-Rooms at Davison's Dept. Store,General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1980
3138,Ga. Tech - Admin. Bldg. T-room,Found,,"33.775618,-84.396285",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1980
3140,Piedmont Park,Found,parking lot & nature trails,"33.785086,-84.373803",,,Atlanta,GA,"Cruisy Area,(AYOR)",Cruising Areas,,,1980
3134,Youngsman Atlanta,General City Coordinates Used,"(Models, etc.) (404) 325-1495","33.748995,-84.387982",,,Atlanta,GA,,Business,,,1980
3135,Atlanta Airport,Found,observation deck,"33.640728,-84.4277",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1980
3137,Fleat Market,General City Coordinates Used,,"33.748995,-84.387982",,,Atlanta,GA,Cruisy Area,Cruising Areas,,,1980
191,Play Pen,Found,(downtown - Inquire locally) ,"33.473106,-81.963114",,Coordinates for middle of 600 block of Ellis. ,Augusta,GA,(*),Bars/Clubs,8/30/2019 11:35am,9/7/2019 1:20pm,1971
1389,Play Pen,Found,,"33.473106,-81.963114",In alley off 600 block of Ellis St.,Coordinates for middle of 600 block of Ellis. ,Augusta,GA,(*),Bars/Clubs,,,1972
1609,"
  Play Pen 
  ",Found,,"33.473106,-81.963114",In alley – off 600 blk. of Ellis St.,Coordinates for middle of 600 block of Ellis. ,Augusta,GA,(*),Bars/Clubs,,,1973
2699,Lolly Pop Lounge ,Found,(was closed – may be reopening at 594 Damascus Rd. or elsewhere) ,"33.458156,-82.046833",,,Augusta,GA,"(P),(YC),(D),(S)",Bars/Clubs,,,1978
94,Holiday Inn Bar,Found,,"33.50559,-88.431556",,,Columbus,MS,(M),"Hotels,Bars/Clubs",9/7/2019 10:46am,9/7/2019 1:18pm,1974
92,Southernaire Night Club,General City Coordinates Used,,"33.495674,-88.427263 ",,,Columbus,MS,"(M),(RT)",Bars/Clubs,9/7/2019 10:46am,9/7/2019 1:18pm,1974
194,Columbus Room,General City Coordinates Used,Columbus Hotel,"32.460976,-84.987709",,,Columbus,GA,,"Hotels,Bars/Clubs",8/30/2019 11:35am,9/7/2019 1:20pm,1971
260,Fiesta Lounge,General City Coordinates Used,,"32.460976,-84.987709",,,Columbus,GA,(*),Bars/Clubs,8/13/2019 1:41pm,9/7/2019 1:24pm,1969
1340,Peacock Lounge ,Found,,"33.50559,-88.431556",US Hwy. 45 at 5th St. N.  ,,Columbus,MS,(M),"Bars/Clubs,Hotels",,,1979
1399,Southernaire Night Club,General City Coordinates Used,,"33.495674,-88.427263 ",W. on Hwy. 82 ,,Columbus,MS,(M),Bars/Clubs,,,1972
1473,Ralston Hotel Bar,Found,,"40.730583,-73.984774",12th St. bet. 2nd & 3rd Aves.,Coordinates for the middle of this block,Columbus,GA,(M),"Hotels,Bars/Clubs",,,1972
1474,Holiday Inn Bar,Found,,"33.50559,-88.431556",U.S. Hwy. 45 N. at 5th St. N. ,,Columbus,MS,(M),"Hotels,Bars/Clubs",,,1972
1499,"
  Ralston Hotel
  ",Found,,"40.730583,-73.984774",,Coordinates for the middle of this block,Columbus,GA,(M),"Hotels,Bars/Clubs",,,1973
1623,Southernaire Night Club,General City Coordinates Used,,"33.495674,-88.427263 ",W. on Hwy. 82,,Columbus,MS,"(M),(RT)",Bars/Clubs,,,1973
1583,Holiday Inn Bar,Found,,"33.50559,-88.431556",U.S. Hwy. 45 at 5th St. N.,,Columbus,MS,(M),"Bars/Clubs,Hotels",,,1973
1691,Fiesta Lounge,General City Coordinates Used,,"32.460976,-84.987709",1st Ave.,,Columbus,GA,(*),Bars/Clubs,,,1970
2005,Ralston Hotel Bar,Found,,"40.730583,-73.984774",12th St. between 2nd & 3rd Aves.,Coordinates for the middle of this block,Columbus,GA,(M),"Bars/Clubs,Hotels",,,1976
2006,Holiday Inn Bar,Found,,"33.50559,-88.431556",U.S. Hwy 45 at 5th St. N.,,Columbus,MS,(M),"Bars/Clubs,Hotels",,,1976
2219,Ralston Hotel Bar,Found,,"40.730583,-73.984774",12th Street between 2nd & 3rd Avenues ,Coordinates for the middle of this block,Columbus,GA,"(M),(OC)","Hotels,Bars/Clubs",,,1977
2494,Holiday Inn Bar,Found,,"33.50559,-88.431556",U.S. Hwy. 45 at 5th St. N.,,Columbus,MS,(M),"Hotels,Bars/Clubs",,,1975
2559,Ralston Hotel Bar,Found,,"40.730583,-73.984774",12th St. between 2nd & 3rd Avenues,asked about unclarity ,Columbus,GA,(M),"Hotels,Bars/Clubs",,,1975
2698,Brer Rabbit’s ,Found,(Disco) ,"32.50862,-84.943627",Peachtree Mall on the North Expressway,,Columbus,GA,"(P),(YC),(D),(*)",Bars/Clubs,,,1978
2700,Chart Room ,Found,Ralston Hotel ,"32.468714,-84.989659",12th betw. 2nd & 3rd Aves.,,Columbus,GA,"(M),(OC)","Hotels,Bars/Clubs",,,1978
2740,Peacock Lounge ,Found,Holiday Inn Bar (M) ,"33.50559,-88.431556",U.S. Hwy. 45 at 5th St. No. ,,Columbus,MS,(M),"Bars/Clubs,Hotels",,,1978
2970,Fiesta Lounge ,General City Coordinates Used,(Cruisy) ,"32.460976,-84.987709",1st Ave.,,Columbus,GA,"(YC),(*)","Cruising Areas,Bars/Clubs",,,1978
3145,Trailways Bus Depot,General City Coordinates Used,,"32.460976,-84.987709",,,Columbus,GA,Cruisy Area,Cruising Areas,,,1980
3203,Peacock Lounge,Found,Holiday Inn,"33.50559,-88.431556",US Hwy. 45 at 5th St. N.,,Columbus,MS,(M),"Bars/Clubs,Hotels",,,1980
3144,Mulberry Creek,General City Coordinates Used,(Military),"32.460976,-84.987709",,Mulberry creek appears to be opposite direction of the military base. Unsure of location so using general Columbus coordinates.,Columbus,GA,"Cruisy Area,(M)",Cruising Areas,,,1980
3143,"4th Avenue, Vicotry Dr.",General City Coordinates Used,"4th Avenue, Vicotry Dr. or other streets leading to Ft. Benning","32.353056,-84.955221",,Coordinates for Fort Benning generally.,Columbus,GA,Cruisy Area,Cruising Areas,,,1980
70,Savannah Beach,Found,(summers),"32.000215,-80.845666",,,Savannah,GA,Cruisy Area,Cruising Areas,9/5/2019 2:12pm,9/7/2019 1:18pm,1974
69,Bull Street squares,Found,by foot or car,"32.080899,-81.091203",,,Savannah,GA,Cruisy Area,Cruising Areas,9/5/2019 2:12pm,9/7/2019 1:18pm,1974
68,Old Volunteer Guards Hall,Found,,"32.072944,-81.093773",,,Savannah,GA,Cruisy Area,Cruising Areas,9/5/2019 2:12pm,9/7/2019 1:18pm,1974
261,Purple Tree,Found,"Manager Hotel
","32.07949,-81.091153",,,Savannah,GA,(M),Bars/Clubs,8/13/2019 1:41pm,9/7/2019 1:33pm,1969
1174,Bull St. Squares – by foot or car,Found,,"32.080899,-81.091203",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1979
1175,Savannah Beach ,Found,(summers),"32.000215,-80.845666",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1979
1610,"
  Basement
  ",Found,(opens 8 p.m. ),"32.07293,-81.093833",340 Bull at Charlton,,Savannah,GA,"(D),(*)",Bars/Clubs,,,1973
1582,"
  Holiday Inn Bar 
  ",General City Coordinates Used,,"32.080899,-81.091203",Hwy. 17-A,,Savannah,GA,(M),"Bars/Clubs,Hotels",,,1973
1581,"
  Bayshore Steam Baths
  ",Found,(closes 10 p.m.)," 32.079521,-81.086539",403 E. Bay at Habersham,,Savannah,GA,,Baths,,,1973
1692,Purple Tree,Found,Manger Hotel,"32.07949,-81.091153",Congress and Bull,,Savannah,GA,(M),Bars/Clubs,,,1970
2065,Savannah Beach (summers),Found,,"32.000215,-80.845666",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1976
1987,Old Town Saloon,General City Coordinates Used,(Looks Promising),"32.080899,-81.091203",On Montgomery - opposite Greyhound Bus Depot,,Savannah,GA,,Bars/Clubs,,,1976
2066,Bull St. Squares,Found,,"32.080899,-81.091203",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1976
2067,Old Volunteer Guards Hall,Found,,"32.072944,-81.093773",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1976
2426,Basement ,Found,"(Some RT, G, B) (Opens 8 p.m.) ","32.07293,-81.093833 ",340 Bull at Charlton ,,Savannah,GA,"(D),(*)",Bars/Clubs,,,1977
2294,Savannah Beach ,Found,(summers) ,"32.000215,-80.845666",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1977
2293,Old Volunteer Guards Hall ,Found,,"32.072944,-81.093773",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1977
2292,Bull Street Squares – by foot or auto ,Found,,"32.080899,-81.091203",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1977
2549,Silver Spur,Found,in basement - may be opening in Spring of '74 ," 32.079921,-81.092823",Congress & Whitaker,,Savannah,GA,,Bars/Clubs,,,1975
2597,Savannah Beach,Found,summers,"32.000215,-80.845666",,,Savannah,GA,Cruisy Area,,,,1975
2596,Old Volunteer Guards Hall,Found,,"32.072944,-81.093773",,,Savannah,GA,Cruisy Area,,,,1975
2595,Bull St. Squares,Found,by foot or car,"32.080899,-81.091203",,,Savannah,GA,Cruisy Area,,,,1975
2560,Office Lounge,Found,Drayton Arms,"32.074601,-81.092065",Liberty at Drayton,,Savannah,GA,(M),,,,1975
2839,Bulls Street Squares – by foot or auto  ,Found,,"32.080899,-81.091203",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1978
2838,Savannah Beach ,Found,(Summers) ,"32.000215,-80.845666",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1978
2840,Old Volunteer Guards Hall,Found,,"32.072944,-81.093773",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1978
2702,Basement ,Found,(Disco) (Some G) (Liquor) (Opens 8 p.m.) ," 32.07293,-81.093833",340 Bull at Charlton ,,Savannah,GA,"(*),(D),(S)",Bars/Clubs,,,1978
2999,Pancake House ,Found,,"32.077702,-81.088716",Broughton & Lincoln ,,Savannah,GA,"(M),(R),(C)",Restaurant,,,1978
3150,Hilton De Soto Hotel,Found,Lobby & T-Room,"32.074056,-81.092997",,,Savannah,GA,Cruisy Area,"Hotels,Cruising Areas",,,1980
3149,Bull St. Squares,Found,"by foot or car
","32.080899,-81.091203",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1980
3148,Topiary Club,General City Coordinates Used,,"32.080899,-81.091203",Hwy. 17 S. ,,Savannah,GA,"(L),(D)",Bars/Clubs,,,1980
3151,Savannah Beach,Found,(Summers),"32.000215,-80.845666",,,Savannah,GA,Cruisy Area,Cruising Areas,,,1980
3147,Pancake House,Found,,"32.077702,-81.088716",Broughton & Lincoln,,Savannah,GA,"(M),(R),(C),(AH)",Restaurant,,,1980
82,Den Again,Found,(new tel: 912-9420),"30.465971,-91.111799",,Location for the center of Woodale Ct.,Baton Rouge,LA,"(YC),(D),(*),(G)",Bars/Clubs,9/7/2019 10:13am,9/7/2019 1:18pm,1974
85,Downtown Bus Terminal,General City Coordinates Used,,"30.456325,-91.185706",,"Location for ""Downtown Baton Rouge""",Baton Rouge,LA,Cruisy Area,Cruising Areas,9/7/2019 10:13am,9/7/2019 1:18pm,1974
265,Mirror Room,Found,,"30.449322,-91.188255",,,Baton Rouge,LA,(*),Bars/Clubs,8/13/2019 1:41pm,9/7/2019 1:33pm,1969
298,Mirror Room,Found,,"30.449322,-91.188255",,,Baton Rouge,LA,,Bars/Clubs,8/19/2019 12:23am,9/7/2019 1:31pm,1968
343,Mirror Room,Found,,"30.449322,-91.188255",,,Baton Rouge,LA,(*),Bars/Clubs,8/12/2019 10:40am,9/7/2019 1:30pm,1966
375,Mirror Room,Found,,"30.449322,-91.188255",,,Baton Rouge,LA,(*),Bars/Clubs,8/13/2019 11:23pm,9/7/2019 1:30pm,1965
