"ID","title","amenityfeatures","description","streetaddress","type","city","state","Year","unclear_address","uncleartype","notes","lastmodified","full.address","lon","lat","geoAddress","status"
225,"Discovery II","(YC),(D),(S),(P),(AH)","(Disco) (Wed-Sun) (Riverfront Dr. off Cantrell Rd.)","1020 Jessie Rd.","Bars/Clubs","Little Rock","AR",1988,NA,"","","1/29/2022 9:18pm","1020 Jessie Rd., Little Rock, AR",-92.3009446,34.7595501,"1020 jessie rd, little rock, ar 72202, usa","Geocoded"
226,"Fifth Gear","(*),(L),(D),(S),(PT),(V)","(Some L) (Side entrance)","3519 Old Cantrell Rd.","Bars/Clubs","Little Rock","AR",1988,NA,"","","1/29/2022 9:19pm","3519 Old Cantrell Rd., Little Rock, AR",-92.3119574,34.7647864,"3519 old cantrell rd, little rock, ar 72202, usa","Geocoded"
227,"Little Rock Inn","(H)","","601 Center St.","Hotel","Little Rock","AR",1988,NA,"","","1/29/2022 9:20pm","601 Center St., Little Rock, AR",-92.2737142,34.7434647,"601 center st, little rock, ar 72201, usa","Geocoded"
229,"Sgt. Preston's","(P),(YC),(D),(PT),(R)","(Disco) (Liqour)","5618 Asher","Restaurant,Bars/Clubs","Little Rock","AR",1988,NA,"","","6/13/2022 9:19am","5618 Asher, Little Rock, AR",-92.336072,34.7191026,"5618 asher ave, little rock, ar 72204, usa","Geocoded"
230,"Silver Dollar","(L)","","2710 Asher Ave.","Bars/Clubs","Little Rock","AR",1988,NA,"","","6/12/2022 12:01pm","2710 Asher Ave., Little Rock, AR",-92.3048252,34.7314969,"2710 asher ave, little rock, ar 72204, usa","Geocoded"
241,"Adult Book Store","(P)","","414 State Line Ave.","Book Store,Erotic Shop","Texarkana","AR",1988,NA,"","","6/8/2022 10:48am","414 State Line Ave., Texarkana, AR",-94.0430959,33.4237265,"414 state line ave, texarkana, tx 75501, usa","Geocoded"
246,"Maxi Tan","","(Tanning salon)","631A N. Euclid Ave.","Business","Anaheim","CA",1988,NA,"","","1/29/2022 9:43pm","631A N. Euclid Ave., Anaheim, CA",-117.94186,33.8409519,"631 n euclid st, anaheim, ca 92801, usa","Geocoded"
247,"Sidelines","(M),(PT),(D)","","732 9th St.","Bars/Clubs","Arcata","CA",1988,NA,"","","1/29/2022 9:44pm","732 9th St., Arcata, CA",-124.0861341,40.869097,"732 9th st, arcata, ca 95521, usa","Geocoded"
249,"Awful Annie's Cafe","(M),(R)","","160 Sacramento","Restaurant","Auburn","CA",1988,NA,"","","1/29/2022 9:46pm","160 Sacramento, Auburn, CA",-121.0782493,38.8950237,"160 sacramento st, auburn, ca 95603, usa","Geocoded"
251,"M.C.C & Women's Support Groups","(MCC)","","2415 Alta Vista Dr.","Religious Institution","Bakersfield","CA",1988,NA,"","","6/13/2022 9:12am","2415 Alta Vista Dr., Bakersfield, CA",-118.9938544,35.3951467,"2415 alta vista dr, bakersfield, ca 93305, usa","Geocoded"
252,"Top Hat","(AYOR)","(Bookstore) (cruisy)","1524 Golden State Ave.","Book Store,Cruising Areas","Bakersfield","CA",1988,NA,"","","6/12/2022 12:27pm","1524 Golden State Ave., Bakersfield, CA",-119.0197855,35.3878817,"1524 golden state ave, bakersfield, ca 93301, usa","Geocoded"
254,"Trade Winds","(M),(D),(L)","(Disco)","1209 20th St.","Bars/Clubs","Bakersfield","CA",1988,NA,"","","1/31/2022 11:02pm","1209 20th St., Bakersfield, CA",-119.0156387,35.3769843,"1209 20th st, bakersfield, ca 93301, usa","Geocoded"
255,"Wildcat Books","","","2620 Chester","Book Store","Bakersfield","CA",1988,NA,"","","1/31/2022 11:03pm","2620 Chester, Bakersfield, CA",-119.017902,35.383569,"2620 chester ave, bakersfield, ca 93301, usa","Geocoded"
263,"Gay Men's Health Collective","","(Berkeley Free Clinic)","2339 Durant Ave.","Health Clinic","Berkeley","CA",1988,NA,"","","1/31/2022 11:11pm","2339 Durant Ave., Berkeley, CA",-122.2617996,37.8677501,"2339 durant ave, berkeley, ca 94704, usa","Geocoded"
264,"Steam Works","(*)","(Baths) (Hot tub) (Gym) (1 block off University Ave.)","2107 4th St.","Bathhouses","Berkeley","CA",1988,NA,"","","1/31/2022 11:13pm","2107 4th St., Berkeley, CA",-122.2987483,37.8659665,"2107 fourth st, berkeley, ca 94710, usa","Geocoded"
277,"Nine Hundred Cherry","(YC),(PT),(*)","(Disco)","900 Cherry St.","Bars/Clubs","Chico","CA",1988,NA,"","","1/31/2022 11:26pm","900 Cherry St., Chico, CA",-121.8415311,39.7208312,"900 cherry st, chico, ca 95928, usa","Geocoded"
281,"'F' St. Book Store","","","1141 3rd Ave.","Book Store","Chula Vista","CA",1988,NA,"","","1/31/2022 11:29pm","1141 3rd Ave., Chula Vista, CA",-117.0683524,32.612434,"1141 3rd ave, chula vista, ca 91911, usa","Geocoded"
282,"Blue Fish Cove Resort","(L),(H)","(Clear Lake Oaks)","10573 E. Hwy. 20","Hotel","Clear Lake","CA",1988,NA,"","","1/31/2022 11:31pm","10573 E. Hwy. 20, Clear Lake, CA",-122.775756,39.0430008,"10573 e hwy 20, lucerne, ca 95458, usa","Geocoded"
283,"Carbaret Bar","(D),(E),(PT),Cruisy Area,(*)","(Glenhaven)","9435 E. Hwy. 20","Bars/Clubs","Clear Lake","CA",1988,NA,"","","1/31/2022 11:32pm","9435 E. Hwy. 20, Clear Lake, CA",-122.775756,39.0430008,"9435 e hwy 20, lucerne, ca 95458, usa","Geocoded"
284,"Cracked Skillet","(R)","(Clear Lake Oaks)","10561 E. Hwy. 20","Restaurant","Clear Lake","CA",1988,NA,"","","1/31/2022 11:35pm","10561 E. Hwy. 20, Clear Lake, CA",-122.775756,39.0430008,"10561 e hwy 20, lucerne, ca 95458, usa","Geocoded"
285,"Lake Place Resort","(H),(WE),(*)","(Trailers) (Hot tub) (WE*) (Glenhaven)","9515 Harbor Dr.","Hotel","Clear Lake","CA",1988,NA,"","","1/31/2022 11:37pm","9515 Harbor Dr., Clear Lake, CA",-122.7326847,39.0254167,"9515 harbor dr, glenhaven, ca 95443, usa","Geocoded"
287,"Sunset Point Resort","(H)","(Bunkhouse-RVS's) (Clear Lake Oaks) (Supposedly reopening)","12307 Hwy. 20","Hotel","Clear Lake","CA",1988,NA,"","","1/31/2022 11:40pm","12307 Hwy. 20, Clear Lake, CA",-122.681117,39.0202133,"12307 state hwy 20, clearlake oaks, ca 95423, usa","Geocoded"
294,"Lions Den","(*),(D),(PT)","(Disco)(Cruisy)","719 W. 19th St.","Bars/Clubs,Cruising Areas","Costa Mesa","CA",1988,NA,"","","2/10/2022 9:20pm","719 W. 19th St., Costa Mesa, CA",-117.929065,33.6427852,"719 w 19th st, costa mesa, ca 92627, usa","Geocoded"
295,"M.C.C","(MCC)","","148 E. 22nd St.","Religious Institution","Costa Mesa","CA",1988,NA,"","","2/10/2022 9:19pm","148 E. 22nd St., Costa Mesa, CA",-117.9066469,33.6508516,"148 22nd st, costa mesa, ca 92627, usa","Geocoded"
296,"Newprt Station","(D),(PT),(V),(YC),(W),(E),(*)","(Disco) (Closed Sun. & Mon.)","1945 Placentia","Bars/Clubs","Costa Mesa","CA",1988,NA,"","","1/31/2022 11:47pm","1945 Placentia, Costa Mesa, CA",-117.9332755,33.6439303,"1945 placentia ave, costa mesa, ca 92627, usa","Geocoded"
299,"Silver Fox","(OC)","","10095 Saich Way","Bars/Clubs","Cupertino","CA",1988,NA,"","","1/31/2022 11:51pm","10095 Saich Way, Cupertino, CA",-122.0376316,37.3241187,"10095 saich way, cupertino, ca 95014, usa","Geocoded"
305,"'F' Street Bookstore","(*)","","158 E. Main","Book Store","El Cajon","CA",1988,NA,"","","1/31/2022 11:59pm","158 E. Main, El Cajon, CA",-116.9609898,32.7951953,"158 e main st, el cajon, ca 92020, usa","Geocoded"
313,"Eddie's","(PT)","","4101 N. Arden Dr.","Bars/Clubs","El Monte","CA",1988,NA,"","","2/1/2022 12:12am","4101 N. Arden Dr., El Monte, CA",-118.0455143,34.0810042,"4101 arden dr, el monte, ca 91731, usa","Geocoded"
314,"'F' Street Bookstore","(*)","","237 E. Grand","Book Store","Escondido","CA",1988,NA,"","","2/1/2022 12:14am","237 E. Grand, Escondido, CA",-117.0792286,33.1225686,"237 e grand ave, escondido, ca 92025, usa","Geocoded"
315,"Panchali's","","","831 S. Escondido","Bars/Clubs","Escondido","CA",1988,NA,"","","2/1/2022 12:15am","831 S. Escondido, Escondido, CA",-117.0795231,33.113354,"831 s escondido blvd, escondido, ca 92025, usa","Geocoded"
318,"Old Town Bar & Grill","(M),(R)","","327 2nd St.","Restaurant","Eureka","CA",1988,NA,"","","2/1/2022 12:21am","327 2nd St., Eureka, CA",-124.1680234,40.8044532,"327 2nd st, eureka, ca 95501, usa","Geocoded"
319,"Rainbow Balloons","","(Gifts, etc.)","527 4th St.","Business","Eureka","CA",1988,NA,"","","2/1/2022 12:22am","527 4th St., Eureka, CA",-124.1655412,40.8031393,"527 4th st, eureka, ca 95501, usa","Geocoded"
328,"Cap 'n' Capps Country Inn","(H)","","32980 Gibney Lane","Hotel","Fort Bragg","CA",1988,NA,"","","2/1/2022 12:34am","32980 Gibney Lane, Fort Bragg, CA",-123.8133232,39.3834579,"32980 gibney ln, fort bragg, ca 95437, usa","Geocoded"
332,"Answers","","(Publication)","2613 E. Ashlan","Publications","Fresno","CA",1988,NA,"","","2/1/2022 12:38am","2613 E. Ashlan, Fresno, CA",-119.7800825,36.7945089,"2613 e ashlan ave, fresno, ca 93726, usa","Geocoded"
333,"Cool Adult Store","","(24 Hrs.)","3601 E. Ventura Ave.","Erotic Shop","Fresno","CA",1988,NA,"","","2/1/2022 12:39am","3601 E. Ventura Ave., Fresno, CA",-119.7641277,36.7362165,"3601 e ventura ave, fresno, ca 93702, usa","Geocoded"
334,"Denny's","(M),(R),(C),(AH)","","3120 N. Blackstone","Restaurant","Fresno","CA",1988,NA,"","","2/1/2022 12:40am","3120 N. Blackstone, Fresno, CA",-119.7901098,36.7792199,"3120 n blackstone ave, fresno, ca 93703, usa","Geocoded"
335,"Fresno Express","(D),(*),(V)","(Disco) (Game Room-PT-Snacks)","708 N. Blackstonr","Bars/Clubs","Fresno","CA",1988,NA,"","","2/1/2022 12:51am","708 N. Blackstonr, Fresno, CA",-119.7902844,36.7526634,"708 n blackstone ave, fresno, ca 93701, usa","Geocoded"
336,"Gordick's Books","","","6015 N. Palma #101","Book Store","Fresno","CA",1988,NA,"","","2/1/2022 12:52am","6015 N. Palma #101, Fresno, CA",NA,NA,"NA","Geocoded"
337,"High Energy","(L),(D),(*)","(Unisex) (Some L) (Disco)","2250 N. Weber","Bars/Clubs","Fresno","CA",1988,NA,"","","2/1/2022 12:53am","2250 N. Weber, Fresno, CA",-119.8329245,36.7709896,"2250 n weber ave, fresno, ca 93705, usa","Geocoded"
338,"M.C.C","(MCC)","(Unitarian Church)","4144 N. Millbrook","Religious Institution","Fresno","CA",1988,NA,"","","2/10/2022 9:20pm","4144 N. Millbrook, Fresno, CA",-119.7627771,36.7927644,"4144 n millbrook ave, fresno, ca 93726, usa","Geocoded"
340,"Olive Tower Cafe","(M),(R)","","936 E. Olive","Restaurant","Fresno","CA",1988,NA,"","","2/1/2022 12:55am","936 E. Olive, Fresno, CA",-119.7994677,36.7575537,"936 e olive ave, fresno, ca 93728, usa","Geocoded"
341,"Palace Saloon","(L),(D),(PT)","","4030 E. Belmont","Bars/Clubs","Fresno","CA",1988,NA,"","","2/1/2022 12:56am","4030 E. Belmont, Fresno, CA",-119.7573238,36.7502101,"4030 e belmont ave, fresno, ca 93702, usa","Geocoded"
342,"Red Lantern","(W),(SM),(OC),(PT),(WE),(*)","(Some W,SM,OC) (WE*)(Cruisy)","4618 E. Belmont","Bars/Clubs,Cruising Areas","Fresno","CA",1988,NA,"","","2/10/2022 9:20pm","4618 E. Belmont, Fresno, CA",-119.7443088,36.7501211,"4618 e belmont ave, fresno, ca 93702, usa","Geocoded"
344,"Wild Cat Book Store","","","1535 Fresno St.","Book Store","Fresno","CA",1988,NA,"","","2/1/2022 12:59am","1535 Fresno St., Fresno, CA",-119.7965455,36.733269,"1535 fresno st, fresno, ca 93706, usa","Geocoded"
349,"Tricks","","","113 N. Harbor Blvd.","Bars/Clubs","Fullerton","CA",1988,NA,"","","2/1/2022 1:01am","113 N. Harbor Blvd., Fullerton, CA",-117.9244723,33.8709373,"113 n harbor blvd, fullerton, ca 92832, usa","Geocoded"
350,"D.O.K West","(YC),(L),(D),(WE),(*)","(Some L) (Disco) (WE*)","12889 Garden Grove Blvd.","Bars/Clubs","Garden Grove","CA",1988,NA,"","","2/1/2022 1:02am","12889 Garden Grove Blvd., Garden Grove, CA",-117.907669,33.7744991,"12889 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
351,"Fraternity House","(*),(YC),(D)","(Macho) (Disco)(Cruisy)","8112 Garden Grove Blvd.","Bars/Clubs,Cruising Areas","Garden Grove","CA",1988,NA,"","","6/12/2022 12:26pm","8112 Garden Grove Blvd., Garden Grove, CA",-117.9906412,33.7735475,"8112 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
353,"Happy Hour","(L),(R),(PT)","","12081 Garden Grove Blvd.","Restaurant","Garden Grove","CA",1988,NA,"","","2/3/2022 2:29pm","12081 Garden Grove Blvd., Garden Grove, CA",-117.9224287,33.7745622,"12081 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
354,"Hip Pocket","","(Books)","12686 Garden Grove Blvd.","Book Store","Garden Grove","CA",1988,NA,"","","2/3/2022 2:29pm","12686 Garden Grove Blvd., Garden Grove, CA",-117.9116727,33.7739824,"12686 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
355,"Maneuvers","(W),(SM),(PT),(*)","(W,SM,Uniforms)(Cruisy)","11086 Garden Grove Blvd.","Bars/Clubs,Cruising Areas","Garden Grove","CA",1988,NA,"","","6/12/2022 12:26pm","11086 Garden Grove Blvd., Garden Grove, CA",-117.9394866,33.7740251,"11086 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
356,"Mug","","","8612 Garden Grove Blvd.","Bars/Clubs","Garden Grove","CA",1988,NA,"","","2/3/2022 2:32pm","8612 Garden Grove Blvd., Garden Grove, CA",-117.9817456,33.7735325,"8612 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
357,"Tiki Hut","(PT),(M),(OC),(*)","","9042 Garden Grove Blvd.","Bars/Clubs","Garden Grove","CA",1988,NA,"","","2/3/2022 2:33pm","9042 Garden Grove Blvd., Garden Grove, CA",-117.9743727,33.7736793,"9042 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
361,"El Capitan","","","13825 S. Hawthorne","Bars/Clubs","Hawthorne","CA",1988,NA,"","","2/3/2022 2:37pm","13825 S. Hawthorne, Hawthorne, CA",-118.3530205,33.9058655,"13825 hawthorne blvd, hawthorne, ca 90250, usa","Geocoded"
362,"Big Mama's","","","22615 Mission Blvd.","Bars/Clubs","Hayward","CA",1988,NA,"","","2/3/2022 2:46pm","22615 Mission Blvd., Hayward, CA",-122.0841915,37.6717519,"22615 mission blvd, hayward, ca 94541, usa","Geocoded"
363,"Driftwood Lounge","(L),(PT),(D)","","22170 Mission Blvd.","Bars/Clubs","Hayward","CA",1988,NA,"","","2/3/2022 2:47pm","22170 Mission Blvd., Hayward, CA",-122.0895512,37.6771218,"22170 mission blvd, hayward, ca 94541, usa","Geocoded"
364,"Golden Gate Adult Books","(F&S),(*)","","22553 Main St.","Book Store,Erotic Shop","Hayward","CA",1988,NA,"","","6/8/2022 10:51am","22553 Main St., Hayward, CA",-122.083345,37.6732238,"22553 main st, hayward, ca 94541, usa","Geocoded"
365,"Lorettas'","(PT),(N),(OC),(*)","","22525 Mission Blvd.","Bars/Clubs","Hayward","CA",1988,NA,"","","2/3/2022 2:48pm","22525 Mission Blvd., Hayward, CA",-122.0847942,37.6726203,"22525 mission blvd, hayward, ca 94541, usa","Geocoded"
366,"Spoiled Brat","(YC),(D),(*)","(Disco)","22648 Mission Blvd.","Bars/Clubs","Hayward","CA",1988,NA,"","","2/3/2022 2:49pm","22648 Mission Blvd., Hayward, CA",-122.0830787,37.6717353,"22648 mission blvd, hayward, ca 94541, usa","Geocoded"
367,"Turf Club","(*)","(Something for everyone) (Patio)","22517 Mission Blvd.","Bars/Clubs","Hayward","CA",1988,NA,"","","2/3/2022 2:50pm","22517 Mission Blvd., Hayward, CA",-122.0848244,37.672644,"22517 mission blvd, hayward, ca 94541, usa","Geocoded"
369,"Beach Travel","(IGTA)","","309 Pier Ave.","Travel Service","Hermosa Beach","CA",1988,NA,"","","2/3/2022 2:51pm","309 Pier Ave., Hermosa Beach, CA",-118.3981017,33.8641487,"309 pier ave, hermosa beach, ca 90254, usa","Geocoded"
370,"Fantasy Book Store","","","544 Pacific Coast Hwy.","Book Store,Erotic Shop","Hermosa Beach","CA",1988,NA,"","","2/10/2022 9:22pm","544 Pacific Coast Hwy., Hermosa Beach, CA",-118.3911764,33.8591709,"544 e pacific coast hwy, hermosa beach, ca 90254, usa","Geocoded"
373,"Gladiator","(W),(SM),(OC),(PT),(*)","(Some W,SM,OC)","7810 Santa Fe Ave.","Bars/Clubs","Huntington Park","CA",1988,NA,"","","2/3/2022 2:55pm","7810 Santa Fe Ave., Huntington Park, CA",-118.2299877,33.9684701,"7810 santa fe ave, huntington park, ca 90255, usa","Geocoded"
374,"Islander","(D),(PT)","(Some Latins)","6907 Santa Fe","Bars/Clubs","Huntington Park","CA",1988,NA,"","","2/3/2022 2:55pm","6907 Santa Fe, Huntington Park, CA",-118.2305011,33.9767158,"6907 santa fe ave, huntington park, ca 90255, usa","Geocoded"
377,"Annex","","","835 S. La Brea","Bars/Clubs","Inglewood","CA",1988,NA,"","","2/3/2022 2:58pm","835 S. La Brea, Inglewood, CA",-118.3528465,33.9533782,"835 s la brea ave, inglewood, ca 90301, usa","Geocoded"
378,"Papa Bear's","","","1101 S. Prairie","Bars/Clubs","Inglewood","CA",1988,NA,"","","2/3/2022 2:58pm","1101 S. Prairie, Inglewood, CA",-118.3441631,33.9489329,"1101 s prairie ave, inglewood, ca 90301, usa","Geocoded"
379,"A Different Drum","","(Books)","1027 N. Coast Hwy.","Book Store","Laguna Beach","CA",1988,NA,"","","2/3/2022 2:59pm","1027 N. Coast Hwy., Laguna Beach, CA",-117.7980233,33.5473467,"1027 n coast hwy, laguna beach, ca 92651, usa","Geocoded"
380,"Beach Men","","(Clothing) (Enter next to Boom Boom Room off Mountain Rd.)","1401 S. Coast Hwy.","Business","Laguna Beach","CA",1988,NA,"","","2/3/2022 3:00pm","1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
381,"Boom Boom Room","(YC),(*),(D)","(Game room) (Small Disco) (Enter thru side door or thru Tap Room)(Cruisy) Coast Inn","1401 S. Coast Hwy.","Bars/Clubs,Cruising Areas,Hotel","Laguna Beach","CA",1988,NA,"","","6/13/2022 9:22am","1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
382,"Carriage House","(M),(B&B)","","1322 Catalina","Bars/Clubs","Laguna Beach","CA",1988,NA,"","","2/3/2022 3:02pm","1322 Catalina, Laguna Beach, CA",-117.7740299,33.5334381,"1322 catalina st, laguna beach, ca 92651, usa","Geocoded"
383,"Coast Inn","(M),(R),(H)","","1401 S. Coast Hwy.","Restaurant,Hotel","Laguna Beach","CA",1988,NA,"","","2/10/2022 9:22pm","1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
384,"Cottage","(M),(R)","","308 N. Coast Hwy","Restaurant","Laguna Beach","CA",1988,NA,"","","2/3/2022 3:04pm","308 N. Coast Hwy, Laguna Beach, CA",-117.7883717,33.5441891,"308 n coast hwy, laguna beach, ca 92651, usa","Geocoded"
385,"Dizz's As Is","(M),(R)","","2794 S. Coast Hwy.","Restaurant","Laguna Beach","CA",1988,NA,"","","2/3/2022 3:04pm","2794 S. Coast Hwy., Laguna Beach, CA",-117.7622592,33.5216253,"2794 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
386,"Festive Tours","(IGTA)","","1220 N. Coast Hwy.","Travel Service","Laguna Beach","CA",1988,NA,"","","2/3/2022 3:05pm","1220 N. Coast Hwy., Laguna Beach, CA",-117.7995728,33.5484296,"1220 n coast hwy, laguna beach, ca 92651, usa","Geocoded"
387,"Little Shrimp","(R),(E),(*)","(Piano bar- patio in summer)","1305 S. Coast Hwy.","Restaurant,Bars/Clubs","Laguna Beach","CA",1988,NA,"","","2/10/2022 9:23pm","1305 S. Coast Hwy., Laguna Beach, CA",-117.7757665,33.5321961,"1305 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
388,"Main Street","(E),(OC),(L)","(Some OC,L)","1460 S. Coast Hwy.","Bars/Clubs","Laguna Beach","CA",1988,NA,"","","2/3/2022 3:07pm","1460 S. Coast Hwy., Laguna Beach, CA",-117.7741919,33.5315574,"1460 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
390,"Ron's in Laguna","(M),(R),(OC),(E)","","1464 S. Coast Hwy.","Restaurant","Laguna Beach","CA",1988,NA,"","","2/3/2022 3:08pm","1464 S. Coast Hwy., Laguna Beach, CA",-117.7740316,33.531455,"1464 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
392,"Coast Inn","","","1401 S. Coast Hwy.","Hotel","Laguna Beach","CA",1988,NA,"","","2/3/2022 3:10pm","1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
393,"Today's Man","","(Clothing)","168 Mountain Rd.","Business","Laguna Beach","CA",1988,NA,"","","6/12/2022 12:06pm","168 Mountain Rd., Laguna Beach, CA",-117.7752565,33.5316404,"168 mountain rd, laguna beach, ca 92651, usa","Geocoded"
399,"Michael's Brasserie","(R)","","6737 La Jolla Blvd.","Restaurant","La Jolla","CA",1988,NA,"","","2/3/2022 3:14pm","6737 La Jolla Blvd., La Jolla, CA",-117.2767508,32.8297366,"6737 la jolla blvd, la jolla, ca 92037, usa","Geocoded"
403,"Back Door","(PT),(D)","","1255 West Ave. I","Bars/Clubs","Lancaster","CA",1988,NA,"","","2/3/2022 3:19pm","1255 West Ave. I, Lancaster, CA",-118.1531137,34.7042276,"1255 w ave i, lancaster, ca 93534, usa","Geocoded"
404,"Buddies Saloon","(PT),(D)","(Enter thru rear)","1235 W. Avenue 1","Bars/Clubs","Lancaster","CA",1988,NA,"","","2/3/2022 3:20pm","1235 W. Avenue 1, Lancaster, CA",-118.1525195,34.7042201,"1235 w ave i, lancaster, ca 93534, usa","Geocoded"
406,"Brit","(PT)","(Liquor)","1744 E. Broadway","Bars/Clubs","Long Beach","CA",1988,NA,"","","2/4/2022 8:15pm","1744 E. Broadway, Long Beach, CA",-118.1704366,33.7674307,"1744 e broadway, long beach, ca 90802, usa","Geocoded"
407,"Broadway","(E)","","1100 E. Broadway","Bars/Clubs","Long Beach","CA",1988,NA,"","","2/3/2022 3:21pm","1100 E. Broadway, Long Beach, CA",-118.178389,33.7684747,"1100 e broadway, long beach, ca 90802, usa","Geocoded"
408,"Casbah","(R)","(Liquor)","969 Broadway","Restaurant","Long Beach","CA",1988,NA,"","","2/4/2022 8:15pm","969 Broadway, Long Beach, CA",-118.1805827,33.7691365,"969 e broadway, long beach, ca 90802, usa","Geocoded"
409,"Details","(R)","(Liquor)","740 E. Broadway","Restaurant","Long Beach","CA",1988,NA,"","","2/4/2022 8:15pm","740 E. Broadway, Long Beach, CA",-118.182685,33.7690578,"740 e broadway, long beach, ca 90802, usa","Geocoded"
411,"Dodd's Book Store","(M)","","4818 E. 2nd St.","Book Store","Long Beach","CA",1988,NA,"","","2/3/2022 3:24pm","4818 E. 2nd St., Long Beach, CA",-118.1376665,33.761255,"4818 2nd st, long beach, ca 90803, usa","Geocoded"
412,"Executive Suite","(*),(L),(D)","(Liquor) (Disco)","3428 Pacific Coast Hwy.","Bars/Clubs","Long Beach","CA",1988,NA,"","","2/4/2022 8:15pm","3428 Pacific Coast Hwy., Long Beach, CA",-118.1516156,33.7895131,"3428 e pacific coast hwy, long beach, ca 90804, usa","Geocoded"
