"title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","notes","full.address","lon","lat","geoAddress","status"
"Office Club","(Some L)","1209 Jacksboro","Ft. Worth","TX","(L),(PT)","Bars/Clubs",NA,1985,"","1209 Jacksboro, Ft. Worth, TX",-97.3554381,32.7673081,"1209 jacksboro hwy, fort worth, tx 76114, usa","Geocoded"
"Other Place","(Disco)(Some L)(Go go boys)","200 N. Vacek","Ft. Worth","TX","(*),(YC),(D),(L)","Bars/Clubs",NA,1985,"","200 N. Vacek, Ft. Worth, TX",-97.3518544,32.7605387,"200 n vacek st, fort worth, tx 76107, usa","Geocoded"
"Lumber Company","(Go go boys)","700 S. Jennings","Ft. Worth","TX","(W),(PT),(S),(*)","Bars/Clubs",NA,1985,"","700 S. Jennings, Ft. Worth, TX",-97.3302518,32.7369734,"700 s jennings ave, fort worth, tx 76104, usa","Geocoded"
"D.J.'s","","1308 St. Louis St.","Ft. Worth","TX","(R)","Restaurant",NA,1985,"","1308 St. Louis St., Ft. Worth, TX",-97.328346,32.7302654,"1308 st louis ave, fort worth, tx 76104, usa","Geocoded"
"Six-Fifty-One Club","","651 S. Jennings","Ft. Worth","TX","(C&W),(PT),(*)","Bars/Clubs",NA,1985,"","651 S. Jennings, Ft. Worth, TX",-97.329691,32.73775,"651 s jennings ave, fort worth, tx 76104, usa","Geocoded"
"Tender Trap","","1815 E. Lancaster","Ft. Worth","TX","(D),(PT)","Bars/Clubs",NA,1985,"","1815 E. Lancaster, Ft. Worth, TX",-97.3019206,32.7465105,"1815 e lancaster ave, fort worth, tx 76103, usa","Geocoded"
"V.D. Clinic","","1800 University","Ft. Worth","TX","","Health Clinics",NA,1985,"","1800 University, Ft. Worth, TX",-97.3619317,32.7465905,"university dr, fort worth, tx 76107, usa","Geocoded"
"Tequila Sunrise","(Disco)","1612 Park Place","Ft. Worth","TX","(L),(D),(*)","Bars/Clubs",NA,1985,"","1612 Park Place, Ft. Worth, TX",-97.3443556,32.726044,"1612 park pl ave, fort worth, tx 76110, usa","Geocoded"
"Goering's Book Store","(Serious books- Sometimes cruisy)","1310 W. University","Gainesville","FL","","Book Store,Cruising Areas",NA,1985,"","1310 W. University, Gainesville, FL",-82.3421822,29.6522536,"1310 w university ave, gainesville, fl 32603, usa","Geocoded"
"Melody Club","(Disco)(Some L-Thu.)(Patio)","4130 N.W. 6th St.","Gainesville","FL","(D),(S),(L),(*)","Bars/Clubs",NA,1985,"","4130 N.W. 6th St., Gainesville, FL",-82.3326206,29.690988,"4130 nw 6th st, gainesville, fl 32609, usa","Geocoded"
"Ambush Room","(C&W-Levi cruise bar)","4130 N.W. 6th St.","Gainesville","FL","(C&W),(PT)","Bars/Clubs",NA,1985,"","4130 N.W. 6th St., Gainesville, FL",-82.3326206,29.690988,"4130 nw 6th st, gainesville, fl 32609, usa","Geocoded"
"Jerry's","(AH-WE only)","1505 N.W. 13th St.","Gainesville","FL","(M),(R),(C),(AH),(WE)","Restaurant",NA,1985,"","1505 N.W. 13th St., Gainesville, FL",-82.3386957,29.6659878,"1505 nw 13th st, gainesville, fl 32601, usa","Geocoded"
"Spectrum","(Disco)(Some YC,L)(Newly enlarged game room)","210 S.W. 2nd Ave.","Gainesville","FL","(D),(YC),(L),(*)","Bars/Clubs",NA,1985,"","210 S.W. 2nd Ave., Gainesville, FL",-82.3269821,29.6505766,"210 sw 2nd ave, gainesville, fl 32601, usa","Geocoded"
"Adult Book Store","","579 N. Henderson","Galesburg","IL","","Book Store",NA,1985,"","579 N. Henderson, Galesburg, IL",-90.3829781,40.9546389,"579 n henderson st, galesburg, il 61401, usa","Geocoded"
"Mary's","","2502 Ave. Q 1/2","Galveston","TX","(*)","Bars/Clubs",NA,1985,"","2502 Ave. Q 1/2, Galveston, TX",-94.7909798,29.2890766,"2502 avenue q 1/2, galveston, tx 77550, usa","Geocoded"
"M.C.C.","","1804 69th St.","Galveston","TX","(MCC)","Religious Institution",NA,1985,"","1804 69th St., Galveston, TX",-94.8406406,29.2770951,"1804 69th st, galveston, tx 77551, usa","Geocoded"
"Ritz","(Occ. S.)","1905 Market St.","Galveston","TX","(S),(*)","Bars/Clubs",NA,1985,"","1905 Market St., Galveston, TX",-94.789435,29.306301,"1905 market st, galveston, tx 77550, usa","Geocoded"
"Trammps","(Looks promising)","627 Winnie","Galveston","TX","(S)","Bars/Clubs",NA,1985,"","627 Winnie, Galveston, TX",-94.7740619,29.3075043,"627 winnie st, galveston, tx 77550, usa","Geocoded"
"Silver Palace Bar","","2214 Mechanic","Galveston","TX","","Bars/Clubs",NA,1985,"","2214 Mechanic, Galveston, TX",-94.7935539,29.3065456,"2214 mechanic st, galveston, tx 77550, usa","Geocoded"
"Robert Lafitte","","213 Kempner Ave.","Galveston","TX","(S),(D)","Bars/Clubs",NA,1985,"","213 Kempner Ave., Galveston, TX",-94.7932694,29.3068406,"213 kempner st, galveston, tx 77550, usa","Geocoded"
"Happy Hour","","12081 Garden Grove Blvd.","Garden Grove","CA","(L),(R),(PT)","Restaurant",NA,1985,"","12081 Garden Grove Blvd., Garden Grove, CA",-117.9220774,33.7745694,"12081 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"Body Toners","(Gym)","12911 Fern. Ave. C","Garden Grove","CA","","Gym",NA,1985,"","12911 Fern. Ave. C, Garden Grove, CA",-117.9886209,33.7748806,"12911 fern st c, garden grove, ca 92841, usa","Geocoded"
"Gay & Lesbian Center","(714)534-0862","12832 Garden Grove Blvd.","Garden Grove","CA","","Community Center/Support Groups",NA,1985,"","12832 Garden Grove Blvd., Garden Grove, CA",-117.9086842,33.7741041,"12832 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"D.O.K. West","(Disco)","12889 Garden Grove Blvd.","Garden Grove","CA","(YC),(D),(*)","Bars/Clubs",NA,1985,"","12889 Garden Grove Blvd., Garden Grove, CA",-117.907669,33.7744991,"12889 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"Huntress","(Midway City)","8122 Bolsa","Garden Grove","CA","(L)","Bars/Clubs",NA,1985,"","8122 Bolsa, Garden Grove, CA",-117.9871111,33.7444098,"8122 bolsa ave, midway city, ca 92655, usa","Geocoded"
"Mug","","8612 Garden Grove Blvd.","Garden Grove","CA","","Bars/Clubs",NA,1985,"","8612 Garden Grove Blvd., Garden Grove, CA",-117.9817456,33.7735325,"8612 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
"Hip Pocket","(Adult books, toys, film, etc. )","12686 Garden Grove Blvd.","Garden Grove","CA","","Book Store,Erotic Shop",NA,1985,"","12686 Garden Grove Blvd., Garden Grove, CA",-117.9116727,33.7739824,"12686 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"Maneuvers","(W,SM, Unifroms)","11086 Garden Grove Blvd.","Garden Grove","CA","(W),(SM),(PT),(*)","Bars/Clubs",NA,1985,"","11086 Garden Grove Blvd., Garden Grove, CA",-117.9394866,33.7740251,"11086 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"Party House","(Books,toys,etc.)","8751 Garden Grove Blvd.","Garden Grove","CA","","Book Store,Erotic Shop",NA,1985,"","8751 Garden Grove Blvd., Garden Grove, CA",-117.9797444,33.7740887,"8751 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
"Tiki Hut","(Some W, OC) (Cruisy)","9042 Garden Grove Blvd.","Garden Grove","CA","(W),(OC)","Bars/Clubs,Cruising Areas",NA,1985,"","9042 Garden Grove Blvd., Garden Grove, CA",-117.9743727,33.7736793,"9042 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
"Rumor Hazzit","(Preppies)(Disco)(Enter thru rear)","8741 Garden Grove Blvd.","Garden Grove","CA","(D),(PT)","Bars/Clubs",NA,1985,"","8741 Garden Grove Blvd., Garden Grove, CA",-117.9799071,33.7741382,"8741 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
"Fat's","(Some M, YC)","213 S. 4th St.","Gasden","AL","(M),(YC),(WE),(*),(S)","Bars/Clubs",NA,1985,"","213 S. 4th St., Gasden, AL",-86.0040681,34.0116273,"213 s 4th st, gadsden, al 35901, usa","Geocoded"
"West Main Adult Books","(Peep shows, etc.)","414 W. Main","Gastonia","NC","","Book Store",NA,1985,"","414 W. Main, Gastonia, NC",-81.1883355,35.2638596,"414 w main ave, gastonia, nc 28052, usa","Geocoded"
"Sands","","608 E. 2nd St.","Gillette","WY","(M)","Bars/Clubs",NA,1985,"","608 E. 2nd St., Gillette, WY",-105.495687,44.2924797,"608 e 2nd st, gillette, wy 82716, usa","Geocoded"
"Radclyffe Hall","","714 14th St.","Golden","CO","(R)","Restaurant",NA,1985,"","714 14th St., Golden, CO",-105.219513,39.754112,"714 14th st, golden, co 80401, usa","Geocoded"
"Qunicy's","","609 Main St.","Grand Junction","CO","(*)","Bars/Clubs",NA,1985,"","609 Main St., Grand Junction, CO",-108.5623526,39.0670197,"609 main st, grand junction, co 81501, usa","Geocoded"
"Club 67 Promenade Bar","(Disco)","67 S. Division","Grand Rapids","MI","(D),(S)","Bars/Clubs",NA,1985,"","67 S. Division, Grand Rapids, MI",-85.6682329,42.9612643,"67 division st, grand rapids, mi 49503, usa","Geocoded"
"Copperfield's","(Some L)","76 S. Division","Grand Rapids","MI","(L)","Bars/Clubs",NA,1985,"","76 S. Division, Grand Rapids, MI",-85.6676424,42.9652885,"76 division ave n, grand rapids, mi 49503, usa","Geocoded"
"Cine-Mine II","(Peeps)","415 Bridge St.","Grand Rapids","MI","(M)","Bars/Clubs",NA,1985,"","415 Bridge St., Grand Rapids, MI",-85.6795811,42.9708093,"415 bridge st nw, grand rapids, mi 49504, usa","Geocoded"
