"title","description","streetaddress","city","state","amenityfeatures","type","notes","Year","lon","lat","status","unclear_address","full.address","geoAddress"
"George's Lounge","","519 W. Dickson","Fayetteville","AR","(M),(YC),(*)","Bars/Clubs","",1976,-94.166454,36.066189,"Geocoded",NA,NA,NA
"George's Majestic","","519 W. Dickson","Fayetteville","AR","(OC),(M)","Bars/Clubs","",1980,-94.166454,36.066189,"Geocoded",NA,NA,NA
"George's Ocean House","Ft. Lauderdale Beach","1609 N Atlantic ","Ft. Lauderdale","FL","(H)","Hotels","",1968,-80.1002134,26.1579743,"Geocoded",NA,NA,NA
"George's Place","","860 St. Louis St.","Baton Rouge","LA","(D)","Bars/Clubs","",1974,-91.1875778,30.439874,"Geocoded",NA,NA,NA
"George's Place","","860 St. Louis St.","Baton Rouge","LA","(D),(B),(*)","Bars/Clubs","",1975,-91.1875778,30.439874,"Geocoded",NA,NA,NA
"George's Place","","860 St. Louis St.","Alexandria","LA","(D),(B)","Bars/Clubs","",1976,-92.4524573,31.2869389,"Geocoded",NA,NA,NA
"George's Place","(Some levi & western) (Cruisy) (Plans patio soon)","860 St. Louis St.","Baton Rouge","LA","(*),(P),(W)","Bars/Clubs,Cruising Areas","",1980,-91.1875778,30.439874,"Geocoded",NA,NA,NA
"George's Theatre Lounge","($1.50 adm.)","1786 Madison Ave","Memphis","TN","(S),(*)","Bars/Clubs","",1974,-90.001451,35.138261,"Geocoded",NA,NA,NA
"George's Theatre Lounge","","1786 Madison Ave.","Memphis","TN","(R),(D),(S),(*)","Restaurant","",1975,-90.001451,35.138261,"Geocoded",NA,NA,NA
"George's Theatre Lounge","","1786 Madison Ave","Memphis","TN","(D),(S),(*)","Theatre","",1976,-90.001451,35.138261,"Geocoded",NA,NA,NA
"George's","","Hwy. 71","Alexandra","LA","(M)","Bars/Clubs","",1973,-92.445137,31.311294,"General City Coordinates Used",NA,NA,NA
"George's Krisco Disco","(Disco) (Upstairs) & (Some W, SM -Downstairs) (Rear ent. On Madison) ","600 Marshall ","Memphis","TN","(*),(YC),(D),(S),(W),(SM)","Bars/Clubs","",1979,-90.0401279,35.1412672,"Geocoded",NA,NA,NA
"George's Place ","","860 St. Louis St. ","Baton Rouge","LA","(B),(D)","Bars/Clubs","",1977,-91.1875778,30.439874,"Geocoded",NA,NA,NA
"George's Place ","","860 St. Louis St. ","Baton Rouge","LA","(D),(*)","Bars/Clubs","",1978,-91.1875778,30.439874,"Geocoded",NA,NA,NA
"George's Place ","(Some levi & W) (Cruisy) (Plans patio soon)","860 St. Louis St.","Baton Rouge","LA","(*),(P),(W)","Bars/Clubs,Cruising Areas","",1979,-91.1875778,30.439874,"Geocoded",NA,NA,NA
"George's Theatre Lounge","(Closed Monday, good Sunday afternoons) (Adm. Wed. -Sun.)","1786 Madison Ave. ","Memphis","TN","(D),(S),(*)","Theatre","",1977,-90.001451,35.138261,"Geocoded",NA,NA,NA
"George's Theatre Lounge  ","(Closed Mondays - good Sunday afternoons -Adm. Wed. thru Sun - Recently enlarged)  ","1786 Madison Ave. ","Memphis","TN","(D),(S),(*)","Bars/Clubs","",1978,-90.001451,35.138261,"Geocoded",NA,NA,NA
"Gertrude's","","125 Chartres St.","New Orleans","LA","","Bars/Clubs","",1974,-90.0677608,29.9532803,"Geocoded",NA,NA,NA
"Gertrude's ","(Latins)","125 Chartres St.","New Orleans","LA","","Bars/Clubs","",1975,-90.0677608,29.9532803,"Geocoded",NA,NA,NA
"Gertrude's","","125 Chartres St.","New Orleans","LA","","Bars/Clubs","",1973,-90.0677608,29.9532803,"Geocoded",NA,NA,NA
"Gideon Lowe House","","409 William St.","Key West","FL","(H)","Hotels","",1980,-81.7996542,24.55891,"Geocoded",NA,NA,NA
"Gigi's ","","740 N. Rampart St.","New Orleans","LA","","Bars/Clubs","",1975,-90.0675418,29.9611404,"Geocoded",NA,NA,NA
"Gilded Cage","","24 E Main St.","Lexington","KY","(M)","Bars/Clubs","",1965,-84.4971466,38.0457905,"Geocoded",NA,NA,NA
"Gilded Cage","","24 E Main St.","Lexington","KY","(M)","Bars/Clubs","",1966,-84.4971466,38.0457905,"Geocoded",NA,NA,NA
"Gilded Cage","","24 E Main St","Lexington","KY","(M)","Bars/Clubs","",1968,-84.4971466,38.0457905,"Geocoded",NA,NA,NA
"Gilded Cage","","E Main St","Lexington","KY","(M)","Bars/Clubs","",1969,-84.490225,38.040358,"Geocoded",NA,NA,NA
"Gilded Grape","","210 Taylor Dr.","Punta Gorda","FL","(M)","Bars/Clubs","",1979,-82.05061,26.9350704,"Geocoded",NA,NA,NA
"Gizmo","","209 S. 22nd St.","Birmingham","AL","","Bars/Clubs","",1974,-86.873253,33.4859388,"Geocoded",NA,NA,NA
"Gizmo","","909 S. 22nd St.","Birmingham","AL","(YC),(D),(*)","Bars/Clubs","",1975,-86.794706,33.504338,"Geocoded",NA,NA,NA
"Gizmo","","909 S. 22nd St.","Birmingham","AL","","Bars/Clubs","",1976,-86.794706,33.504338,"Geocoded",NA,NA,NA
"Gizmo","","909 South 22nd ","Birmingham","AL","(YC),(D),(*)","Bars/Clubs","",1977,-86.8713699,33.48036,"Geocoded",NA,NA,NA
"Gizmo","(Disco weekends) (Hip) (Unisex) ","909 So. 22nd St.","Birmingham","AL","(YC),(WE),(D),(*),(HIP)","Cruising Areas,Bars/Clubs","",1978,-86.794706,33.504338,"Geocoded",NA,NA,NA
"Gizmo","","909 S. 22nd St.","Birmingham","AL","(M),(OC),(D)","Bars/Clubs","",1979,-86.794706,33.504338,"Geocoded",NA,NA,NA
"Gizmo ","Popular After hours
","909 S. 22nd St.","Birmingham","AL","(P),(M),(OC),(D),(WE),(AH),(*)","Bars/Clubs","",1980,-86.794706,33.504338,"Geocoded",NA,NA,NA
"Glass Stein","","3207 Montrose","Houston","TX","(D),(S)","Bars/Clubs","",1974,-95.390949,29.7443006,"Geocoded",NA,NA,NA
"Globe News Stand","","2014 E. Houston","San Antonio","TX","","Book Store","",1974,-98.464849,29.4248574,"Geocoded",NA,NA,NA
"Globe News Stand","","204 E. Houston","San Antonio","TX","","Book Store","",1975,-98.4910677,29.4263447,"Geocoded",NA,NA,NA
"Globe News Stand","","204 E. Houston","San Antonio","TX","","Book Store","",1976,-98.4910677,29.4263447,"Geocoded",NA,NA,NA
"Globe News Stand ","","204 E. Houston ","San Antonio","TX","","Book Store","",1973,-98.4910677,29.4263447,"Geocoded",NA,NA,NA
"Glory Hole","","2100 blk Strand","Galveston","TX","(*)","Bars/Clubs","",1966,-94.7921794,29.3077679,"Geocoded",NA,NA,NA
"Glory Hole Book Store ","","3224 W. Broward ","Ft. Lauderdale","FL","","Book Store","",1977,-80.1891193,26.1209546,"Geocoded",NA,NA,NA
"Go Go Club ","(Disco) (Could be a winner) ","1077 Duncan Avenue ","Chattanooga","TN","(YC),(D)","Bars/Clubs","",1977,-85.2871776,35.0395236,"Geocoded",NA,NA,NA
"Go Go Club ","(Disco) (Occ. S- Some G) ","1077 Duncan Ave. ","Chattanooga","TN","(YC),(D),(*),(PT),(S),(G)","Bars/Clubs","",1978,-85.2871776,35.0395236,"Geocoded",NA,NA,NA
"Go Go Club ","(Disco) (Some G) (Occ. S) (Cl. Mon. & Tues.) ","1077 Duncan Ave. ","Chattanooga","TN","(YC),(D),(*),(PT),(S),(G)","Bars/Clubs","",1979,-85.2871776,35.0395236,"Geocoded",NA,NA,NA
"Gold Keg ","","93 N.E. 36th Street ","Miami","FL","","Bars/Clubs","",1977,-80.1932669,25.8107421,"Geocoded",NA,NA,NA
"Gold Keg ","","93 N.E. 36th Ave. ","Miami","FL","(PT)","Bars/Clubs","",1978,-80.1932669,25.8107421,"Geocoded",NA,NA,NA
"Gold Room","","2802 Austin","Houston","TX","(B),(*)","Bars/Clubs","",1970,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Gold Room","","2802 Austin","Houston","TX","(B),(*)","Bars/Clubs","",1971,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Gold Room","","2802 Austin","Houston","TX","(B),(*)","Bars/Clubs","",1972,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Gold Room","","2802 Austin ","Houston","TX","(B)","Bars/Clubs","",1973,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Gold Room","","2802 Austin","Houston","TX","(B),(*)","Bars/Clubs","",1974,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Gold Room","","2802 Austin","Houston","TX","(B),(*)","Bars/Clubs","",1975,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Gold Room","","2802 Austin","Houston","TX","(B),(*)","Bars/Clubs","",1976,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Gold Room ","","2802 Austin ","Houston","TX","(B),(D),(*)","Bars/Clubs","",1977,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Golden Anchor","","4504 W. Kennedy Blvd","Tampa","FL","(M)","Bars/Clubs","",1971,-82.5205283,27.9444828,"Geocoded",NA,NA,NA
"Golden Anchor","","4504 W. Kennedy Blvd.","Tampa","FL","(M)","Bars/Clubs","",1972,-82.5205283,27.9444828,"Geocoded",NA,NA,NA
"Golden Anchor","","4504 W. Kennedy Blvd.","Tampa","FL","(M)","Bars/Clubs","",1973,-82.5205283,27.9444828,"Geocoded",NA,NA,NA
"Golden Anchor","","4504 W. Kennedy Blvd","Tampa","FL","(M)","Bars/Clubs","",1974,-82.5205283,27.9444828,"Geocoded",NA,NA,NA
"Golden Anchor","","110 E. Waters Ave.","Tampa","FL","(M)","Bars/Clubs","",1976,-82.4590494,28.0255218,"Geocoded",NA,NA,NA
"Golden Anchor ","","110 E. Waters Ave.","Tampa","FL","(M)","Bars/Clubs","",1975,-82.4590494,28.0255218,"Geocoded",NA,NA,NA
"Golden Cork Lounge ","","3947 Independence Blvd. ","Charlotte","NC","(OC)","Bars/Clubs","",1977,-80.774064,35.201209,"Geocoded",NA,NA,NA
"Golden Eye Lounge","","","Beaumont","TX","","Bars/Clubs","",1969,-94.096961,30.078963,"Found",NA,NA,NA
"Golden Eye Lounge","","Park at College","Beaumont","TX","","Bars/Clubs","",1970,-94.096961,30.078963,"Found",NA,NA,NA
"Golden Eye Lounge","","","Beaumont","TX","","Bars/Clubs","",1971,-94.096961,30.078963,"Found",NA,NA,NA
"Golden Garter","","","Ft. Lauderdale","FL","(D),(G)","Bars/Clubs","",1971,-80.116737,26.167149,"Found",NA,NA,NA
"Golden Lantern","","1239 Royal St","New Orleans","LA","","Bars/Clubs","",1965,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern","","1239 Royal St.","New Orleans","LA","","Bars/Clubs","",1970,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern","","1239 Royal St.","New Orleans","LA","","Bars/Clubs","",1971,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern","","1239 Royal St.","New Orleans","LA","","Bars/Clubs","",1972,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern","","1239 Royal St.","New Orleans","LA","","Bars/Clubs","",1973,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern","","1239 Royal St. ","New Orleans","LA","","Bars/Clubs","",1974,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern","","1239 Royal St.","New Orleans","LA","","Bars/Clubs","",1975,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern","","1239 Royal St.","New Orleans","LA","(W),(SM),(*)","Bars/Clubs","",1976,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern","(Some W, SM, something for everyone - open 24 hrs.)","1239 Royal St.","New Orleans","LA","(*),(W),(SM)","Bars/Clubs","",1980,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern ","","1239 Royal Street ","New Orleans","LA","(W),(SM),(*)","Bars/Clubs","",1977,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern ","(Some W, SM) ","1239 Royal St. ","New Orleans","LA","(*),(PT),(W),(SM)","Bars/Clubs","",1978,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Lantern ","(Some W, SM, something for everyone -open 24 hrs.)","1239 Royal St. ","New Orleans","LA","(*),(W),(SM)","Bars/Clubs","",1979,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Golden Nugget","","2802 Austin","Houston","TX","","Bars/Clubs","",1965,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Golden Nugget","","2802 Austin","Houston","TX","(*)","Bars/Clubs","",1966,-95.3718932,29.7420517,"Geocoded",NA,NA,NA
"Golden Spur","(Beer only)","2400 Brazos","Houston","TX","(W),(*)","Bars/Clubs","",1976,-95.3777197,29.7491452,"Geocoded",NA,NA,NA
"Golden Torch","","1915 5th Ave N. ","Birmingham","AL","(*)","Bars/Clubs","",1969,-86.8089254,33.517555,"Geocoded",NA,NA,NA
"Golden Torch","","1915 5th Ave. N.","Birmingham","AL","(*)","Bars/Clubs","",1970,-86.8089254,33.517555,"Geocoded",NA,NA,NA
"Golden Torch","","1915 5th Ave. N.","Birmingham","AL","","","",1971,-86.8089254,33.517555,"Geocoded",NA,NA,NA
"Golden Torch","","1915 5th Ave. N. ","Birmingham","AL","(M),(R)","Restaurant","",1972,-86.8089254,33.517555,"Geocoded",NA,NA,NA
"Golden Torch","","1915 5th Ave. N.","Birmingham","AL","(M),(RT),(B),(D),(*)","Bars/Clubs","",1973,-86.8089254,33.517555,"Geocoded",NA,NA,NA
"Golden Torch","(Unisex)","1915 5th Ave N. ","Birmingham","AL","(G),(B),(RT),(D),(R),(*)","Restaurant,Bars/Clubs","",1974,-86.8089254,33.517555,"Geocoded",NA,NA,NA
"Golden Torch","(may be closing)","1915 5th Ave, N.","Birmingham","AL","(RT),(G),(B),(D),(*),(R)","Restaurant,Bars/Clubs","",1975,-86.8089254,33.517555,"Geocoded",NA,NA,NA
"Golden West","(24 hours)","Estes Dr.","Chapel Hill","NC","(M),(R)","Restaurant","",1978,-79.055845,35.9132,"General City Coordinates Used",NA,NA,NA
"Golden West","(24 hrs.)","Estes Dr.","Chapel Hill","NC","(M),(R),(C)","Restaurant","",1979,-79.055845,35.9132,"General City Coordinates Used",NA,NA,NA
"Golden West ","(Open 24 hours) ","Estes Dr.","Chapel Hill","NC","(M),(R),(C)","Bars/Clubs","",1977,-79.0426642,35.9340639,"Geocoded",NA,NA,NA
"Goldenrod Social Club","(after hours)
","155 Government St. ","Mobile","AL","(YC),(C),(*)","Bars/Clubs","",1974,-88.0409671,30.6901078,"Geocoded",NA,NA,NA
"Goldenrod Social Club","(Weekends)*","155 Government St.","Mobile","AL","(YC),(C),(AH),(*)","Bars/Clubs","",1975,-88.0409671,30.6901078,"Geocoded",NA,NA,NA
"Goldenrod Social Club","","155 Government St.","Mobile","AL","(YC),(C),(AH),(WE),(*)","Bars/Clubs","",1976,-88.0409671,30.6901078,"Geocoded",NA,NA,NA
"Goldenrod Social Club","(Also C-AH-WE)","115 Government St. ","Mobile","AL","(M),(RT),(C),(AH),(WE)","Bars/Clubs","",1978,-88.0399241,30.6903274,"Geocoded",NA,NA,NA
"Goldenrod Social Club ","(Some G) (also C-AH-WE) ","155 Government Street ","Mobile","AL","(M),(YC)","Bars/Clubs","",1977,-88.0409671,30.6901078,"Geocoded",NA,NA,NA
"Golder Garter","","Coral Center at Oakland Pk. Blvd. at U.S. 1","Ft. Lauderdale","FL","(G),(D)","Bars/Clubs","",1972,-80.116737,26.167149,"Found",NA,NA,NA
"Goldern Lantern","","1239 Royal St","New Orleans","LA","","Bars/Clubs","",1968,-90.0606455,29.9627248,"Geocoded",NA,NA,NA
"Gondola Lounge","","1208 Simonton","Key West","FL","","Bars/Clubs","",1977,-81.796408,24.549659,"Found",NA,NA,NA
"Good Friends","","740 Dauphine","New Orleans","LA","(M)","Bars/Clubs","",1976,-90.0657538,29.9599669,"Geocoded",NA,NA,NA
"Good Friends ","","740 Dauphine ","New Orleans","LA","(M)","Bars/Clubs","",1977,-90.0657538,29.9599669,"Geocoded",NA,NA,NA
"Good Friends ","(Some G) ","740 Dauphine ","New Orleans","LA","(M),(G)","Bars/Clubs","",1978,-90.0657538,29.9599669,"Geocoded",NA,NA,NA
"Good Friends ","(Some G)","740 Dauphine ","New Orleans","LA","(M),(G)","Bars/Clubs","",1979,-90.0657538,29.9599669,"Geocoded",NA,NA,NA
"Good Times","","Main Street near 2nd","Louisville","KY","","Bars/Clubs","",1977,-85.75332,38.256259,"Found",NA,NA,NA
"Good Times ","(Probably wont last long)","2889 W. Broward ","Ft. Lauderdale","FL","(S)","Bars/Clubs","",1979,-80.1822484,26.1216095,"Geocoded",NA,NA,NA
"Good Times Bar ","","2889 W. Broward ","Ft. Lauderdale","FL","","Bars/Clubs","",1977,-80.1822484,26.1216095,"Geocoded",NA,NA,NA
"Googie's","","5832 NW 27th Ave","Miami","FL","","Bars/Clubs","",1965,-80.2412365,25.8281587,"Geocoded",NA,NA,NA
"Googie's","","5832 N.W. 27th Ave.","Miami","FL","","Bars/Clubs","",1970,-80.2412365,25.8281587,"Geocoded",NA,NA,NA
"Googies","","5832 NW 27th St","Miami","FL","","Bars/Clubs","",1966,-80.2491814,25.8004031,"Geocoded",NA,NA,NA
"Googies","Coconut Grove
","5832 NW 27th Ave","Miami","FL","","Bars/Clubs","",1969,-80.2412365,25.8281587,"Geocoded",NA,NA,NA
"Google's","","5832 NW 27th St","Miami","FL","","Bars/Clubs","",1968,-80.2491814,25.8004031,"Geocoded",NA,NA,NA
"Gordon's Golden Horse","","651 S 4th St","Louisville","KY","","Bars/Clubs","",1965,-85.7577874,38.2471708,"Geocoded",NA,NA,NA
"Grace & Franklin between Adams & 3rd","","","Richmond","VA","Cruisy Area","Cruising Areas","",1977,-77.438268,37.542081,"Found",NA,NA,NA
"Grace & Franklin Sts, betw. 5th & Adams","","","Richmond","VA","Cruisy Area","Cruising Areas","",1974,-77.438268,37.542081,"Found",NA,NA,NA
"Grace & Franklin Sts., bet. 5th & Adams","","","Richmond","VA","Cruisy Areas","Cruising Areas","",1973,-77.438268,37.542081,"Found",NA,NA,NA
"Grace & Franklin, betw. Adams & 3rd st","","","Richmond","VA","Cruisy Area","Cruising Areas","",1976,-77.438268,37.542081,"Found",NA,NA,NA
"Grace & Franklin, between 5th & Adams","","","Richmond","VA","Cruisy Area","Cruising Areas","",1975,-77.438268,37.542081,"Found",NA,NA,NA
"Grand Central","(A 'drag' or two)","2235 Central","St. Petersburg","FL","","Bars/Clubs","",1980,-82.6637664,27.771266,"Geocoded",NA,NA,NA
"Grand Railroad Sandwich Station","Syntopicon Restaurant","1724 N. Main","San Antonio","TX","(HIP),(YC),(R),(C),(AH),(WE)","Restaurant","",1976,-98.4940204,29.4457316,"Geocoded",NA,NA,NA
"Grand Railroad Sandwich Station ","AH weekends - Syntopicon Restaurant","1724 N. Main","San Antonio","TX","(YC),(R),(C),(AH)","Restaurant","ask about AH weekends",1975,-98.4940204,29.4457316,"Geocoded",NA,NA,NA
"Grandview Shore Beach -Walk past rock mounds to B.A. Beach","","","Hampton","VA","Cruisy Area","Cruising Areas","",1979,-76.274619,37.082564,"Found",NA,NA,NA
"Grandview Shores Beach Park","Walk past rock mounds to 'B.A.' Beach","","Hampton","VA","Cruisy Area","Cruising Areas","",1980,-76.274619,37.082564,"Found",NA,NA,NA
"Grant Park nr. Lookout Tower","(Chicken)","","Atlanta","GA","Cruisy Area","Cruising Areas","",1978,-84.396285,33.775618,"Found",NA,NA,NA
"Grant Park nr. Lookout Tower","'chicken'","","Atlanta","GA","Cruisy Area","Cruising Areas","",1980,-84.396285,33.775618,"Found",NA,NA,NA
"Grant Park nr. Lookout Tower -chicken","","","Atlanta","GA","Cruisy Area","Cruising Areas","",1979,-84.371181,33.735629,"Found",NA,NA,NA
"Grant Park-nr. Lookout Tower","(“chicken)","","Atlanta","GA","Cruisy Area","Cruising Areas","",1977,-84.371181,33.735629,"Found",NA,NA,NA
"Gray's Lounge","(Lena's)","2923 Main St.","Houston","TX","(RT)","Bars/Clubs","",1976,-95.3757149,29.7428992,"Geocoded",NA,NA,NA
"Gray's Lounge ","(Lena's)  ","2923 Main ","Houston","TX","(RT)","Bars/Clubs","",1977,-95.3757149,29.7428992,"Geocoded",NA,NA,NA
"Green Grog","","333 N Orgeon","El Paso","TX","(M)","Bars/Clubs","",1965,-106.48941,31.7595101,"Geocoded",NA,NA,NA
"Green Parrot","(Disco) (Occ. S. *)","1028 E. Main St.","Lakeland","FL","(D),(PT),(S),(*)","Bars/Clubs","",1979,-81.9438782,28.0441672,"Geocoded",NA,NA,NA
"Green Parrot","(Disco) (Occasional shows)","1028 E. Main St.","Lakeland","FL","(D),(PT),(S),(*)","Bars/Clubs","",1980,-81.9438782,28.0441672,"Geocoded",NA,NA,NA
"Green Parrot ","","1028 E. Main St. ","Lakeland","FL","(D),(PT)","Bars/Clubs","",1978,-81.9438782,28.0441672,"Geocoded",NA,NA,NA
"Greenboro Book Mart","","117 W. Washington","Greensboro","NC","","Book Store","",1980,-79.7913314,36.0702614,"Geocoded",NA,NA,NA
"Greenhouse ","(G-only) (Disco) (Game room -Closed Mondays) ","119 So. Brevard ","Charlotte","NC","(D),(P),(G)","Bars/Clubs","",1978,-80.8406681,35.2238916,"Geocoded",NA,NA,NA
"Greensboro Book Mart","","117 W. Washington","Greensboro","NC","","Book Store","",1979,-79.7913314,36.0702614,"Geocoded",NA,NA,NA
"Grenell Arms","","2926 Cortez St. at Ocean","Ft. Lauderdale","FL","(H)","Hotels","",1979,-80.105619,26.121535,"Found",NA,NA,NA
"Grenell Arms","(Dirty & scruffy)","2926 Cortez","Ft. Lauderdale","FL","(H)","Hotels","",1980,-80.105619,26.121535,"Geocoded",NA,NA,NA
"Grey Castle","yet another 'super bar' scheduled to open in near future","","Atlanta","GA","","Bars/Clubs","",1975,-84.387982,33.748995,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus  Depot","","","Lexington","KY","Cruisy Area","Cruising Areas","",1978,-84.503716,38.040584,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Dallas","TX","Cruisy Area","Cruising Areas","",1975,-96.804419,32.778374,"Found",NA,NA,NA
"Greyhound Bus Depot","","","Dallas","TX","Cruisy Area","Cruising Areas","",1976,-96.804419,32.778374,"Found",NA,NA,NA
"Greyhound Bus Depot","","","Anniston","AL","Cruisy Area","Cruising Areas","",1976,-85.831632,33.659826,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Amarillo","TX","Cruisy Area,(HOT)","Cruising Areas","",1977,-101.831297,35.221997,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Dallas","TX","Cruisy Area","Cruising Areas","",1977,-96.804419,32.778374,"Found",NA,NA,NA
"Greyhound Bus Depot","","","Lubbock","TX","Cruisy Area","Cruising Areas","",1977,-101.855166,33.577863,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","(No booze)","","Anniston","AL","Cruisy Area","Cruising Areas","",1977,-85.831632,33.659826,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Amarillo","TX","Cruisy Area,(HOT)","Cruising Areas","",1978,-101.831297,35.221997,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Dallas","TX","Cruisy Area","Cruising Areas","",1978,-96.804419,32.778374,"Found",NA,NA,NA
"Greyhound Bus Depot","","","Lubbock","TX","Cruisy Area","Cruising Areas","",1978,-101.855166,33.577863,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Anniston","AL","Cruisy Area","Cruising Areas","",1978,-85.831632,33.659826,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Houma","LA","Cruisy Area","Cruising Areas","",1978,-90.719535,29.59577,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Lafayette","LA","Cruisy Area","Cruising Areas","",1979,-92.019843,30.22409,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Amarillo","TX","Cruisy Area,(HOT)","Bars/Clubs","",1979,-101.831297,35.221997,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Greenville","SC","Cruisy Area","Cruising Areas","",1979,-82.39401,34.852618,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Dallas","TX","Cruisy Area","Cruising Areas","",1979,-96.804419,32.778374,"Found",NA,NA,NA
"Greyhound Bus Depot","","","Huntsville","AL","Cruisy Area","Cruising Areas","",1979,-86.586104,34.730369,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Lubbock","TX","Cruisy Area","Cruising Areas","",1979,-101.855166,33.577863,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Anniston","AL","Cruisy Area","Cruising Areas","",1979,-85.831632,33.659826,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Monroe","LA","Cruisy Area","Cruising Areas","",1979,-92.119301,32.509311,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Odessa","TX","Cruisy Area","Cruising Areas","",1980,-102.3676431,31.8456816,"Geocoded",NA,NA,NA
"Greyhound Bus Depot","","","Lafayette","LA","Cruisy Area","Cruising Areas","",1980,-92.019843,30.22409,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Amarillo","TX","Cruisy Area,(AYOR)","Cruising Areas","",1980,-101.831297,35.221997,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Orlando","FL","Cruisy Area","Cruising Areas","",1980,-81.379236,28.538336,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Greenville","SC","Cruisy Area","Cruising Areas","",1980,-82.39401,34.852618,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Dallas","TX","Cruisy Area","Cruising Areas","",1980,-96.804419,32.778374,"Found",NA,NA,NA
"Greyhound Bus Depot","","","Lexington","KY","Cruisy Area","Cruising Areas","",1980,-84.503716,38.040584,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Huntsville","AL","Cruisy Area","Cruising Areas","",1980,-86.586104,34.730369,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Lubbock","TX","Cruisy Area","Cruising Areas","",1980,-101.855166,33.577863,"General City Coordinates Used",NA,NA,NA
"Greyhound Bus Depot","","","Anniston","AL","Cruisy Area","Cruising Areas","",1980,-85.831632,33.659826,"General City Coordinates Used",NA,NA,NA
