"title","description","streetaddress","city","state","amenityfeatures","unclear_address","Year","type","notes","full.address","lon","lat","geoAddress"
"Middle Creek Run","843-7606 full brkfst, hot tub","25400 Harmony Rd","Sheridan","OR","(GF),(SW)",NA,1998,"Accommodations","","25400 Harmony Rd, Sheridan, OR",-123.4334871,45.0765552,"25400 harmony rd, sheridan, or 97378, usa"
"Travel Network","#C   (503) 570-0761","29756 Town Ctr Loop W","Wilsonville","OR","(TA)",NA,1998,"Travel Agents","","29756 Town Ctr Loop W, Wilsonville, OR",-122.7645405,45.3043868,"29756 town center loop w, wilsonville, or 97070, usa"
"Sweet Spirit MCC","(back room in Beauty College) 363-6618 11am Sun","Lancaster Dr & Silverton Rd","Salem","OR","(*),(NS)",NA,1998,"Spiritual Groups","","Lancaster Dr & Silverton Rd, Salem, OR",NA,NA,NA
"Road's End Dory Cove","994-5180 11:30am-9pm, steak & seafood","Logan Rd","Lincoln City","OR","(*),(NS)",NA,1998,"Restaurants","","Logan Rd, Lincoln City, OR",-124.0081172,45.0085071,"nw logan rd, lincoln city, or 97367, usa"
"Ocean Walk Guest House","Ocean Park  728-0855/(800) 468-0615","1 Atlantic Pl","Ocean Park","PR","(GF),(SW),(TA)",NA,1998,"Accommodations","Listed under ""San Juan, PR""","1 Atlantic Pl, Ocean Park, PR",-66.0508142,18.4532983,"ocean park, san juan, puerto rico"
"The Inn at Northampton","586-1211/(800) 582-2929","1 Atwood Dr","Northampton","MA","(GF),(SW),(F),(WC)",NA,1998,"Accommodations","","1 Atwood Dr, Northampton, MA",-72.6238946,42.3038643,"1 atwood dr, northampton, ma 01060, usa"
"Thomas Floral & Adult Gifts","#108 744-6400 8:30am-6pm, 9am-5pm Sat, clsd Sun","1 Broadway","Denver","CO","(WC)",NA,1998,"Bookstores & Retail Shops","","1 Broadway, Denver, CO",-104.9879911,39.7171204,"1 n broadway, denver, co 80203, usa"
"Numero Uno on the Beach","Ocean Park  726-5010 also bar & grill","1 Calle Santa Ana","Ocean Park","PR","(GF),(SW),(WC)",NA,1998,"Accommodations","Listed under ""San Juan, PR""","1 Calle Santa Ana, Ocean Park, PR",-66.0551191,18.4543842,"1 c. sta. ana, san juan, 00911, puerto rico"
"Atlantic Beach Hotel","Condado 721-6900/(888) 611-6900","1 Calle Vendig","Condado","PR","(SW),(TA),(*),(MW)",NA,1998,"Accommodations","Listed under ""San Juan, PR""","1 Calle Vendig, Condado, PR",-66.0723525,18.4571237,"1 cll vendig, san juan, 00907, puerto rico"
"Provincetown Inn","487-9500","1 Commercial St","Provincetown","MA","(GF),(SW),(F),(WC)",NA,1998,"Accommodations","","1 Commercial St, Provincetown, MA",-70.1960351,42.0373842,"historic district, 1 commercial st, provincetown, ma 02657, usa"
"Dignity","(Provincetown Inn) 487-9500 10:30am Sun (May-Oct)","1 Commercial St","Provincetown","MA","",NA,1998,"Spiritual Groups","","1 Commercial St, Provincetown, MA",-70.1960351,42.0373842,"historic district, 1 commercial st, provincetown, ma 02657, usa"
"Pier House Resort & Caribbean Spa","296-4600/(800) 327-8340 private beach, restaurants, bars, spa, fitness center","1 Duval St","Key West","FL","(GF),(SW)",NA,1998,"Accommodations","","1 Duval St, Key West, FL",-81.8059108,24.5611624,"1 duval st, key west, fl 33040, usa"
"MCC of Asheville","(Unitarian Universalist Church) 232-0062 6:30pm Sun","1 Edwin Pl","Asheville","NC","(WC)",NA,1998,"Spiritual Groups","","1 Edwin Pl, Asheville, NC",-82.5465298,35.6092008,"1 edwin pl, asheville, nc 28801, usa"
"Unitarian Universalist Church of Asheville","254-6001 9am & 11am Sun (10am Sun summers)","1 Edwin Pl","Asheville","NC","(WC)",NA,1998,"Spiritual Groups","","1 Edwin Pl, Asheville, NC",-82.5465298,35.6092008,"1 edwin pl, asheville, nc 28801, usa"
"Gerardo’s","274-5560 4pm-1am, til 2am Fri-Sat","1 Franklin Sq","Providence","RI","(MW),(D),(E),(WC)",NA,1998,"Bars & Nightclubs","","1 Franklin Sq, Providence, RI",-71.4162729,41.8179581,"us-1 & franklin st, providence, ri 02903, usa"
"AA Gay/Lesbian","752-9000 7pm Sat","1 Freeland St","Worcester","MA","",NA,1998,"Info Lines & Services","","1 Freeland St, Worcester, MA",-71.8249614,42.248282,"1 freeland st, worcester, ma 01603, usa"
"Bretts","261-2660","1 Front St","Amelia Island","FL","",NA,1998,"Restaurants","","1 Front St, Amelia Island, FL",-81.4654109,30.6684176,"1 s front st, fernandina beach, fl 32034, usa"
"One Hot Spot","(under Brooklyn Bridge) 852-0139, 9pm-3am, clsd Sun-Tue, from 6pm Th","1 Front St","New York City","NY","(MW),(D),(E),(MR),(S),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Brooklyn""","1 Front St, New York City, NY",-74.073551,40.6362615,"1 front st, staten island, ny 10301, usa"
"Hemingway's at the Hyatt","Lake Buena Vista 239-1234 cont'l","1 Grand Cypress Blvd","Orlando","FL","(*)",NA,1998,"Restaurants","","1 Grand Cypress Blvd, Orlando, FL",-81.5113633,28.382399,"1 grand cypress blvd, orlando, fl 32836, usa"
"Club One","232-0200 5pm-3am","1 Jefferson St","Savannah","GA","(MW),(D),(F),(S)",NA,1998,"Bars & Nightclubs","","1 Jefferson St, Savannah, GA",-81.0947645,32.0816197,"1 jefferson st, savannah, ga 31401, usa"
"New Haven Gay & Lesbian Community Center","East Haven 777-7780 6om-7:45pm Mon, Wed & Th, also mtgs","1 Long Wharf Dr","East Haven","CT","",NA,1998,"Info Lines & Services","Listed under ""New Haven, CT""","1 Long Wharf Dr, East Haven, CT",-72.9281842,41.288679,"1 long wharf dr, new haven, ct 06511, usa"
"Wall Street Sauna","11th fir 233-8900","1 Maiden Ln","New York City","NY","(*),(MO)",NA,1998,"Men's Clubs","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","1 Maiden Ln, New York City, NY",-74.0096846,40.7098301,"1 maiden ln, new york, ny 10038, usa"
"Artists' Cafe","523-9493 8am-10pm, steak & seafood","1 Main St","Lake Placid","NY","(BW)",NA,1998,"Restaurants","","1 Main St, Lake Placid, NY",-73.9840428,44.2854201,"main st, lake placid, ny 12946, usa"
"Ivory Isle Travel","#350 726-8998","1 N Franklin","Chicago","IL","(TA)",NA,1998,"Travel Agents","Listed under ""Chicago - North Side""","1 N Franklin, Chicago, IL",-87.6350041,41.8822063,"1 n franklin st, chicago, il 60606, usa"
"Whittier News Stand","592-0767 24hrs","1 N Lewis St","Tulsa","OK","(*),(NS)",NA,1998,"Erotica","","1 N Lewis St, Tulsa, OK",-95.9570118,36.1608035,"1 n lewis pl, tulsa, ok 74110, usa"
"Outright","(4th Fl.) 828-6560/(888) 567-7600 6pm Tue & 7:30pm Fri, youth organization","1 Peasant St","Portland","ME","",NA,1998,"Info Lines & Services","","1 Peasant St, Portland, ME",-70.2574535,43.6547557,"1 pleasant st, portland, me 04101, usa"
"Mikuni Travel Service","#1010 227-3639/(800) 248-0624","1 SW Columbia St","Portland","OR","(TA)",NA,1998,"Travel Agents","","1 SW Columbia St, Portland, OR",-122.6755607,45.5134826,"umpqua bank plaza, 1 sw columbia st, portland, or 97258, usa"
"Red Garter","433-9292, 8pm-3am","1 W Main St","Pensacola","FL","(MW),(D),(S),(WC)",NA,1998,"Bars & Nightclubs","","1 W Main St, Pensacola, FL",-87.2141707,30.4076202,"1 w main st, pensacola, fl 32502, usa"
"Al Boccalino","622-7688 5pm-10pm, classy southern italian","1 Yesler Wy","Seattle","WA","(*),(NS)",NA,1998,"Restaurants","","1 Yesler Wy, Seattle, WA",-122.3357322,47.601564,"1 yesler wy, seattle, wa 98104, usa"
"Netrick-Martin Institute","674-2400/674-8695 (TTY) extensive services for lesbigay youth; also 'You Are Not Alone' resource directory","2 Astor Pl","New York City","NY","",NA,1998,"Info Lines & Services","Listed under ""N.Y.C. -- Overview""","2 Astor Pl, New York City, NY",-73.9925831,40.7298791,"2 astor pl, new york, ny 10003, usa"
"Lips","675-7710 the ad says it all! (facing page)","2 Bank St","New York City","NY","",NA,1998,"Restaurants","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","2 Bank St, New York City, NY",-74.0016528,40.7370736,"2 bank st, new york, ny 10014, usa"
"The Sportman's Club","784-2251 8pm-1am","2 Bates St","Lewiston","ME","(*),(MW),(D)",NA,1998,"Bars & Nightclubs","","2 Bates St, Lewiston, ME",-70.2173502,44.1018478,"2 bates st, lewiston, me 04240, usa"
"Barefoot Bar","Condado  724-7230 9am-3am, brkfst & lunch, hustlers","2 Calle Vendig","Condado","PR","(F),(*),(M)",NA,1998,"Bars & Nightclubs","Listed under ""San Juan, PR""","2 Calle Vendig, Condado, PR",-66.0726432,18.4566065,"2 cll vendig, san juan, 00907, puerto rico"
"Thoreau's Walden B&B","Lincoln 259-1899","2 Concord Rd","Boston","MA","(GF)",NA,1998,"Accommodations","","2 Concord Rd, Boston, MA",-71.0613606,42.3773678,"2 concord st, charlestown, ma 02129, usa"
"Sophies","782-8080 5pm-2:0am","2 E LaClede","Youngstown","OH","(MW),(NH)",NA,1998,"Bars & Nightclubs","","2 E LaClede, Youngstown, OH",-80.6571859,41.0749109,"2 e laclede ave, youngstown, oh 44507, usa"
"Adventure Travel","Scarborough 885-5060","2 Elsie Wy","Scaborough","ME","(TA)",NA,1998,"Travel Agents","Listed under ""Portland, ME""","2 Elsie Wy, Scaborough, ME",-70.348176,43.602656,"2 elsie way, scarborough, me 04074, usa"
"Ujjala's B&B","255-6360 full brkfst, body therapy avail.","2 Forest Glen","New Paltz","NY","(GF)",NA,1998,"Accommodations","","2 Forest Glen, New Paltz, NY",-74.1185439,41.7022871,"2 forest glen rd, new paltz, ny 12561, usa"
"Gertrude & Alice's","693-3816","2 Front St","Collinsville","CT","",NA,1998,"Bookstores & Retail Shops","","2 Front St, Collinsville, CT",-72.9229702,41.8105085,"2 front st, canton, ct 06019, usa"
"Villa Dubois Tourist Lodge","253-6965 cottage, full kitchen, private check, jacuzzi","2 Kings Hwy","Eureka Springs","AR","(M)",NA,1998,"Accommodations","","2 Kings Hwy, Eureka Springs, AR",-93.7392889,36.4006499,"eureka springs, ar, usa"
"The Gramercy Park Hotel","(at E. 21st St.) 475-4320/(800) 221-4083","2 Lexington Ave","New York City","NY","(GF)",NA,1998,"Accommodations","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","2 Lexington Ave, New York City, NY",-73.9851581,40.7391653,"2 lexington ave, new york, ny 10010, usa"
"Einstein Bagels","367-7999 6am-8pm, 7am-5pm wknds","2 N Euclid Ave","St. Louis","MO","",NA,1998,"Restaurants","","2 N Euclid Ave, St. Louis, MO",-90.261994,38.640477,"2 n euclid ave, st. louis, mo 63108, usa"
"Flex","832-8855 5pm-?, from 2pm Sun","2 S West St","Raleigh","NC","(*),(M),(L)",NA,1998,"Bars & Nightclubs","","2 S West St, Raleigh, NC",-78.6461187,35.7804189,"2 s west st, raleigh, nc 27603, usa"
"Donna's Coffee Bar","385-0180","2 W Madison","Baltimore","MD","(BW)",NA,1998,"Cafes","","2 W Madison, Baltimore, MD",-76.6160772,39.2985825,"2 w madison st, baltimore, md 21201, usa"
"Icarus","426-1790 dinner & Sun brunch, clsd Sun (summers)","3 Appleton St","Boston","MA","",NA,1998,"Restaurants","","3 Appleton St, Boston, MA",-71.0697695,42.3466956,"3 appleton st, boston, ma 02116, usa"
"Casita Bonita by The Sea","728-1241","3 Calle Histella","San Juan","PR","(MW)",NA,1998,"Accommodations","","3 Calle Histella, San Juan, PR",-66.0381233,18.4525925,"3 c. histella, san juan, 00913, puerto rico"
"The Chestnut House","229-9521 full brkfst","3 Chestnut St","Nantucket","MA","(GF)",NA,1998,"Accommodations","","3 Chestnut St, Nantucket, MA",-70.1000081,41.2847817,"3 chestnut st, nantucket, ma 02554, usa"
"Asheton House","487-9966","3 Cook St","Provincetown","MA","(GF)",NA,1998,"Accommodations","","3 Cook St, Provincetown, MA",-70.1785011,42.057088,"3 cook st, provincetown, ma 02657, usa"
"Cedarberry Cottage B&B","253-6115/(800)590-2424 full brkfst, jacuzzis","3 Kings Hwy","Eureka Springs","AR","(GF)",NA,1998,"Accommodations","","3 Kings Hwy, Eureka Springs, AR",-93.7909848,36.4035425,"3rd st, arkansas 72631, usa"
"Sarducci's","223-0229 11:30am-10pm, Italian, full bar","3 Main St","Montpelier","VT","(WC)",NA,1998,"Restaurants","","3 Main St, Montpelier, VT",-72.5765564,44.2576696,"3 main st, montpelier, vt 05602, usa"
"Communiques","773-5181 10am-7pm, til 9pm summers, cards, gifts, clothing","3 Moutlon St","Portland","ME","",NA,1998,"Bookstores & Retail Shops","","3 Moutlon St, Portland, ME",-70.2526999,43.6564851,"3 moulton st, portland, me 04101, usa"
"Latitudes","644-7047","3 N 19th St","Richmond","VA","(TA)",NA,1998,"Travel Agents","","3 N 19th St, Richmond, VA",-77.4263648,37.5325644,"3 n 19th st, richmond, va 23223, usa"
"Piaf","487-7458/(800) 340-7423","3 Prince St","Provincetown","MA","(GF)",NA,1998,"Accommodations","","3 Prince St, Provincetown, MA",-70.1903131,42.0506555,"historic district, 3 prince st, provincetown, ma 02657, usa"
"Underground","773-3315 4pm-1am","3 Spring St","Portland","ME","(*),(MW),(D),(S)",NA,1998,"Bars & Nightclubs","","3 Spring St, Portland, ME",-70.2574098,43.6562263,"3 spring st, portland, me 04101, usa"
"AA Gay/Lesbian","(Capitol View Methodist) 664-7303 8pm Wed & 6pm Sun","3rd & Pulaski","Little Rock","AK","",NA,1998,"Info Lines & Services","","3rd & Pulaski, Little Rock, AK",NA,NA,NA
"Cafe Suzanne","588-2101 5:30pm-9:30pm, Sun brunch, clsd Mon","4 Center St","Charleston","SC","(E)",NA,1998,"Restaurants","","4 Center St, Charleston, SC",-79.943987,32.7996003,"4 c st, charleston, sc 29403, usa"
"Grand View Inn","487-9193/(888) 268-9169","4 Conant St","Provincetown","MA","(MW)",NA,1998,"Accommodations","","4 Conant St, Provincetown, MA",-70.1916854,42.0464929,"historic district, 4 conant st, provincetown, ma 02657, usa"
"Atlantic House Hotel","(at 'The Big Room') 487-3821 9pm-1am","4 Masonic Pl","Provincetown","MA","(*),(M),(D)",NA,1998,"Bars & Nightclubs","","4 Masonic Pl, Provincetown, MA",-70.1887202,42.0499516,"4 masonic pl, provincetown, ma 02657, usa"
"In Town Reservations, Travel & Real Estate","487- 1883/(800) 67P-TOWN","4 Standish St","Provincetown","MA","",NA,1998,"Info Lines & Services","","4 Standish St, Provincetown, MA",-70.1860434,42.0521741,"historic district, 4 standish st, provincetown, ma 02657, usa"
"Martuni's","241-0205 piano bar","4 Valencia St","San Francisco","CA","(M),(NH),(P)",NA,1998,"Bars & Nightclubs","Listed under ""S.F.-Castro & Noe Valley""","4 Valencia St, San Francisco, CA",-122.4227604,37.7721289,"4 valencia st, san francisco, ca 94103, usa"
"Passion Flower","601-7750 toya, leather, etc.","4 Yosemite Ave","Oakland","CA","",NA,1998,"Erotica","Listed under ""East Bay""","4 Yosemite Ave, Oakland, CA",-122.2552878,37.8238874,"4 yosemite ave, oakland, ca 94611, usa"
"Sideout","822-0082. noon-1:30am, bands Tue. Th & wknds","4-1330 Kuhio Hwy","Kapaa, Kauai","HI","(*),(GF),(E),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""Kauai""","4-1330 Kuhio Hwy, Kapaa, Kauai, HI",-159.3185187,22.0750691,"4-1330 kuhio hwy, kapaʻa, hi 96746, usa"
"Avalon","Guerneville 869-9566","4th & Mill St","Guerneville","CA","(GF),(SW)",NA,1998,"Accommodations","Listed under ""Russian River, CA""","4th & Mill St, Guerneville, CA",NA,NA,NA
"Old First Reformed Church (United Church of Christ)","922-4566","4th & Race St","Philadelphia","PA","(*),(NS)",NA,1998,"Spiritual Groups","","4th & Race St, Philadelphia, PA",NA,NA,NA
"Bell St. Chapel (Unitarian)","831-3794 10am Sun","5 Bell St","Providence","RI","(*),(NS)",NA,1998,"Spiritual Groups","","5 Bell St, Providence, RI",-71.436128,41.8188007,"5 bell st, providence, ri 02909, usa"
"Royal Sonesta Hotel","Cambridge 576-5972","5 Cambridge Pkwy","Boston","MA","(GF),(TA)",NA,1998,"Accommodations","","5 Cambridge Pkwy, Boston, MA",-71.074225,42.3841089,"5 cambridge st, boston, ma 02129, usa"
"Stage Left","828-4444 5:30pm-2am, from 4:30pm Sun","5 Livingston Ave","New Brunswick","NJ","(*),(MW),(WC)",NA,1998,"Restaurants","","5 Livingston Ave, New Brunswick, NJ",-74.4438913,40.4936737,"5 livingston ave, new brunswick, nj 08901, usa"
"Grand Central","487-7599 seasonal, int'l/seafood, full bar","5 Masonic St","Provincetown","MA","",NA,1998,"Restaurants","","5 Masonic St, Provincetown, MA",-70.1886271,42.0501209,"historic district, 5 masonic pl, provincetown, ma 02657, usa"
"Sacajawea Inn","","5 N Main St","Three Forks","MT","(GF),(F),(WC)",NA,1998,"Accommodations","","5 N Main St, Three Forks, MT",-111.551889,45.8952869,"5 n main st, three forks, mt 59752, usa"
"Independence Place","334-2939 8:30pm-1:30am, from 7pm Fri-Sat, clsd Sun","5 S Henderson St","Cape Girardeau","MO","(MW),(D),(TG),(S)",NA,1998,"Bars & Nightclubs","","5 S Henderson St, Cape Girardeau, MO",-89.5340514,37.3046091,"5 s henderson ave, cape girardeau, mo 63703, usa"
"Magnolia's","652-6500 5pm:1:30am, clsd Sun","5 S Vandeventer","St. Louis","MO","(*),(M),(MR-AF),(S),(WC)",NA,1998,"Bars & Nightclubs","","5 S Vandeventer, St. Louis, MO",-90.2421163,38.6358874,"5 s vandeventer ave, st. louis, mo 63108, usa"
"Victoria House","487-4455","5 Standish St","Provincetown","MA","(MW)",NA,1998,"Accommodations","","5 Standish St, Provincetown, MA",-70.1859602,42.0525256,"historic district, 5 standish st, provincetown, ma 02657, usa"
"Heart of the Hills B&B","253-7468/(800)253-7468 full brkfst, patio; also reservation service","5 Summit","Eureka Springs","AR","(GF)",NA,1998,"Accommodations","","5 Summit, Eureka Springs, AR",-93.7432511,36.4030555,"5 summit st, eureka springs, ar 72632, usa"
"Shiremax Inn","487-1233/(888) 744-7362","5 Tremont St","Provincetown","MA","(M)",NA,1998,"Accommodations","","5 Tremont St, Provincetown, MA",-70.1929515,42.044945,"historic district, 5 tremont st, provincetown, ma 02657, usa"
"Le Chateau Exotique","862-3810 fetish wear","5 W Bridge St","New Hope","PA","(*),(NS)",NA,1998,"Erotica","","5 W Bridge St, New Hope, PA",-74.9518746,40.3642275,"5 w bridge st, new hope, pa 18938, usa"
"Karla’s","862-2612 lunch, dinner & late night brkfst Fri-Sat, full bar","5 W Mechanic St","New Hope","PA","(E)",NA,1998,"Restaurants","","5 W Mechanic St, New Hope, PA",-74.9507655,40.3618176,"5 w mechanic st, new hope, pa 18938, usa"
"Garden at 6 Atwood","487-2113/(800) 277-5451 shared baths","6 Atwood St","Provincetown","MA","(M)",NA,1998,"Accommodations","","6 Atwood St, Provincetown, MA",-70.1941618,42.0425918,"historic district, 6 atwood ave, provincetown, ma 02657, usa"
"Mayflower Apartments","487-1916","6 Bangs St","Provincetown","MA","(GF)",NA,1998,"Accommodations","","6 Bangs St, Provincetown, MA",-70.1800379,42.0564651,"historic district, 6 bangs st, provincetown, ma 02657, usa"
"Condado Inn","724-7145 also lounge","6 Condado Ave","San Juan","PR","(MW)",NA,1998,"Accommodations","","6 Condado Ave, San Juan, PR",-66.0714233,18.4567481,"6 condado ave, san juan, 00907, puerto rico"
"Dexter's Inn","487-1911/(888) 521-1999","6 Conwell St","Provincetown","MA","(MW),(NS)",NA,1998,"Accommodations","","6 Conwell St, Provincetown, MA",-70.1852203,42.0551452,"6 conwell st, provincetown, ma 02657, usa"
"Casablanca Lounge & Restaurant","648-2040 11am-2am, from 3pm Sat, lunch served","6 E Grace St","Richmond","VA","(M),(K),(V)",NA,1998,"Bars & Nightclubs","","6 E Grace St, Richmond, VA",-77.4423689,37.5448132,"6 e grace st, richmond, va 23219, usa"
"Elliot House","487-4029 full brkfst","6 Gosnold St","Provincetown","MA","(MW)",NA,1998,"Accommodations","","6 Gosnold St, Provincetown, MA",-70.1881017,42.0508689,"historic district, 6 gosnold st, provincetown, ma 02657, usa"
"Maple Leaf Inn","253-6876/(800)372-6542 full brkfst, hot tub, restored Victorian","6 Kings Hwy","Eureka Springs","AR","(GF)",NA,1998,"Accommodations","","6 Kings Hwy, Eureka Springs, AR",-93.7392889,36.4006499,"eureka springs, ar, usa"
"The Blackstones","775-2885 4pm-1am","6 Pine St","Portland","ME","(M),(NH),(WC)",NA,1998,"Bars & Nightclubs","","6 Pine St, Portland, ME",-70.266826,43.6526354,"6 pine st, portland, me 04101, usa"
"Inn Exile","582-4144 3pm-2am, til midnight Sun","6 S J St","Lake Worth","FL","(M),(K),(V)",NA,1998,"Bars & Nightclubs","","6 S J St, Lake Worth, FL",-80.05612,26.6155883,"6 s j st, lake worth beach, fl 33460, usa"
"Leisure Inn","646-2737 seasonal","6 School St","Ogunquit","ME","(MW)",NA,1998,"Accommodations","","6 School St, Ogunquit, ME",-70.598347,43.2475683,"6 school st, ogunquit, me 03907, usa"
"Swain Travel Services","896-9595/(800) 227-9246","6 W Lancaster Ave","Ardmore","PA","(TA)",NA,1998,"Travel Agents","","6 W Lancaster Ave, Ardmore, PA",-75.2913083,40.007868,"6 w lancaster ave, ardmore, pa 19003, usa"
"Six Webster Place","487-2266/(800) 693-2783 B&B &apts","6 Webster PI","Provincetown","MA","(*),(MW),(TA)",NA,1998,"Accommodations","","6 Webster PI, Provincetown, MA",-70.1890806,42.0510858,"6 webster pl, provincetown, ma 02657, usa"
"Chicago House","487-0537/(800) 733-7869","6 Winslow St","Provincetown","MA","(M)",NA,1998,"Accommodations","","6 Winslow St, Provincetown, MA",-70.1887449,42.051285,"historic district, 6 winslow st, provincetown, ma 02657, usa"
