"title","description","streetaddress","city","state","type","amenityfeatures","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"Skylark","(Some W, SM)(Liquor)(Cruisy)","917 Inland Center Dr.","San Bernardino","CA","Bars/Clubs,Cruising Areas","(*),(W),(SM),(D),(PT)",1983,NA,"","917 Inland Center Dr., San Bernardino, CA",-117.3032688,34.0823888,"917 inland center dr, san bernardino, ca 92408, usa","Geocoded"
"Apartment","","756 Ventura Pl.","San Diego","CA","Bars/Clubs","(L),(D),(*)",1983,NA,"","756 Ventura Pl., San Diego, CA",-117.2515595,32.7722365,"756 ventura pl, san diego, ca 92109, usa","Geocoded"
"A Different Drum","(Liquor)(Go go boys)","3175 India St.","San Diego","CA","Bars/Clubs","(*)",1983,NA,"","3175 India St., San Diego, CA",-117.174979,32.736467,"3175 india st, san diego, ca 92103, usa","Geocoded"
"Book Mark & Expresso Cafe","","4077 Adams Avenue","San Diego","CA","Restaurant,Book Store","",1983,NA,"","4077 Adams Avenue, San Diego, CA",-117.1076692,32.7630457,"4077 adams ave, san diego, ca 92116, usa","Geocoded"
"Boardwalk","(Adj. Park Place - naturally)","2811 Park Bl.","San Diego","CA","Restaurant","(R)",1983,NA,"","2811 Park Bl., San Diego, CA",-117.145739,32.7351559,"2811 park blvd, san diego, ca 92104, usa","Geocoded"
"Chee Chee Club","","959 Broadway","San Diego","CA","Bars/Clubs","(PT)",1983,NA,"","959 Broadway, San Diego, CA",-117.1715919,32.7156471,"959 broadway, san diego, ca 92101, usa","Geocoded"
"Cinema F","(Flicks, Male strip, etc.)","1063 University","San Diego","CA","Bars/Clubs","",1983,NA,"","1063 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
"Caliph Piano Bar","","33102 5th Ave.","San Diego","CA","Bars/Clubs","(*),(E)",1983,NA,"","33102 5th Ave., San Diego, CA",-117.1602848,32.7313918,"fifth ave, san diego, ca, usa","Geocoded"
"Charmed Circle","(Books)","4603 Park Blvd.","San Diego","CA","Book Store","(L)",1983,NA,"","4603 Park Blvd., San Diego, CA",-117.1460274,32.7611208,"4603 park blvd, san diego, ca 92116, usa","Geocoded"
"Club","(Liquor)(Many L)(Sun. S)(Intimate patio bar) at Laurel","2501 Kettner","San Diego","CA","Bars/Clubs","(*),(L),(S)",1983,NA,"","2501 Kettner, San Diego, CA",-117.1717626,32.7302797,"2501 kettner blvd, san diego, ca 92101, usa","Geocoded"
"Clark's Lodge","","1765 Union St.","San Diego","CA","Hotel","(M),(H)",1983,NA,"","1765 Union St., San Diego, CA",-117.1656042,32.7229691,"1765 union st, san diego, ca 92101, usa","Geocoded"
"Club Gemini Baths","","867 4th Ave","San Diego","CA","Bathhouses","(OC)",1983,NA,"","867 4th Ave, San Diego, CA",-117.1608769,32.7144011,"867 fourth ave, san diego, ca 92101, usa","Geocoded"
"Club San Diego Baths","nr. Univeristy","3955 4th Ave.","San Diego","CA","Bathhouses","(*)",1983,NA,"","3955 4th Ave., San Diego, CA",-117.161355,32.749259,"3955 fourth ave, san diego, ca 92103, usa","Geocoded"
"Club San Francisco","","3463 University","San Diego","CA","Bars/Clubs","(PT)",1983,NA,"","3463 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
"Dave's Club","(Baths)","4969 Santa Monica","Ocean Beach","CA","Bathhouses","",1983,NA,"","4969 Santa Monica, Ocean Beach, CA",-117.249952,32.7471634,"4969 santa monica ave, san diego, ca 92107, usa","Geocoded"
"Depot","(Some W)","1005 Kettner","San Diego","CA","Bars/Clubs","(W),(*)",1983,NA,"","1005 Kettner, San Diego, CA",-117.1691161,32.7158921,"1005 kettner blvd, san diego, ca 92101, usa","Geocoded"
"Denny's","","2445 El Cajon Blvd.","San Diego","CA","Restaurant","(M),(R),(AH),(C)",1983,NA,"","2445 El Cajon Blvd., San Diego, CA",-117.1378957,32.7549981,"2445 el cajon blvd, san diego, ca 92104, usa","Geocoded"
"Crypt","(Leather, 'toys', books, erotica, ect.)","733 4th Ave.","San Diego","CA","Erotic Shop","(*)",1983,NA,"","733 4th Ave., San Diego, CA",-117.160776,32.713006,"733 fourth ave, san diego, ca 92101, usa","Geocoded"
"Farmhouse","","2803 Lytton","San Diego","CA","Restaurant","(R)",1983,NA,"","2803 Lytton, San Diego, CA",-117.2106803,32.7431022,"2803 lytton st, san diego, ca 92106, usa","Geocoded"
"'F' St. Bookstore","","2004 University","San Diego","CA","Book Store","(*)",1983,NA,"","2004 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
"Gay Youth Support League","","1933 29th St.","San Diego","CA","Community Center/Support Groups","",1983,NA,"","1933 29th St., San Diego, CA",-117.13174,32.726162,"1933 29th st, san diego, ca 92102, usa","Geocoded"
"Hotel Newport","","4961 Newport Ave.","Ocean Beach","CA","Hotel","(H),(*)",1983,NA,"","4961 Newport Ave., Ocean Beach, CA",-117.250572,32.7462635,"4961 newport ave, san diego, ca 92107, usa","Geocoded"
"International Male","(Clothes)","2802 Midway Dr.","San Diego","CA","Business","",1983,NA,"","2802 Midway Dr., San Diego, CA",-117.2037612,32.7489039,"2802 midway dr, san diego, ca 92110, usa","Geocoded"
"Hut","","2581 University Ave.","San Diego","CA","Bars/Clubs","(PT)",1983,NA,"","2581 University Ave., San Diego, CA",-117.1360842,32.7482849,"2581 university ave, san diego, ca 92104, usa","Geocoded"
"Golden Eagle","(Go go boys)","630 Market St.","San Diego","CA","Bars/Clubs","(S)",1983,NA,"","630 Market St., San Diego, CA",-117.1588853,32.7117593,"630 market st, san diego, ca 92101, usa","Geocoded"
"Hole","(Some FFA)(Liquor)(Crypt leather & erotica)","2820 Lytton St.","Point Loma","CA","Bars/Clubs","(*),(SM),(W),(FFA)",1983,NA,"","2820 Lytton St., Point Loma, CA",-117.2106313,32.7436,"2820 lytton st, san diego, ca 92110, usa","Geocoded"
"M.C.C.","","1355 Fern St.","San Diego","CA","Religious Institution","(MCC)",1983,NA,"","1355 Fern St., San Diego, CA",-117.1290949,32.7200448,"1355 fern st, san diego, ca 92102, usa","Geocoded"
"Loft","(Neighborhood)","3610 5th Ave.","San Diego","CA","Bars/Clubs","(OC)",1983,NA,"","3610 5th Ave., San Diego, CA",-117.1608725,32.7435968,"3610 fifth ave, san diego, ca 92103, usa","Geocoded"
"Matador","","4633 Mission","Pacific Beach","CA","Bars/Clubs","(D),(*)",1983,NA,"","4633 Mission, Pacific Beach, CA",-117.2355851,32.8024577,"pacific beach, san diego, ca, usa","Geocoded"
"Iron Spur Saloon","(Some W)(Cruisy)","2734 Lytton St.","San Diego","CA","Restaurant,Bars/Clubs,Cruising Areas","(*),(W),(R),(E)",1983,NA,"","2734 Lytton St., San Diego, CA",-117.2100129,32.7429279,"2734 lytton st, san diego, ca 92110, usa","Geocoded"
"Loading Zone","at Date","1702 India","San Diego","CA","Bars/Clubs","(SM),(W),(FFA),(*)",1983,NA,"","1702 India, San Diego, CA",-117.1684985,32.7231709,"1702 india st, san diego, ca 92101, usa","Geocoded"
"Nickelodean","","4321 Fairmount Ave.","San Diego","CA","Restaurant","(R)",1983,NA,"","4321 Fairmount Ave., San Diego, CA",-117.1007081,32.7556791,"4321 fairmount ave, san diego, ca 92105, usa","Geocoded"
"New England Deli","","417 W. Washington","San Diego","CA","Restaurant","(M),(R)",1983,NA,"","417 W. Washington, San Diego, CA",-117.1676731,32.7496816,"417 w washington st, san diego, ca 92103, usa","Geocoded"
"#1 Fifth Avenue","(Cruisy)(Piano E)(Patio) nr. Robinson(No sign)","3845 5th Ave.","San Diego","CA","Bars/Clubs,Cruising Areas","(*),(E)",1983,NA,"","3845 5th Ave., San Diego, CA",-117.1601832,32.7477981,"3845 fifth ave, san diego, ca 92103, usa","Geocoded"
"Mr. Dillon's","(Disco)(WE*)","1051 University Ave.","San Diego","CA","Bars/Clubs","(YC),(D),(PT),(WE),(*)",1983,NA,"","1051 University Ave., San Diego, CA",-117.1540716,32.7480817,"1051 university ave, san diego, ca 92103, usa","Geocoded"
"Pacific Fitness Center","(Gym-Health Club)","2223 El Cajon Blvd.","San Diego","CA","Gym","",1983,NA,"","2223 El Cajon Blvd., San Diego, CA",-117.140722,32.754849,"2223 el cajon blvd, san diego, ca 92104, usa","Geocoded"
"Press Room Saloon","(M - days)","956 2nd Ave.","San Diego","CA","Bars/Clubs","(M)",1983,NA,"","956 2nd Ave., San Diego, CA",-117.1633618,32.7162545,"956 2nd ave, san diego, ca 92101, usa","Geocoded"
"Park Fifth Ave. Hotel","","2309 5th Ave.","San Diego","CA","Hotel","(H)",1983,NA,"","2309 5th Ave., San Diego, CA",-117.1600951,32.7295062,"2309 fifth ave, san diego, ca 92101, usa","Geocoded"
"Show Biz","","1421 University","San Diego","CA","Bars/Clubs","(M),(S),(*)",1983,NA,"","1421 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
"Saloon III","(Neighborhood)(Tippy's Tack Room)","2236 Fern St.","San Diego","CA","Bars/Clubs","(W)",1983,NA,"","2236 Fern St., San Diego, CA",-117.1298073,32.7293304,"2236 fern st, san diego, ca 92104, usa","Geocoded"
"Rendezvous","","1355 5th Ave.","San Diego","CA","Restaurant","(R)",1983,NA,"","1355 5th Ave., San Diego, CA",-117.1599822,32.7195381,"1355 fifth ave, san diego, ca 92101, usa","Geocoded"
"Park Place","(Adj. R)","2811 Park Blvd.","San Diego","CA","Restaurant,Bars/Clubs","(*)",1983,NA,"","2811 Park Blvd., San Diego, CA",-117.145739,32.7351559,"2811 park blvd, san diego, ca 92104, usa","Geocoded"
"Update","(Publication)","P.O. Box 7762, San Diego, CA 92107","San Diego","CA","Publications","",1983,NA,"","P.O. Box 7762, San Diego, CA 92107, San Diego, CA",-117.2499749,32.7409782,"san diego, ca 92107, usa","Geocoded"
"Vulcan Steam Baths","","805 W. Cedar","San Diego","CA","Bathhouses","(*)",1983,NA,"","805 W. Cedar, San Diego, CA",-117.170476,32.7217636,"805 w cedar st, san diego, ca 92101, usa","Geocoded"
"Sorino's","(Some L)","2201 El Cajon Blvd.","San Diego","CA","Bars/Clubs","(M),(L)",1983,NA,"","2201 El Cajon Blvd., San Diego, CA",-117.1413041,32.7552167,"2201 el cajon blvd, san diego, ca 92104, usa","Geocoded"
"Travel World Emporium","","3717 Sixth Ave.","San Diego","CA","Travel Service","",1983,NA,"","3717 Sixth Ave., San Diego, CA",-117.1595098,32.7455574,"3717 sixth ave, san diego, ca 92103, usa","Geocoded"
"Stage Coach","(Some W) at Adams","4612 Park Blvd.","San Diego","CA","Bars/Clubs","(W)",1983,NA,"","4612 Park Blvd., San Diego, CA",-117.1466731,32.7613985,"4612 park blvd, san diego, ca 92116, usa","Geocoded"
"Wing Cafe","","2753 'B' St.","San Diego","CA","Restaurant","(L),(R)",1983,NA,"","2753 'B' St., San Diego, CA",-117.1349262,32.7177897,"2753 b st, san diego, ca 92102, usa","Geocoded"
"West Coast Production Co.","(WCPC)(3 bars)(Macho)(Disco)(Cruisy)(Liquor)","1845 Hancock","San Diego","CA","Bars/Clubs,Cruising Areas","(*),(YC),(D)",1983,NA,"","1845 Hancock, San Diego, CA",-117.1854034,32.7425478,"1845 hancock st, san diego, ca 92110, usa","Geocoded"
"Alfie's","(Disco)(Macho humpy jocks)(Cruisy)(Some W, FFA)","2140 Market","San Francisco","CA","Bars/Clubs,Cruising Areas","(*),(YC),(D),(W),(FFA)",1983,NA,"","2140 Market, San Francisco, CA",-122.4299645,37.7671503,"2140 market st, san francisco, ca 94114, usa","Geocoded"
"Adonis Book Store","","384 Ellis St.","San Francisco","CA","Book Store","(*)",1983,NA,"","384 Ellis St., San Francisco, CA",-122.4125433,37.7851247,"384 ellis st, san francisco, ca 94102, usa","Geocoded"
"Ambush","(Beer & wine)(Cruisy)","1351 Harrison","San Francisco","CA","Bars/Clubs,Cruising Areas","(W),(SM),(FFA),(*)",1983,NA,"","1351 Harrison, San Francisco, CA",-122.4106167,37.7718583,"1351 harrison st, san francisco, ca 94103, usa","Geocoded"
"All American Mail Service","(415) 621-7111","470 Castro St., Suite 207","San Francisco","CA","Business","",1983,NA,"","470 Castro St., Suite 207, San Francisco, CA",-122.4352646,37.7613089,"470 castro st #207, san francisco, ca 94114, usa","Geocoded"
"Alamo Square Saloon","at Fell","600 Fillmore","San Francisco","CA","Bars/Clubs","",1983,NA,"","600 Fillmore, San Francisco, CA",-122.4308337,37.7750826,"600 fillmore st, san francisco, ca 94117, usa","Geocoded"
"Alta Plaza","at Clay","2301 Fillmore","San Francisco","CA","Restaurant,Bars/Clubs","(PE),(R),(E)",1983,NA,"","2301 Fillmore, San Francisco, CA",-122.4344365,37.7909207,"2301 fillmore st, san francisco, ca 94115, usa","Geocoded"
"A Touch of Europe","","422 Haight St.","San Francisco","CA","Restaurant","(R)",1983,NA,"","422 Haight St., San Francisco, CA",-122.4292973,37.7724268,"422 haight st, san francisco, ca 94117, usa","Geocoded"
"Animals","(Some W, SM)","161 6th St.","San Francisco","CA","Bars/Clubs","(W),(SM)",1983,NA,"","161 6th St., San Francisco, CA",-122.4076742,37.7803772,"161 6th st, san francisco, ca 94103, usa","Geocoded"
"Amsterdam Hotel","","749 Taylor St.","San Francisco","CA","Hotel","(H),(*)",1983,NA,"","749 Taylor St., San Francisco, CA",-122.4124163,37.7893775,"749 taylor st, san francisco, ca 94108, usa","Geocoded"
"Anxious Arms","","964 Howard St.","San Francisco","CA","Hotel","(H),(*)",1983,NA,"","964 Howard St., San Francisco, CA",-122.4065303,37.7805117,"964 howard st, san francisco, ca 94103, usa","Geocoded"
"Amelia's","(2 floors)(Disco - Upstairs WWE)","647 Valencia","San Francisco","CA","Bars/Clubs","(*),(L),(D),(WE)",1983,NA,"","647 Valencia, San Francisco, CA",-122.4214116,37.7625064,"647 valencia st, san francisco, ca 94110, usa","Geocoded"
"Arcade","(Book store)","1035 Market St.","San Francisco","CA","Book Store","",1983,NA,"","1035 Market St., San Francisco, CA",-122.4108242,37.781237,"1035 market st, san francisco, ca 94103, usa","Geocoded"
"Arena","(Kinky) at Harrison","399 9th St.","San Francisco","CA","Bars/Clubs","(W),(YC),(*)",1983,NA,"","399 9th St., San Francisco, CA",-122.4099831,37.7728134,"399 9th st, san francisco, ca 94103, usa","Geocoded"
"Artemis Society","(Snacks)","1199 Valencia","San Francisco","CA","Restaurant,Bars/Clubs","(L),(*)",1983,NA,"","1199 Valencia, San Francisco, CA",-122.420628,37.7538309,"1199 valencia st, san francisco, ca 94110, usa","Geocoded"
"Atherton Hotel","","685 Ellis St.","San Francisco","CA","Hotel","(H),(*)",1983,NA,"","685 Ellis St., San Francisco, CA",-122.4174152,37.7840886,"685 ellis st, san francisco, ca 94109, usa","Geocoded"
"Badlands","nr. Castro","4121 18th St.","San Francisco","CA","Bars/Clubs","(PT),(*)",1983,NA,"","4121 18th St., San Francisco, CA",-122.4354659,37.7607065,"4121 18th st, san francisco, ca 94114, usa","Geocoded"
"Balcony","","2166 Market St.","San Francisco","CA","Bars/Clubs","(PT)",1983,NA,"","2166 Market St., San Francisco, CA",-122.4303813,37.7667401,"2166 market st, san francisco, ca 94114, usa","Geocoded"
"B.A.R.","(Publication)","1528 15th St.","San Francisco","CA","Publications","",1983,NA,"","1528 15th St., San Francisco, CA",-122.4183444,37.7670148,"1528 15th st, san francisco, ca 94103, usa","Geocoded"
"Bear Hollow","(Vietnamese R - upstairs)","440 Castro St.","San Francisco","CA","Restaurant","(R)",1983,NA,"","440 Castro St., San Francisco, CA",-122.4352736,37.7618335,"440 castro st, san francisco, ca 94114, usa","Geocoded"
"Ben Her Books","(Movies & erotica)","1207 Polk St.","San Francisco","CA","Book Store","",1983,NA,"","1207 Polk St., San Francisco, CA",-122.4204287,37.7879342,"1207 polk st, san francisco, ca 94109, usa","Geocoded"
"Black Feather","","1257 Taylor","San Francisco","CA","Bars/Clubs","",1983,NA,"","1257 Taylor, San Francisco, CA",-122.4132647,37.7941628,"1257 taylor st, san francisco, ca 94108, usa","Geocoded"
"Bentley Motor Inn","","465 Grove St.","San Francisco","CA","Hotel","(H),(M)",1983,NA,"","465 Grove St., San Francisco, CA",-122.4241403,37.7773678,"465 grove st, san francisco, ca 94102, usa","Geocoded"
"Black Hole","(No booze)(C-AH)('Wild back room')","224 6th St.","San Francisco","CA","Restaurant","(C),(AH)",1983,NA,"","224 6th St., San Francisco, CA",-122.4069291,37.7792346,"224 6th st, san francisco, ca 94103, usa","Geocoded"
"Body Center","(Gym)","1230 Sutter St.","San Francisco","CA","Gym","",1983,NA,"","1230 Sutter St., San Francisco, CA",-122.4207105,37.7879425,"1230 sutter st, san francisco, ca 94109, usa","Geocoded"
"Brothel Hotel","(Also gym & sauna)(Coffee shop)","1500 Sutter St.","San Francisco","CA","Hotel,Restaurant","(H),(*)",1983,NA,"","1500 Sutter St., San Francisco, CA",-122.4254455,37.7872575,"1500 sutter st, san francisco, ca 94109, usa","Geocoded"
"Boot Den","(shoes)","4240 18th St.","San Francisco","CA","Business","",1983,NA,"","4240 18th St., San Francisco, CA",-122.4367812,37.7609259,"4240 18th st, san francisco, ca 94114, usa","Geocoded"
"Boot Camp","(Wild back room)(No booze)","1010 Bryant","San Francisco","CA","Bars/Clubs","(*),(SM),(P)",1983,NA,"","1010 Bryant, San Francisco, CA",-122.4074383,37.7723436,"1010 bryant st, san francisco, ca 94103, usa","Geocoded"
"Brig","(Some W, SM, FFA)(WE*)","1347 Folsom St.","San Francisco","CA","Bars/Clubs","(W),(SM),(FFA),(PT),(WE),(*)",1983,NA,"","1347 Folsom St., San Francisco, CA",-122.4121271,37.7730725,"1347 folsom st, san francisco, ca 94103, usa","Geocoded"
"Bradley's Corner","(Sun. brunch)","900 Cole.","San Francisco","CA","Restaurant,Bars/Clubs","(PT)",1983,NA,"","900 Cole., San Francisco, CA",-122.4497032,37.7656683,"900 cole st, san francisco, ca 94117, usa","Geocoded"
"Bulldog Baths","(Some SM, FFA)","132 Turk St.","San Francisco","CA","Bathhouses","(*),(SM),(FFA)",1983,NA,"","132 Turk St., San Francisco, CA",-122.4114878,37.7834457,"132 turk st, san francisco, ca 94102, usa","Geocoded"
"Bunkhouse","","38 Washburn","San Francisco","CA","Hotel","(H)",1983,NA,"","38 Washburn, San Francisco, CA",-122.4146142,37.7753019,"38 washburn st, san francisco, ca 94103, usa","Geocoded"
"Buzzby's","(Disco)","1436 Pol St.","San Francisco","CA","Bars/Clubs","(D),(*)",1983,NA,"","1436 Pol St., San Francisco, CA",-122.4202912,37.7902384,"1436 polk st, san francisco, ca 94109, usa","Geocoded"
"Cafe Flore","","2298 Market St.","San Francisco","CA","Restaurant","(M),(Hip),(R)",1983,NA,"","2298 Market St., San Francisco, CA",-122.4329332,37.7646778,"2298 market st, san francisco, ca 94114, usa","Geocoded"
"Caravan Lodge","(R - 24 hrs.)","601 Eddy St.","San Francisco","CA","Hotel,Restaurant","(M),(H),(R)",1983,NA,"","601 Eddy St., San Francisco, CA",-122.4181895,37.7830875,"601 eddy st, san francisco, ca 94109, usa","Geocoded"
"Carnival Club","(Was closed - maybe re-opening)","177 Eddy, St.","San Francisco","CA","Bars/Clubs","",1983,NA,"","177 Eddy, St., San Francisco, CA",-122.4104021,37.783993,"177 eddy st, san francisco, ca 94102, usa","Geocoded"
"Canary Island","(Closed Sun.-Tues.)","1270 Harrison St.","San Francisco","CA","Restaurant","(R)",1983,NA,"","1270 Harrison St., San Francisco, CA",-122.4098571,37.7730619,"1270 harrison st, san francisco, ca 94103, usa","Geocoded"
"Casa de Cristal","nr. Polk","1122 Post","San Francisco","CA","Restaurant","(R),(*)",1983,NA,"","1122 Post, San Francisco, CA",-122.4202617,37.7869573,"1122 post st, san francisco, ca 94109, usa","Geocoded"
"Cafe San Marcos","(PE bar upstairs *)","2367 Market St.","San Francisco","CA","Restaurant,Bars/Clubs","(M),(R),(PE),(*)",1983,NA,"","2367 Market St., San Francisco, CA",-122.4343238,37.7630065,"2367 market st, san francisco, ca 94114, usa","Geocoded"
"Castro Cafe","","484 Castro St.","San Francisco","CA","Restaurant","(M),(R),(C)",1983,NA,"","484 Castro St., San Francisco, CA",-122.4352739,37.7611442,"484 castro st, san francisco, ca 94114, usa","Geocoded"
"Castro Gardens","","558 Castro St.","San Francisco","CA","Restaurant","(R)",1983,NA,"","558 Castro St., San Francisco, CA",-122.4351099,37.7599613,"558 castro st, san francisco, ca 94114, usa","Geocoded"
"Castle Grande","(French)(Lunch & Sun. brunch) at 12th St.","1600 Folsom","San Francisco","CA","Restaurant","(PE),(R),(E),(*)",1983,NA,"","1600 Folsom, San Francisco, CA",-122.4153316,37.7708859,"1600 folsom st, san francisco, ca 94103, usa","Geocoded"
"Castro Station","(Some W, SM, FFA)(Opens 6 a.m.)","456 Castro St.","San Francisco","CA","Bars/Clubs","(W),(SM),(FFA),(*)",1983,NA,"","456 Castro St., San Francisco, CA",-122.4353128,37.7615911,"456 castro st, san francisco, ca 94114, usa","Geocoded"
"Casa Loma","(Sauna & sundeck) at Fell","610 Fillmore","San Francisco","CA","Hotel","(*),(H)",1983,NA,"","610 Fillmore, San Francisco, CA",-122.4308123,37.7751203,"610 fillmore st, san francisco, ca 94117, usa","Geocoded"
"Chez Mollet","","527 Bryant St.","San Francisco","CA","Restaurant","(R)",1983,NA,"","527 Bryant St., San Francisco, CA",-122.3964121,37.7805795,"527 bryant st, san francisco, ca 94107, usa","Geocoded"
"Cinch","(DJ, but no D)(Some hustlers)","1723 Polk St.","San Francisco","CA","Bars/Clubs","(W),(PT),(D)",1983,NA,"","1723 Polk St., San Francisco, CA",-122.4214518,37.7927563,"1723 polk st, san francisco, ca 94109, usa","Geocoded"
