"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"Gay Men's Health Collective","Berkeley Free Clinic","2339 Durant Ave.","Berkeley","CA","","Organization",1984,NA,"","2339 Durant Ave., Berkeley, CA",-122.2617996,37.8677501,"2339 durant ave, berkeley, ca 94704, usa","Geocoded"
"Steam Works","(Baths) (Hot tub) 1 block off University Ave.","2107 4th St.,","Berkeley","CA","(*)","Bathhouses",1984,NA,"","2107 4th St.,, Berkeley, CA",-122.298857,37.8659644,"2107 fourth st, berkeley, ca 94710, usa","Geocoded"
"Serpent 8 Club Baths","","4109 W. Burbank Blvd.","Burbank","CA","(P),(*)","Bathhouses",1984,NA,"","4109 W. Burbank Blvd., Burbank, CA",-118.3551891,34.1733351,"4109 w burbank blvd, burbank, ca 91505, usa","Geocoded"
"900 Cherry Street","","900 Cherry St.","Chico","CA","(*),(D)","Bars/Clubs",1984,NA,"","900 Cherry St., Chico, CA",-121.8415384,39.7208288,"900 cherry st, chico, ca 95928, usa","Geocoded"
"Swingers Books","","881 Humboldt Ave.","Chico","CA","(M)","Book Store",1984,NA,"","881 Humboldt Ave., Chico, CA",-121.8257016,39.7285667,"881 humboldt ave, chico, ca 95928, usa","Geocoded"
"Bungalow Bar & R","(Should do well) (Clear Lake Oaks)","E. Hwy. 20","Clear Lake","CA","","Restaurant,Bars/Clubs",1984,NA,"","E. Hwy. 20, Clear Lake, CA",-122.8338407,39.1187513,"e hwy 20, california, usa","Geocoded"
"Sunset Point Resort","(Bunkhouse) (Beer & wine bar) (R-Brunch WE) (707) 998-1451 (P.O. Box 455), Clear Lake Oaks, CA 95423)","12037 Hwy. 20","Clear Lake","CA","(H),(R),(WE),(*)","Hotel,Restaurant",1984,NA,"can we looking into why Damron knows so much about Clear Lake, CA. Very detailed entry's","12037 Hwy. 20, Clear Lake, CA",-122.685485,39.019599,"12037 state hwy 20, clearlake oaks, ca 95423, usa","Geocoded"
"Starlight Resort Motel","(Spa, heated pool. Pvt. sundeck, (707 998-3232","9495 E. Hwy. 20, Glenhaven, CA 95443","Clear Lake","CA","(*),(H),(M),(BA)","Hotel",1984,NA,"the address list a different city than it is under.","9495 E. Hwy. 20, Glenhaven, CA 95443, Clear Lake, CA",-122.8338407,39.1187513,"e hwy 20, california, usa","Geocoded"
"Cabaret Bar","(Glenhaven)","9435 E. Hwy. 20","Clear Lake","CA","(D),(E),(PT),(*)","Bars/Clubs",1984,NA,"","9435 E. Hwy. 20, Clear Lake, CA",-122.775756,39.0430008,"9435 e hwy 20, lucerne, ca 95458, usa","Geocoded"
"M.C.C.","","215 E. 23rd","Costa Mesa","CA","(MCC)","Religious Institution",1984,NA,"","215 E. 23rd, Costa Mesa, CA",-117.9018087,33.6516813,"215 23rd st, costa mesa, ca 92627, usa","Geocoded"
"Han's Again","(R-Lunch) (WE*)","877 W. 19th","Costa Mesa","CA","(R),(D),(PT),(WE),(*)","Restaurant,Bars/Clubs",1984,NA,"","877 W. 19th, Costa Mesa, CA",-117.935353,33.6428689,"877 w 19th st, costa mesa, ca 92627, usa","Geocoded"
"Newport Station","(Disco) ('Tops in Orange County')","1945 Placentia","Costa Mesa","CA","(YC),(W),(D),(R),(PT),(E)","Restaurant,Bars/Clubs",1984,NA,"","1945 Placentia, Costa Mesa, CA",-117.9332755,33.6439303,"1945 placentia ave, costa mesa, ca 92627, usa","Geocoded"
"Mi Wey","","11513 Washington Blvd.","Culver City","CA","(L)","Bars/Clubs",1984,NA,"","11513 Washington Blvd., Culver City, CA",-118.41665,34.0010839,"11513 washington blvd, los angeles, ca 90066, usa","Geocoded"
"Sister Suds","","10762 1/2 Washingtion Blvd.","Culver City","CA","(L)","Bars/Clubs",1984,NA,"","10762 1/2 Washingtion Blvd., Culver City, CA",-118.4067162,34.0154127,"10762 washington blvd, culver city, ca 90232, usa","Geocoded"
"Kevan's","(Looks promising)","10095 Saich Way","Cupertino","CA","","Bars/Clubs",1984,NA,"","10095 Saich Way, Cupertino, CA",-122.0376316,37.3241187,"10095 saich way, cupertino, ca 95014, usa","Geocoded"
"Savoy","","20469 Silverado St.","Cupertino","CA","(L),(D),(*)","Bars/Clubs",1984,NA,"","20469 Silverado St., Cupertino, CA",-122.0316389,37.315537,"20469 silverado ave, cupertino, ca 95014, usa","Geocoded"
"Stallion Oak Ranch","(Resort)","P.O.Box 155, Descanso 92016","Decanso","CA","(P),(H)","Hotel",1984,NA,"","P.O.Box 155, Descanso 92016, Decanso, CA",-116.6158525,32.8528287,"descanso, ca 91916, usa","Geocoded"
"'F' Street Bookstore","","158 E. Main","El Cajon","CA","(*)","Book Store",1984,NA,"","158 E. Main, El Cajon, CA",-116.9609898,32.7951953,"158 e main st, el cajon, ca 92020, usa","Geocoded"
"Eddie's","","4101 N. Arden Dr.","El Monte","CA","(PT)","Bars/Clubs",1984,NA,"","4101 N. Arden Dr., El Monte, CA",-118.0455157,34.0809973,"4101 arden dr, el monte, ca 91731, usa","Geocoded"
"Denny's","","3120 N. Blackstone","Fresno","CA","(M),(R),(C),(AH)","Restaurant",1984,NA,"","3120 N. Blackstone, Fresno, CA",-119.7901564,36.77922,"3120 n blackstone ave, fresno, ca 93703, usa","Geocoded"
"Front Runner","(Publication)","164 N. Blackstone #119","Fresno","CA","","Publications",1984,NA,"","164 N. Blackstone #119, Fresno, CA",NA,NA,NA,"Geocoded"
"Dan's","","4944 N. Blackstone","Fresno","CA","(M),(R),(C),(AH)","Restaurant",1984,NA,"","4944 N. Blackstone, Fresno, CA",-119.790146,36.8074648,"4944 n blackstone ave, fresno, ca 93726, usa","Geocoded"
"Fresno Express","(Disco)","708 N. Blackstone","Fresno","CA","(YC),(D),(*)","Bars/Clubs",1984,NA,"","708 N. Blackstone, Fresno, CA",-119.7902591,36.752664,"708 n blackstone ave, fresno, ca 93701, usa","Geocoded"
"Desert Sun","(Some W, SM) (Looks promising)","408 N. Blackstone","Fresno","CA","(W),(SM),(PT)","Bars/Clubs",1984,NA,"","408 N. Blackstone, Fresno, CA",-119.7902138,36.7488355,"408 n blackstone ave, fresno, ca 93701, usa","Geocoded"
"Steam Works","(Baths)","1551 'E' St.","Fresno","CA","(*)","Bathhouses",1984,NA,"","1551 'E' St., Fresno, CA",-119.8023941,36.7352122,"1551 e st, fresno, ca 93706, usa","Geocoded"
"Red Lantern","(Some W, SM OC) (Cruisy)","4618 E. Belmont","Fresno","CA","(W),(SM),(OC),(PT)","Bars/Clubs,Cruising Areas",1984,NA,"","4618 E. Belmont, Fresno, CA",-119.7446805,36.7502129,"4618 e belmont ave, fresno, ca 93702, usa","Geocoded"
"Palace Saloon","","4030 E. Belmont","Fresno","CA","(L),(D),(PT),(*)","Bars/Clubs",1984,NA,"","4030 E. Belmont, Fresno, CA",-119.7573238,36.7502101,"4030 e belmont ave, fresno, ca 93702, usa","Geocoded"
"M.C.C.","(Unitarian Church)","4144 N. Millbrook","Fresno","CA","(MCC)","Religious Institution",1984,NA,"","4144 N. Millbrook, Fresno, CA",-119.762532,36.7927974,"4144 n millbrook ave, fresno, ca 93726, usa","Geocoded"
"Happy Hour","","12081 Garden Grove Blvd.","Garden Grove","CA","(L),(R),(PT)","Restaurant,Bars/Clubs",1984,NA,"","12081 Garden Grove Blvd., Garden Grove, CA",-117.9220774,33.7745694,"12081 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"Hip Pocket","(Adult books, toys, film, etc.)","12686 Garden Grove Blvd.","Garden Grove","CA","","Book Store",1984,NA,"","12686 Garden Grove Blvd., Garden Grove, CA",-117.9116727,33.7739824,"12686 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"D.O.K. West","(Disco)","12889 Garden Grove Blvd.","Garden Grove","CA","(YC),(D),(*)","Bars/Clubs",1984,NA,"","12889 Garden Grove Blvd., Garden Grove, CA",-117.907669,33.7744991,"12889 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"Gay & Lesbian  Center","(714) 534-0862","12832 Garden Grove Blvd.","Garden Grove","CA","","Community Centers/Support Groups",1984,NA,"","12832 Garden Grove Blvd., Garden Grove, CA",-117.9086842,33.7741041,"12832 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"Maneuvers","(W, SM, Uniforms)","11086 Garden Grove Blvd.","Garden Grove","CA","(W),(SM),(*),(PT)","Bars/Clubs",1984,NA,"","11086 Garden Grove Blvd., Garden Grove, CA",-117.9394866,33.7740251,"11086 garden grove blvd, garden grove, ca 92843, usa","Geocoded"
"Party House","(Books, toys, etc.)","8751 Garden Grove Blvd.","Garden Grove","CA","","Book Store",1984,NA,"","8751 Garden Grove Blvd., Garden Grove, CA",-117.9797444,33.7740887,"8751 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
"Orange County Logging Co.","","12792 Brookhurst","Garden Grove","CA","","Hotel",1984,NA,"","12792 Brookhurst, Garden Grove, CA",-117.9565232,33.776908,"12792 brookhurst st, garden grove, ca 92840, usa","Geocoded"
"Mug","","8612 Garden Grove Blvd.","Garden Grove","CA","","Bars/Clubs",1984,NA,"","8612 Garden Grove Blvd., Garden Grove, CA",-117.9817456,33.7735325,"8612 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
"Rumour Hazzit","('Preppies') (Disco) (enter thru rear)","8741 Garden Grove Blvd.","Garden Grove","CA","(D),(PT)","Bars/Clubs",1984,NA,"","8741 Garden Grove Blvd., Garden Grove, CA",-117.9799071,33.7741382,"8741 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
"Tiki Hut","(Some W, OC) (Cruisy)","9042 Garden Grove Blvd.","Garden Grove","CA","(*),(W),(OC)","Cruising Areas,Bars/Clubs",1984,NA,"","9042 Garden Grove Blvd., Garden Grove, CA",-117.9743727,33.7736793,"9042 garden grove blvd, garden grove, ca 92844, usa","Geocoded"
"El Capitan","","13825 S. Hawthorne","Hawthorne","CA","","Bars/Clubs",1984,NA,"","13825 S. Hawthorne, Hawthorne, CA",-118.3530205,33.9058655,"13825 hawthorne blvd, hawthorne, ca 90250, usa","Geocoded"
"Big Mama's","","22615 Mission Blvd.","Hayward","CA","(*)","Bars/Clubs",1984,NA,"","22615 Mission Blvd., Hayward, CA",-122.0841915,37.6717519,"22615 mission blvd, hayward, ca 94541, usa","Geocoded"
"Golden Gate Adult Books","","22553 Main St.","Hayward","CA","","Book Store",1984,NA,"","22553 Main St., Hayward, CA",-122.083345,37.6732238,"22553 main st, hayward, ca 94541, usa","Geocoded"
"Driftwood Lounge","","22170 Mission Blvd.","Hayward","CA","(L),(PT),(D)","Bars/Clubs",1984,NA,"","22170 Mission Blvd., Hayward, CA",-122.0895512,37.6771218,"22170 mission blvd, hayward, ca 94541, usa","Geocoded"
"Eli Ann;s Pub on the Park","","22800 Mission Blvd.","Hayward","CA","(L)","Bars/Clubs",1984,NA,"","22800 Mission Blvd., Hayward, CA",-122.0820214,37.6700205,"22800 mission blvd, hayward, ca 94541, usa","Geocoded"
"Turf Club","(Something for everyone) (Open 6am WE) (BBQ Patio in back)","22517 Mission Blvd.","Hayward","CA","(*),(WE)","Bars/Clubs,Restaurant",1984,NA,"","22517 Mission Blvd., Hayward, CA",-122.0848244,37.672644,"22517 mission blvd, hayward, ca 94541, usa","Geocoded"
"Inbetween","(C-AH)","22525 Mission Blvd.","Hayward","CA","(PT),(D),(C),(AH)","Bars/Clubs",1984,NA,"","22525 Mission Blvd., Hayward, CA",-122.0847942,37.6726203,"22525 mission blvd, hayward, ca 94541, usa","Geocoded"
"Holiday Inn","(Cruisy pool)","1755 N. Highland","Hollywood","CA","(M),(H)","Hotel,Cruising Areas",1984,NA,"","1755 N. Highland, Hollywood, CA",-118.3393257,34.103081,"1755 n highland ave, hollywood, ca 90028, usa","Geocoded"
"Gladiator","(Some W, SM, OC)","7810 Santa Fe Ave.","Huntington Park","CA","(W),(SM),(OC),(PT)","Bars/Clubs",1984,NA,"","7810 Santa Fe Ave., Huntington Park, CA",-118.2299789,33.9684692,"7810 santa fe ave, huntington park, ca 90255, usa","Geocoded"
"Islander","(Some Latins)","6907 Santa Fe","Huntington Park","CA","(D),(PT)","Bars/Clubs",1984,NA,"","6907 Santa Fe, Huntington Park, CA",-118.2305012,33.9767158,"6907 santa fe ave, huntington park, ca 90255, usa","Geocoded"
"Annex","","835 S. La Brea","Inglewood","CA","","Bars/Clubs",1984,NA,"","835 S. La Brea, Inglewood, CA",-118.3528476,33.9533765,"835 s la brea ave, inglewood, ca 90301, usa","Geocoded"
"Papa Bear's","","1101 S. Prairie","Inglewood","CA","","Bars/Clubs",1984,NA,"","1101 S. Prairie, Inglewood, CA",-118.3441631,33.9489329,"1101 s prairie ave, inglewood, ca 90301, usa","Geocoded"
"Beach People","(clothes)","168 Mountian Rd.","Laguna Beach","CA","","Bars/Clubs",1984,NA,"","168 Mountian Rd., Laguna Beach, CA",-117.775234,33.5316376,"168 mountain rd, laguna beach, ca 92651, usa","Geocoded"
"Coast Inn","","1401 S. Coast Hwy.","Laguna Beach","CA","(M),(R),(H)","Restaurant,Hotel",1984,NA,"","1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Boom Boom Room","(Game room) (Cruisy) (Small Disco) (Enter thru side door or thru Tap Room) Coast Inn","1401 S. Coast Hwy.","Laguna Beach","CA","(*),(YC),(PT),(D)","Cruising Areas,Bars/Clubs",1984,NA,"","1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Dizz's As Is","","2794 S. Coast Hwy.","Laguna Beach","CA","(M),(R)","Restaurant",1984,NA,"","2794 S. Coast Hwy., Laguna Beach, CA",-117.7622361,33.5216217,"2794 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Denny's","","1600 S. Coast Hwy.","Laguna Beach","CA","(M),(R),(C),(AH)","Restaurant",1984,NA,"","1600 S. Coast Hwy., Laguna Beach, CA",-117.7722451,33.5298301,"1600 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Cottage","","308 N. Coast Hwy.","Laguna Beach","CA","(M),(R)","Restaurant",1984,NA,"","308 N. Coast Hwy., Laguna Beach, CA",-117.7884141,33.5441869,"308 n coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Corned Beef","(Deli)","1105 S. Coast Hwy.","Laguna Beach","CA","(M)","Restaurant",1984,NA,"","1105 S. Coast Hwy., Laguna Beach, CA",-117.7771266,33.5339904,"1105 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Ron's in Laguna","","1464 S. Coast Hwy.","Laguna Beach","CA","(M),(R),(OC),(E)","Restaurant",1984,NA,"","1464 S. Coast Hwy., Laguna Beach, CA",-117.7740316,33.531455,"1464 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Little Shrimp","(Piano bar - patio in Summer)","1305 S. Coast Hwy.","Laguna Beach","CA","(*),(R),(E)","Bars/Clubs,Restaurant",1984,NA,"","1305 S. Coast Hwy., Laguna Beach, CA",-117.7757681,33.5321946,"1305 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Tap Room","(WE*) (Entrance next door to R) Coast Inn","1401 S. Coast Hwy.","Laguna Beach","CA","(R),(WE),(*)","Restaurant",1984,NA,"","1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Main Street","(Some OC, L)","1460 S. Coast Hwy.","Laguna Beach","CA","(E),(OC),(L)","Bars/Clubs",1984,NA,"","1460 S. Coast Hwy., Laguna Beach, CA",-117.7743346,33.531503,"1460 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
"Breakers","(Liquor) (W-PT-Downstairs)","31 39th Pl.","Long Beach","CA","(D),(W),(PT),(*)","Bars/Clubs",1984,NA,"","31 39th Pl., Long Beach, CA",-118.1482071,33.7593484,"31 39th pl, long beach, ca 90803, usa","Geocoded"
"Americana","","210 Atlantic Ave.","Long Beach","CA","(M),(R),(C),(AH)","Restaurant",1984,NA,"","210 Atlantic Ave., Long Beach, CA",-118.1849384,33.7695893,"210 atlantic ave, long beach, ca 90802, usa","Geocoded"
"Broadway Annex","(Liquor)","1435 E. Broadway","Long Beach","CA","","Bars/Clubs",1984,NA,"","1435 E. Broadway, Long Beach, CA",-118.1734759,33.7682248,"1435 e broadway, long beach, ca 90802, usa","Geocoded"
"Brit","(Liquor)","1744 E. Broadway","Long Beach","CA","(PT)","Bars/Clubs",1984,NA,"","1744 E. Broadway, Long Beach, CA",-118.1704366,33.7674307,"1744 e broadway, long beach, ca 90802, usa","Geocoded"
"Calico Kitchen","","364 E. San Antonio","Long Beach","CA","(M),(R)","Restaurant",1984,NA,"","364 E. San Antonio, Long Beach, CA",-118.1881111,33.834951,"364 e san antonio dr, long beach, ca 90807, usa","Geocoded"
"Chelsea Book Store","","2121 E. Broadway","Long Beach","CA","(M),(L)","Book Store",1984,NA,"","2121 E. Broadway, Long Beach, CA",-118.1653176,33.7670505,"2121 e broadway, long beach, ca 90803, usa","Geocoded"
"Club Long Beach","(Basic Plumbing)","2011 E. 4th","Long Beach","CA","(P),(F&S),(*)","Bars/Clubs",1984,NA,"","2011 E. 4th, Long Beach, CA",-118.167283,33.7719461,"2011 e 4th st, long beach, ca 90814, usa","Geocoded"
"Comanche","(Disco) (WE-AH)","5211 N. Atlantic","Long Beach","CA","(D),(PT),(WE),(AH),(*)","Bars/Clubs",1984,NA,"","5211 N. Atlantic, Long Beach, CA",-118.1839899,33.8417243,"5211 n atlantic pl, long beach, ca 90807, usa","Geocoded"
"Copper Penny","","615 E. Ocean Blvd.","Long Beach","CA","(M),(R),(C),(AH),(RT)","Restaurant",1984,NA,"","615 E. Ocean Blvd., Long Beach, CA",-118.1846501,33.7666436,"615 e ocean blvd, long beach, ca 90802, usa","Geocoded"
"Dodd's Book Store","","4818 E. 2nd St.","Long Beach","CA","(M)","Book Store",1984,NA,"","4818 E. 2nd St., Long Beach, CA",-118.1376665,33.761255,"4818 2nd st, long beach, ca 90803, usa","Geocoded"
"Executive Suite","(Liquor) (Disco)","3428 Pacific Coast Hwy.","Long Beach","CA","(L),(D)","Bars/Clubs",1984,NA,"","3428 Pacific Coast Hwy., Long Beach, CA",-118.1516053,33.789519,"3428 e pacific coast hwy, long beach, ca 90804, usa","Geocoded"
"Forced Heat","(Some YC, Unisex)(Disco) (WE*)(Liquor)","740 E. Broadway","Long Beach","CA","(YC),(D),(WE),(*)","Bars/Clubs",1984,NA,"","740 E. Broadway, Long Beach, CA",-118.182685,33.7690578,"740 e broadway, long beach, ca 90802, usa","Geocoded"
"4th Street Cafe","","2030 E. 4th","Long Beach","CA","(M),(R)","Restaurant",1984,NA,"","2030 E. 4th, Long Beach, CA",-118.166963,33.7715433,"2030 e 4th st, long beach, ca 90814, usa","Geocoded"
"Garden City Cafe","","2209 E. Broadway","Long Beach","CA","(R)","Restaurant",1984,NA,"","2209 E. Broadway, Long Beach, CA",-118.1648035,33.7669204,"2209 e broadway, long beach, ca 90803, usa","Geocoded"
"Hoop's Coop","","2718 E. Anaheim Bl.","Long Beach","CA","(PT),(L)","Bars/Clubs",1984,NA,"","2718 E. Anaheim Bl., Long Beach, CA",-118.1596387,33.7824543,"2718 e anaheim st, long beach, ca 90804, usa","Geocoded"
"Hotel Lynford","","612 W. 3rd St.","Long Beach","CA","(H)","Hotel",1984,NA,"","612 W. 3rd St., Long Beach, CA",-118.199751,33.770281,"612 w 3rd st, long beach, ca 90802, usa","Geocoded"
"Hot Stuff","(Cards, gifts, etc.)","944 E. Broadway","Long Beach","CA","(M)","Business",1984,NA,"","944 E. Broadway, Long Beach, CA",-118.1810787,33.7688382,"944 e broadway, long beach, ca 90802, usa","Geocoded"
"Li'l Lucy's","(Fun & cruisy) (Also AH-WE)","1200 E. Broadway","Long Beach","CA","(PT),(*),(AH),(WE)","Bars/Clubs,Cruising Areas",1984,NA,"","1200 E. Broadway, Long Beach, CA",-118.1767331,33.7683156,"1200 e broadway, long beach, ca 90802, usa","Geocoded"
"M.C.C.","","1041 E. 7th St.","Long Beach","CA","(MCC)","Religious Institution",1984,NA,"","1041 E. 7th St., Long Beach, CA",-118.1790745,33.7757344,"1041 e 7th st, long beach, ca 90813, usa","Geocoded"
"Long Beach Travel Service","","1617 E. 7th St.","Long Beach","CA","(*)","Travel Service",1984,NA,"","1617 E. 7th St., Long Beach, CA",-118.1716249,33.7755303,"1617 e 7th st, long beach, ca 90813, usa","Geocoded"
"Mike's Corral","","2020 E. Artesia Blvd.","Long Beach","CA","(SM),(W)","Bars/Clubs",1984,NA,"","2020 E. Artesia Blvd., Long Beach, CA",-118.1680599,33.8743129,"2020 e artesia blvd, long beach, ca 90805, usa","Geocoded"
"Paradise Cafe","","1800 E. Broadway","Long Beach","CA","(M),(R),(*)","Restaurant",1984,NA,"","1800 E. Broadway, Long Beach, CA",-118.1695225,33.7673356,"1800 e broadway, long beach, ca 90802, usa","Geocoded"
"Mineshaft","(Cruisy) (Liquor)","1720 E. Broadway","Long Beach","CA","(W),(*),(PT)","Cruising Areas,Bars/Clubs",1984,NA,"","1720 E. Broadway, Long Beach, CA",-118.170985,33.767536,"1720 e broadway, long beach, ca 90802, usa","Geocoded"
"Partage","(Liquor) (Disco)","6101 Cherry","Long Beach","CA","(R),(D),(*)","Restaurant,Bars/Clubs",1984,NA,"","6101 Cherry, Long Beach, CA",-118.1688826,33.8656836,"6101 cherry ave, long beach, ca 90805, usa","Geocoded"
"PT 1202","(Baths-slings, pool, video) (Wilmington)","1202 E. Anaheim","Long Beach","CA","(P),(*)","Bathhouses",1984,NA,"","1202 E. Anaheim, Long Beach, CA",-118.1761188,33.7824159,"1202 e anaheim st, long beach, ca 90813, usa","Geocoded"
"Que Sera Sera","(Disco) (Liquor)","1923 E. 7th St.","Long Beach","CA","(L),(D)","Bars/Clubs",1984,NA,"","1923 E. 7th St., Long Beach, CA",-118.168074,33.7756025,"1923 e 7th st, long beach, ca 90813, usa","Geocoded"
"Ripples","(Liquor) (Disco)","5101 E. Ocean","Long Beach","CA","(YC),(D),(*)","Bars/Clubs",1984,NA,"","5101 E. Ocean, Long Beach, CA",-118.1383982,33.756445,"5101 e ocean blvd, long beach, ca 90803, usa","Geocoded"
"Stallion","","5823 N. Atlantic Ave.","Long Beach","CA","(SM),(W)","Bars/Clubs",1984,NA,"","5823 N. Atlantic Ave., Long Beach, CA",-118.1839899,33.8417243,"5823 n atlantic pl, long beach, ca 90807, usa","Geocoded"
"Stockaid","(Leather)","2749 E. Broadway","Long Beach","CA","","Bars/Clubs",1984,NA,"","2749 E. Broadway, Long Beach, CA",-118.1596157,33.7658201,"2749 e broadway, long beach, ca 90803, usa","Geocoded"
"Sundance Saloon","(May be closing)","1296 W. Willow","Long Beach","CA","","Bars/Clubs",1984,NA,"","1296 W. Willow, Long Beach, CA",-118.2088898,33.8040204,"1296 w willow st, long beach, ca 90810, usa","Geocoded"
"1350 Club","(Baths)","1350 Locust","Long Beach","CA","(YC),(P),(*)","Bathhouses",1984,NA,"","1350 Locust, Long Beach, CA",-118.1907078,33.78359,"1350 locust ave, long beach, ca 90813, usa","Geocoded"
"Sweet Water","(Liquor)","1201 Broadway","Long Beach","CA","(*)","Bars/Clubs",1984,NA,"","1201 Broadway, Long Beach, CA",-118.1766066,33.7686348,"1201 e broadway, long beach, ca 90802, usa","Geocoded"
"Vineglo","","969 E. Broadway","Long Beach","CA","","Bars/Clubs",1984,NA,"","969 E. Broadway, Long Beach, CA",-118.1805827,33.7691365,"969 e broadway, long beach, ca 90802, usa","Geocoded"
"1350 Western World","(Baths) (Wilmington)","510 W. Anaheim","Long Beach","CA","(OC)","Bathhouses",1984,NA,"","510 W. Anaheim, Long Beach, CA",-118.1985952,33.7823522,"510 w anaheim st, long beach, ca 90813, usa","Geocoded"
