"ID","title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
3111,"Downtown Cafe","(*),(MX)","(behind Buddies) 338-7037 lunch & dinner, clsd Mon","12 La Grange St.","Restaurants & Cafes","Boston","MA",NA,1992,"","","4/25/2023 9:32pm","12 La Grange St. ,  Boston ,  MA",-71.0633569,42.3514331,"12 lagrange st, boston, ma 02116, usa","Geocoded"
3699,"Ms. Kitty's Adult Stores","","586-6989","12 N. Wilson","Erotica","Bozeman","MT",NA,1992,"","","4/25/2023 9:32pm","12 N. Wilson ,  Bozeman ,  MT",-111.0385518,45.6796432,"12 n willson ave, bozeman, mt 59715, usa","Geocoded"
3848,"Brass Rail Bar & Grill","(*),(F),(NH)","348-0192 24hrs","12 S. Mt. Vernon Ave.","Bars","Atlantic City","NJ",NA,1992,"","","4/25/2023 9:32pm","12 S. Mt. Vernon Ave. ,  Atlantic City ,  NJ",-74.4310387,39.3602778,"12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded"
4146,"Private Eyes","(*),(MW),(D),(V)","206-7770 best video bar (preppies), clsd Tues","12 W. 21st St.","Bars","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","12 W. 21st St. ,  Greenwich Village ,  NY",-73.9916803,40.7404649,"12 w 21st st, new york, ny 10010, usa","Geocoded"
3195,"Beaconlite Inn","(MW)","487-9603 cont'l bkfst, private baths, year round","12 Winthrop","Accomodations","Provincetown","MA",NA,1992,"","","4/25/2023 9:32pm","12 Winthrop ,  Provincetown ,  MA",-70.1909992,42.0482019,"12 winthrop st, provincetown, ma 02657, usa","Geocoded"
3088,"Axis/DV8","(*),(MX),(D),(E)","262-2437 gay Sun only","13 Lansdowne","Bars","Boston","MA",NA,1992,"","","4/25/2023 9:32pm","13 Lansdowne ,  Boston ,  MA",-71.0952336,42.3473376,"13 lansdowne st, boston, ma 02215, usa","Geocoded"
2976,"Club, The","(*),(D),(V),(YC)","646-9282/646-6655","13 Main St.","Bars","Ogunquit","ME",NA,1992,"","","4/25/2023 9:32pm","13 Main St. ,  Ogunquit ,  ME",-70.6018405,43.2387123,"13 main st, ogunquit, me 03907, usa","Geocoded"
4785,"City Nightclub, The","(*),(MW),(D),(YC),(AH)","224-2489 10pm-2am Thurs & Sun, til 4am Fri, til 4:30am Sat, no alcohol","13 N.W. 13th Ave.","Bars","Portland","OR",NA,1992,"","","4/25/2023 9:32pm","13 N.W. 13th Ave. ,  Portland ,  OR",-122.6843908,45.5232208,"13 nw 13th ave, portland, or 97209, usa","Geocoded"
4641,"Christopher's Lounge","(MW),(NH),(D)","539-9381 8pm-2:30am, clsd Sun","13 Old St.","Bars","Monroe","OH",NA,1992,"","","4/25/2023 9:32pm","13 Old St. ,  Monroe ,  OH",-84.3612904,39.4431255,"13 old st, monroe, oh 45050, usa","Geocoded"
4105,"Parlee Plus/Equal Time the News","","Babylon 11702, (516)587-8669 monthly","13 S. Carl Ave.","Publication","New York City","NY",NA,1992,"","","5/18/2023 8:29am","13 S. Carl Ave. ,  New York City ,  NY",-74.0059728,40.7127753,"new york, ny, usa","Geocoded"
3280,"Provincetown Magazine","(MX)","487-3384","14 Center St.","Publication","Provincetown","MA",NA,1992,"","","4/25/2023 9:32pm","14 Center St. ,  Provincetown ,  MA",-70.1854412,42.0537727,"14 center st, provincetown, ma 02657, usa","Geocoded"
3211,"Courtland House","(MW)","487-2292 guest house, year round","14 Court St.","Accomodations","Provincetown","MA",NA,1992,"","","4/25/2023 9:32pm","14 Court St. ,  Provincetown ,  MA",-70.1906736,42.0488133,"historic district, 14 court st, provincetown, ma 02657, usa","Geocoded"
5190,"Rosebud Bar","(MX),(NH)","229-1312 more gay in late evening","14 S.E. 1st Ave.","Bars","Aberdeen","SD",NA,1992,"","","4/25/2023 9:32pm","14 S.E. 1st Ave. ,  Aberdeen ,  SD",-98.487181,45.463908,"14 1st ave se, aberdeen, sd 57401, usa","Geocoded"
2456,"Rialto","(*),(MW),(D)","427-9893 noon-4am Sun-Fri, til 5am Sat","14 W. Van Buren","Bars","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","14 W. Van Buren ,  Chicago ,  IL",-87.6283145,41.877067,"14 w van buren st, chicago, il 60605, usa","Geocoded"
4005,"Boulevard Bookstore","","436-8848 gay titles, 10am-7pm Mon-Sat, noon-5pm Sun","15 Central Ave.","Bookstore/Retail Shops","Albany","NY",NA,1992,"","","4/25/2023 9:32pm","15 Central Ave. ,  Albany ,  NY",NA,NA,"NA","Geocoded"
4176,"Oscar Wilde Memorial Bookshop","","255-8097 gay/lesbian bookstore, noon-7:30pm","15 Christopher St.","Bookstore/Retail Shops","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","15 Christopher St. ,  Greenwich Village ,  NY",-74.0005639,40.7342158,"15 christopher st, new york, ny 10014, usa","Geocoded"
3233,"Red Inn","(MX),(F)","487-0050 year round","15 Commercial St.","Accomodations","Provincetown","MA",NA,1992,"","","4/25/2023 9:32pm","15 Commercial St. ,  Provincetown ,  MA",-70.1951153,42.0392088,"historic district, 15 commercial st, provincetown, ma 02657, usa","Geocoded"
1996,"Grocery Store, The","(MW),(D),(S)","433-8868 6pm-3am","15 East Intendencia","Bars","Pensacola","FL",NA,1992,"","","4/25/2023 9:32pm","15 East Intendencia ,  Pensacola ,  FL",-87.2140621,30.4102627,"15 e intendencia st, pensacola, fl 32502, usa","Geocoded"
1561,"Beach House","(MW),(SW)","277-7074 B & B, year round","15 Hickman St.","Accomodations","Rehoboth Beach","DE",NA,1992,"","","4/25/2023 9:32pm","15 Hickman St. ,  Rehoboth Beach ,  DE",-75.0775179,38.7125689,"15 hickman st, rehoboth beach, de 19971, usa","Geocoded"
3095,"Citi Club","(*),(MX),(D),(YC)","262-2424 gay Sun only","15 Lansdowne St.","Bars","Boston","MA",NA,1992,"","","4/25/2023 9:32pm","15 Lansdowne St. ,  Boston ,  MA",-71.0957386,42.3473623,"15 lansdowne st, boston, ma 02215, usa","Geocoded"
2689,"Mini Cinema","","955-9756 24hrs","15 N. 5th St.","Erotica","Fort Dodge","IA",NA,1992,"","","4/25/2023 9:32pm","15 N. 5th St. ,  Fort Dodge ,  IA",-94.1906992,42.5050633,"15 n 5th st, fort dodge, ia 50501, usa","Geocoded"
5057,"Michaels' (The Bar)","(*),(MW),(D),(YC),(F),(E)","Rear (in Plains Plaza) 829-4444 piano bar, Tues-Sun 5pm-2am","15 N. River St.","Bars","Wilkes-Barre","PA",NA,1992,"checked","This address is in Plains, PA on Google Maps","4/25/2023 9:32pm","15 N. River St. ,  Wilkes-Barre ,  PA",-75.8568829,41.279513,"15 n river st, plains, pa 18705, usa","Geocoded"
4190,"Society of Friends","","(Meeting House) 777-8866, 11am Sun","15 Rutherford Pl.","Religious Organization","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","15 Rutherford Pl. ,  Greenwich Village ,  NY",NA,NA,"NA","Geocoded"
4463,"Palladium","(MW),(PC),(D),(S)","343-1000 9pm-1am Wed-Sun","15 S. Front St.","Bars","Wilmington","NC",NA,1992,"","","4/25/2023 9:32pm","15 S. Front St. ,  Wilmington ,  NC",-77.9482766,34.2348162,"15 s front st, wilmington, nc 28401, usa","Geocoded"
5191,"Heritage Book Store","","225-9969, 24hrs","16 1st Ave. S.E.","Erotica","Aberdeen","SD",NA,1992,"","","4/25/2023 9:32pm","16 1st Ave. S.E. ,  Aberdeen ,  SD",-98.4872698,45.4641244,"16 1st ave se, aberdeen, sd 57401, usa","Geocoded"
4028,"Allen","(MX)","881-0586 lunch Tues-Fri, dinner Tues-Sat, Sun brunch","16 Allen St.","Restaurants & Cafes","Buffalo","NY",NA,1992,"","","4/25/2023 9:32pm","16 Allen St. ,  Buffalo ,  NY",-78.8707216,42.8991643,"16 allen st, buffalo, ny 14202, usa","Geocoded"
5110,"Hydrangea House of Newport","(MW)","846-4435 B & B, private baths, non-smoking","16 Bellevue Ave","Accomodations","Newport","RI",NA,1992,"","","4/25/2023 9:32pm","16 Bellevue Ave ,  Newport ,  RI",-71.3092265,41.4874903,"16 bellevue ave, newport, ri 02840, usa","Geocoded"
3657,"Loading Zone","(NH)","361-4119 2pm-1:30am Mon-Sat","16 S. Euclid","Bars","St. Louis","MO",NA,1992,"","","4/25/2023 9:32pm","16 S. Euclid ,  St. Louis ,  MO",-90.2620226,38.6397264,"16 s euclid ave, st. louis, mo 63108, usa","Geocoded"
3852,"Surfside Six","(MW)","347-8532 noon-4am, Sun T-dance, sundeck, open May-Sept","16 S. Mt. Vernon","Bars","Atlantic City","NJ",NA,1992,"","","4/25/2023 9:32pm","16 S. Mt. Vernon ,  Atlantic City ,  NJ",-74.4309779,39.360181,"16 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded"
3207,"Chancellor Inn","(MW)","487-9423 year round","17 Center St.","Accomodations","Provincetown","MA",NA,1992,"","","4/25/2023 9:32pm","17 Center St. ,  Provincetown ,  MA",-70.1853714,42.0542624,"17 center st, provincetown, ma 02657, usa","Geocoded"
218,"MCC of the Living Spring","","253-9337, 7pm Sun","17 Elk St.","Religious Organization","Eureka Springs","AR",NA,1992,"","","4/25/2023 9:32pm","17 Elk St. ,  Eureka Springs ,  AR",-93.7399584,36.4045521,"17 elk st, eureka springs, ar 72632, usa","Geocoded"
4316,"AA Gay/Lesbian","","(St Luke's) 232-6720 8:30pm Thurs","17 Fitzugh St.","Info Lines & Services","Rochester","NY",NA,1992,"","","4/25/2023 9:32pm","17 Fitzugh St. ,  Rochester ,  NY",-77.6141871,43.1545412,"17 s fitzhugh st, rochester, ny 14614, usa","Geocoded"
2190,"Faces II","(NH),(F)","233-3520 4pm-3am, patio","17 Lincoln St.","Bars","Savannah","GA",NA,1992,"","","4/25/2023 9:32pm","17 Lincoln St. ,  Savannah ,  GA",-81.0881591,32.0794775,"17 lincoln st, savannah, ga 31401, usa","Geocoded"
1699,"Marlin Beach Hotel","(*),(MW),(SW),(F),(IGTA)","467-6551 (800) 327-2246 jacuzzi, year round","17 S. Atlantic Blvd.","Accomodations","Ft. Lauderdale","FL",NA,1992,"","","4/25/2023 9:32pm","17 S. Atlantic Blvd. ,  Ft. Lauderdale ,  FL",-80.1048419,26.1223583,"17 s atlantic blvd, fort lauderdale, fl 33316, usa","Geocoded"
4338,"Dignity/Integrity","","328-9758 5pm Sun","17 S. Fitzhugh","Religious Organization","Rochester","NY",NA,1992,"","","4/25/2023 9:32pm","17 S. Fitzhugh ,  Rochester ,  NY",-77.6141871,43.1545412,"17 s fitzhugh st, rochester, ny 14614, usa","Geocoded"
3020,"Chez Claire","(MW)","685-4666/837-0996 B & B","17 W. Chase St.","Accomodations","Baltimore","MD",NA,1992,"","","4/25/2023 9:32pm","17 W. Chase St. ,  Baltimore ,  MD",-76.6172197,39.3021825,"17 w chase st, baltimore, md 21201, usa","Geocoded"
2478,"MCC (Holy Covenant)","","(Unitarian Church) 325-8488 worship 7pm Sun","17 W. Maple","Religious Organization","Hinsdale","IL",NA,1992,"","","4/25/2023 9:32pm","17 W. Maple ,  Hinsdale ,  IL",-87.9304737,41.8049539,"17 w maple st, hinsdale, il 60521, usa","Geocoded"
4015,"North Street Bookshop","","Endicott 785-9606 clsd Sun","17 Washington Ave.","Erotica","Binghampton","NY",NA,1992,"","","5/18/2023 8:29am","17 Washington Ave. ,  Binghampton ,  NY",-75.9147103,42.0938206,"17 washington st, binghamton, ny 13901, usa","Geocoded"
1607,"La Cage aux Follies","(*),(D),(V),(S),(YC)","554-3615 nude go-go boys","18 'O' St. SE","Bars","Washington","DC",NA,1992,"","","4/25/2023 9:32pm","18 'O' St. SE ,  Washington ,  DC",-76.9689832,38.8729477,"o st se, washington, dc, usa","Geocoded"
1773,"University Club, The","(MW),(D),(YC),(S)","378-6814 5pm-2am, 5pm-11pm Sun, patio","18 East University Ave.","Bars","Gainesville","FL",NA,1992,"","","4/25/2023 9:32pm","18 East University Ave. ,  Gainesville ,  FL",-82.3243785,29.6521883,"18 e university ave, gainesville, fl 32601, usa","Geocoded"
6020,"Yakima Magazine Ctr.","","248-8598","18 S. 1st St.","Erotica","Yakima","WA",NA,1992,"","","4/25/2023 9:32pm","18 S. 1st St. ,  Yakima ,  WA",-120.5062034,46.6014474,"18 s 1st st, yakima, wa 98901, usa","Geocoded"
3853,"Lyles Coffeshop","","8am-4pm","18 S. Mt. Vernon","Restaurants & Cafes","Atlantic City","NJ",NA,1992,"","","4/25/2023 9:32pm","18 S. Mt. Vernon ,  Atlantic City ,  NJ",-74.4309765,39.360121,"18 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded"
3845,"Fraternity House","","347-0808 B & B, sundeck, priv baths","18 S. Mt. Vernon Ave.","Accomodations","Atlantic City","NJ",NA,1992,"","","4/25/2023 9:32pm","18 S. Mt. Vernon Ave. ,  Atlantic City ,  NJ",-74.4309765,39.360121,"18 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded"
2946,"Integrity","","Hallowell (St. Matthew's Church) 623-3041 first Fri 8pm","18 Union St.","Religious Organization","Augusta","ME",NA,1992,"","","5/18/2023 8:29am","18 Union St. ,  Augusta ,  ME",-69.7793349,44.3055812,"18 union st, augusta, me 04330, usa","Geocoded"
3007,"Priscilla's Book Store","","873-2774","18 Water St.","Erotica","Waterville","ME",NA,1992,"","","4/25/2023 9:32pm","18 Water St. ,  Waterville ,  ME",-69.6322093,44.545024,"18 water st, waterville, me 04901, usa","Geocoded"
3898,"J. August's Cafe","(MX)","246-8028 11:30am-2am Sun-Thurs, til 3am Fri/Sat, full bar","19 Dennis St.","Restaurants & Cafes","New Brunswick","NJ",NA,1992,"","","4/25/2023 9:32pm","19 Dennis St. ,  New Brunswick ,  NJ",-74.4406782,40.4946996,"19 dennis st, new brunswick, nj 08901, usa","Geocoded"
3488,"Nineteen Bar","(MW),(NH),(BW)","Mpls. 871-5553 3pm-1am Mon-Thurs, 1pm-1am Fri-Sun","19 W. 15th St.","Bars","Minneapolis","MN",NA,1992,"","","4/25/2023 9:32pm","19 W. 15th St. ,  Minneapolis ,  MN",-93.2788049,44.9675268,"19 w 15th st, minneapolis, mn 55403, usa","Geocoded"
1631,"Club Washington","(PC)","(upstairs) 488-7317 spa, open 24hrs","20 'O' St. SE","Gyms/Health Clubs","Washington","DC",NA,1992,"","","4/25/2023 9:32pm","20 'O' St. SE ,  Washington ,  DC",-77.0084185,38.8731042,"20 o st se, washington, dc 20003, usa","Geocoded"
4027,"Stagedoor","(E)","886-9323 patio, piano bar, 5pm-4am","20 Allen St.","Bars","Buffalo","NY",NA,1992,"","","4/25/2023 9:32pm","20 Allen St. ,  Buffalo ,  NY",-78.8708764,42.8991982,"20 allen st, buffalo, ny 14202, usa","Geocoded"
6138,"Chesterfield Inn","","987-3682 B & B, restaurant to open May-October","20 Commerce St.","Accomodations","Mineral Point","WI",NA,1992,"","","4/25/2023 9:32pm","20 Commerce St. ,  Mineral Point ,  WI",-90.177192,42.8579018,"20 commerce st, mineral point, wi 53565, usa","Geocoded"
5731,"Colors","(*),(D)","254-8646 5pm-2am Sun-Fri, til 1am Sat","20 Elliott St.","Bars","Brattlebro","VT",NA,1992,"","","4/25/2023 9:32pm","20 Elliott St. ,  Brattlebro ,  VT",-72.5584237,42.8519106,"20 elliot st, brattleboro, vt 05301, usa","Geocoded"
1543,"Gay Men's Group of Fairfield County","","358-9002, 1st Thurs & 3rd Tues, call for info","20 Forest St.","Men's Services","Stamford","CT",NA,1992,"","","4/25/2023 9:32pm","20 Forest St. ,  Stamford ,  CT",-73.5368104,41.0570143,"20 forest st, stamford, ct 06901, usa","Geocoded"
3177,"Le Place","(MW),(D)","992-8156 2pm-2am Sun-Fri, noon-1am Sat","20 Kenyon St.","Bars","New Bedford","MA",NA,1992,"","","4/25/2023 9:32pm","20 Kenyon St. ,  New Bedford ,  MA",-70.9240522,41.6541812,"20 kenyon st, new bedford, ma 02740, usa","Geocoded"
1537,"Club 20","(D)","(South Norwalk) 866-2020 2 stories, til 1am Sun-Thurs, til 2am Fri & Sat","20 N. Main St.","Bars","Norwalk","CT",NA,1992,"","","4/25/2023 9:32pm","20 N. Main St. ,  Norwalk ,  CT",-73.4194483,41.1004459,"20 n main st, norwalk, ct 06854, usa","Geocoded"
4153,"Twenty/Twenty","(*),(MW),(D)","727-8840 call for info","20 W. 20th St.","Bars","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","20 W. 20th St. ,  Greenwich Village ,  NY",-73.9925139,40.7400486,"20 w 20th st, new york, ny 10011, usa","Geocoded"
3093,"Campus & Man Ray","(MX),(D),(YC)","Cambridge 864-0400 gay Thurs only","21 Brookline","Bars","Boston","MA",NA,1992,"","","5/18/2023 8:30am","21 Brookline ,  Boston ,  MA",NA,NA,"NA","Geocoded"
3106,"Playland","(H),(E)","338-7254 piano bar upstairs","21 Essex","Bars","Boston","MA",NA,1992,"","","4/25/2023 9:32pm","21 Essex ,  Boston ,  MA",-71.0619906,42.3522752,"19-21 essex st, boston, ma 02111, usa","Geocoded"
1694,"Admiral's Court","(MX),(SW)","462-5072 open year round","21 Hendricks Isle","Accomodations","Ft. Lauderdale","FL",NA,1992,"","","4/25/2023 9:32pm","21 Hendricks Isle ,  Ft. Lauderdale ,  FL",-80.122173,26.1212125,"21 hendricks isle, fort lauderdale, fl 33301, usa","Geocoded"
1569,"Back Porch","(MX)","227-3674 open March-October, hrs 10am-11pm","21 Rehoboth Ave.","Restaurants & Cafes","Rehoboth Beach","DE",NA,1992,"","","4/25/2023 9:32pm","21 Rehoboth Ave. ,  Rehoboth Beach ,  DE",-75.0768934,38.7168718,"21 rehoboth ave, rehoboth beach, de 19971, usa","Geocoded"
4980,"Lambda Travel","(IGTA)","#545 925-3011","21 S. 5th St.","Travel & Tour Operators","Philadelphia","PA",NA,1992,"","","4/25/2023 9:32pm","21 S. 5th St. ,  Philadelphia ,  PA",-75.1485049,39.9498575,"21 s 5th st, philadelphia, pa 19106, usa","Geocoded"
4160,"Capito","(MW)","645-2160 Italian cuisine","21 W. 17th St.","Restaurants & Cafes","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","21 W. 17th St. ,  Greenwich Village ,  NY",-73.993402,40.7385665,"21 w 17th st, new york, ny 10011, usa","Geocoded"
5793,"Tucker Inn","(MX),(W)","224-2031 beachside","21 Weens St.","Accomodations","Colonial Beach","VA",NA,1992,"","","4/25/2023 9:32pm","21 Weens St. ,  Colonial Beach ,  VA",-76.9604803,38.2472012,"21 weems st, colonial beach, va 22443, usa","Geocoded"
1411,"Club 22","(D),(L),(LV)","733-2175 7am-2am","22 Broadway","Bars","Denver","CO",NA,1992,"","","4/25/2023 9:32pm","22 Broadway ,  Denver ,  CO",-104.987409,39.7526363,"22nd st & n broadway, denver, co 80205, usa","Geocoded"
3226,"Land's End Inn","(MW)","487-0706 B & B, year round","22 Commercial St.","Accomodations","Provincetown","MA",NA,1992,"","","4/25/2023 9:32pm","22 Commercial St. ,  Provincetown ,  MA",-70.1955804,42.0400364,"historic district, 22 commercial st, provincetown, ma 02657, usa","Geocoded"
3087,"Oasis Guest House","(*),(IGTA)","267-2262","22 Edgerly Rd.","Accomodations","Boston","MA",NA,1992,"","","4/25/2023 9:32pm","22 Edgerly Rd. ,  Boston ,  MA",-71.0877653,42.3458633,"22 edgerly rd, boston, ma 02115, usa","Geocoded"
3309,"Midtown Athletic Club","(MX)","798-9703","22 Front St.","Gyms/Health Clubs","Worcester","MA",NA,1992,"","","4/25/2023 9:32pm","22 Front St. ,  Worcester ,  MA",-71.8013082,42.2633127,"22 front st, worcester, ma 01608, usa","Geocoded"
3678,"Patrik Travel","(IGTA)","367-1468","22 N. Euclid Ave.","Travel & Tour Operators","St. Louis","MO",NA,1992,"","","4/25/2023 9:32pm","22 N. Euclid Ave. ,  St. Louis ,  MO",-90.2617842,38.6408126,"22 n euclid ave, st. louis, mo 63108, usa","Geocoded"
5109,"Brinley Victorian Inn","(MX),(W)","849-7645","23 Brinley St.","Accomodations","Newport","RI",NA,1992,"","","4/25/2023 9:32pm","23 Brinley St. ,  Newport ,  RI",-71.3081004,41.4880562,"23 brinley st, newport, ri 02840, usa","Geocoded"
3289,"Just Friends","(MW),(D),(V)","781-5878 11am-2am","23 Hampden St.","Bars","Springfield","MA",NA,1992,"","","4/25/2023 9:32pm","23 Hampden St. ,  Springfield ,  MA",-72.5943724,42.1036039,"23 hampden st, springfield, ma 01103, usa","Geocoded"
102,"Charlie's","(MX),(E)","779-1919 11pm-1am, discreetly frequented by local gay population","23 N. Leroux","Bars","Flagstaff","AZ",NA,1992,"","","4/25/2023 9:32pm","23 N. Leroux ,  Flagstaff ,  AZ",-111.6490479,35.1984555,"23 n leroux st, flagstaff, az 86001, usa","Geocoded"
187,"Graduate","(*)","622-9233 11am-1am, cruise bar","23 W. University Ave.","Bars,Cruising Areas","Tucson","AZ",NA,1992,"","","4/25/2023 9:32pm","23 W. University Ave. ,  Tucson ,  AZ",-110.9724985,32.231604,"23 w university blvd, tucson, az 85705, usa","Geocoded"
1632,"GH Club","(PC)","(next door to Follies)","24 'O' St. SE","Gyms/Health Clubs","Washington","DC",NA,1992,"","","4/25/2023 9:32pm","24 'O' St. SE ,  Washington ,  DC",-77.0080681,38.8731895,"24 o st se, washington, dc 20003, usa","Geocoded"
1651,"Follies","","(upstairs) 484-0323 24 hrs","24 'O' St. SE","Erotica","Washington","DC",NA,1992,"","","4/25/2023 9:32pm","24 'O' St. SE ,  Washington ,  DC",-77.0080681,38.8731895,"24 o st se, washington, dc 20003, usa","Geocoded"
1516,"Weber's Travel Services","(IGTA)","229-4846","24 Cedar St.","Travel & Tour Operators","New Britain","CT",NA,1992,"","","4/25/2023 9:32pm","24 Cedar St. ,  New Britain ,  CT",-72.7874368,41.6672501,"24 cedar st, new britain, ct 06052, usa","Geocoded"
1042,"Twenty-four Henry","(IGTA)","864-5686 B & B","24 Henry St.","Accomodations","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","24 Henry St. ,  San Francisco ,  CA",-122.4321037,37.7669153,"24 henry st, san francisco, ca 94114, usa","Geocoded"
1279,"Hosanna Church of Praise","","293-2437, 10:30am Sunday","24 N. Fifth St.","Religious Organization","San Jose","CA",NA,1992,"","","4/25/2023 9:32pm","24 N. Fifth St. ,  San Jose ,  CA",-121.8861896,37.3386053,"24 n 5th st, san jose, ca 95112, usa","Geocoded"
4951,"Club Revival","(MX),(D),(E),(PC),(YC),(AH)","627-4825 Sun gay night, house & progressive music","24 S. Third St.","Bars","Philadelphia","PA",NA,1992,"","","4/25/2023 9:32pm","24 S. Third St. ,  Philadelphia ,  PA",-75.1460526,39.9492263,"24 s 3rd st, philadelphia, pa 19106, usa","Geocoded"
1571,"Sydney's Side Street Restaurant Blues Place","(MX),(E)","227-1339 4pm-2am, full bar","25 Christian St.","Restaurants & Cafes","Rehoboth Beach","DE",NA,1992,"","","4/25/2023 9:32pm","25 Christian St. ,  Rehoboth Beach ,  DE",-75.0841103,38.7153612,"25 christian st, rehoboth beach, de 19971, usa","Geocoded"
