"title","description","streetaddress","city","state","amenityfeatures","unclear_address","Year","type","notes","full.address","lon","lat","geoAddress"
"AA Lambda Club","602/264-141 6pm & 8pm","2622 N 16th St","Phoenix","AZ","",NA,2002,"Info Lines & Services","","2622 N 16th St, Phoenix, AZ",-112.047963,33.4764329,"2622 north 16th street (at virginia ave) phoenix, az 85006, 2622 n 16th st, phoenix, az 85006, usa"
"The Alternative","(at Monte Vista) 602/286-9330 social program for gay & bi men 18-29, call for events","2030 N 23rd Pl","Phoenix","AZ","",NA,2002,"Info Lines & Services","","2030 N 23rd Pl, Phoenix, AZ",-112.0316401,33.4710543,"2030 north 23rd pl, phoenix, az 85006, usa"
"Arizona Office of Tourism","602/230-7733, 800/842-8257","2702 N 3rd St #4015","Phoenix","AZ","",NA,2002,"Info Lines & Services","","2702 N 3rd St #4015, Phoenix, AZ",-112.0710089,33.4776612,"2702 n 3rd st #4015, phoenix, az 85004, usa"
"Valley One In Ten","(at Community Church of Hope) 602/264-5437, 602/265-7283 youth group, HIV peer education","4400 N Central Ave","Phoenix","AZ","",NA,2002,"Info Lines & Services","","4400 N Central Ave, Phoenix, AZ",-112.0740395,33.5003647,"4400 n central ave, phoenix, az 85013, usa"
"Arizona Royal Villa Resort","(at Rose Ln) 602/274-1474, 800/974-1474 hot tub","6245 N 12th Pl","Phoenix","AZ","(MO),(SW),(N),(GO)",NA,2002,"Accommodations","","6245 N 12th Pl, Phoenix, AZ",-112.0542973,33.5289378,"mesa vista, 6245 n 12th pl, phoenix, az 85014, usa"
"Casa de mis Padres","480/675-0247, 800/996-4108 luxury multi-room suites, 5 mins to Old Town Scottsdale","5965 E Orange Blossom Ln","Phoenix","AZ","(MO),(SW),(N)",NA,2002,"Accommodations","","5965 E Orange Blossom Ln, Phoenix, AZ",-111.9523415,33.4837007,"5965 e orange blossom ln, phoenix, az 85018, usa"
"Larry's B&B","(btwn Maryland & Bethany Home) 602/249-2974 full brkfst, hot tub","502 W Claremont Ave","Phoenix","AZ","(MW),(SW),(N),(NS),(WC)",NA,2002,"Accommodations","","502 W Claremont Ave, Phoenix, AZ",-112.0807286,33.5290172,"502 w claremont st, phoenix, az 85013, usa"
"Maricopa Manor B&B Inn","602/274-6302, 800/292-6403 hot tub","15 W Pasadena Ave","Phoenix","AZ","(GS),(SW),(WC),(GO)",NA,2002,"Accommodations","","15 W Pasadena Ave, Phoenix, AZ",-112.0750098,33.5102391,"15 w pasadena ave, phoenix, az 85013, usa"
"Yum Yum Tree Guest House","(at 3rd Ave) 602/265-2590 suites","90 W Virginia Ave #1","Phoenix","AZ","(GS),(SW),(GO)",NA,2002,"Accommodations","","90 W Virginia Ave #1, Phoenix, AZ",-112.0778354,33.4769948,"90 w virginia ave #1, phoenix, az 85003, usa"
"Amsterdam","(btwn Roosevelt & Fillmore) 602/258-6122 4pm-1am, upscale","718 N Central Ave","Phoenix","AZ","(MW),(E)",NA,2002,"Bars","","718 N Central Ave, Phoenix, AZ",-112.0740571,33.4560053,"718 n central ave, phoenix, az 85004, usa"
"Apollo's","(S of Bethany Home) 602/277-9373 10am-1am, diverse crowd","5749 N 7th St","Phoenix","AZ","(M),(NH),(K)",NA,2002,"Bars","","5749 N 7th St, Phoenix, AZ",-112.0647068,33.5217741,"5749 n 7th st, phoenix, az 85014, usa"
"Boot Camp","(at Weldon) 602/212-9888 3pm-1am, from noon Sun, cruise bar","3702 N 7th St","Phoenix","AZ","(M)",NA,2002,"Bars","","3702 N 7th St, Phoenix, AZ",-112.0653822,33.4904177,"3702 n 7th st, phoenix, az 85014, usa"
"The Bunkhouse","(at Indian School) 602/200-9154 noon-1am, patio","4428 N 7th Ave","Phoenix","AZ","(M)",NA,2002,"Bars","","4428 N 7th Ave, Phoenix, AZ",-112.0828245,33.5012491,"4428 n 7th ave, phoenix, az 85013, usa"
"Cash Inn Country","(at 22nd St) 602/244-9943 4pm-1am, clsd Mon","2140 E McDowell Rd","Phoenix","AZ","(W),(D),(CW),(WC)",NA,2002,"Bars","","2140 E McDowell Rd, Phoenix, AZ",-112.0353024,33.466092,"2140 e mcdowell rd, phoenix, az 85006, usa"
"Charlie's","(at 7th Ave) 602/265-0224 2pm-1am, till 3am Fri-Sat, Sun bbq","727 W Camelback Rd","Phoenix","AZ","(M),(D),(CW),(WC)",NA,2002,"Bars","","727 W Camelback Rd, Phoenix, AZ",-112.0836713,33.5089763,"727 w camelback rd, phoenix, az 85013, usa"
"The Crowbar","(N of Van Buren) 602/258-8343 9pm-3am Fri-Sun","702 N Central","Phoenix","AZ","(MW),(D),(S)",NA,2002,"Bars","","702 N Central, Phoenix, AZ",-112.1501944,33.4590061,"n c, phoenix, az 85009, usa"
"Cruisin' Central","(at Roosevelt) 602/253-3376 6am-1am, from 10am Sun, hustlers","1011 N Central Ave","Phoenix","AZ","(M),(OC),(WC)",NA,2002,"Bars","","1011 N Central Ave, Phoenix, AZ",-112.0735402,33.4593124,"1011 n central ave, phoenix, az 85004, usa"
"Harley's 155","(btwn 3rd & Central Aves) 602/274-8505 noon-1am","155 W Camelback Rd","Phoenix","AZ","(M),(D)",NA,2002,"Bars","","155 W Camelback Rd, Phoenix, AZ",-112.0766876,33.5089794,"155 w camelback rd, phoenix, az 85013, usa"
"Incognito Lounge","(at 24th St) 602/955-9805 3pm-1am, till 3am Fri-Sat, clsd Mon","2424 E Thomas Rd","Phoenix","AZ","(MW),(D),(S),(WC)",NA,2002,"Bars","","2424 E Thomas Rd, Phoenix, AZ",-112.028937,33.4805802,"2424 e thomas rd, phoenix, az 85016, usa"
"JC's Fun One","(at Missouri), Glendale 623/939-0528 noon-1am, from 11am wknds","5542 N 43rd Ave","Phoenix","AZ","(M),(D),(S),(WC)",NA,2002,"Bars","","5542 N 43rd Ave, Phoenix, AZ",-112.1515373,33.5179562,"5542 n 43rd ave, glendale, az 85301, usa"
"Johnny's Mc's","(btwn 3rd & Central Aves) 602/266-0875 10am-1am","138 W Camelback Rd","Phoenix","AZ","(M),(NH)",NA,2002,"Bars","","138 W Camelback Rd, Phoenix, AZ",-112.077151,33.5096739,"138 w camelback rd, phoenix, az 85013, usa"
"Marlys'","(btwn Greenway Pkwy & Greenway Rd) 602/867-2463 3pm-1am","15615 N Cave Creek Rd","Phoenix","AZ","(MW),(NH)",NA,2002,"Bars","","15615 N Cave Creek Rd, Phoenix, AZ",-112.0301479,33.6284058,"15615 n cave creek rd, phoenix, az 85032, usa"
"Nasty's Sports Bar","(at 32nd St) 602/231-9427 noon-1am","3108 E McDowell Rd","Phoenix","AZ","(W),(NH),(K)",NA,2002,"Bars","","3108 E McDowell Rd, Phoenix, AZ",-112.0154762,33.4660818,"3108 e mcdowell rd, phoenix, az 85008, usa"
"Nu Towne Saloon","(at 48th St) 602/267-9959 10am-1am, popular Sun & Tue, patio, cruisy","5002 E Van Buren","Phoenix","AZ","(*),(M),(NH),(WC)",NA,2002,"Bars","","5002 E Van Buren, Phoenix, AZ",-111.9739771,33.4514023,"5002 e van buren st, phoenix, az 85008, usa"
"Paco Paco's","(at Thomas) 602/263-8424 7pm-1am, clsd Mon","3045 N 16th St","Phoenix","AZ","(M),(D),(MR-L),(TG),(S)",NA,2002,"Bars","","3045 N 16th St, Phoenix, AZ",-112.047311,33.4837143,"3045 n 16th st, phoenix, az 85016, usa"
"Padlock","(at 10th St) 602/266-6055 1pm-1am, strippers","998 E Indian School Rd","Phoenix","AZ","(M),(D),(L)",NA,2002,"Bars","","998 E Indian School Rd, Phoenix, AZ",-112.0613191,33.4950883,"998 e indian school rd, phoenix, az 85014, usa"
"The Park","(at Thomas) 602/957-6055 1pm-1am, strippers","3002 N 24th St","Phoenix","AZ","(M),(D),(E),(K),(S)",NA,2002,"Bars","","3002 N 24th St, Phoenix, AZ",-112.0307153,33.4823805,"3002 n 24th st, phoenix, az 85016, usa"
"Pookie's Cafe","(at Camelback) 602/277-2121 11am-midnight, Sun brunch","4540 N 7th St","Phoenix","AZ","(MW),(E),(V),(WC)",NA,2002,"Bars","","4540 N 7th St, Phoenix, AZ",-112.0652458,33.5033207,"4540 n 7th st, phoenix, az 85014, usa"
"Pumphouse II","(at 41st St) 602/275-3509 noon-1am, sports bar","4132 E McDowell Rd","Phoenix","AZ","(M),(NH)",NA,2002,"Bars","","4132 E McDowell Rd, Phoenix, AZ",-111.9919091,33.4661066,"4132 e mcdowell rd, phoenix, az 85008, usa"
"Roscoe's on 7th","(at Minnezona) 602/285-0833 3pm-1am, from 11am Sun, sports bar","4531 N 7th St","Phoenix","AZ","(M),(F)",NA,2002,"Bars","","4531 N 7th St, Phoenix, AZ",-112.064637,33.5027088,"minnezona, 4531 n 7th st, phoenix, az 85014, usa"
"The Waterhole","(at Dunlap) 623/937-3139 3pm-1am","8830 N 43rd Ave","Phoenix","AZ","(MW),(NH),(K)",NA,2002,"Bars","","8830 N 43rd Ave, Phoenix, AZ",-112.1527926,33.5649154,"8830 n 43rd ave, glendale, az 85302, usa"
"Winks","(btwn Bethany Home & Missouri) 602/265-9002 10am-1am","5707 N 7th St","Phoenix","AZ","(*),(M),(E),(S)",NA,2002,"Bars","","5707 N 7th St, Phoenix, AZ",-112.064718,33.5205184,"5707 n 7th st, phoenix, az 85014, usa"
"Boom","(at 16th St) 602/254-0231 4pm-1am, till 3am Fri, till 4am Sat, clsd Mon-Wed, dancers Fri, circuit crowd Sat, retro Sun","1724 E McDowell","Phoenix","AZ","(*),(M),(D),(YC),(WC)",NA,2002,"Nightclubs","","1724 E McDowell, Phoenix, AZ",-112.0445398,33.4660592,"1724 e mcdowell rd, phoenix, az 85006, usa"
"Alexi's","(in 'Valley Bank Bldg' at Osborn) 602/279-0982 lunch & dinner, int'l, full bar, patio","3550 N Central","Phoenix","AZ","(WC)",NA,2002,"Restaurants","","3550 N Central, Phoenix, AZ",-112.0742463,33.4890471,"3550 n central ave, phoenix, az 85012, usa"
"Katz's Deli","(at Camelback) 602/277-8814 6:30am-3pm, till 7pm Tue-Fri, kosher","5144 Central","Phoenix","AZ","",NA,2002,"Restaurants","","5144 Central, Phoenix, AZ",-112.0232064,33.6620617,"5144 c st, phoenix, az 85050, usa"
"Los Dos Molinos","602/243-9113 11am-9pm, clsd Sun-Mon, homecooking","8646 S Central Ave","Phoenix","AZ","",NA,2002,"Restaurants","","8646 S Central Ave, Phoenix, AZ",-112.0736703,33.367174,"8646 s central ave, phoenix, az 85041, usa"
"Pookie's Cafe","(at Camelback) 602/277-2121 11am-midnight, Sun brunch, also full bar","4540 N 7th St","Phoenix","AZ","(MW),(E),(V),(WC)",NA,2002,"Restaurants","","4540 N 7th St, Phoenix, AZ",-112.0652458,33.5033207,"4540 n 7th st, phoenix, az 85014, usa"
"Vincent Guerithault on Camelback","(at 40th St) 602/224-0225 Southwestern","3930 E Camelback Rd","Phoenix","AZ","(WC)",NA,2002,"Restaurants","","3930 E Camelback Rd, Phoenix, AZ",-111.9962348,33.5103253,"3930 e camelback rd, phoenix, az 85018, usa"
"Energy Tanning","(at Camelback) 602/285-1861 locations valleywide","4700 N Central #116","Phoenix","AZ","(WC)",NA,2002,"Retail Shops","","4700 N Central #116, Phoenix, AZ",-112.0744693,33.506282,"4700 n central ave unit 116, phoenix, az 85012, usa"
"Movies on Central","(at Highland) 602/274-0994 11am-10pm, till 9pm Sun, lgbt video rental & sales","4700 N Central #121","Phoenix","AZ","(WC)",NA,2002,"Retail Shops","","4700 N Central #121, Phoenix, AZ",-112.0739947,33.5065759,"4700 n central ave ste. 121, phoenix, az 85012, usa"
"Unique on Central","(at Highland) 602/279-9691, 800/269-4840 (mail order) 10am-9pm, till 6pm Sun, cards & gifts","4700 N Central Ave #105","Phoenix","AZ","(WC)",NA,2002,"Retail Shops","","4700 N Central Ave #105, Phoenix, AZ",-112.0745515,33.5060183,"4700 n central ave #105, phoenix, az 85012, usa"
"Chute","602/234-1654 24hrs","1440 E Indian School Rd","Phoenix","AZ","(MO),(B),(L)",NA,2002,"Men's Clubs","","1440 E Indian School Rd, Phoenix, AZ",-112.0504668,33.4950177,"1440 e indian school rd, phoenix, az 85014, usa"
"Flex Complex","(btwn 19th Ave & I-17) 602/271-9011 24hrs","1517 S Black Canyon Hwy","Phoenix","AZ","(SW),(PC)",NA,2002,"Men's Clubs","","1517 S Black Canyon Hwy, Phoenix, AZ",-112.1072675,33.4337502,"1517 s black canyon hwy, phoenix, az 85009, usa"
"Hideout","(at 40th St) 602/431-1010","4030 E Elwood Dr","Phoenix","AZ","",NA,2002,"Men's Clubs","","4030 E Elwood Dr, Phoenix, AZ",-111.9942571,33.414944,"4030 e elwood st, phoenix, az 85040, usa"
"Adult Shoppe","(at Jefferson) 602/306-1130 also 5021 W Indian School Rd (at 51st Ave), 623/245-3008","111 S 24th St","Phoenix","AZ","",NA,2002,"Erotica","","111 S 24th St, Phoenix, AZ",-112.0296822,33.4467149,"111 s 24th st, phoenix, az 85034, usa"
"Castle Megastore","(at Central) 602/266-3348 also 5501 E Washington, 602/231-9837; 8802 N Black Canyon Fwy, 602/995-1641; 8315 E Apache Tr, 480/986-6114","300 E Camelback","Phoenix","AZ","",NA,2002,"Erotica","","300 E Camelback, Phoenix, AZ",-112.0697602,33.5094927,"300 e camelback rd, phoenix, az 85012, usa"
"Castle Megastore","602/995-1641","8802 N Black Canyon Fwy","Phoenix","AZ","",NA,2002,"Erotica","Location from another entry's description.","8802 N Black Canyon Fwy, Phoenix, AZ",-112.1179477,33.5655161,"8802 n black cyn hwy, phoenix, az 85051, usa"
"Castle Megastore","480/986-6114","8315 E Apache Tr","Phoenix","AZ","",NA,2002,"Erotica","Location from another entry's description.","8315 E Apache Tr, Phoenix, AZ",-112.0564428,33.4304536,"e apache st, phoenix, az 85034, usa"
"International Bookstore","(at 36th St) 602/955-2000","3640 E Thomas Rd","Phoenix","AZ","",NA,2002,"Erotica","","3640 E Thomas Rd, Phoenix, AZ",-112.0026216,33.4807299,"3640 e thomas rd, phoenix, az 85018, usa"
"Pleasure World","(at 40th St) 602/275-0015","4029 E Washington","Phoenix","AZ","(V)",NA,2002,"Erotica","","4029 E Washington, Phoenix, AZ",-111.9936566,33.4479238,"4029 e washington st, phoenix, az 85034, usa"
"Tuff Stuff","(at 17th St) 602/254-9651 clsd Sun-Mon, leather shop","1716 E McDowell Rd","Phoenix","AZ","",NA,2002,"Erotica","","1716 E McDowell Rd, Phoenix, AZ",-112.044802,33.466037,"1716 e mcdowell rd, phoenix, az 85006, usa"
"Briar Wreath Inn B&B","(at Gurley) 520/778-6048 full brkfst, hot tub","232 S Arizona Ave","Prescott","AZ","(GS),(GO)",NA,2002,"Accommodations","","232 S Arizona Ave, Prescott, AZ",-112.4596679,34.5387118,"232 s arizona ave, prescott, az 86303, usa"
"Cock's Roost","520/776-4404, 888/489-3756 full brkfst","4684 Pink Car Rd","Prescott","AZ","(M),(GO)",NA,2002,"Accommodations","","4684 Pink Car Rd, Prescott, AZ",-112.3852207,34.4520999,"4684 pink car hill, prescott, az 86303, usa"
"ScottsDale Resorts Accommodations","480/515-2300, 888/868-4378 rental homes, villas & condos, kids/ pets ok","7025 E Greenway Pkwy #250","Scottsdale","AZ","(GF),(SW),(NS)",NA,2002,"Accommodations","","7025 E Greenway Pkwy #250, Scottsdale, AZ",-111.9303579,33.622426,"7025 e greenway pkwy #250, scottsdale, az 85254, usa"
"Southwest Inn at Eagle Mountain","Fountain Hills 480/816-3000, 800/992-8083 on 18-hole golf course","9800 N Summer Hill Blvd","Scottsdale","AZ","(GF),(NS)",NA,2002,"Accommodations","","9800 N Summer Hill Blvd, Scottsdale, AZ",-111.7618816,33.5751806,"9800 n summer hill blvd, fountain hills, az 85268, usa"
"BS West","(in pedestrian mall) 480/945-9028 1pm-1am, Sun bbq","7125 W 5th Ave","Scottsdale","AZ","(MW),(D),(V),(WC)",NA,2002,"Bars","","7125 W 5th Ave, Scottsdale, AZ",-111.8980043,33.4540819,"w 5th st, scottsdale, az 85257, usa"
"Espresso Country","(at McDowell) 480/994-5110 6am-7pm, 7am-6pm Sun","1422 N Scottsdale Rd","Scottsdale","AZ","",NA,2002,"Cafes","","1422 N Scottsdale Rd, Scottsdale, AZ",-111.9265735,33.4645115,"1422 n scottsdale rd, scottsdale, az 85257, usa"
"AZ-88","480/994-5576 11am-1am, food till midnight, from 5pm wknds, upscale, some veggie, bar popular w/ gay men Fri-Sat eves","7553 E Scottsdale Mall","Scottsdale","AZ","",NA,2002,"Restaurants","","7553 E Scottsdale Mall, Scottsdale, AZ",-111.9240206,33.4920049,"7553 e scottsdale mall, scottsdale, az 85251, usa"
"Malee's","480/947-6042 lunch & dinner, Thai, full bar","7131 E Main","Scottsdale","AZ","",NA,2002,"Restaurants","","7131 E Main, Scottsdale, AZ",-111.9277962,33.4928473,"7131 e main st, scottsdale, az 85251, usa"
"Zorba's Adult Book Shop","(N of Thomas) 480/941-9891 arcade","2924 N Scottsdale Rd","Scottsdale","AZ","",NA,2002,"Erotica","","2924 N Scottsdale Rd, Scottsdale, AZ",-111.9266551,33.4812099,"2924 n scottsdale rd, scottsdale, az 85251, usa"
"Apple Orchard Inn","928/282-5328, 800/663-6968 full brkfst, masseuse","656 Jordan Rd","Sedona","AZ","(GF),(SW),(NS),(WC)",NA,2002,"Accommodations","","656 Jordan Rd, Sedona, AZ",-111.7601529,34.8771711,"656 jordan rd, sedona, az 86336, usa"
"Iris Garden Inn","928/282-2552, 800/321-8988 motel, jacuzzi","390 Jordan Rd","Sedona","AZ","(GF),(NS),(WC)",NA,2002,"Accommodations","","390 Jordan Rd, Sedona, AZ",-111.7607859,34.8724147,"390 jordan rd, sedona, az 86336, usa"
"Mustang B&B","Cottonwood 928/646-5929 25 mins from Sedona, full brkfst, movie theater","4257 Mustang Dr","Sedona","AZ","(GS),(N),(NS),(GO)",NA,2002,"Accommodations","","4257 Mustang Dr, Sedona, AZ",-111.8162158,34.8690217,"mustang rd, sedona, az 86336, usa"
"Southwest Inn at Sedona","928/282-3344, 800/483-7422","3250 W Hwy 89-A","Sedona","AZ","(GF),(NS)",NA,2002,"Accommodations","","3250 W Hwy 89-A, Sedona, AZ",-111.8173233,34.8609101,"3250 az-89a, sedona, az 86336, usa"
"Judi's","928/282-4449 11:30am-9pm, full bar","40 Soldier Pass Rd","Sedona","AZ","",NA,2002,"Restaurants","","40 Soldier Pass Rd, Sedona, AZ",-111.7827292,34.8633154,"40 soldiers pass rd, sedona, az 86336, usa"
"Shugrue's West","928/282-2943 full bar","2250 W Hwy 89-A","Sedona","AZ","(WC)",NA,2002,"Restaurants","","2250 W Hwy 89-A, Sedona, AZ",-111.799197,34.864113,"2250 az-89a, sedona, az 86336, usa"
"The Windmill","(at Mill Steakhouse & Saloon) 480/756-2445 7pm-1am Wed-Th, till 4am Fri-Sat","3300 S Price Rd","Tempe","AZ","(MW),(D),(F),(E)",NA,2002,"Nightclubs","","3300 S Price Rd, Tempe, AZ",-111.8926737,33.3921508,"3300 s price rd, tempe, az 85282, usa"
"Restaurant Mexico","480/967-3280 11am-9pm, till 10pm Fri-Sat, clsd Sun","120 E University Dr","Tempe","AZ","",NA,2002,"Restaurants","","120 E University Dr, Tempe, AZ",-111.9369492,33.4220655,"120 e university dr, tempe, az 85281, usa"
"Changing Hands","480/730-0205 new & used, lgbt section","6428 S McClintock Dr","Tempe","AZ","",NA,2002,"Bookstores","","6428 S McClintock Dr, Tempe, AZ",-111.9127983,33.362432,"6428 s mcclintock dr, tempe, az 85283, usa"
"Modern World","(at McClintock Dr) 480/967-9052 24hrs","1812 E Apache","Tempe","AZ","",NA,2002,"Erotica","","1812 E Apache, Tempe, AZ",-111.9082945,33.4150318,"1812 e apache blvd, tempe, az 85281, usa"
"Wingspan Community Center","(at 5th Ave) 520/624-1779, 520/624-0348 11am-7pm Mon-Sat, lgbt & youth info, lgbt AA, call for events","300 E 6th St","Tucson","AZ","",NA,2002,"Info Lines & Services","","300 E 6th St, Tucson, AZ",-110.9668551,32.2275362,"300 e 6th st, tucson, az 85705, usa"
"Adobe Rose Inn B&B","520/318-4644, 800/328-4122 full brkfst, hot tub","940 N Olsen Ave","Tucson","AZ","(GF),(SW)",NA,2002,"Accommodations","","940 N Olsen Ave, Tucson, AZ",-110.9407676,32.2335917,"940 n olsen ave, tucson, az 85719, usa"
"Armory Park Guesthouse","520/206-9252 renovated 1896 residence (owner's) w/ 2 detached guest units","219 S 5th Ave","Tucson","AZ","(GF)",NA,2002,"Accommodations","","219 S 5th Ave, Tucson, AZ",-110.966763,32.2193807,"219 s 5th ave, tucson, az 85701, usa"
"Casa Alegre B&B Inn","520/628-1800, 800/628-5654 full brkfst, hot tub","316 E Speedway Blvd","Tucson","AZ","(GF),(SW),(NS)",NA,2002,"Accommodations","","316 E Speedway Blvd, Tucson, AZ",-110.9669566,32.2356853,"316 e speedway blvd, tucson, az 85705, usa"
"Catalina Park Inn","520/792-4541, 800/792-4885","309 E 1st St","Tucson","AZ","(GF),(NS),(GO)",NA,2002,"Accommodations","","309 E 1st St, Tucson, AZ",-110.9668466,32.2345053,"309 e 1st st, tucson, az 85705, usa"
"Desert Trails B&B","520/885-7295 adobe hacienda on 3 acres bordering Saguaro Nat'l Park","12851 E Speedway Blvd","Tucson","AZ","(GF),(SW)",NA,2002,"Accommodations","","12851 E Speedway Blvd, Tucson, AZ",-110.7182968,32.2363959,"12851 e speedway blvd, tucson, az 85748, usa"
"Elysian Grove Market B&B","520/628-1522 full brkfst, renovated historic adobe, kitchen in suite","400 W Simpson","Tucson","AZ","(GF),(NS)",NA,2002,"Accommodations","","400 W Simpson, Tucson, AZ",-110.9753193,32.2154594,"400 w simpson st, tucson, az 85701, usa"
"Gateway Villas B&B","(at 9th St) 520/740-0767, 888/239-8125 jacuzzi, some kitchens","228 N 4th Ave","Tucson","AZ","(GS),(SW),(NS),(GO)",NA,2002,"Accommodations","","228 N 4th Ave, Tucson, AZ",-110.9651526,32.2246191,"228 n 4th ave, tucson, az 85705, usa"
"Hacienda del Sol Guest Ranch Resort","520/299-1501, 800/728-6514","5601 N Hacienda del Sol Rd","Tucson","AZ","(GF),(F),(SW),(WC)",NA,2002,"Accommodations","","5601 N Hacienda del Sol Rd, Tucson, AZ",-110.9152664,32.3043956,"5601 n hacienda del sol rd, tucson, az 85718, usa"
"Hotel Congress","520/622-8848, 800/722-8848 also 'Cup Cafe' & full bar","311 E Congress","Tucson","AZ","(GF),(F)",NA,2002,"Accommodations","","311 E Congress, Tucson, AZ",-110.9668233,32.222337,"311 e congress st, tucson, az 85701, usa"
"Royal Elizabeth B&B Inn","(at Broadway) 520/670-9022, 877/670-9022 historic 1878 downtown mansion, full brkfst, hot tub","204 S Scott Ave","Tucson","AZ","(GF),(SW),(NS),(GO)",NA,2002,"Accommodations","","204 S Scott Ave, Tucson, AZ",-110.969932,32.2190387,"204 s scott ave, tucson, az 85701, usa"
"Tortuga Roja B&B","520/577-6822, 800/467-6822 hot tub","2800 E River Rd","Tucson","AZ","(MO),(SW),(N),(NS),(WC)",NA,2002,"Accommodations","","2800 E River Rd, Tucson, AZ",-110.9310808,32.2841001,"2800 e river rd, tucson, az 85718, usa"
